xi_0,xi_1,ui_0,xf_0,xf_1,uf_0
-0.044664234,-0.016172216,0.002233749,36,6,6.438009917
36,6,6.438009917,-7.657776223,-1.42577902,0.404360069
-7.657776223,-1.42577902,0.404360069,1.621570652,0.094611094,-0.088627656
1.621570652,0.094611094,-0.088627656,-0.342750238,-0.024912677,0.003607395
-0.342750238,-0.024912677,0.003607395,0.072103236,-0.009412109,-0.003325808
0.072103236,-0.009412109,-0.003325808,-0.015580209,-0.003793123,-0.001943934
-0.015580209,-0.003793123,-0.001943934,94,78,34.50521402
94,78,34.50521402,-20.94351576,-20.77310156,7.011230161
-20.94351576,-20.77310156,7.011230161,4.633539978,3.978032665,-1.396774786
4.633539978,3.978032665,-1.396774786,-1.019715636,-0.798247345,0.263806441
-1.019715636,-0.798247345,0.263806441,0.223281008,0.143870372,-0.055026107
0.223281008,0.143870372,-0.055026107,-0.049918353,-0.034701681,0.007865191
-0.049918353,-0.034701681,0.007865191,-16,31,-7.011050475
-16,31,-7.011050475,2.92297549,-8.397968873,2.590496536
2.92297549,-8.397968873,2.590496536,-0.52429769,1.669894566,-0.560247911
-0.52429769,1.669894566,-0.560247911,0.090747584,-0.376887502,0.109154619
0.090747584,-0.376887502,0.109154619,-0.015181274,0.06879574,-0.026854751
-0.015181274,0.06879574,-0.026854751,0.002319535,-0.021474856,0.003061097
0.002319535,-0.021474856,0.003061097,-45,81,-18.07580153
-45,81,-18.07580153,8.234140735,-23.23650679,7.298553758
8.234140735,-23.23650679,7.298553758,-1.473476795,4.821242063,-1.564099467
-1.473476795,4.821242063,-1.564099467,0.254906368,-1.043011538,0.320300707
0.254906368,-1.043011538,0.320300707,-0.042239578,0.209338459,-0.071384835
-0.042239578,0.209338459,-0.071384835,0.006528855,-0.051738512,0.012055385
0.006528855,-0.051738512,0.012055385,20,-14,8.398307998
20,-14,8.398307998,-4.034037586,1.500000007,-2.150406005
-4.034037586,1.500000007,-2.150406005,0.831327004,-0.357813386,0.100446582
0.831327004,-0.357813386,0.100446582,-0.170778907,0.083868463,-0.023959113
-0.170778907,0.083868463,-0.023959113,0.03500273,-0.019404129,0.005605539
0.03500273,-0.019404129,0.005605539,-0.007315886,0.004542502,-0.001241732
-0.007315886,0.004542502,-0.001241732,35,-43,4.643813391
35,-43,4.643813391,-6.81740853,1.500000013,-8.554532113
-6.81740853,1.500000013,-8.554532113,1.416550041,-0.389456456,0.10044115
1.416550041,-0.389456456,0.10044115,-0.293476132,0.097102952,-0.026076943
-0.293476132,0.097102952,-0.026076943,0.060679698,-0.023555761,0.00648994
0.060679698,-0.023555761,0.00648994,-0.012798744,0.005726159,-0.001507408
-0.012798744,0.005726159,-0.001507408,30,-59,2.908944436
30,-59,2.908944436,-5.563576315,1.500000014,-11.96623667
-5.563576315,1.500000014,-11.96623667,1.152923125,-0.375202122,0.100443597
1.152923125,-0.375202122,0.100443597,-0.2382044,0.091141178,-0.025122919
-0.2382044,0.091141178,-0.025122919,0.049112929,-0.021685565,0.006091542
0.049112929,-0.021685565,0.006091542,-0.010328867,0.005192954,-0.001387728
-0.010328867,0.005192954,-0.001387728,-99,-2,-49.5
-99,-2,-49.5,20.83580539,-0.747769727,-0.121827477
20.83580539,-0.747769727,-0.121827477,-4.372468918,0.392386368,-0.050037198
-4.372468918,0.392386368,-0.050037198,0.914974196,-0.131318403,0.026267457
0.914974196,-0.131318403,0.026267457,-0.191110471,0.037751962,-0.008775906
-0.191110471,0.037751962,-0.008775906,0.040729301,-0.01026993,0.002415868
0.040729301,-0.01026993,0.002415868,32,39,13.10035043
32,39,13.10035043,-5.222547806,-7.104987531,4.618744273
-5.222547806,-7.104987531,4.618744273,0.541177835,0.045795396,0.022540911
0.541177835,0.045795396,0.022540911,-0.180943837,0.008683072,-0.411304582
-0.180943837,0.008683072,-0.411304582,-0.354077124,0.009876949,-0.341104204
-0.354077124,0.009876949,-0.341104204,-0.45723818,-0.018819415,-0.311936296
-0.45723818,-0.018819415,-0.311936296,-85,50,-26.56346528
-85,50,-26.56346528,-72.19430148,-5.104915816,-45.0908733
-72.19430148,-5.104915816,-45.0908733,46.10522884,1.403847038,130.0103417
46.10522884,1.403847038,130.0103417,-5.066506169,-5.562984939,42.38265834
-5.066506169,-5.562984939,42.38265834,-2.326799796,4.100709026,22.60319098
-2.326799796,4.100709026,22.60319098,38.63099267,1.928218556,33.95492948
38.63099267,1.928218556,33.95492948,79,16,24.90164975
79,16,24.90164975,-16.83205898,-3.323219951,1.245773613
-16.83205898,-3.323219951,1.245773613,3.571979773,0.386745579,-0.216836874
3.571979773,0.386745579,-0.216836874,-0.756139592,-0.063495173,0.023181861
-0.756139592,-0.063495173,0.023181861,0.15954938,-0.006084817,-0.005905478
0.15954938,-0.006084817,-0.005905478,-0.034453977,-0.0034845,-0.001730982
-0.034453977,-0.0034845,-0.001730982,24,52,9.620163437
24,52,9.620163437,-5.812970528,-13.94739361,4.544745342
-5.812970528,-13.94739361,4.544745342,1.375180308,2.72784929,-0.935382232
1.375180308,2.72784929,-0.935382232,-0.320538577,-0.575299429,0.180042093
-0.320538577,-0.575299429,0.180042093,0.073620667,0.105421666,-0.040118988
0.073620667,0.105421666,-0.040118988,-0.017229784,-0.028245737,0.005405029
-0.017229784,-0.028245737,0.005405029,-28,72,-10.60943209
-28,72,-10.60943209,4.803223286,-20.39289149,6.441592317
4.803223286,-20.39289149,6.441592317,-0.784196148,4.190621385,-1.371567913
-0.784196148,4.190621385,-1.371567913,0.117061745,-0.904036502,0.278048235
0.117061745,-0.904036502,0.278048235,-0.014789057,0.17883754,-0.062094515
-0.014789057,0.17883754,-0.062094515,0.000967477,-0.044919753,0.010103398
0.000967477,-0.044919753,0.010103398,22,-47,2.692615442
22,-47,2.692615442,-4.033976392,1.500000013,-9.318517222
-4.033976392,1.500000013,-9.318517222,0.831314137,-0.357812692,0.100446583
0.831314137,-0.357812692,0.100446583,-0.170776209,0.083868172,-0.023959067
-0.170776209,0.083868172,-0.023959067,0.035002165,-0.019404038,0.00560552
0.035002165,-0.019404038,0.00560552,-0.007315766,0.004542476,-0.001241726
-0.007315766,0.004542476,-0.001241726,38,-36,6.006442134
38,-36,6.006442134,-7.536756204,1.500000013,-7.068061546
-7.536756204,1.500000013,-7.068061546,1.567797877,-0.397634442,0.100439746
1.567797877,-0.397634442,0.100439746,-0.325186588,0.100523336,-0.026624285
-0.325186588,0.100523336,-0.026624285,0.067315777,-0.024628729,0.006718509
0.067315777,-0.024628729,0.006718509,-0.01421576,0.006032069,-0.001576071
-0.01421576,0.006032069,-0.001576071,23,65,-1.102023785
23,65,-1.102023785,-5.808491196,-17.75718024,5.77550009
-5.808491196,-17.75718024,5.77550009,1.417259647,3.521607879,-1.19304641
1.417259647,3.521607879,-1.19304641,-0.338304039,-0.739897068,0.233220602
-0.338304039,-0.739897068,0.233220602,0.079208177,0.13949066,-0.05111994
0.079208177,0.13949066,-0.05111994,-0.018825136,-0.035442084,0.007585515
-0.018825136,-0.035442084,0.007585515,86,86,32.81986268
86,86,32.81986268,-19.38911908,-23.22284316,7.773754602
-19.38911908,-23.22284316,7.773754602,4.334362205,4.505494159,-1.562559864
4.334362205,4.505494159,-1.562559864,-0.96273864,-0.911336577,0.299147039
-0.96273864,-0.911336577,0.299147039,0.212574424,0.168069843,-0.062583831
0.212574424,0.168069843,-0.062583831,-0.047881309,-0.039977829,0.009414255
-0.047881309,-0.039977829,0.009414255,12,29,1.068240352
12,29,1.068240352,-2.933944349,-7.525878658,2.406748347
-2.933944349,-7.525878658,2.406748347,0.697308806,1.421541242,-0.501196373
0.697308806,1.421541242,-0.501196373,-0.163323754,-0.311356515,0.092514741
-0.163323754,-0.311356515,0.092514741,0.037559553,0.052262164,-0.022474322
0.037559553,0.052262164,-0.022474322,-0.008850091,-0.017337614,0.002003001
-0.008850091,-0.017337614,0.002003001,-18,55,-8.01714221
-18,55,-8.01714221,-16.58931478,-136.2211991,-247.5461865
-16.58931478,-136.2211991,-247.5461865,57.70567612,15.36651295,-80.48454476
57.70567612,15.36651295,-80.48454476,-36.18167044,9.006850765,-9.250933238
-36.18167044,9.006850765,-9.250933238,7.722680168,-3.520046569,3.190652482
7.722680168,-3.520046569,3.190652482,-0.380649912,-0.37692115,-3.972966793
-0.380649912,-0.37692115,-3.972966793,63,58,24.51906007
63,58,24.51906007,-14.10758452,-15.2532913,5.111103411
-14.10758452,-15.2532913,5.111103411,3.133902534,2.905990137,-1.023516393
3.133902534,2.905990137,-1.023516393,-0.692320647,-0.592463405,0.191918158
-0.692320647,-0.592463405,0.191918158,0.152056758,0.104870953,-0.041217407
0.152056758,0.104870953,-0.041217407,-0.03411697,-0.027242559,0.00537389
-0.03411697,-0.027242559,0.00537389,18,79,-76.89670834
18,79,-76.89670834,92.43709843,-118.576753,185.1205707
92.43709843,-118.576753,185.1205707,-107.8617467,-157.4443039,-224.7022208
-107.8617467,-157.4443039,-224.7022208,1.125710193,2.174548488,67.53900687
1.125710193,2.174548488,67.53900687,29.82996988,1.355844534,-9.288872679
29.82996988,1.355844534,-9.288872679,1.115521874,6.979387296,8.284154145
1.115521874,6.979387296,8.284154145,-88,73,-32.9358308
-88,73,-32.9358308,17.40261177,-21.36884521,6.537441469
17.40261177,-21.36884521,6.537441469,-3.422300672,4.5364704,-1.437874944
-3.422300672,4.5364704,-1.437874944,0.667879394,-1.005943247,0.301219806
0.667879394,-1.005943247,0.301219806,-0.129581112,0.206320639,-0.068906288
-0.129581112,0.206320639,-0.068906288,0.025376488,-0.052112741,0.011862241
0.025376488,-0.052112741,0.011862241,5,74,-18.89275962
5,74,-18.89275962,-1.134663145,-20.65900635,2.282791632
-1.134663145,-20.65900635,2.282791632,0.291988169,3.087855124,-2.010801122
0.291988169,3.087855124,-2.010801122,-0.226819856,-0.619494998,0.218557435
-0.226819856,-0.619494998,0.218557435,-0.02217452,0.108483121,-0.116970522
-0.02217452,0.108483121,-0.116970522,-0.024537993,0.66584685,0.796058626
-0.024537993,0.66584685,0.796058626,-66,2,-15.23952442
-66,2,-15.23952442,13.84851147,-1.317533771,0.143626769
13.84851147,-1.317533771,0.143626769,-2.897929281,0.40682484,-0.086418918
-2.897929281,0.40682484,-0.086418918,0.604619931,-0.12229335,0.026695381
0.604619931,-0.12229335,0.026695381,-0.125951446,0.03019983,-0.008505351
-0.125951446,0.03019983,-0.008505351,0.026749751,-0.009230272,0.001664329
0.026749751,-0.009230272,0.001664329,-42,-76,-3.250875884
-42,-76,-3.250875884,9.787037159,1.500000014,-15.08638511
9.787037159,1.500000014,-15.08638511,-2.074649782,-0.200686935,0.10047356
-2.074649782,-0.200686935,0.10047356,0.438485021,0.01815144,-0.013442844
0.438485021,0.01815144,-0.013442844,-0.092498529,0.001211166,0.00121397
-0.092498529,0.001211166,0.00121397,0.019909729,-0.001335052,7.75E-05
0.019909729,-0.001335052,7.75E-05,-33,87,-0.867940585
-33,87,-0.867940585,3.937321133,-24.95681052,1.956920388
3.937321133,-24.95681052,1.956920388,-231.1504321,16.73445726,-4.574623524
-231.1504321,16.73445726,-4.574623524,-194.9554326,-2.146106144,-18.19546004
-194.9554326,-2.146106144,-18.19546004,28.08111558,-0.111031073,0.650299485
28.08111558,-0.111031073,0.650299485,-7.779443933,-1.324107558,-0.022448851
-7.779443933,-1.324107558,-0.022448851,63,7,5.189985254
63,7,5.189985254,-13.34739608,-1.358478109,0.477204145
-13.34739608,-1.358478109,0.477204145,2.817090925,0.015997827,-0.084012115
2.817090925,0.015997827,-0.084012115,-0.593244586,0.00502345,-0.001659544
-0.593244586,0.00502345,-0.001659544,0.124491601,-0.018494886,-0.001324873
0.124491601,-0.018494886,-0.001324873,-0.026759758,-0.001247748,-0.002525204
-0.026759758,-0.001247748,-0.002525204,5,-74,0.39028549
5,-74,0.39028549,-0.118206605,1.500000014,-15.01095525
-0.118206605,1.500000014,-15.01095525,0.007996392,-0.31329582,0.100454226
0.007996392,-0.31329582,0.100454226,0.001839693,0.065249306,-0.020979611
0.001839693,0.065249306,-0.020979611,-0.001121333,-0.013563338,0.004361306
-0.001121333,-0.013563338,0.004361306,0.000397762,0.002877255,-0.000867961
0.000397762,0.002877255,-0.000867961,47,-22,11.98601861
47,-22,11.98601861,-9.606083235,1.500000011,-4.117828749
-9.606083235,1.500000011,-4.117828749,2.002888232,-0.421159819,0.100435707
2.002888232,-0.421159819,0.100435707,-0.416407158,0.110362658,-0.028198808
-0.416407158,0.110362658,-0.028198808,0.086405595,-0.027715304,0.007376026
0.086405595,-0.027715304,0.007376026,-0.018292049,0.006912071,-0.00177359
-0.018292049,0.006912071,-0.00177359,0,7,0
0,7,0,-0.101739992,-2.04404645,0.503927504
-0.101739992,-2.04404645,0.503927504,0.039853373,0.309464242,-0.130528474
0.039853373,0.309464242,-0.130528474,-0.012582944,-0.087569736,0.018002633
-0.012582944,-0.087569736,0.018002633,0.003313091,0.007389252,-0.00751404
0.003313091,0.007389252,-0.00751404,-0.000956715,-0.008174219,-0.000868701
-0.000956715,-0.008174219,-0.000868701,-97,85,46.84522982
-97,85,46.84522982,19.10359981,-25.00708908,7.680205796
19.10359981,-25.00708908,7.680205796,-3.738884013,5.312607024,-1.684235267
-3.738884013,5.312607024,-1.684235267,0.725722628,-1.170942865,0.353222119
0.725722628,-1.170942865,0.353222119,-0.139899756,0.241329098,-0.079936437
-0.139899756,0.241329098,-0.079936437,0.027195836,-0.059692641,0.014102643
0.027195836,-0.059692641,0.014102643,36,51,8.784212896
36,51,8.784212896,-8.320285836,-13.52056517,4.450152367
-8.320285836,-13.52056517,4.450152367,1.897542235,2.610468478,-0.906476243
1.897542235,2.610468478,-0.906476243,-0.429056472,-0.544955849,0.172175897
-0.429056472,-0.544955849,0.172175897,0.096120412,0.097869279,-0.038090709
0.096120412,0.097869279,-0.038090709,-0.021989107,-0.02637439,0.004921683
-0.021989107,-0.02637439,0.004921683,-74,-46,-9.864620928
-74,-46,-9.864620928,16.13356369,1.500000013,-8.376253087
16.13356369,1.500000013,-8.376253087,-3.409050986,-0.128535729,0.100485948
-3.409050986,-0.128535729,0.100485948,0.718254124,-0.01202529,-0.008613858
0.718254124,-0.01202529,-0.008613858,-0.151046083,0.010677544,-0.000802604
-0.151046083,0.010677544,-0.000802604,0.032411513,-0.004033977,0.00068329
0.032411513,-0.004033977,0.00068329,-84,71,-31.48045161
-84,71,-31.48045161,16.59346984,-20.7350226,6.34719583
16.59346984,-20.7350226,6.34719583,-3.259314966,4.39541511,-1.394966792
-3.259314966,4.39541511,-1.394966792,0.635194741,-0.974757389,0.291768995
0.635194741,-0.974757389,0.291768995,-0.123052325,0.199456763,-0.066821584
-0.123052325,0.199456763,-0.066821584,0.024049311,-0.05057377,0.011422959
0.024049311,-0.05057377,0.011422959,-62,-18,-23.30756241
-62,-18,-23.30756241,13.25462004,1.500000007,-2.403953001
13.25462004,1.500000007,-2.403953001,-2.803733124,-0.161265324,0.100480328
-2.803733124,-0.161265324,0.100480328,0.59134384,0.001663631,-0.010804407
0.59134384,0.001663631,-0.010804407,-0.124487444,0.006383357,0.000112164
-0.124487444,0.006383357,0.000112164,0.026740391,-0.002809677,0.000408491
0.026740391,-0.002809677,0.000408491,-49,-8,-24.5
-49,-8,-24.5,10.39363568,1.128167828,-0.542774433
10.39363568,1.128167828,-0.542774433,-2.198012586,-0.116461562,0.075573278
-2.198012586,-0.116461562,0.075573278,0.463477506,-0.000768042,-0.007802991
0.463477506,-0.000768042,-0.007802991,-0.097546201,0.005434442,-5.06E-05
-0.097546201,0.005434442,-5.06E-05,0.020948324,-0.002293791,0.000347767
0.020948324,-0.002293791,0.000347767,-48,19,-4.749560808
-48,19,-4.749560808,9.827823714,-5.518216128,1.522987177
9.827823714,-5.518216128,1.522987177,-2.008634598,1.147363526,-0.365598001
-2.008634598,1.147363526,-0.365598001,0.408726984,-0.285098811,0.074143595
0.408726984,-0.285098811,0.074143595,-0.083143801,0.05330443,-0.020718227
-0.083143801,0.05330443,-0.020718227,0.017136686,-0.018965835,0.002069771
0.017136686,-0.018965835,0.002069771,59,57,24.35251219
59,57,24.35251219,-13.25082895,-15.00666099,5.016464339
-13.25082895,-15.00666099,5.016464339,2.951005213,2.864253993,-1.006890785
2.951005213,2.864253993,-1.006890785,-0.653417019,-0.585757634,0.189180398
-0.653417019,-0.585757634,0.189180398,0.143803911,0.103810241,-0.040818565
0.143803911,0.103810241,-0.040818565,-0.03232832,-0.027085259,0.005301883
-0.03232832,-0.027085259,0.005301883,-71,80,-28.31120131
-71,80,-28.31120131,13.7166805,-23.23727274,7.203558832
13.7166805,-23.23727274,7.203558832,-2.62622805,4.883474975,-1.56426613
-2.62622805,4.883474975,-1.56426613,0.496591576,-1.069055987,0.324469866
0.496591576,-1.069055987,0.324469866,-0.092817606,0.217510203,-0.073125561
-0.092817606,0.217510203,-0.073125561,0.017329429,-0.054069286,0.012578336
0.017329429,-0.054069286,0.012578336,-31,22,-2.609061049
-31,22,-2.609061049,6.210442346,-6.114016367,1.783234518
6.210442346,-6.114016367,1.783234518,-1.241325659,1.23066103,-0.405841064
-1.241325659,1.23066103,-0.405841064,0.246450785,-0.293699876,0.079725046
0.246450785,-0.293699876,0.079725046,-0.048889898,0.053247572,-0.021293502
-0.048889898,0.053247572,-0.021293502,0.009759217,-0.018555362,0.002066126
0.009759217,-0.018555362,0.002066126,50,37,-51.74617395
50,37,-51.74617395,-11.04550269,-9.336743486,3.13939414
-11.04550269,-9.336743486,3.13939414,2.423281126,1.707276043,-0.623529744
2.423281126,1.707276043,-0.623529744,-0.529449717,-0.351158228,0.111660179
-0.529449717,-0.351158228,0.111660179,0.115071212,0.056381745,-0.025135497
0.115071212,0.056381745,-0.025135497,-0.025593135,-0.017313038,0.002266628
-0.025593135,-0.017313038,0.002266628,-66,40,79.54895888
-66,40,79.54895888,13.29765702,-11.50734861,3.422374617
13.29765702,-11.50734861,3.422374617,-2.670523256,2.43593739,-0.770670915
-2.670523256,2.43593739,-0.770670915,0.533416497,-0.560583518,0.160480525
0.533416497,-0.560583518,0.160480525,-0.106289465,0.112075244,-0.039134258
-0.106289465,0.112075244,-0.039134258,0.021445215,-0.031758183,0.005830849
0.021445215,-0.031758183,0.005830849,,,
