xi_0,xi_1,ui_0,xf_0,xf_1,uf_0
1.206510202,-0.12512838,-2.829303702,-43,33,-20.8787549
-43,33,-20.8787549,5.947685808,-5.61506332,11.29259939
5.947685808,-5.61506332,11.29259939,0.774645883,-0.756654883,-0.60437021
0.774645883,-0.756654883,-0.60437021,0.987971963,-0.218709322,-2.070001983
0.987971963,-0.218709322,-2.070001983,1.638399995,-0.044329572,0.094422857
1.638399995,-0.044329572,0.094422857,-0.397053614,-0.029255925,-2.325662931
-0.397053614,-0.029255925,-2.325662931,32,-74,2.471038086
32,-74,2.471038086,-5.793891735,1.500000014,-15.21533039
-5.793891735,1.500000014,-15.21533039,1.201348539,-0.377820489,0.100443148
1.201348539,-0.377820489,0.100443148,-0.248357219,0.092236291,-0.025298163
-0.248357219,0.092236291,-0.025298163,0.051237619,-0.0220291,0.006164723
0.051237619,-0.0220291,0.006164723,-0.010782557,0.005290898,-0.001409712
-0.010782557,0.005290898,-0.001409712,-72,25,-33.76734105
-72,25,-33.76734105,15.35096503,-6.432043401,7.163215818
15.35096503,-6.432043401,7.163215818,-1.605171935,-0.068826442,3.498696961
-1.605171935,-0.068826442,3.498696961,-0.776085785,-0.326318764,-2.859000924
-0.776085785,-0.326318764,-2.859000924,0.306636544,0.17564736,6.366944654
0.306636544,0.17564736,6.366944654,-0.217601948,-0.338309345,-4.312525802
-0.217601948,-0.338309345,-4.312525802,63,-54,6.557582041
63,-54,6.557582041,-12.56389337,1.500000014,-11.13804356
-12.56389337,1.500000014,-11.13804356,2.62478832,-0.45478602,0.100429933
2.62478832,-0.45478602,0.100429933,-0.546794053,0.124426578,-0.030449366
-0.546794053,0.124426578,-0.030449366,0.113691788,-0.032127127,0.008315854
0.113691788,-0.032127127,0.008315854,-0.024118528,0.008169911,-0.002055917
-0.024118528,0.008169911,-0.002055917,89,34,39.35469555
89,34,39.35469555,-19.63151329,-4.108329094,11.52627986
-19.63151329,-4.108329094,11.52627986,2.066698809,-0.078643707,-0.201884282
2.066698809,-0.078643707,-0.201884282,-0.634034318,-0.009259732,0.016356078
-0.634034318,-0.009259732,0.016356078,0.852257673,-0.028047065,1.284509172
0.852257673,-0.028047065,1.284509172,0.423169533,0.052183325,0.614191925
0.423169533,0.052183325,0.614191925,46,-8,23
46,-8,23,-9.577982135,1.500000008,-1.012331312
-9.577982135,1.500000008,-1.012331312,1.996979781,-0.420840346,0.100435761
1.996979781,-0.420840346,0.100435761,-0.415168399,0.110229042,-0.028177426
-0.415168399,0.110229042,-0.028177426,0.086146358,-0.027673389,0.007367097
0.086146358,-0.027673389,0.007367097,-0.018236694,0.006900121,-0.001770908
-0.018236694,0.006900121,-0.001770908,23,-71,1.858077795
23,-71,1.858077795,-3.940017832,1.500000014,-14.50041438
-3.940017832,1.500000014,-14.50041438,0.811558698,-0.356744514,0.100446766
0.811558698,-0.356744514,0.100446766,-0.166634306,0.083421414,-0.023887575
-0.166634306,0.083421414,-0.023887575,0.034135385,-0.019263891,0.005575665
0.034135385,-0.019263891,0.005575665,-0.00713068,0.004502519,-0.001232758
-0.00713068,0.004502519,-0.001232758,-30,48,-14.49357194
-30,48,-14.49357194,5.064961311,-12.2519388,7.235630361
5.064961311,-12.2519388,7.235630361,0.469477122,0.116814162,2.396472454
0.469477122,0.116814162,2.396472454,-1.020922517,0.02802113,-1.396172146
-1.020922517,0.02802113,-1.396172146,-0.964784878,0.129367398,4.923876127
-0.964784878,0.129367398,4.923876127,1.468161392,-0.394333345,1.791398235
1.468161392,-0.394333345,1.791398235,-99,58,-45.22289178
-99,58,-45.22289178,19.13338048,-16.18208917,8.447934333
19.13338048,-16.18208917,8.447934333,-1.875875777,0.123767211,-2.23953811
-1.875875777,0.123767211,-2.23953811,-0.226948798,0.03012318,-0.463764501
-0.226948798,0.03012318,-0.463764501,0.31947022,-0.043158131,-1.893269872
0.31947022,-0.043158131,-1.893269872,-1.468209877,-0.083067632,-1.718958796
-1.468209877,-0.083067632,-1.718958796,7,82,3.498420639
7,82,3.498420639,-0.232055698,-18.13579638,31.94635259
-0.232055698,-18.13579638,31.94635259,2.173988653,-0.476323105,2.271978508
2.173988653,-0.476323105,2.271978508,2.701791068,-0.140446222,2.601305241
2.701791068,-0.140446222,2.601305241,1.327260535,-0.008333921,1.784138765
1.327260535,-0.008333921,1.784138765,2.128317749,0.017597108,0.866708962
2.128317749,0.017597108,0.866708962,-71,-37,-11.95093458
-71,-37,-11.95093458,15.38886859,1.500000013,-6.458588544
15.38886859,1.500000013,-6.458588544,-3.252473678,-0.137001879,0.100484494
-3.252473678,-0.137001879,0.100484494,0.685426296,-0.008484383,-0.009180486
0.685426296,-0.008484383,-0.009180486,-0.144176171,0.009566768,-0.000565981
-0.144176171,0.009566768,-0.000565981,0.030944567,-0.003717288,0.000612208
0.030944567,-0.003717288,0.000612208,-23,29,-11.22535068
-23,29,-11.22535068,1.227910658,-3.256146143,8.918392571
1.227910658,-3.256146143,8.918392571,-1.171964795,-0.966420812,-4.321628799
-1.171964795,-0.966420812,-4.321628799,-0.636519293,-1.05395829,-8.168436565
-0.636519293,-1.05395829,-8.168436565,1.685838887,-0.753841499,1.810443391
1.685838887,-0.753841499,1.810443391,0.776409933,-0.805053161,-10.02114521
0.776409933,-0.805053161,-10.02114521,-48,96,-23.58486676
-48,96,-23.58486676,7.370360366,-26.14592723,17.17077775
7.370360366,-26.14592723,17.17077775,-2.454988954,-0.277909977,-3.510507511
-2.454988954,-0.277909977,-3.510507511,1.619604248,-0.105885888,1.744155459
1.619604248,-0.105885888,1.744155459,0.511423926,0.002174318,1.050989154
0.511423926,0.002174318,1.050989154,2.857518372,-0.086838709,3.778460856
2.857518372,-0.086838709,3.778460856,-17,65,-8.437506347
-17,65,-8.437506347,-0.102939631,-8.11261618,30.29863183
-0.102939631,-8.11261618,30.29863183,-0.476849446,0.214128665,-1.430472757
-0.476849446,0.214128665,-1.430472757,-0.402306702,0.027427753,-1.092810985
-0.402306702,0.027427753,-1.092810985,0.173116735,0.001560752,0.374946827
0.173116735,0.001560752,0.374946827,-0.501191313,-0.01321146,-0.982765684
-0.501191313,-0.01321146,-0.982765684,42,64,20.34913153
42,64,20.34913153,-7.218313621,-11.80485543,3.675027477
-7.218313621,-11.80485543,3.675027477,0.809608452,-0.666204761,1.205175275
0.809608452,-0.666204761,1.205175275,2.509366754,-0.208786895,1.659501687
2.509366754,-0.208786895,1.659501687,-2.973929191,-0.08010988,-4.818496342
-2.973929191,-0.08010988,-4.818496342,7.342358393,-0.036849065,7.067260313
7.342358393,-0.036849065,7.067260313,74,75,35.53592847
74,75,35.53592847,-14.27468805,-20.46537847,1.787862503
-14.27468805,-20.46537847,1.787862503,0.817354188,-1.605662788,-5.229619426
0.817354188,-1.605662788,-5.229619426,-1.674734901,-3.632263724,-14.28560529
-1.674734901,-3.632263724,-14.28560529,3.711849669,-1.341362631,3.513970034
3.711849669,-1.341362631,3.513970034,-0.485638327,-1.090062339,7.485863427
-0.485638327,-1.090062339,7.485863427,4,25,1.984103403
4,25,1.984103403,-0.633208603,-3.366978478,1.678692351
-0.633208603,-3.366978478,1.678692351,-0.654581318,-0.476516022,-4.957198482
-0.654581318,-0.476516022,-4.957198482,-2.209365832,-1.74959222,-1.948049501
-2.209365832,-1.74959222,-1.948049501,-0.765512671,0.464154381,8.255926075
-0.765512671,0.464154381,8.255926075,-2.727328791,0.492966021,1.2673856
-2.727328791,0.492966021,1.2673856,8,-53,0.874396756
8,-53,0.874396756,-1.014986266,1.500000014,-10.50612686
-1.014986266,1.500000014,-10.50612686,0.196550533,-0.323490961,0.100452476
0.196550533,-0.323490961,0.100452476,-0.037692363,0.069513352,-0.021661958
-0.037692363,0.069513352,-0.021661958,0.007151579,-0.01490096,0.004646253
0.007151579,-0.01490096,0.004646253,-0.00136877,0.003258619,-0.00095356
-0.00136877,0.003258619,-0.00095356,54,51,25.77471914
54,51,25.77471914,-8.775749746,-14.34949087,-7.094177258
-8.775749746,-14.34949087,-7.094177258,0.422855091,-0.000623838,4.211068903
0.422855091,-0.000623838,4.211068903,1.69786368,-0.693118939,-0.600405875
1.69786368,-0.693118939,-0.600405875,0.000964452,-0.687501823,11.437589
0.000964452,-0.687501823,11.437589,1.198243122,-0.887887549,14.62640004
1.198243122,-0.887887549,14.62640004,40,79,19.86849504
40,79,19.86849504,-1.942072779,-8.576386731,32.00834681
-1.942072779,-8.576386731,32.00834681,-1.39690021,0.02487195,-2.380586219
-1.39690021,0.02487195,-2.380586219,-1.623406035,0.049588994,-0.982119023
-1.623406035,0.049588994,-0.982119023,1.818697521,0.134665553,0.679200924
1.818697521,0.134665553,0.679200924,-2.568417322,0.133173933,-3.654605384
-2.568417322,0.133173933,-3.654605384,-17,23,-8.346037919
-17,23,-8.346037919,0.415298221,-0.81216969,1.057415202
0.415298221,-0.81216969,1.057415202,0.925094559,-0.025147271,1.688522757
0.925094559,-0.025147271,1.688522757,-0.979347675,0.075804321,-1.260268085
-0.979347675,0.075804321,-1.260268085,-1.324542807,0.043853632,-1.839111994
-1.324542807,0.043853632,-1.839111994,-0.943756078,-0.161077307,-2.135609412
-0.943756078,-0.161077307,-2.135609412,-74,86,-35.14827637
-74,86,-35.14827637,3.891324359,-22.90266962,7.443854704
3.891324359,-22.90266962,7.443854704,0.166245934,-0.201651031,0.051264885
0.166245934,-0.201651031,0.051264885,-0.132618505,-0.042021966,-0.075482471
-0.132618505,-0.042021966,-0.075482471,-1.043823256,-0.020453774,-1.766983031
-1.043823256,-0.020453774,-1.766983031,-1.242393376,-0.019913826,-1.692115238
-1.242393376,-0.019913826,-1.692115238,-66,26,-31.2933772
-66,26,-31.2933772,13.17969955,-4.486099323,11.33449017
13.17969955,-4.486099323,11.33449017,-1.606001319,-0.00867685,-1.86986827
-1.606001319,-0.00867685,-1.86986827,0.656858404,0.025264652,2.375024087
0.656858404,0.025264652,2.375024087,-0.087240177,0.132303581,1.38807861
-0.087240177,0.132303581,1.38807861,-0.280014583,-0.008311204,-0.200373353
-0.280014583,-0.008311204,-0.200373353,-63,47,-30.54561134
-63,47,-30.54561134,15.36758034,-10.1571603,14.4663652
15.36758034,-10.1571603,14.4663652,-1.487501202,0.125130513,-1.895721961
-1.487501202,0.125130513,-1.895721961,-0.943790035,0.232454633,-1.782550991
-0.943790035,0.232454633,-1.782550991,1.41562426,0.019648528,1.483447866
1.41562426,0.019648528,1.483447866,-3.449364944,0.301204772,15.18436358
-3.449364944,0.301204772,15.18436358,17,-28,3.528727
17,-28,3.528727,-3.223724143,1.500000012,-5.184327204
-3.223724143,1.500000012,-5.184327204,0.660952984,-0.348601247,0.100448164
0.660952984,-0.348601247,0.100448164,-0.135058476,0.080015551,-0.023342557
-0.135058476,0.080015551,-0.023342557,0.02752748,-0.018195479,0.005348067
0.02752748,-0.018195479,0.005348067,-0.00571968,0.004197908,-0.001164386
-0.00571968,0.004197908,-0.001164386,16,-71,1.296346862
16,-71,1.296346862,-2.468543909,1.500000014,-14.44742823
-2.468543909,1.500000014,-14.44742823,0.502171104,-0.340015896,0.100449638
0.502171104,-0.340015896,0.100449638,-0.10176844,0.076424788,-0.022767951
-0.10176844,0.076424788,-0.022767951,0.020560842,-0.017069064,0.005108112
0.020560842,-0.017069064,0.005108112,-0.004232079,0.00387676,-0.001092304
-0.004232079,0.00387676,-0.001092304,-75,76,-36.17712788
-75,76,-36.17712788,2.980483462,-11.47915466,19.85816097
2.980483462,-11.47915466,19.85816097,-0.521552783,0.074101256,-0.547403801
-0.521552783,0.074101256,-0.547403801,-0.016953452,-0.001688973,0.240349536
-0.016953452,-0.001688973,0.240349536,0.098523852,-0.004152185,-0.013812571
0.098523852,-0.004152185,-0.013812571,0.025966907,-0.005982336,-0.087850864
0.025966907,-0.005982336,-0.087850864,-50,61,-20.7882364
-50,61,-20.7882364,9.603634815,-17.41424953,5.397321884
9.603634815,-17.41424953,5.397321884,-1.827135051,3.624848012,-1.170135956
-1.827135051,3.624848012,-1.170135956,0.342716537,-0.798235971,0.240140114
0.342716537,-0.798235971,0.240140114,-0.063476249,0.159379858,-0.055021507
-0.063476249,0.159379858,-0.055021507,0.011678578,-0.041340121,0.008858178
0.011678578,-0.041340121,0.008858178,59,-68,4.901054786
59,-68,4.901054786,-11.54561915,1.500000014,-14.1261236
-11.54561915,1.500000014,-14.1261236,2.410689104,-0.443209653,0.100431921
2.410689104,-0.443209653,0.100431921,-0.501906245,0.119584845,-0.029674575
-0.501906245,0.119584845,-0.029674575,0.104298072,-0.030608285,0.007992303
0.104298072,-0.030608285,0.007992303,-0.022112668,0.007736879,-0.001958721
-0.022112668,0.007736879,-0.001958721,64,-33,10.78359372
64,-33,10.78359372,-13.04025191,1.500000013,-6.618076268
-13.04025191,1.500000013,-6.618076268,2.724946005,-0.460201556,0.100429003
2.724946005,-0.460201556,0.100429003,-0.567793004,0.126691588,-0.030811821
-0.567793004,0.126691588,-0.030811821,0.118086259,-0.032837655,0.008467214
0.118086259,-0.032837655,0.008467214,-0.025056889,0.008372487,-0.002101386
-0.025056889,0.008372487,-0.002101386,41,88,-89.43550409
41,88,-89.43550409,-9.959487542,-24.32450943,7.964914598
-9.959487542,-24.32450943,7.964914598,2.364158547,4.841485283,-1.637322176
2.364158547,4.841485283,-1.637322176,-0.552246814,-1.003601665,0.321658187
-0.552246814,-1.003601665,0.321658187,0.127210378,0.191948205,-0.068751183
0.127210378,0.191948205,-0.068751183,-0.029769408,-0.04606066,0.01094244
-0.029769408,-0.04606066,0.01094244,-95,75,-34.66688563
-95,75,-34.66688563,18.8425843,-22.03692617,6.727802205
18.8425843,-22.03692617,6.727802205,-3.717515738,4.691818192,-1.483132566
-3.717515738,4.691818192,-1.483132566,0.728207392,-1.041603885,0.311628331
0.728207392,-1.041603885,0.311628331,-0.141877958,0.214431404,-0.071290147
-0.141877958,0.214431404,-0.071290147,0.02793176,-0.05398395,0.012381286
0.02793176,-0.05398395,0.012381286,-6,58,-2.820975341
-6,58,-2.820975341,0.022206737,-12.13494085,11.36594595
0.022206737,-12.13494085,11.36594595,-0.04276141,0.209610299,-1.202666794
-0.04276141,0.209610299,-1.202666794,0.007954757,0.021404505,0.077803888
0.007954757,0.021404505,0.077803888,-0.001940462,0.00710004,0.007132331
-0.001940462,0.00710004,0.007132331,-5.49E-05,-0.003809784,-0.001147867
-5.49E-05,-0.003809784,-0.001147867,97,-28,18.54995889
97,-28,18.54995889,-20.04056897,1.500000013,-5.78988316
-20.04056897,1.500000013,-5.78988316,4.1968112,-0.539785452,0.10041534
4.1968112,-0.539785452,0.10041534,-0.876382658,0.159976987,-0.036138267
-0.876382658,0.159976987,-0.036138267,0.182665118,-0.043279217,0.010691526
0.182665118,-0.043279217,0.010691526,-0.038846551,0.011349444,-0.002769574
-0.038846551,0.011349444,-0.002769574,-15,-79,-1.104254391
-15,-79,-1.104254391,4.149373169,1.500000014,-15.93755121
4.149373169,1.500000014,-15.93755121,-0.889291843,-0.264779356,0.100462556
-0.889291843,-0.264779356,0.100462556,0.189964166,0.04495764,-0.017732467
0.189964166,0.04495764,-0.017732467,-0.040490326,-0.007197884,0.003005306
-0.040490326,-0.007197884,0.003005306,0.008804307,0.001062422,-0.000460615
0.008804307,0.001062422,-0.000460615,45,80,-156.7743049
45,80,-156.7743049,-10.67288174,-21.91915564,7.202325456
-10.67288174,-21.91915564,7.202325456,2.487000194,4.332952757,-1.474526645
2.487000194,4.332952757,-1.474526645,-0.572360845,-0.896453471,0.287585843
-0.572360845,-0.896453471,0.287585843,0.130238489,0.16941382,-0.061588431
0.130238489,0.16941382,-0.061588431,-0.03016208,-0.041222831,0.009500279
-0.03016208,-0.041222831,0.009500279,29,10,11.71900949
29,10,11.71900949,-52.87192831,-101.0659861,-216.5376077
-52.87192831,-101.0659861,-216.5376077,183.8981891,17.31992902,171.1720445
183.8981891,17.31992902,171.1720445,-8.827485996,2.339649174,-3.130791415
-8.827485996,2.339649174,-3.130791415,8.345667274,-6.095202115,14.36916319
8.345667274,-6.095202115,14.36916319,1.632566774,-1.381994412,24.05080386
1.632566774,-1.381994412,24.05080386,14,-45,1.799690861
14,-45,1.799690861,-2.377639335,1.500000013,-8.826767651
-2.377639335,1.500000013,-8.826767651,0.483057788,-0.338982437,0.100449816
0.483057788,-0.338982437,0.100449816,-0.097761162,0.075992552,-0.022698783
-0.097761162,0.075992552,-0.022698783,0.019722235,-0.016933472,0.005079228
0.019722235,-0.016933472,0.005079228,-0.004053009,0.003838101,-0.001083627
-0.004053009,0.003838101,-0.001083627,-71,21,-12.13582439
-71,21,-12.13582439,14.6350548,-6.301575895,1.698922088
14.6350548,-6.301575895,1.698922088,-3.010532134,1.36537042,-0.418640199
-3.010532134,1.36537042,-0.418640199,0.616942441,-0.341820147,0.088750101
0.616942441,-0.341820147,0.088750101,-0.126331692,0.067483213,-0.024509867
-0.126331692,0.067483213,-0.024509867,0.026275851,-0.022489278,0.002977121
0.026275851,-0.022489278,0.002977121,72,35,-99.49132537
72,35,-99.49132537,-15.64035428,-8.521477105,2.953199531
-15.64035428,-8.521477105,2.953199531,3.380168952,1.485111369,-0.568341686
3.380168952,1.485111369,-0.568341686,-0.728154063,-0.294082112,0.096774926
-0.728154063,-0.294082112,0.096774926,0.156253158,0.042237306,-0.021320342
0.156253158,0.042237306,-0.021320342,-0.03430078,-0.013819421,0.001361394
-0.03430078,-0.013819421,0.001361394,6,58,2.769553814
6,58,2.769553814,-1.073946678,-10.6054838,5.920751219
-1.073946678,-10.6054838,5.920751219,1.105479299,0.157061241,-0.571583517
1.105479299,0.157061241,-0.571583517,-1.137340797,0.017887639,-1.531665672
-1.137340797,0.017887639,-1.531665672,0.074284895,-0.010978242,-0.997624989
0.074284895,-0.010978242,-0.997624989,-0.089327464,-0.060027119,-0.807710972
-0.089327464,-0.060027119,-0.807710972,-93,57,-21.29309543
-93,57,-21.29309543,18.70796396,-16.73322947,5.019353325
18.70796396,-16.73322947,5.019353325,-3.749070513,3.586202556,-1.124232769
-3.749070513,3.586202556,-1.124232769,0.747267384,-0.812040499,0.237551732
0.747267384,-0.812040499,0.237551732,-0.148465369,0.166849763,-0.055948612
-0.148465369,0.166849763,-0.055948612,0.029897876,-0.043919362,0.009336472
0.029897876,-0.043919362,0.009336472,-38,14,-14.08229289
-38,14,-14.08229289,7.794901592,-4.136761541,1.095630321
7.794901592,-4.136761541,1.095630321,-1.596811198,0.835979466,-0.272151396
-1.596811198,0.835979466,-0.272151396,0.325634644,-0.21566328,0.053280082
0.325634644,-0.21566328,0.053280082,-0.066435313,0.037904486,-0.016076639
-0.066435313,0.037904486,-0.016076639,0.013715198,-0.015489066,0.001084189
0.013715198,-0.015489066,0.001084189,30,-68,2.523330571
30,-68,2.523330571,-5.449512895,1.500000014,-13.90660956
-5.449512895,1.500000014,-13.90660956,1.1289405,-0.373905379,0.10044382
1.1289405,-0.373905379,0.10044382,-0.233176229,0.090598824,-0.02503613
-0.233176229,0.090598824,-0.02503613,0.048060679,-0.02151543,0.006055299
0.048060679,-0.02151543,0.006055299,-0.010104178,0.005144447,-0.001376841
-0.010104178,0.005144447,-0.001376841,-51,-86,-3.487312357
-51,-86,-3.487312357,11.80566934,1.500000014,-17.17422994
11.80566934,1.500000014,-17.17422994,-2.499081192,-0.177737886,0.1004775
-2.499081192,-0.177737886,0.1004775,0.527470848,0.008553163,-0.011906894
0.527470848,0.008553163,-0.011906894,-0.11112068,0.004222125,0.00057256
-0.11112068,0.004222125,0.00057256,0.023886157,-0.002193496,0.000270187
0.023886157,-0.002193496,0.000270187,-2,-69,-0.168073515
-2,-69,-0.168073515,1.289898751,1.500000014,-13.87998417
1.289898751,1.500000014,-13.87998417,-0.288067522,-0.297287616,0.100456974
-0.288067522,-0.297287616,0.100456974,0.06391213,0.058553989,-0.019908202
0.06391213,0.058553989,-0.019908202,-0.014111293,-0.011463031,0.003913888
-0.014111293,-0.011463031,0.003913888,0.003171536,0.002278443,-0.000733556
0.003171536,0.002278443,-0.000733556,-22,81,-9.690078969
-22,81,-9.690078969,3.398266774,-22.97517185,7.298313657
3.398266774,-22.97517185,7.298313657,-0.45964915,4.712101134,-1.546299814
-0.45964915,4.712101134,-1.546299814,0.04295906,-1.008791689,0.312988429
0.04295906,-1.008791689,0.312988429,0.001986991,0.199802636,-0.069097511
0.001986991,0.199802636,-0.069097511,-0.002887224,-0.049191495,0.011445166
-0.002887224,-0.049191495,0.011445166,95,-75,7.063611945
95,-75,7.063611945,-19.02448333,1.500000014,-15.90780269
-19.02448333,1.500000014,-15.90780269,3.983172148,-0.528233968,0.100417323
3.983172148,-0.528233968,0.100417323,-0.831591327,0.155145661,-0.035365142
-0.831591327,0.155145661,-0.035365142,0.173291592,-0.04176364,0.01036867
0.173291592,-0.04176364,0.01036867,-0.036845002,0.010917343,-0.002672588
-0.036845002,0.010917343,-0.002672588,59,33,1.573274833
59,33,1.573274833,-12.8764846,-8.106480994,2.769535436
-12.8764846,-8.106480994,2.769535436,2.794361694,1.4298936,-0.540318072
2.794361694,1.4298936,-0.540318072,-0.604358818,-0.28925973,0.093074465
-0.604358818,-0.28925973,0.093074465,0.130142241,0.042643866,-0.020997529
0.130142241,0.042643866,-0.020997529,-0.028681142,-0.01421024,0.001387473
-0.028681142,-0.01421024,0.001387473,-26,21,-10.79919107
-26,21,-10.79919107,5.173630501,-5.792896035,1.694953453
5.173630501,-5.792896035,1.694953453,-1.026947346,1.151896096,-0.384112711
-1.026947346,1.151896096,-0.384112711,0.202245383,-0.27487866,0.074450959
0.202245383,-0.27487866,0.074450959,-0.039783174,0.048817969,-0.020040082
-0.039783174,0.048817969,-0.020040082,0.007845035,-0.017502572,0.001782463
0.007845035,-0.017502572,0.001782463,-64,-40,-9.84265717
-64,-40,-9.84265717,13.95541581,1.500000013,-7.158365654
13.95541581,1.500000013,-7.158365654,-2.951080292,-0.15329825,0.100481696
-2.951080292,-0.15329825,0.100481696,0.622236487,-0.001668541,-0.010271181
0.622236487,-0.001668541,-0.010271181,-0.130952378,0.007428653,-0.00011051
-0.130952378,0.007428653,-0.00011051,0.028120862,-0.003107698,0.000475383
0.028120862,-0.003107698,0.000475383,69,-26,14.57276123
69,-26,14.57276123,-14.18002071,1.500000012,-5.146744599
-14.18002071,1.500000012,-5.146744599,2.964590297,-0.473159145,0.100426779
2.964590297,-0.473159145,0.100426779,-0.618036566,0.132111008,-0.031679055
-0.618036566,0.132111008,-0.031679055,0.128600778,-0.034537716,0.008829369
0.128600778,-0.034537716,0.008829369,-0.027302077,0.008857185,-0.002210178
-0.027302077,0.008857185,-0.002210178,-20,2,-8.514800822
-20,2,-8.514800822,4.176749555,-0.802929309,0.137824241
4.176749555,-0.802929309,0.137824241,-0.870169095,0.18977576,-0.051870973
-0.870169095,0.18977576,-0.051870973,0.180689272,-0.054100232,0.012162334
0.180689272,-0.054100232,0.012162334,-0.037487839,0.011178402,-0.003947815
-0.037487839,0.011178402,-0.003947815,0.007914268,-0.004146883,0.000447071
0.007914268,-0.004146883,0.000447071,39,67,214.3135134
39,67,214.3135134,-9.204296554,-18.16233356,5.96534348
-9.204296554,-18.16233356,5.96534348,2.13582225,3.567477336,-1.220389538
2.13582225,3.567477336,-1.220389538,-0.489915606,-0.741261396,0.236297471
-0.489915606,-0.741261396,0.236297471,0.111138985,0.138043651,-0.051213751
0.111138985,0.138043651,-0.051213751,-0.0256868,-0.034760629,0.007492714
-0.0256868,-0.034760629,0.007492714,-42,77,-9.806481043
-42,77,-9.806481043,7.667167182,-22.0236749,6.917565954
7.667167182,-22.0236749,6.917565954,-1.36795271,4.562475758,-1.481991941
-1.36795271,4.562475758,-1.481991941,0.235626776,-0.98800049,0.30296297
0.235626776,-0.98800049,0.30296297,-0.038800446,0.19766681,-0.067707366
-0.038800446,0.19766681,-0.067707366,0.005922533,-0.049211422,0.011308394
0.005922533,-0.049211422,0.011308394,55,96,-153.2740221
55,96,-153.2740221,-9.575177932,-20.89396705,27.28755545
-9.575177932,-20.89396705,27.28755545,52.30928005,0.66236742,53.12973562
52.30928005,0.66236742,53.12973562,-63.04156909,-5.151447837,-29.6472032
-63.04156909,-5.151447837,-29.6472032,11.72161019,-5.422718816,31.17141997
11.72161019,-5.422718816,31.17141997,-8.306297383,4.775227587,36.85821819
-8.306297383,4.775227587,36.85821819,-38,-14,-18.24222234
-38,-14,-18.24222234,8.156909159,1.500000002,-1.689845713
8.156909159,1.500000002,-1.689845713,-1.731904069,-0.219219227,0.100470377
-1.731904069,-0.219219227,0.100470377,0.366625328,0.02590244,-0.014683187
0.366625328,0.02590244,-0.014683187,-0.077460381,-0.001220307,0.001731934
-0.077460381,-0.001220307,0.001731934,0.016698602,-0.000641823,-7.81E-05
0.016698602,-0.000641823,-7.81E-05,-39,11,-15.99247021
-39,11,-15.99247021,8.045568254,-3.415845605,0.845631318
8.045568254,-3.415845605,0.845631318,-1.657664822,0.688327781,-0.223400258
-1.657664822,0.688327781,-0.223400258,0.340089838,-0.18564999,0.043386998
0.340089838,-0.18564999,0.043386998,-0.069815573,0.031820999,-0.014070257
-0.069815573,0.031820999,-0.014070257,0.014513374,-0.014231894,0.000694857
0.014513374,-0.014231894,0.000694857,33,80,13.96542408
33,80,13.96542408,-8.149814758,-22.05549198,7.202458955
-8.149814758,-22.05549198,7.202458955,1.958045695,4.389911707,-1.48380583
1.958045695,4.389911707,-1.48380583,-0.461779655,-0.914310599,0.291402014
-0.461779655,-0.914310599,0.291402014,0.107163771,0.174389718,-0.062782045
0.107163771,0.174389718,-0.062782045,-0.025249223,-0.042551812,0.009818721
-0.025249223,-0.042551812,0.009818721,98,-100,5.492503401
98,-100,5.492503401,-19.33827217,1.500000014,-21.32043574
-19.33827217,1.500000014,-21.32043574,4.049148429,-0.531801312,0.100416711
4.049148429,-0.531801312,0.100416711,-0.845423842,0.156637677,-0.035603899
-0.845423842,0.156637677,-0.035603899,0.176186336,-0.042231682,0.010468375
0.176186336,-0.042231682,0.010468375,-0.037463122,0.011050785,-0.002702539
-0.037463122,0.011050785,-0.002702539,44,-36,6.921063297
44,-36,6.921063297,-8.798019566,1.500000013,-7.113478243
-8.798019566,1.500000013,-7.113478243,1.832987243,-0.411973257,0.100437284
1.832987243,-0.411973257,0.100437284,-0.380785902,0.106520444,-0.027583963
-0.380785902,0.106520444,-0.027583963,0.078951099,-0.026510009,0.007119268
0.078951099,-0.026510009,0.007119268,-0.016700275,0.006568434,-0.00169646
-0.016700275,0.006568434,-0.00169646,32,12,7.315834239
32,12,7.315834239,-6.89564282,-2.864629809,0.914147881
-6.89564282,-2.864629809,0.914147881,1.477596941,0.403734207,-0.185943863
1.477596941,0.403734207,-0.185943863,-0.315951944,-0.090831866,0.024319398
-0.315951944,-0.090831866,0.024319398,0.067204278,0.004616069,-0.007732469
0.067204278,0.004616069,-0.007732469,-0.014686584,-0.00683945,-0.001046182
-0.014686584,-0.00683945,-0.001046182,29,2,11.05432618
29,2,11.05432618,-6.125737687,-0.260007475,0.127981985
-6.125737687,-0.260007475,0.127981985,1.289887882,-0.040356988,-0.015419449
1.289887882,-0.040356988,-0.015419449,-0.270912096,0.018314498,-0.003246228
-0.270912096,0.018314498,-0.003246228,0.056752474,-0.009037878,0.000892004
0.056752474,-0.009037878,0.000892004,-0.012151752,0.001257905,-0.00084661
-0.012151752,0.001257905,-0.00084661,94,44,30.45774528
94,44,30.45774528,-20.40532677,-10.83804863,3.79032765
-20.40532677,-10.83804863,3.79032765,4.408208171,1.914208642,-0.724904823
4.408208171,1.914208642,-0.724904823,-0.949139392,-0.371629368,0.125525756
-0.949139392,-0.371629368,0.125525756,0.203639659,0.055867499,-0.026504513
0.203639659,0.055867499,-0.026504513,-0.044664234,-0.016172216,0.002233749
