,Unnamed: 0,mpc_x_0,mpc_x_1,u_0,ctg
0,0,47.0,26.0,18.314881876838275,3105.647689591915
1,1,14.360279065030143,1.4999997164133203,-34.561952109190216,220.64768959191483
2,2,3.3152349673774464,-0.5350718276467216,-0.8250113577498133,12.180075617131802
3,3,0.4661854660849622,-0.0564551698656237,0.90735303195309,0.9029908674684604
4,4,-0.0429738674876159,-0.0873881221271618,-0.8392124248121201,0.6824747924750505
5,5,-0.0937824912409816,-0.0066734673626125,0.4305258826493521,0.6729913552992955
6,6,-0.0933566849215655,0.0837550421571919,-0.1913623353082136,0.6641516644692909
7,7,-0.1147756290838322,0.0120297100128141,-0.5167640681567406,0.6484212867629934
8,8,-0.143030900437216,0.0130818662433383,-0.1911549739969514,0.6351031278084115
9,9,-0.1343299943437158,0.2370092867040884,0.8941469436282969,0.6144741541041221
10,10,-0.5924494931222515,0.4350400014239447,-0.5520980830060834,0.5402562047397585
11,0,13.0,84.0,6.465813006921247,7282.490882838073
12,1,6.889175369308538,1.4999998269296193,-149.22403503464938,57.49088283807342
13,2,2.5216321672450306,0.65089268206471,-0.1855310012992297,7.7801460881971005
14,3,0.6274093089712236,-0.0168154649049085,0.2580973771833878,0.997856017746839
15,4,0.1575504376989644,-0.0167177182924205,0.4615201305301947,0.6039308169031224
16,5,0.0140917156894838,0.0122968392912242,0.4134738782140497,0.5788291943790824
17,6,-0.0045882091753505,0.0179358481768757,0.2454963497758553,0.578479405671455
18,7,-0.0004998768112842,0.0119268211733485,0.1532647123805199,0.5781366593581942
19,8,-0.1406874755118495,0.0268779288892056,0.0804331369323755,0.5779941604180667
20,9,-0.3297031892187564,-0.0031342440275771,-0.8472034381171318,0.5574787715907963
21,10,-0.6672828080022404,-0.0591473521706421,-1.274571336791439,0.4487647551241527
22,0,-67.0,-1.0,-33.5,4910.896101781228
23,1,-19.545080806297,1.500000012265193,-4.61483236510266,420.8961017812281
24,2,-5.59884750224246,1.4806659594572178,-1.3752641563415289,36.63591801975321
25,3,-1.5634280860639131,0.6329483753287939,-1.4493286164032566,3.096452982891217
26,4,-0.4281346724550399,0.2203507189310389,-0.6251154101438897,0.2515219567663866
27,5,-0.1154340721132882,0.0696835194154151,-0.2184023631979937,0.0196682196747765
28,6,-0.0307285998727473,0.0208289236995362,-0.0692012957350522,0.0014874017920022
29,7,-0.0080926977338532,0.0059973914404889,-0.0207104651230013,0.0001093108793816
30,8,-0.0021128345667216,0.0016811428005598,-0.0059690280062713,7.850418679725039e-06
31,9,-0.0005511342509368,0.0004628934918523,-0.0016735179581363,5.601076575172208e-07
32,10,-0.0001546901660844,0.0001347563084944,-0.0004436679093767,4.208831016228e-08
33,0,20.0,51.0,9.674397924831046,3076.9719206333307
34,1,8.154623676548837,1.5000000081618272,-80.70712712760837,75.97192063333054
35,2,2.3376168903527743,0.0181184219718211,0.5816609230434644,7.224033302714177
36,3,0.5366815668206385,-0.0452848838368102,0.5083108252543045,1.7592522994368542
37,4,0.0988409404264703,0.0083010273971997,0.2027909261150659,1.4691744745676854
