,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,u,L,inst_cost,ctg,path_diff
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,-1.0,2.595662554675571,0.0,0.0728340092,0.3611558717,0.1090869734
1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,0.1,-0.082606274,-0.6578274705,-0.668696650291094,0.0728340092,0.0449373,0.2883218625,0.1090869734
2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,,0.2,-0.1484415963,-0.6588618133,-0.0739507706709832,0.1177713092,0.0430790509,0.2433845625,0.1090869734
3,3,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,,,,,,0.3,-0.2114983932,-0.6032000934,0.7270863729033759,0.1608503601,0.0351935072999999,0.2003055116,0.1090869734
4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,0.4,-0.2653832604,-0.4766065889,0.4238892154295131,0.1960438674,0.0271995572,0.1651120043,0.1090869734
5,5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,,,,0.5,-0.3086879012,-0.3909130266,-0.882759516977784,0.2232434246,0.0284468605,0.1379124471,0.1090869734
6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,,,,,,0.6,-0.3501582985,-0.437718581,0.0768062823418831,0.2516902851,0.0308596889999999,0.1094655866,0.1090869734
7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,,,,,,,0.7,-0.3914413318,-0.3887549194,0.8735611774906527,0.2825499741,0.0279625491,0.0786058976,0.1090869734
8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,0.8,-0.4242104651,-0.2686296684,0.0249095611779359,0.3105125232,0.0255972059999999,0.0506433485,0.1090869734
9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,,,,,0.9,-0.4496537892,-0.2406953882,0.956729936808904,0.3361097292,0.0250461425,0.0250461425,0.1090869734
10,10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,0.0,0.0,-1.0,1.642938655634412,0.0,0.0782135576,3.3467130225,-2.5
11,11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,,,,,,,0.1,-0.0872150015,-0.748491133,-19.33651078369716,0.0782135576,0.4871329375,3.2684994649,-1.5284911330000002
12,12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,,,,,,0.2,-0.2519821231,-2.5173750897,16.88661852030147,0.5653464951,0.432430267,2.7813665274,-2.7373750896999995
13,13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,0.3,-0.4098544083,-0.6708409524,-16.675012108789144,0.9977767621,0.3893786071,2.3489362604,-0.4908409524
14,14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,,,,,,,0.4,-0.5543573554,-2.1938392163,14.594782106545862,1.3871553692,0.3593885614999998,1.9595576533,-1.7738392163
15,15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,,,,,,,0.5,-0.6925277251,-0.5961906359,-8.11234412096659,1.7465439307,0.183318343,1.6001690918,-0.0961906358999999
16,16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,,,,,,,0.6,-0.7885055933,-1.3114471798,4.062927028533106,1.9298622737,0.1925397808000002,1.4168507488,-0.8914471798
17,17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,,,,,,,0.7,-0.8936521648,-0.8000079055,-14.10041973787147,2.1224020545,0.4125313993999997,1.2243109679999995,-0.6200079054999998
18,18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,,,,,,,0.8,-1.0379925893,-2.0657094548,12.380087418970437,2.5349334539,0.4043243833000001,0.8117795686,-2.2857094548
19,19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,,,,,,,0.9,-1.1746831983,-0.6910101038,-12.81076491499202,2.9392578372,0.4074551852999999,0.4074551852999999,-1.4710101038000003
20,20,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,,,,,,,0.0,0.0,-1.0,1.840569410209991,0.0,0.0769768035,3.2035791058999994,-2.5
21,21,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,,,,,,,0.1,-0.0862589791,-0.7296840799,-20.72113023712957,0.0769768035,0.5353922847,3.1266023024,-1.5096840799000002
22,22,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,0.2,-0.2559343581,-2.6321217246,17.99341463862106,0.6123690882,0.4738599467999999,2.5912100176999995,-2.8521217246
23,23,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,,,,,,,0.3,-0.4193721938,-0.6693424251,-17.916282984573236,1.086229035,0.4323539614,2.1173500709,-0.4893424251
24,24,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,,,,,,,0.4,-0.5697370975,-2.3106058198,15.248343597269558,1.5185829964,0.3963405795000001,1.6849961095,-1.8906058198
25,25,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,0.5,-0.7158577296,-0.6396508279,-5.23098616829952,1.9149235759,0.1466483797999997,1.2886555299999998,-0.1396508279
26,26,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,,,,,,,0.6,-0.8020326887,-1.0765744857,1.930029730360416,2.0615719557,0.1617327512000002,1.1420071502,-0.6565744856999999
27,27,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,,,,,,,0.7,-0.895146037,-0.7904581643,-12.75666232232127,2.2233047069,0.3708650265999997,0.9802743989999998,-0.6104581642999999
28,28,28.0,28.0,28.0,28.0,28.0,28.0,28.0,28.0,,,,,,,0.8,-1.0320773721,-1.9291930615,7.923229541742668,2.5941697335,0.3736676371,0.6094093724,-2.1491930615
29,29,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,,,,,,,0.9,-1.1773366306,-0.9916108488,0.396331090714642,2.9678373706,0.2357417352999999,0.2357417352999999,-1.7716108488000004
30,30,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,,,,,,0.0,0.0,-1.0,1.000905813226031,0.0,0.0826678757,2.8341403462,-2.5
31,31,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,,,,,,,0.1,-0.0903207788,-0.8095886399,-7.782457846434099,0.0826678757,0.1676197534999999,2.7514724705,-1.5895886399
32,32,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,,,,,,,0.2,-0.2050103239,-1.4731448795,6.96606175395041,0.2502876292,0.1501542008,2.583852717,-1.6931448795
33,33,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,,,,,,,0.3,-0.3115008481,-0.6700481798,-17.14495363609298,0.40044183,0.3966726544,2.4336985162,-0.4900481798
34,34,34.0,34.0,34.0,34.0,34.0,34.0,34.0,34.0,,,,,,,0.4,-0.458201647,-2.2378427445,14.96373457619814,0.7971144844,0.3614481682999999,2.0370258618,-1.8178427445
35,35,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,,,,,,,0.5,-0.5987747094,-0.6008962245,-17.73185690406671,1.1585626527,0.4270234091,1.6755776935,-0.1008962245
36,36,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,,,,,,,0.6,-0.7417339449,-2.2311226795,13.961041903004846,1.5855860618,0.3954299678999999,1.2485542844,-1.8111226795
37,37,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,,,,,,,0.7,-0.8865180301,-0.690234404,-11.807519459653886,1.9810160297,0.3181568733000002,0.8531243165,-0.5102344039999999
