0,inf
1,inf
2,inf
3,inf
4,inf
5,inf
6,inf
7,inf
8,inf
9,inf
10,inf
11,inf
12,inf
13,inf
14,inf
15,inf
16,1598.3433
17,1598.3433
18,1598.3433
19,1598.3433
20,1598.3433
21,1598.3433
22,1598.3433
23,1598.3433
24,1598.3433
25,1598.3433
26,1598.3433
27,1598.3433
28,1598.3433
29,1598.3433
30,1598.3433
31,1598.3433
32,1598.3433
33,1575.6226
34,1337.9815
35,1337.9815
36,1337.9815
37,1337.9815
38,1337.9815
39,1127.2156
40,1127.2156
41,1127.2156
42,1127.2156
43,1127.2156
44,1127.2156
45,1127.2156
46,1127.2156
47,1127.2156
48,1127.2156
49,1127.2156
50,1127.2156
51,1127.2156
52,1127.2156
53,1127.2156
54,1050.1678
55,1050.1678
56,871.5701
57,871.5701
58,871.5701
59,871.5701
60,871.5701
61,871.5701
62,871.5701
63,871.5701
64,871.5701
65,871.5701
66,871.5701
67,871.5701
68,871.5701
69,871.5701
70,871.5701
71,735.2232
72,735.2232
73,735.2232
74,735.2232
75,735.2232
76,735.2232
77,735.2232
78,735.2232
79,735.2232
80,735.2232
81,735.2232
82,735.2232
83,735.2232
84,735.2232
85,735.2232
86,735.2232
87,735.2232
88,735.2232
89,735.2232
