,t,x1,x2,u
4,0.1,8.029784145,-3.694318455,-14.93305408
8,0.2,7.633250975,-4.227460725,-9.296754399
12,0.3,7.20057337,-4.422835672,-6.280525527
16,0.4,6.709237819,-5.387795364,-14.56295243
20,0.5,6.106712777,-6.641808731,-18.56538409
24,0.6,5.479900385,-5.906689069,1.083072695
28,0.7,4.876122493,-6.164571434,-8.61660256
32,0.8,4.321765331,-4.942929127,6.672851448
36,0.9,3.894678801,-3.620832747,8.950098501
40,1,3.55200924,-3.238922576,0.392406101
0,0,4.274949546,-10.41571468,0
4,0.1,3.335520873,-8.406342713,10.69943299
8,0.2,2.452701054,-9.236224623,-17.1270173
12,0.3,1.487213268,-10.059807,-17.89070165
16,0.4,0.53125591,-9.075738573,0.281110713
20,0.5,-0.27385676,-7.060103146,12.10522757
24,0.6,-0.936576968,-6.208492159,1.888907795
28,0.7,-1.448830561,-4.072178992,16.24059573
32,0.8,-1.775435722,-2.486350315,12.59223516
36,0.9,-1.94117067,-0.855524538,14.65090829
40,1,-2.035063161,-1.019591293,-2.579592467
0,0,-9.527752377,-16.43967018,0
4,0.1,-11.00546229,-13.16902974,17.92930517
8,0.2,-12.30147091,-12.75799211,-8.849709803
12,0.3,-13.42534377,-9.76926879,18.64850459
16,0.4,-14.35889209,-8.915917877,-0.801974139
20,0.5,-15.29249703,-9.742408206,-17.6009526
24,0.6,-16.16346121,-7.710731049,11.60712976
28,0.7,-16.91659156,-7.357757994,-4.001573015
32,0.8,-17.564282,-5.624926503,10.85141052
36,0.9,-18.15260426,-6.133051262,-10.96447014
40,1,-18.74759832,-5.772832573,-2.347753701
0,0,3.014909065,-12.48822977,0
4,0.1,1.880220386,-10.24295876,11.1058233
8,0.2,0.87952667,-9.778652708,-5.363876652
12,0.3,-0.068220559,-9.186165011,-3.552595309
16,0.4,-0.917776977,-7.827602301,5.090062912
20,0.5,-1.647136129,-6.777086403,3.211567469
24,0.6,-2.37293234,-7.723073996,-16.71783805
28,0.7,-3.088927377,-6.615286782,3.917921774
32,0.8,-3.747009416,-6.547483863,-5.902791199
36,0.9,-4.372185465,-5.965731386,-0.434235729
40,1,-4.960039391,-5.794205422,-4.163279617
0,0,6.698901598,-15.53637993,0
4,0.1,5.284815925,-12.79108088,13.31213375
8,0.2,3.989083079,-13.1181262,-16.22778159
12,0.3,2.664155651,-13.37612313,-15.8292436
16,0.4,1.374373806,-12.43519333,-3.488520489
20,0.5,0.101670237,-13.00931101,-18.4682125
24,0.6,-1.178122701,-12.59347716,-8.639590848
28,0.7,-2.407705024,-12.00792684,-6.440320026
32,0.8,-3.645400495,-12.73388531,-19.63653941
36,0.9,-4.761265925,-9.635061739,19.82958139
40,1,-5.66284536,-8.41682748,3.166548236
0,0,3.73523356,-8.925155619,0
4,0.1,2.86129558,-8.559693983,-5.084763429
8,0.2,2.030604804,-8.06240825,-3.334050435
12,0.3,1.220647377,-8.135521941,-8.83071118
16,0.4,0.461254361,-7.07009257,3.060363553
20,0.5,-0.193229505,-6.036803369,3.788053344
24,0.6,-0.849438807,-7.070162884,-16.89568817
28,0.7,-1.578573363,-7.505277524,-11.64249195
32,0.8,-2.315767306,-7.242972373,-4.748887931
36,0.9,-3.034512035,-7.133742395,-6.095147504
40,1,-3.712118269,-6.430107577,0.260285842
0,0,-8.472145018,-13.70471588,0
4,0.1,-9.811348069,-13.08959544,-7.240826153
8,0.2,-11.02601326,-11.23461947,6.403107757
12,0.3,-12.00675964,-8.427092387,18.2678071
16,0.4,-12.81017602,-7.654116042,-0.304400369
20,0.5,-13.52522209,-6.663316055,2.757539117
24,0.6,-14.10745544,-5.008919591,10.72163115
28,0.7,-14.56114032,-4.080253201,4.749815102
32,0.8,-15.01085146,-4.900304383,-12.69762323
36,0.9,-15.3905917,-2.730655228,17.89908914
40,1,-15.67981515,-3.048516791,-6.070850046
0,0,7.00678747,-7.499256772,0
4,0.1,6.354939095,-5.56986194,12.77546457
8,0.2,5.800903312,-5.51182091,-4.959947531
12,0.3,5.221267901,-6.071559877,-11.39374378
16,0.4,4.635270916,-5.655316062,-1.697531693
20,0.5,4.048442899,-6.074262992,-10.05774947
24,0.6,3.555937764,-3.813512607,17.6824525
28,0.7,3.280407358,-1.731785184,18.06197016
32,0.8,3.10838059,-1.709127752,-1.493693368
36,0.9,2.936733193,-1.723579369,-1.860990142
40,1,2.700110894,-2.987799781,-15.0084271
0,0,-8.978663293,-12.27158137,0
4,0.1,-10.22415953,-12.63233182,-16.06246684
8,0.2,-11.36476106,-10.21989936,12.71830926
12,0.3,-12.42482482,-10.96889461,-18.09059001
16,0.4,-13.40618324,-8.696146625,12.91389561
20,0.5,-14.32039707,-9.573509616,-17.91576817
24,0.6,-15.24499386,-8.929163498,-2.802506722
28,0.7,-16.0448046,-7.097572778,10.31779978
32,0.8,-16.7809412,-7.616511761,-12.55075587
36,0.9,-17.59434892,-8.634675933,-18.31571885
40,1,-18.44089863,-8.301864344,-5.137381288
0,0,-1.717402784,-6.628921887,0
4,0.1,-2.348997311,-6.013228499,-0.159011399
8,0.2,-2.855440908,-4.146746287,13.60038616
12,0.3,-3.169802859,-2.173376742,16.59007594
16,0.4,-3.412498371,-2.67222082,-7.415395906
20,0.5,-3.70988604,-3.265643823,-8.908106721
24,0.6,-4.086406652,-4.248392015,-13.59268804
28,0.7,-4.442048089,-2.887120805,10.05629772
32,0.8,-4.748021088,-3.226680781,-6.455329747
36,0.9,-5.094905447,-3.703067937,-8.232715148
40,1,-5.425634787,-2.924492945,4.478456521
0,0,8.106797895,-1.555397423,0
4,0.1,7.957905158,-1.424636317,-0.181316315
8,0.2,7.897634823,0.19228542,15.56651403
12,0.3,7.844898671,-1.223417357,-14.6843893
16,0.4,7.688105868,-1.901145108,-8.345205529
20,0.5,7.532830027,-1.215792364,5.300769027
24,0.6,7.364611947,-2.133280318,-10.85706034
28,0.7,7.090059324,-3.337701792,-14.78974097
32,0.8,6.713132379,-4.186689673,-12.25914826
36,0.9,6.397771536,-2.15439315,17.1693568
40,1,6.281422897,-0.205063047,18.32981465
0,0,-3.269693223,-7.872458463,0
4,0.1,-4.093574962,-8.59316651,-15.44589786
8,0.2,-4.941868136,-8.376310629,-6.314372927
12,0.3,-5.758079727,-7.954942829,-3.948437914
16,0.4,-6.547086003,-7.82730955,-6.613729962
20,0.5,-7.234031588,-5.943002051,11.97361914
24,0.6,-7.88050652,-6.969392909,-16.72865789
28,0.7,-8.530678789,-6.049383409,2.698372307
32,0.8,-9.011374287,-3.605255239,19.63432671
36,0.9,-9.442136844,-4.986971138,-18.12478456
40,1,-9.908245348,-4.345881985,1.749806487
0,0,6.270131191,-3.002067414,0
4,0.1,5.981088656,-2.782443078,-0.694181994
8,0.2,5.672675902,-3.375922328,-9.018920038
12,0.3,5.434065301,-1.42873738,17.08574347
16,0.4,5.243251268,-2.371827723,-11.33904377
20,0.5,5.000440295,-2.482546721,-3.535299704
24,0.6,4.852409362,-0.510926803,18.23588985
28,0.7,4.736785148,-1.780403064,-13.85100475
32,0.8,4.535487112,-2.237933426,-6.588283981
36,0.9,4.335268554,-1.774165895,2.635489737
40,1,4.202446148,-0.896900885,7.444426036
0,0,5.606235771,-14.47264699,0
4,0.1,4.237281399,-12.93211176,1.715808566
8,0.2,2.939767175,-13.01676211,-13.8216457
12,0.3,1.753455809,-10.74728356,10.8316718
16,0.4,0.652488732,-11.26345653,-16.17140048
20,0.5,-0.469962772,-11.18685011,-10.45845084
24,0.6,-1.60401065,-11.48907128,-14.36269051
28,0.7,-2.692572131,-10.30194055,0.985692559
32,0.8,-3.578462757,-7.463176817,19.52873103
36,0.9,-4.303843296,-7.051297485,-3.135012067
40,1,-4.939114086,-5.677019135,7.390075596
0,0,6.427744954,-12.47871134,0
4,0.1,5.153403366,-12.999443,-17.95073244
8,0.2,3.921360478,-11.66367387,1.037262457
12,0.3,2.86210263,-9.556595207,10.47820812
16,0.4,1.993533087,-7.843345067,8.446805965
20,0.5,1.186248711,-8.294819143,-12.58758452
24,0.6,0.342380536,-8.57782832,-11.26877352
28,0.7,-0.558146011,-9.418690589,-17.41388816
32,0.8,-1.429731592,-8.036061025,5.110439821
36,0.9,-2.290623043,-9.162988982,-19.87819408
40,1,-3.078957269,-6.645644292,17.29010464
0,0,-0.369516593,-4.677656626,0
4,0.1,-0.765134637,-3.258355341,10.23683241
8,0.2,-1.079973434,-3.042025494,-0.9850895
12,0.3,-1.337166014,-2.11723667,6.675962445
16,0.4,-1.568051636,-2.494194192,-6.07843144
20,0.5,-1.863467656,-3.399047837,-12.00269666
24,0.6,-2.177617964,-2.892401021,1.924965081
28,0.7,-2.440246773,-2.368898741,2.60873472
32,0.8,-2.659984119,-2.031471054,1.176903397
36,0.9,-2.835023878,-1.478538138,3.778931574
40,1,-2.905270162,0.048171549,14.56463403
0,0,1.802799391,-5.905088485,0
4,0.1,1.32583448,-3.671431153,17.56692421
8,0.2,0.947772792,-3.886223342,-5.928538778
12,0.3,0.62989599,-2.494504146,10.73842394
16,0.4,0.438257802,-1.357211331,9.456546268
20,0.5,0.255812508,-2.276377674,-11.01611637
24,0.6,-0.052287944,-3.859254472,-18.9097725
28,0.7,-0.397990081,-3.06797408,4.455782547
32,0.8,-0.718466949,-3.337078945,-5.895817332
36,0.9,-0.956639109,-1.457682321,16.41224464
40,1,-1.058068364,-0.58543776,7.708153057
0,0,-2.963293918,-9.933628452,0
4,0.1,-3.878028804,-8.386844707,6.32048858
8,0.2,-4.665585817,-7.381055896,2.182317992
12,0.3,-5.387406539,-7.060696982,-4.014618094
16,0.4,-6.025430795,-5.72209446,7.005782669
20,0.5,-6.621806545,-6.197498451,-10.71779741
24,0.6,-7.154338606,-4.481734083,11.83232307
28,0.7,-7.586059566,-4.158078483,-1.080653607
32,0.8,-8.015617833,-4.428579247,-7.000590299
36,0.9,-8.466323245,-4.582956469,-6.050826343
40,1,-8.991972211,-5.907943417,-18.50635914
0,0,6.307681982,-14.93361679,0
4,0.1,4.838000133,-14.46778279,-10.03847851
8,0.2,3.509560351,-12.13980599,9.995370144
12,0.3,2.259263391,-12.85422816,-19.64719123
16,0.4,1.091700136,-10.53567309,11.50991815
20,0.5,0.104808307,-9.224020737,3.247605209
24,0.6,-0.745221817,-7.800306363,5.736842502
28,0.7,-1.457528037,-6.468019118,6.199810252
32,0.8,-2.139918055,-7.168114932,-13.82485833
36,0.9,-2.873818501,-7.50429197,-10.70077485
40,1,-3.653173218,-8.073320139,-13.48382885
0,0,3.772557985,-15.1527246,0
4,0.1,2.346452068,-13.39862387,3.279948181
8,0.2,1.068849273,-12.17384167,-0.528205992
12,0.3,-0.130392076,-11.81693282,-8.423324976
16,0.4,-1.332558599,-12.21968619,-16.04919891
20,0.5,-2.431333944,-9.796205342,13.24705499
24,0.6,-3.384526545,-9.276310142,-4.332974008
28,0.7,-4.231276607,-7.685205097,7.443549839
32,0.8,-4.871502294,-5.161365638,18.83613771
36,0.9,-5.37208059,-4.855300505,-1.945131627
40,1,-5.783826566,-3.403806557,10.39747971
0,0,7.961935025,-10.58313782,0
4,0.1,6.949380949,-9.682944428,-1.123606882
8,0.2,6.010506358,-9.104191674,-3.601218375
12,0.3,5.1270726,-8.573329696,-3.525717789
16,0.4,4.335076261,-7.28801542,4.933179365
20,0.5,3.609522975,-7.224115133,-6.616529995
24,0.6,2.888488197,-7.197031741,-6.939513859
28,0.7,2.134010524,-7.881122109,-14.3856804
32,0.8,1.304945354,-8.686756295,-16.34699357
36,0.9,0.536395647,-6.71706063,12.01145958
40,1,-0.124108908,-6.496702501,-4.401464269
0,0,-5.956355203,-18.12541612,0
4,0.1,-7.713525186,-17.0361352,-6.678890659
8,0.2,-9.376412841,-16.23496844,-8.617208892
12,0.3,-10.85254753,-13.33603286,14.22800892
16,0.4,-12.07918918,-11.23186378,8.775274294
20,0.5,-13.1906309,-11.00082067,-8.803986051
24,0.6,-14.16697904,-8.566703981,14.57768546
28,0.7,-14.97193715,-7.549410286,2.123355854
32,0.8,-15.69052884,-6.8343394,-0.035208061
36,0.9,-16.32943925,-5.958464353,2.369646344
40,1,-16.89993565,-5.459773844,-0.71805895
0,0,2.675157623,-14.68647015,0
4,0.1,1.27336974,-13.37120494,-0.865226793
8,0.2,-0.028223043,-12.67229724,-6.026850848
12,0.3,-1.309790922,-12.95436007,-15.63630707
16,0.4,-2.446550429,-9.832846619,19.84753946
20,0.5,-3.468176657,-10.587109,-17.75888606
24,0.6,-4.458413589,-9.240076455,3.567956093
28,0.7,-5.258241859,-6.797196812,16.43051373
32,0.8,-5.874885129,-5.556345999,6.242075431
36,0.9,-6.429417958,-5.534671761,-5.328585914
40,1,-7.046436183,-6.784859745,-18.67206209
0,0,-3.388636783,-15.13536538,0
4,0.1,-4.875941273,-14.61932369,-9.712628052
8,0.2,-6.272618189,-13.33560635,-1.129595753
12,0.3,-7.613880112,-13.4871075,-14.92763071
16,0.4,-8.920076796,-12.65076292,-4.698521032
20,0.5,-10.16165755,-12.18855438,-7.793722081
24,0.6,-11.34337179,-11.45790587,-4.510657363
28,0.7,-12.41858092,-10.0694144,3.132823362
32,0.8,-13.4190289,-9.941673837,-8.727074114
36,0.9,-14.357066,-8.837468555,1.661681797
40,1,-15.15479462,-7.145301959,8.94437974
0,0,-3.52440272,-16.17889931,0
4,0.1,-5.126527607,-15.86876643,-12.91992004
8,0.2,-6.645918337,-14.54117108,-1.917953817
12,0.3,-8.072712428,-14.00366763,-8.892906363
16,0.4,-9.317008988,-10.93342574,18.25945331
20,0.5,-10.34502576,-9.648324467,2.570845005
24,0.6,-11.19048521,-7.299996812,15.02868204
28,0.7,-11.86019037,-6.113871856,5.164197957
32,0.8,-12.39822078,-4.670783801,9.050576454
36,0.9,-12.84730216,-4.316743441,-0.950410181
40,1,-13.29728786,-4.676967821,-8.102100804
0,0,-5.190437102,-11.83872759,0
4,0.1,-6.306945717,-10.5135277,2.086912805
8,0.2,-7.282032398,-9.013207091,5.252339252
12,0.3,-8.128359826,-7.931369103,2.355105592
16,0.4,-8.876859003,-7.053247348,1.296225789
20,0.5,-9.612136417,-7.642482,-13.24512066
24,0.6,-10.30634683,-6.264685742,6.835858424
28,0.7,-10.88281106,-5.280990947,4.072305702
32,0.8,-11.4061968,-5.188269079,-4.306638783
36,0.9,-11.9026633,-4.748390916,-0.565883322
40,1,-12.26225764,-2.481274882,19.07521692
0,0,7.160325109,-10.2817009,0
4,0.1,6.228960614,-8.377323339,9.730130676
8,0.2,5.362056549,-8.95119502,-14.40775746
12,0.3,4.563467969,-7.052220865,11.00385576
16,0.4,3.852591585,-7.163453267,-8.221087864
20,0.5,3.264158901,-4.647132097,19.27888487
24,0.6,2.803985213,-4.557829796,-3.70871388
28,0.7,2.299411582,-5.517648512,-14.64392347
32,0.8,1.825672045,-3.98272009,10.61188886
36,0.9,1.368027881,-5.150700114,-16.25624188
40,1,0.935181477,-3.533182103,11.84671607
0,0,-2.198644096,-2.133625321,0
4,0.1,-2.474985217,-3.372551763,-15.15267562
8,0.2,-2.871013583,-4.528748811,-15.52225414
12,0.3,-3.26073655,-3.286412684,8.526131598
16,0.4,-3.583704125,-3.174798739,-2.113536295
20,0.5,-3.904418021,-3.238419027,-3.843341843
24,0.6,-4.261169446,-3.885821236,-10.04153635
28,0.7,-4.723166121,-5.330045853,-19.06221291
32,0.8,-5.148958841,-3.220954227,16.83298905
36,0.9,-5.409101652,-2.002211002,9.586004136
40,1,-5.55853819,-1.00316769,8.496067754
0,0,-1.088016891,-16.96841057,0
4,0.1,-2.737477691,-16.03633738,-7.173876034
8,0.2,-4.310737691,-15.43881959,-9.757422162
12,0.3,-5.723239863,-12.85429213,11.7202529
16,0.4,-6.975315638,-12.19815713,-5.959407708
20,0.5,-8.101820777,-10.36253426,7.091177295
24,0.6,-9.109741289,-9.805163937,-4.505501884
28,0.7,-10.08465952,-9.695035875,-8.647901714
32,0.8,-11.09863554,-10.56990586,-18.88846005
36,0.9,-12.12653565,-9.997632573,-4.556268224
40,1,-13.15406492,-10.54385067,-15.73747369
0,0,-3.376904858,-18.00955843,0
4,0.1,-4.994447232,-14.40141475,19.90601308
8,0.2,-6.358002489,-12.89479652,1.43062975
12,0.3,-7.559872453,-11.17132255,5.216040006
16,0.4,-8.561653568,-8.902113587,12.6742785
20,0.5,-9.390661092,-7.69810044,3.75005623
24,0.6,-10.0675877,-5.870880224,11.50293612
28,0.7,-10.64495674,-5.679686636,-3.861754527
32,0.8,-11.16382137,-4.713703069,4.471189339
36,0.9,-11.64646071,-4.935389597,-7.043258692
40,1,-12.14300007,-4.994414086,-5.555638527
0,0,8.559033744,-11.72509697,0
4,0.1,7.475995668,-9.964994687,6.770642068
8,0.2,6.559931895,-8.382648817,6.662820963
12,0.3,5.740743674,-8.00736922,-4.439086236
16,0.4,4.884742356,-9.094540646,-19.43172745
20,0.5,3.970504264,-9.188652917,-10.08350362
24,0.6,3.143925992,-7.373165596,9.889090486
28,0.7,2.356763301,-8.353747899,-17.67744993
32,0.8,1.613078043,-6.550014484,10.60048157
36,0.9,1.013700593,-5.455768895,4.948681394
40,1,0.587772824,-3.102009288,19.27831838
0,0,-9.125662448,-6.409341891,0
4,0.1,-9.809309434,-7.249595937,-15.23901033
8,0.2,-10.40463445,-4.69940065,19.54870266
12,0.3,-10.92340445,-5.659992081,-14.79361427
16,0.4,-11.49496257,-5.76934798,-6.809140165
20,0.5,-12.05255766,-5.388893681,-1.771407917
24,0.6,-12.52366337,-4.05544096,8.62347014
28,0.7,-12.89720001,-3.425784365,2.561199551
32,0.8,-13.15588128,-1.775343859,13.91759233
36,0.9,-13.33776693,-1.860942656,-2.674844429
40,1,-13.60732739,-3.502905075,-19.1152288
0,0,-8.175679864,-8.064182636,0
4,0.1,-9.020263406,-8.814977051,-15.95377957
8,0.2,-9.863572374,-8.063721147,-0.920530641
12,0.3,-10.64302726,-7.534200492,-2.499342327
16,0.4,-11.30617347,-5.758316837,11.12737445
20,0.5,-11.80939973,-4.330009484,9.250810947
24,0.6,-12.27440604,-4.959624918,-10.94621746
28,0.7,-12.65189953,-2.629080856,19.5305057
32,0.8,-12.83437162,-1.046728973,13.99879799
36,0.9,-12.95817781,-1.423122757,-5.001999798
40,1,-13.05191065,-0.467459108,8.619308089
0,0,0.594622829,-1.197446024,0
4,0.1,0.402538532,-2.620525863,-16.15164136
8,0.2,0.155870305,-2.317881913,0.559757226
12,0.3,-0.111143549,-3.010847656,-9.599795972
16,0.4,-0.409473921,-2.956662722,-2.441454382
20,0.5,-0.726772113,-3.382209847,-7.428453165
24,0.6,-1.080325565,-3.683832966,-6.55176571
28,0.7,-1.502143554,-4.735010121,-14.72995144
32,0.8,-1.860471217,-2.469298705,19.07383753
36,0.9,-2.107160881,-2.464573316,-2.419642753
40,1,-2.354348665,-2.478942915,-2.615573823
0,0,-0.808409498,-7.08578447,0
4,0.1,-1.387854054,-4.545438674,19.6090124
8,0.2,-1.857136615,-4.835380994,-7.592248818
12,0.3,-2.315461521,-4.339382381,0.376737077
16,0.4,-2.65515187,-2.48532049,15.14371542
20,0.5,-2.813762509,-0.71636988,16.10339971
24,0.6,-2.872917743,-0.470826516,1.863881302
28,0.7,-3.011693644,-2.274633075,-19.42582461
32,0.8,-3.188859995,-1.285182033,8.122846919
36,0.9,-3.355835524,-2.041721666,-9.235151628
40,1,-3.604944926,-2.92573527,-11.33123006
0,0,7.95371206,-3.455050688,0
4,0.1,7.65638713,-2.507242097,6.504836599
8,0.2,7.326523833,-4.064080842,-18.86702041
12,0.3,6.846738782,-5.507566102,-19.2327031
16,0.4,6.40148612,-3.432072929,16.3024051
20,0.5,6.041156314,-3.768910177,-6.97167054
24,0.6,5.630379796,-4.435512006,-10.77378347
28,0.7,5.297875553,-2.250975709,18.52032055
32,0.8,5.063967643,-2.424294343,-4.072265446
36,0.9,4.860320404,-1.661363824,5.5928328
40,1,4.712964832,-1.291904237,2.221040149
0,0,7.142729579,-9.815269397,0
4,0.1,6.152787924,-9.980805234,-11.55477492
8,0.2,5.113527029,-10.79091311,-18.49368772
12,0.3,4.086033959,-9.775862985,-0.124429438
16,0.4,3.117141032,-9.604845358,-7.978752994
20,0.5,2.122279153,-10.28112282,-16.71139339
24,0.6,1.080752483,-10.54501314,-13.0541699
28,0.7,0.047360418,-10.1297481,-6.181270255
32,0.8,-0.919758696,-9.227666368,-0.65037384
36,0.9,-1.798688238,-8.36529494,-0.165581139
40,1,-2.632384498,-8.309559032,-7.779603514
0,0,-2.232277412,-7.392900384,0
4,0.1,-2.906358953,-6.110106759,6.087120842
8,0.2,-3.399540824,-3.792156726,18.24768163
12,0.3,-3.814270901,-4.490802658,-11.1337601
16,0.4,-4.165952709,-2.574762198,15.64358652
20,0.5,-4.423907468,-2.584176112,-2.673686729
24,0.6,-4.625117393,-1.458775916,9.241902721
28,0.7,-4.854731811,-3.106062254,-18.76900757
32,0.8,-5.140738848,-2.622142468,1.979127496
36,0.9,-5.395499851,-2.475520879,-1.081394139
40,1,-5.541689032,-0.481491033,18.47840665
0,0,4.209420292,-17.72924152,0
4,0.1,2.458880196,-17.28889823,-13.10196813
8,0.2,0.720299501,-17.47953884,-19.29221298
12,0.3,-0.948805714,-15.92841325,-1.179796289
16,0.4,-2.383577844,-12.81884682,16.74794302
20,0.5,-3.639458621,-12.3072932,-7.443271542
24,0.6,-4.791116535,-10.75178587,4.038494085
28,0.7,-5.795966461,-9.368267457,3.78668491
32,0.8,-6.673408905,-8.200048498,2.907765151
36,0.9,-7.414779694,-6.653144714,8.055329944
40,1,-7.963143119,-4.352462097,17.52319193
0,0,-9.321358492,-13.46163929,0
4,0.1,-10.54152972,-10.98308753,12.58380532
8,0.2,-11.5103485,-8.435736811,15.78531944
12,0.3,-12.24310902,-6.255799948,14.47176337
16,0.4,-12.83852902,-5.662486939,-0.021069907
20,0.5,-13.42801695,-6.119653443,-10.46654432
24,0.6,-14.01408369,-5.610171223,-0.765845155
28,0.7,-14.61859474,-6.465791976,-14.60131811
32,0.8,-15.16494336,-4.494037419,14.25405942
36,0.9,-15.51714866,-2.581931681,15.59900439
40,1,-15.84946312,-4.040059555,-17.9044234
0,0,1.651865885,-16.79900782,0
4,0.1,0.097908797,-14.32142019,9.236305431
8,0.2,-1.301473031,-13.67695566,-7.549172997
12,0.3,-2.564086391,-11.60975908,8.045832154
16,0.4,-3.728805728,-11.6834005,-12.38360758
20,0.5,-4.848155876,-10.71966208,-1.556117187
24,0.6,-5.896726015,-10.25941029,-5.883183564
28,0.7,-6.889679245,-9.610468206,-3.440111428
32,0.8,-7.755520163,-7.737560081,10.07067207
36,0.9,-8.411617015,-5.422947407,16.58515822
40,1,-8.934296736,-5.037077115,-1.36809429
0,0,3.086231138,-1.961378066,0
4,0.1,2.844863147,-2.851154616,-11.31144541
8,0.2,2.574954267,-2.552007933,0.292378025
12,0.3,2.261304687,-3.701823281,-14.63464928
16,0.4,2.00194731,-1.521654354,19.2081155
20,0.5,1.849645695,-1.524333305,-1.549805666
24,0.6,1.609220081,-3.255333761,-19.71426069
28,0.7,1.356508628,-1.822767443,11.79854864
32,0.8,1.175710634,-1.793677196,-1.517077473
36,0.9,0.953407798,-2.638304735,-10.66930375
40,1,0.75226713,-1.40505929,10.32104777
0,0,-0.406531947,-13.26808696,0
4,0.1,-1.763862623,-13.86852098,-19.57764694
8,0.2,-3.036378569,-11.61927906,9.767259711
12,0.3,-4.187466671,-11.40603643,-9.378454651
16,0.4,-5.260327641,-10.07339006,2.597854004
20,0.5,-6.295521969,-10.6213651,-15.83169367
24,0.6,-7.368648449,-10.83756183,-12.89323219
28,0.7,-8.435292245,-10.50092378,-7.300057448
32,0.8,-9.397613917,-8.774282226,7.643198851
36,0.9,-10.27566736,-8.786581764,-8.903529856
40,1,-11.07150744,-7.157368784,8.333729038
0,0,-1.697515221,-8.481398181,0
4,0.1,-2.409907398,-5.81094548,19.58060524
8,0.2,-2.946704144,-4.93951094,3.346377941
12,0.3,-3.341771444,-2.994250661,15.50192979
16,0.4,-3.639818572,-2.96714361,-2.709400777
20,0.5,-3.831092845,-0.892906696,18.82962642
24,0.6,-3.91103326,-0.708966761,1.0399952
28,0.7,-3.966193788,-0.39940236,2.544038719
32,0.8,-4.041566002,-1.096426775,-7.723966285
36,0.9,-4.171675752,-1.499058806,-5.327417807
40,1,-4.265048136,-0.386921415,10.18765007
0,0,8.742931697,-6.346651354,0
4,0.1,8.043994891,-7.611015546,-19.63300999
8,0.2,7.366810308,-5.96018537,9.736455925
12,0.3,6.890664021,-3.602036295,18.82002789
16,0.4,6.569785999,-2.828415681,4.527425913
20,0.5,6.21711141,-4.20218377,-17.26442677
24,0.6,5.7464042,-5.195409438,-14.63932878
28,0.7,5.242959505,-4.878761043,-1.867962999
32,0.8,4.770997303,-4.565699817,-1.589009761
36,0.9,4.247204935,-5.888111032,-18.46203583
40,1,3.760923831,-3.871121927,15.30708002
0,0,-2.927157295,-13.26822639,0
4,0.1,-4.216929414,-12.53936171,-5.60907435
8,0.2,-5.356418343,-10.28793442,11.11938358
12,0.3,-6.322737526,-9.05892925,2.626859868
16,0.4,-7.135253127,-7.221993251,10.24420399
20,0.5,-7.835216704,-6.784567512,-2.625378382
24,0.6,-8.499804906,-6.511742847,-3.917635375
28,0.7,-9.167341171,-6.833618758,-9.894121762
32,0.8,-9.840051422,-6.624078015,-4.631695073
36,0.9,-10.42211282,-5.043488774,9.9852784
40,1,-10.86212714,-3.777887475,8.255869787
0,0,-0.100926455,-5.624420991,0
4,0.1,-0.572418158,-3.83522799,13.17701298
8,0.2,-0.954810791,-3.812995146,-3.601597877
12,0.3,-1.322398941,-3.543262642,-0.978556464
16,0.4,-1.681929031,-3.64563327,-4.619007179
20,0.5,-2.104657432,-4.789867359,-15.6696249
24,0.6,-2.504827615,-3.239373571,11.50323604
28,0.7,-2.873741082,-4.124151907,-12.53691803
32,0.8,-3.181090292,-2.057274505,17.59528193
36,0.9,-3.380586558,-1.934693507,-0.76915269
40,1,-3.481594,-0.115765743,17.17920322
0,0,-8.189241125,-11.4616494,0
4,0.1,-9.267217421,-10.12022978,2.634433216
8,0.2,-10.28549941,-10.24335812,-11.41410331
12,0.3,-11.27374175,-9.533320743,-2.782049624
16,0.4,-12.25982438,-10.17759566,-16.30357548
20,0.5,-13.16843674,-8.030431784,12.38551513
24,0.6,-13.95221827,-7.651513093,-4.048628402
28,0.7,-14.68429055,-7.000776238,-0.813354213
32,0.8,-15.42681114,-7.835722122,-15.77466474
36,0.9,-16.14532011,-6.555786015,5.614271359
40,1,-16.78402485,-6.223840168,-3.067588867
0,0,7.800872021,-6.380152637,0
4,0.1,7.243921947,-4.785423231,10.37779333
8,0.2,6.697083337,-6.12896042,-18.903758
12,0.3,6.021202241,-7.368014045,-19.14934721
16,0.4,5.415903242,-4.781074417,19.81640629
20,0.5,4.947800189,-4.584266226,-2.712948616
24,0.6,4.563670895,-3.122675445,10.77461487
28,0.7,4.283435682,-2.492529506,3.49910725
32,0.8,3.966526819,-3.823469111,-16.47848466
36,0.9,3.570438755,-4.093787617,-6.664065706
40,1,3.12895252,-4.725411759,-10.73110377
0,0,-2.29623673,-6.075972135,0
4,0.1,-2.808372213,-4.198031331,13.65805322
8,0.2,-3.20753113,-3.791914486,0.069579284
12,0.3,-3.645895659,-4.955978261,-16.02428304
16,0.4,-4.21018212,-6.307233792,-19.15541992
20,0.5,-4.786704278,-5.240977346,4.897342875
24,0.6,-5.344368449,-5.901302482,-12.17989306
28,0.7,-5.899082228,-5.204583161,1.420055417
32,0.8,-6.488492347,-6.561015767,-19.45842725
36,0.9,-7.022016828,-4.149656481,18.77834805
40,1,-7.435941755,-4.129183222,-3.934516673
0,0,3.682135437,-7.814911199,0
