,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,u,L,inst_cost,ctg,path_diff
1780,1780.0,1780.0,1780.0,1780.0,1780.0,0.0,,,,,,,,,,,0.0,0.0,-1.0,14.626033574355471,0.0,0.1314113083,3.2971563275000006,0.0678871635999999
1781,1781.0,1781.0,1781.0,1781.0,1781.0,1.0,,,,,,,,,,,0.1,-0.0244103437,0.4870137011,-20.0,0.1314113083,0.2572122153,3.1657450192000005,0.0678871635999999
1782,1782.0,1782.0,1782.0,1782.0,1782.0,2.0,,,,,,,,,,,0.2,-0.0748132191,-1.4625834235,12.728609359409123,0.3886235236,0.1580500558,2.9085328039000005,0.0678871635999999
1783,1783.0,1783.0,1783.0,1783.0,1783.0,3.0,,,,,,,,,,,0.3,-0.1524228702,-0.1121128364,-19.18452164756027,0.5466735794,0.3222038586999999,2.7504827481000005,0.0678871635999999
1784,1784.0,1784.0,1784.0,1784.0,1784.0,4.0,,,,,,,,,,,0.4,-0.2558953643,-1.9270925071,13.567336456603076,0.8688774381,0.2596314519,2.4282788894000005,0.0678871635999999
1785,1785.0,1785.0,1785.0,1785.0,1785.0,5.0,,,,,,,,,,,0.5,-0.3736515977,-0.452602628,-20.0,1.12850889,0.4428187389,2.1686474375,0.0678871635999999
1786,1786.0,1786.0,1786.0,1786.0,1786.0,6.0,,,,,,,,,,,0.6,-0.5134707462,-2.3127834796,18.352942031064103,1.5713276289,0.4086718917,1.7258286986000002,0.0678871635999999
1787,1787.0,1787.0,1787.0,1787.0,1787.0,7.0,,,,,,,,,,,0.7,-0.6447803534,-0.3461796692,-20.0,1.9799995206,0.4456615329999998,1.3171568069,0.0678871635999999
1788,1788.0,1788.0,1788.0,1788.0,1788.0,8.0,,,,,,,,,,,0.8,-0.774472059,-2.2164879636,1.948380231973334,2.4256610536,0.4867510627000002,0.8714952739000004,0.0678871635999999
1789,1789.0,1789.0,1789.0,1789.0,1789.0,9.0,,,,,,,,,,,0.9,-0.9759735974,-1.820148402,1.893366779826591,2.9124121163,0.3847442112000001,0.3847442112000001,0.0678871635999999
1790,1790.0,1790.0,1790.0,1790.0,1790.0,0.0,,,,,,,,,,,0.0,0.0,-1.0,14.207454694544587,0.0,0.125436581,3.1395297857000006,0.1646023686
1791,1791.0,1791.0,1791.0,1791.0,1791.0,1.0,,,,,,,,,,,0.1,-0.0264351847,0.4471806542,-20.0,0.125436581,0.2610852257,3.0140932047000004,0.1646023686
1792,1792.0,1792.0,1792.0,1792.0,1792.0,2.0,,,,,,,,,,,0.2,-0.0806286762,-1.4986258544,13.061596476186416,0.3865218067,0.1661846681,2.7530079790000004,0.1646023686
1793,1793.0,1793.0,1793.0,1793.0,1793.0,3.0,,,,,,,,,,,0.3,-0.1600574392,-0.1130374437,-20.0,0.5527064748,0.3494399098999999,2.5868233109000003,0.1646023686
1794,1794.0,1794.0,1794.0,1794.0,1794.0,4.0,,,,,,,,,,,0.4,-0.2675627309,-2.005532152,15.544795651319667,0.9021463847,0.2894498202,2.237383401,0.1646023686
1795,1795.0,1795.0,1795.0,1795.0,1795.0,5.0,,,,,,,,,,,0.5,-0.3832176864,-0.3353976314,-19.13579443280633,1.1915962049,0.3833958462,1.9479335808,0.1646023686
1796,1796.0,1796.0,1796.0,1796.0,1796.0,6.0,,,,,,,,,,,0.6,-0.5077028284,-2.1244919327,16.353855484073748,1.5749920511,0.3451504419,1.5645377346000002,0.1646023686
