,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
9,0.9,404.9778,381.1758,361.8026,345.9845,333.131,322.8203,314.7198,308.5274,303.9264,300.5501,297.9549,295.605,292.8711,289.0503,283.4119,275.2714,264.0871,249.5654,231.7484,211.0544,242.99625015753762,335.8680257846868,2256.2642,241.86229999999978,241.86229999999978,9.820299999999975
0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,311.6693153668173,363.2439923671813,0.0,395.7112,2948.6892000000003,7.056899999999985
1,0.1,303.8438,297.027,291.2274,286.4394,282.6272,279.7221,277.6339,276.2705,275.5615,275.4812,276.0661,277.4261,279.744,283.2648,288.272,295.0557,303.8787,314.9527,328.4367,344.4696,266.0003347979474,446.192111577116,395.7112,239.81699999999995,2552.978,7.056899999999985
2,0.2,268.8541,271.4284,273.6192,275.3805,276.7367,277.783,278.6763,279.6219,280.8615,282.6659,285.3326,289.1876,294.586,301.9104,311.5643,323.9659,339.552,358.8051,382.3285,410.9916,209.92931696916148,179.19441634954237,635.5282,219.86509999999998,2313.161,7.056899999999985
3,0.3,222.7942,234.4731,244.7914,253.6742,261.1566,267.3697,272.5062,276.7722,280.3346,283.2683,285.5123,286.8384,286.8427,284.966,280.5504,272.9342,261.5784,246.2054,226.9185,204.2631,255.67014946951585,365.1093452507185,855.3933,419.41049999999996,2093.2959,7.056899999999985
4,0.4,257.5114,259.2133,260.9347,262.7727,264.7538,266.8403,268.9516,270.995,272.9009,274.6583,276.3461,278.1557,280.3986,283.4949,287.9368,294.231,302.829,314.0673,328.1408,345.1325,193.88193890404565,451.12599060722,1274.8038,351.4997000000001,1673.8854,7.056899999999985
5,0.5,208.1842,221.1431,232.5695,242.3816,250.619,257.437,263.0855,267.8829,272.1926,276.4076,280.9433,286.2369,292.7473,300.9522,311.3412,324.4083,340.6558,360.6243,384.9732,414.64,193.18725333167038,466.95558505332673,1626.3035,324.5425,1322.3856999999998,7.056899999999985
6,0.6,205.534,216.8064,227.0396,236.2971,244.6748,252.3041,259.3513,266.0164,272.5296,279.1485,286.1543,293.8502,302.5608,312.6349,324.4546,338.4525,355.1462,375.197,399.5111,429.4137,358.87437675558897,403.3308226439808,1950.846,213.62789999999995,997.8431999999998,7.056899999999985
7,0.7,338.01,320.0883,305.3002,293.8079,285.6391,280.6467,278.5267,278.8735,281.2475,285.235,290.4875,296.7411,303.8206,311.6384,320.1964,329.5972,340.066,351.9799,365.907,382.6529,354.05264373839,182.9601266645734,2164.4739,120.97429999999986,784.2152999999998,7.056899999999985
8,0.8,339.7838,327.7786,317.7843,309.6344,303.2065,298.3873,295.0443,293.0021,292.0204,291.7753,291.8436,291.6941,290.6912,288.1194,283.2332,275.3373,263.8921,248.6284,229.6455,207.4578,467.2285018675453,231.9231057915078,2285.4482,320.2903000000001,663.241,7.056899999999985
9,0.9,427.6875,396.0132,370.3909,349.6952,333.1346,320.0569,309.8556,301.9392,295.7351,290.7102,286.3921,282.3864,278.3852,274.1682,269.5937,264.5836,259.1011,253.1268,246.6371,239.5903,370.3330322410978,339.8105751262754,2605.7385,342.95069999999987,342.95069999999987,7.056899999999985
0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,449.2275161888127,362.41331210667477,0.0,376.9942,1901.0872,9.13209999999998
1,0.1,410.6435,378.942,352.8796,331.733,314.9778,302.1193,292.6319,285.9696,281.6113,279.1151,278.1613,278.5745,280.3248,283.5065,288.3027,294.9392,303.6398,314.5931,327.9443,343.823,234.2360669904119,318.25446034617937,376.9942,205.82320000000004,1524.093,9.13209999999998
2,0.2,247.8509,260.0405,270.2145,278.0484,283.5137,286.8476,288.4777,288.9295,288.7378,288.3765,288.2166,288.5088,289.39,290.9041,293.0326,295.7304,298.9608,302.7264,307.0923,312.1972,460.53394570902856,419.41360740022765,582.8174,186.47619999999995,1318.2698,9.13209999999998
3,0.3,420.0228,387.1498,360.4897,339.2111,322.7046,310.3952,301.6808,295.9508,292.6429,291.3041,291.6354,293.5119,296.9773,302.2188,309.5285,319.2613,331.8013,347.5501,366.958,390.613,224.26763536672735,397.9543818634645,769.2936,79.54370000000006,1131.7936,9.13209999999998
4,0.4,241.0202,256.1252,268.9264,279.073,286.5506,291.6429,294.8479,296.7756,298.0537,299.2564,300.8633,303.2464,306.6804,311.3673,317.4702,325.1503,334.6061,346.1148,360.0776,377.0765,357.1994217247979,263.6194055856559,848.8373,84.65089999999998,1052.2498999999998,9.13209999999998
5,0.5,341.1536,327.7222,316.8222,308.3715,302.2219,298.1371,295.8054,294.8709,294.9662,295.7348,296.837,297.9428,298.7219,298.8386,297.9636,295.803,292.1448,286.9097,280.1928,272.2789,290.7321807276446,261.1821223559342,933.4882,172.04610000000002,967.5989999999999,9.13209999999998
6,0.6,291.4214,292.2645,293.0436,293.6091,293.8874,293.8717,293.6004,293.1292,292.5058,291.7518,290.8535,289.7637,288.4099,286.7075,284.574,281.9431,278.7753,275.0661,270.848,266.1884,337.95270497081043,416.3110745856328,1105.5343,209.83659999999986,795.5528999999999,9.13209999999998
7,0.7,327.1397,318.0542,310.5301,304.4232,299.5846,295.8549,293.0741,291.1035,289.8541,289.3141,289.5729,290.8352,293.4209,297.7488,304.3012,313.577,326.0451,342.1195,362.1822,386.679,290.324495205543,268.6027840591429,1315.3709,123.24200000000019,585.7163,9.13209999999998
8,0.8,290.4917,290.8481,291.2174,291.4867,291.6155,291.6305,291.6073,291.6437,291.8293,292.215,292.7886,293.4568,294.0405,294.2858,293.8927,292.5629,290.0594,286.2672,281.2401,275.2179,431.7408702214689,267.5813437015458,1438.6129,210.3793999999998,462.47429999999986,9.13209999999998
9,0.9,399.5303,373.1908,351.7084,334.4373,320.8729,310.5308,302.9024,297.4594,293.6807,291.0841,289.2496,287.8305,286.5539,285.2146,283.6667,281.8155,279.6116,277.0459,274.1447,270.9639,434.7199030056468,337.34516174340877,1648.9923,252.09490000000005,252.09490000000005,9.13209999999998
0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,250.134255047264,266.87049748360295,0.0,461.3466,2391.0698,12.937700000000007
1,0.1,254.6299,258.628,262.0752,264.9464,267.2503,269.0271,270.3411,271.2689,271.8883,272.2685,272.4643,272.513,272.4352,272.2366,271.9123,271.4517,270.8434,270.0793,269.1577,268.0843,204.87060524098706,260.3428013612896,461.3466,531.8588,1929.7232000000001,12.937700000000007
2,0.2,217.1455,228.2067,237.8859,246.0945,252.8337,258.1866,262.2975,265.3448,267.5149,268.9802,269.8859,270.3433,270.4292,270.1908,269.6517,268.8204,267.6974,266.2822,264.578,262.5937,458.0310238445483,437.70964828242995,993.2054,466.433,1397.8644000000002,12.937700000000007
3,0.3,414.8935,379.3003,350.0261,326.4272,308.0297,294.3203,284.6879,278.4608,274.9934,273.7597,274.4254,276.8859,281.2654,287.8819,297.1853,309.6827,325.8719,346.2114,371.1601,401.3186,402.5301799031498,323.9794316224965,1459.6384,160.44779999999992,931.4314000000002,12.937700000000007
4,0.4,379.6261,360.7701,345.0454,331.8464,320.7906,311.6536,304.3145,298.7077,294.7814,292.4651,291.6462,292.1591,293.7855,296.2683,299.3396,302.76,306.3643,310.1063,314.0896,318.5778,457.44292905952227,374.1462709527732,1620.0862,165.9779000000001,770.9836000000003,12.937700000000007
5,0.5,422.0687,393.855,371.0774,352.6336,337.7715,325.9377,316.6961,309.6897,304.6262,301.276,299.4753,299.1285,300.208,302.75,306.8458,312.6308,320.2737,329.9717,341.96,356.5416,195.87872102954847,404.82471998327696,1786.0641,100.55520000000001,605.0057000000002,12.937700000000007
6,0.6,219.6049,241.0999,259.4703,274.2215,285.2898,292.9884,297.8989,300.7479,302.2967,303.2613,304.2678,305.8398,308.4066,312.3253,317.9057,325.4353,335.2053,347.541,362.8456,381.6705,294.9131890302359,328.552847331913,1886.6193,75.57549999999992,504.45050000000015,12.937700000000007
7,0.7,291.6254,289.0426,287.3085,286.4928,286.5763,287.4601,288.9941,291.0112,293.3579,295.9115,298.5835,301.3126,304.0523,306.7642,309.4191,312.0116,314.5839,317.2531,320.2354,323.8576,257.741959401394,365.61676655740735,1962.1948,116.24840000000017,428.8750000000002,12.937700000000007
