,x0_rom,x1_rom,x2_rom,pass
80,0.90371853,-0.48235282,-0.0025167763,1
81,0.9116536,-0.6307223,0.41396916,1
82,0.44601864,-0.3976755,0.1261463,1
83,0.5725965,-0.3413074,0.07373294,1
84,0.89570516,-0.7236396,-0.31546158,1
85,0.78757983,-0.36828828,-0.12572888,1
86,1.2930627,-0.7784191,0.11321211,1
87,0.87549096,-0.28597713,0.49215716,1
88,0.8480623,-0.6102736,0.35804123,1
89,1.0903027,-0.65206826,-0.058722064,1
90,0.9584945,-0.51154053,0.21715386,1
91,1.0731535,-0.6556704,0.6387085,1
92,1.0189774,-0.65781087,0.09354249,1
93,0.82940316,-0.55138886,0.4501686,1
94,1.0408478,-0.68739384,-0.0236473,1
95,1.1266437,-0.5614426,0.54336935,1
96,0.9210405,-0.3803638,0.10997026,1
97,0.60384387,-0.4308797,0.110489324,1
98,1.0455382,-0.64001065,0.43633306,1
99,1.3263869,-0.8155482,0.5850085,1
100,0.4812559,-0.1623629,0.5043695,1
101,0.7390385,-0.39892718,0.14312316,1
102,0.94264156,-0.66390705,-0.12153484,1
103,0.62720394,-0.21360427,0.61086553,1
104,0.9919974,-0.43100202,0.1346545,1
105,1.2846289,-0.787308,0.2828552,1
106,0.913722,-0.6753798,0.052566096,1
107,1.1077416,-0.6731817,0.189162,1
108,1.1653271,-0.45550883,0.5955753,1
109,1.0619829,-0.58700013,0.098235354,1
110,1.5305364,-0.81223965,0.37535357,1
111,0.78293985,-0.38151494,0.11032188,1
112,0.66004014,-0.30053434,0.15572794,1
113,0.58750415,-0.48250195,-0.05704982,1
114,0.7628197,-0.5486998,0.10801163,1
115,0.719445,-0.53398067,0.5001003,1
116,1.4899981,-0.84564275,0.19533972,1
117,1.0378175,-0.52256393,0.6574269,1
118,0.7395397,-0.31509128,0.3090222,1
119,0.8192213,-0.48075193,0.27500683,1
120,0.2798878,-0.24611011,0.30265266,1
121,0.7911626,-0.35634503,0.37026447,1
122,0.7653775,-0.52166486,-0.33344513,1
123,0.7600373,-0.3754255,0.50933933,1
124,0.72832775,-0.417708,0.032758072,1
125,0.9792505,-0.6045347,-0.014574461,1
126,1.0298457,-0.4625154,-0.09565626,1
127,1.2172017,-0.7545411,-0.104003124,1
128,1.007443,-0.6664376,0.12411474,1
129,0.8333656,-0.46691182,0.32990968,1
130,1.050751,-0.6590081,0.049191937,1
131,0.8150835,-0.35236144,0.6007976,1
132,0.79627377,-0.57303923,0.013472006,1
133,1.0200324,-0.587401,0.11716314,1
134,0.7023313,-0.44417945,0.42318267,1
135,0.6934771,-0.37224856,0.5013684,1
136,0.8419912,-0.49771598,-0.068369955,1
137,1.1504602,-0.8634509,-0.106172994,1
138,1.0408611,-0.693334,0.033829942,1
139,0.9170659,-0.64761007,-0.08830199,1
140,0.6557502,-0.23889035,0.3442256,1
141,1.116179,-0.5176024,0.60721654,1
142,0.95910066,-0.43666774,0.06209095,1
143,1.1022758,-0.6456328,0.14652233,1
144,0.6644034,-0.40386653,-0.064127795,1
145,0.8584368,-0.5734145,0.35101128,1
146,0.688991,-0.43821672,0.535478,1
147,0.74731857,-0.39942327,0.545957,1
148,0.4976979,-0.61333114,-0.069759354,1
149,0.7765112,-0.40410975,-0.07413508,1
150,1.3797874,-0.6918827,-0.021767877,1
151,1.0166986,-0.6890793,-0.0788449,1
152,0.7938928,-0.5178667,-0.011838891,1
153,1.0757742,-0.64974356,0.1353273,1
154,0.40840787,-0.1136651,0.53461754,1
155,1.1488912,-0.6889652,0.0889079,1
156,1.188004,-0.7692556,0.14438383,1
157,0.31692573,-0.27430895,-0.0135392025,1
158,0.42640448,-0.20128778,0.08309317,1
159,1.0692356,-0.8999906,-0.104816884,1
160,0.49369645,-0.3846634,0.1629846,1
161,0.5445155,-0.29541656,0.10708924,1
162,0.5079771,-0.25171646,0.074883595,1
163,1.0232661,-0.6575814,0.0015238225,1
164,0.42638886,-0.23583531,0.009465113,1
165,0.67492276,-0.34530836,0.08321941,1
166,0.8944569,-0.5900328,-0.20373738,1
167,0.6385863,-0.4989162,0.02061969,1
168,1.2274189,-0.81193966,0.14788292,1
169,0.8132977,-0.34767056,0.5181305,1
170,1.3923981,-0.89940715,0.13571368,1
171,0.30697092,-0.263701,0.18227549,1
172,1.1517353,-0.7293739,0.34469056,1
173,0.92368823,-0.5247314,0.049545944,1
174,1.1393285,-0.6196908,0.50239503,1
175,0.7670867,-0.48301527,0.13243513,1
176,0.6071024,-0.2674042,0.28425258,1
177,0.8091134,-0.47976753,0.29727364,1
178,1.1022339,-0.7694083,0.34204763,1
179,1.0254788,-0.75074,-0.16204838,1
180,0.32775688,-0.23968998,0.1297362,1
181,0.79740745,-0.45746705,0.15488012,1
182,0.7433826,-0.5809023,-0.012800619,1
183,0.9539692,-0.5686427,0.050929323,1
184,0.5328315,-0.31765932,0.21328731,1
185,0.46416903,-0.10691527,0.32337904,1
186,1.3208549,-0.8007783,-0.050377265,1
187,0.92076725,-0.6032856,-0.032405116,1
188,0.97938377,-0.6325926,0.10341424,1
189,0.718074,-0.4505222,-0.074816115,1
190,0.69376326,-0.3646709,0.0012289137,1
191,1.0006738,-0.496293,0.36158508,1
192,0.9337831,-0.38640836,0.51306814,1
193,0.7830944,-0.41290358,-0.10737941,1
194,0.90334505,-0.4615555,0.090453506,1
195,1.1192982,-0.7512379,0.20114349,1
196,1.5334594,-0.89956087,0.109334335,1
197,0.7932161,-0.37764105,0.33099878,1
198,0.52454454,-0.32717967,0.2789297,1
199,0.9646625,-0.467564,0.078999534,1
200,0.973432,-0.7216176,0.12543695,1
201,0.8832471,-0.52810425,0.13630246,1
202,0.67052907,-0.43710175,0.22873338,1
203,1.2095716,-0.76171255,0.62645644,1
204,0.81501645,-0.5257177,0.22026809,1
205,0.6468157,-0.19320616,0.45861995,1
206,1.0677261,-0.5605891,0.0019003451,1
207,0.45932943,-0.25004897,0.2403837,1
208,0.48291737,-0.26095107,0.5604722,1
209,1.0842001,-0.6730878,-0.018825173,1
210,0.8801319,-0.5587175,0.24882285,1
211,0.5345044,-0.30653638,0.40147614,1
212,0.54929584,-0.29232755,0.30664682,1
213,1.2182522,-0.8426732,0.046380877,1
214,1.2048061,-0.7643418,0.047660142,1
215,0.9194476,-0.69346195,0.38167077,1
216,0.6098919,-0.42661592,-0.13016212,1
217,0.89061207,-0.59687644,0.34807676,1
218,0.57531863,-0.4248656,-0.1535289,1
219,0.8977205,-0.5360327,0.15627374,1
220,1.0539567,-0.62098944,-0.14080109,1
221,0.41104913,-0.31044987,0.14520071,1
222,1.1184444,-0.6170492,0.11834322,1
223,1.271867,-0.6489005,0.4397136,1
224,1.0159831,-0.66088325,0.053318232,1
225,0.32404807,-0.24317873,-0.071158424,1
226,0.5343059,-0.32014057,0.07186496,1
227,0.5713463,-0.25675964,0.30013955,1
228,0.4648928,-0.16326275,0.19349943,1
229,0.9918515,-0.5666572,0.3351782,1
230,1.1996841,-0.76809734,-0.013993554,1
231,0.9989037,-0.53795636,-0.024165176,1
232,0.7083031,-0.41814107,0.42673844,1
233,1.0143402,-0.6520379,0.41766667,1
234,0.68605095,-0.17615946,0.47708023,1
235,1.1679184,-0.69903725,-0.2056454,1
236,0.85767424,-0.49957114,-0.18833905,1
237,1.4127614,-0.8836964,0.24687462,1
238,0.77621377,-0.45724428,0.12181513,1
239,0.95020825,-0.34183487,0.52934617,1
240,1.1670258,-0.55347776,0.4317435,1
241,1.263948,-0.6320741,0.7097412,1
242,0.36702332,-0.33330375,-0.19705269,1
243,0.9657342,-0.6675138,0.10250658,1
244,1.235918,-0.79421234,0.48246682,1
245,1.0238733,-0.71108794,0.21432324,1
246,1.1381662,-0.6924278,0.28099662,1
247,0.79735667,-0.4051911,0.39834327,1
248,1.0300989,-0.5032258,0.13982664,1
249,0.8380686,-0.539809,-0.13986525,1
250,0.5524554,-0.09759815,0.42649406,1
251,1.0990005,-0.81384665,0.07291633,1
252,1.1685426,-0.69638526,-0.31770635,1
253,0.7437645,-0.37624803,0.20331316,1
254,0.37277764,-0.18408874,0.14270593,1
255,0.82281935,-0.5334534,0.04284914,1
256,0.83053714,-0.52537805,0.08819848,1
257,1.1257248,-0.65765744,-0.03377781,1
258,1.5123754,-1.0571449,0.1523769,1
259,0.76426816,-0.43000987,0.13817315,1
260,0.51734567,-0.38924885,0.12579004,1
261,0.7098535,-0.2997765,0.092558905,1
262,0.89219636,-0.6789168,0.3042521,1
263,0.73715484,-0.41350648,-0.14062187,1
264,1.0561407,-0.63557416,0.27605194,1
265,1.0983133,-0.5572006,0.09443945,1
266,0.8821282,-0.64172524,0.3633389,1
267,0.7480336,-0.6144821,0.1614394,1
268,0.5412486,-0.20926487,-0.021723531,1
269,1.2537506,-0.6652213,0.30138135,1
270,0.62808335,-0.23309216,0.33747536,1
271,0.29381853,-0.22193354,0.18609725,1
272,1.18816,-0.6886667,0.24375053,1
273,0.5716383,-0.21253946,0.66260403,1
274,0.90213865,-0.5639128,0.12889977,1
275,0.8154066,-0.37409657,0.4440359,1
276,0.52468824,-0.19345585,0.4770838,1
277,1.0465963,-0.71584797,0.21406396,1
278,1.0131922,-0.63151956,0.26060265,1
279,0.63708436,-0.43785116,-0.06560568,1
280,0.77303475,-0.5502814,0.19712888,1
281,1.1905086,-0.71548456,-0.04792989,1
282,1.1506522,-0.7109215,0.20322116,1
283,0.44118285,-0.20022306,-0.008941181,1
284,0.6571622,-0.32534146,0.14994873,1
285,0.91122454,-0.43658942,0.5704808,1
286,0.5614592,-0.24404585,0.046482593,1
287,0.83005214,-0.5714887,0.24281003,1
288,0.8947297,-0.4419287,0.15760787,1
289,1.0396597,-0.57671577,0.07602085,1
290,0.64655906,-0.38659024,0.13673086,1
291,0.5943537,-0.31786874,0.40394545,1
292,1.397974,-0.7470085,0.64155823,1
293,0.9525685,-0.49337202,0.47790772,1
294,0.71428555,-0.3850922,0.27702963,1
295,1.2557156,-0.659148,0.27819228,1
296,0.9364055,-0.4805176,-0.011322603,1
297,0.3847785,-0.29197755,0.287072,1
298,0.55988526,-0.31937417,0.040863007,1
299,0.79190385,-0.42122668,0.6315657,1
300,0.6325204,-0.23397493,0.45036358,1
301,1.0247195,-0.6277558,0.09572536,1
302,0.95063907,-0.7390661,0.3163156,1
303,0.9284298,-0.56218976,0.67794156,1
304,0.41211337,-0.15585563,0.12577374,1
305,1.2663984,-0.556959,0.32122284,1
306,0.91289705,-0.5694562,0.2183607,1
307,0.5465025,-0.2256046,-0.26333907,1
308,1.333324,-0.7496953,0.21131884,1
309,0.8925707,-0.45592406,0.29523987,1
310,0.9869805,-0.42379043,0.21274109,1
311,0.49357134,-0.44985107,-0.2613998,1
312,0.78854907,-0.35139295,0.3181802,1
313,1.0540202,-0.8155393,0.26091218,1
314,1.1778047,-0.6802314,0.0055101514,1
315,0.5883481,-0.22899938,0.38467216,1
316,1.1370659,-0.6606974,0.026865438,1
317,1.302937,-0.80234855,0.5536389,1
318,1.0574541,-0.52761805,0.4083373,1
319,0.80683815,-0.61911243,-0.16306946,1
320,0.9197399,-0.5984174,0.497922,1
321,1.3064399,-0.62352496,0.16932358,1
322,0.95625955,-0.56338614,0.1670302,1
323,0.978818,-0.6150793,-0.033671305,1
324,1.1010008,-0.87442017,0.06652835,1
325,0.54718184,-0.37659702,-0.37364286,1
326,0.75167984,-0.551115,-0.20775515,1
327,0.9891035,-0.56671965,0.49618983,1
328,0.6303463,-0.45972824,-0.1298445,1
329,0.6092806,-0.35474145,0.23808785,1
330,0.7651775,-0.41850144,0.67915094,1
331,0.727536,-0.4878031,0.030597284,1
332,1.1147823,-0.60220546,-0.22081739,1
333,1.0859449,-0.58202714,0.1905076,1
334,1.1825094,-0.5357143,0.4008339,1
335,0.824262,-0.48844016,0.029888779,1
336,0.93122166,-0.40253803,0.3188228,1
337,0.16263112,-0.31710264,-0.032987505,1
338,1.4490604,-0.74750084,0.43222016,1
339,0.7967061,-0.47243476,0.38433015,1
340,0.7238213,-0.36738,0.04410717,1
341,0.87572783,-0.41106293,0.44710183,1
342,0.92384404,-0.58464295,0.2157559,1
343,0.97696036,-0.5469833,-0.14347853,1
344,0.8267586,-0.54969335,-0.051911272,1
345,0.6096967,-0.28643912,0.24525626,1
346,1.1286721,-0.6703918,-0.3204428,1
347,0.40000266,-0.18363762,0.033800513,1
348,1.1416845,-0.6893728,-0.07277131,1
349,0.48565418,-0.43234006,0.12848134,1
350,0.6031932,-0.36379302,-0.070999354,1
351,0.6630682,-0.4400842,0.4702847,1
352,0.8815736,-0.5813055,0.26773685,1
353,0.8502613,-0.48667186,0.1015151,1
354,0.82554597,-0.5673964,-0.10587053,1
355,1.1228149,-0.6923749,0.40300435,1
356,1.3048277,-0.7687495,-0.020600744,1
357,0.6404417,-0.44165677,0.243888,1
358,0.86421734,-0.52608335,0.3238002,1
359,0.61961085,-0.33490297,0.30798405,1
360,0.73470634,-0.40251967,0.46931463,1
361,1.4321568,-0.9207736,0.33100653,1
362,0.3422358,-0.06873292,0.29829556,1
363,1.00952,-0.70478487,0.24672501,1
364,0.9462835,-0.4598282,0.14705254,1
365,0.76662153,-0.421437,0.025423616,1
366,1.1860619,-0.6724122,0.10698396,1
367,1.145726,-0.68559647,0.16290475,1
368,0.74669373,-0.39031196,0.33802986,1
369,1.3874292,-0.8195904,0.08909285,1
370,0.6653687,-0.25555354,0.32263005,1
371,0.61298597,-0.36539993,0.41865712,1
372,0.7016726,-0.5045221,-0.13067825,1
373,0.61416364,-0.43771398,-0.18246168,1
374,1.2173617,-0.66987056,0.02747868,1
375,0.9618384,-0.5408181,0.5912009,1
376,0.34049195,-0.1693342,0.289105,1
377,0.6683027,-0.4275618,0.16127156,1
378,0.8835136,-0.7036054,-0.44326472,1
379,0.8757759,-0.6910907,0.41845542,1
380,1.0866163,-0.71763426,0.25516433,1
381,0.89395386,-0.46557638,0.5231877,1
382,0.44120693,-0.2136006,0.40976036,1
383,0.95835,-0.5411719,0.095698774,1
384,0.7673996,-0.4898227,0.3870287,1
385,0.70781106,-0.45244867,0.18272789,1
386,0.9647744,-0.6971247,0.16251163,1
387,1.2386787,-0.75172156,0.1277294,1
388,0.4515869,-0.14867151,0.22608258,1
389,1.0477202,-0.61270505,-0.1951037,1
390,1.25442,-0.5008074,0.256494,1
391,0.5071127,-0.3050332,-0.03222511,1
392,1.1746109,-0.68868977,0.13024838,1
393,1.1742964,-0.6206062,0.12195887,1
394,0.7618324,-0.3578401,0.2540747,1
395,1.2269111,-0.7861648,-0.11464061,1
396,1.1161215,-0.54630774,0.3265347,1
397,0.9177632,-0.56577814,-0.09175817,1
398,0.77336335,-0.42834765,0.3016339,1
399,0.8265136,-0.59016263,-0.11244786,1
400,0.9136633,-0.6020042,0.14710952,1
401,1.2170732,-0.61947536,0.11341044,1
402,1.3188548,-0.77363974,0.58120245,1
403,0.26139137,-0.1589509,-0.08349216,1
404,0.63957405,-0.38137507,0.3557567,1
405,0.6336544,-0.18006141,0.42877734,1
406,1.1663163,-0.5617327,0.5953208,1
407,1.3494043,-0.99783766,0.060442388,1
408,0.8642288,-0.3574755,0.2020473,1
409,1.0204668,-0.5093699,0.1332906,1
410,0.87177986,-0.32762864,0.64414567,1
411,1.1749501,-0.71865565,0.13171111,1
412,1.2266364,-0.7488251,0.44578105,1
413,1.0979114,-0.6350113,0.33510226,1
414,0.9240871,-0.5190383,0.3323974,1
415,1.2027261,-0.68191856,0.23046596,1
416,0.378937,-0.42994243,0.022322372,1
417,1.0165651,-0.52915865,-0.008646786,1
418,1.178802,-0.8176458,-0.16138269,1
419,0.8956248,-0.6616131,0.41412103,1
420,0.39264977,-0.19442008,0.18025826,1
421,0.66091335,-0.27365807,0.22463726,1
422,0.8872003,-0.4165508,-0.115214236,1
423,0.63368684,-0.25827876,0.003024459,1
424,0.75601786,-0.4881586,0.15769641,1
425,1.1841204,-0.49535218,0.43711352,1
426,0.88015336,-0.5214664,0.3955208,1
427,1.0418217,-0.5240786,0.19845055,1
428,1.1347911,-0.6801199,0.26868802,1
429,0.9368536,-0.53387356,0.198516,1
430,0.6749559,-0.31538874,0.37690246,1
431,1.1381655,-0.6382234,0.43725735,1
432,0.7132027,-0.3184575,0.15981321,1
433,1.053956,-0.4395499,0.025264114,1
434,0.89144033,-0.47685224,0.3804916,1
435,1.104712,-0.7515167,0.15012465,1
436,1.337235,-0.6076343,0.36073172,1
437,0.7694964,-0.39218214,0.4316767,1
438,0.7860311,-0.40102127,0.76441216,1
439,0.68385184,-0.3802995,-0.1915455,1
440,0.36986357,-0.3708533,-0.03435433,1
441,0.49568653,-0.14522654,0.520498,1
442,0.9380757,-0.5036782,0.70301825,1
443,1.0152624,-0.47725943,0.13296588,1
444,0.9371039,-0.47724336,0.31960517,1
445,1.0343511,-0.6567308,-0.029462837,1
446,0.042620137,0.029296905,0.24663319,1
447,0.48699456,-0.36420584,0.10759668,1
448,0.96137255,-0.6030298,0.25953233,1
449,0.4504971,-0.27181152,0.044435427,1
450,0.73244023,-0.47953358,0.26000708,1
451,0.86874384,-0.5100919,0.12528794,1
452,0.8742226,-0.4904433,0.25149113,1
453,0.71629614,-0.5439606,0.11433703,1
454,0.63895977,-0.40330178,0.17871271,1
455,0.78647465,-0.5187865,0.28450704,1
456,0.6766281,-0.43153805,-0.09166152,1
457,0.5920318,-0.39386785,0.06738338,1
458,0.7141497,-0.4493993,0.41946977,1
459,1.0886204,-0.59831613,0.22591002,1
460,0.9955695,-0.59163755,0.07418181,1
461,0.70246696,-0.27764446,-0.10872074,1
462,0.61676747,-0.6146907,-0.34454843,1
463,1.0290935,-0.59204084,0.44516492,1
464,0.5350158,-0.21986565,0.18414246,1
465,0.60583913,-0.29351407,0.536045,1
466,0.5804199,-0.35893875,0.3364097,1
467,0.6408804,-0.28025702,0.5056592,1
468,0.43564665,-0.38258678,0.23897015,1
469,0.6593334,-0.26376995,0.3538431,1
470,0.9624556,-0.5620868,0.7043607,1
471,0.8621069,-0.5832173,0.06894858,1
472,0.891638,-0.4404095,0.22535126,1
473,1.5989337,-0.9712483,0.22104304,1
474,0.782338,-0.68875366,0.095575646,1
475,0.99063724,-0.49535233,0.26167244,1
476,0.67088205,-0.29262382,0.5427311,1
477,1.3132048,-0.81028694,0.12534754,1
478,1.5669975,-0.8302569,-0.15510133,1
479,0.9825162,-0.37652773,0.39165294,1
480,0.5910637,-0.16510622,0.35575032,1
481,0.5329624,-0.51609904,0.16499095,1
482,1.2183847,-0.7062022,-0.04551164,1
483,1.3351994,-0.87487763,-0.0020859838,1
484,0.6110249,-0.3296972,0.33468252,1
485,0.6240025,-0.40821534,0.045786336,1
486,0.96583754,-0.4889777,0.40310007,1
487,1.082515,-0.66768724,0.12666275,1
488,0.5914079,-0.36167514,0.11837706,1
489,1.0910442,-0.64316666,0.057052568,1
490,1.1276779,-0.71511114,0.088687345,1
491,0.43124235,-0.22715661,-0.0052242056,1
492,0.9235379,-0.570758,0.246444,1
493,0.79317015,-0.39480639,0.61539054,1
494,0.80777794,-0.5282136,0.13091783,1
495,1.0519845,-0.4538086,0.4599229,1
496,0.35529736,-0.16108555,0.07246913,1
497,1.213794,-0.7325527,0.31458855,1
498,0.44030505,-0.25756165,0.1249039,1
499,0.8192109,-0.57868004,-0.11115793,1
500,0.7876617,-0.46897128,0.09863523,1
501,0.63897514,-0.32957572,0.18285064,1
502,0.7562845,-0.4403018,-0.29319102,1
503,0.7903994,-0.4460052,0.27603298,1
504,0.81822973,-0.67395484,-0.27410468,1
505,1.0150523,-0.4475039,0.45541227,1
506,0.976288,-0.6745554,-0.021256782,1
507,0.7405638,-0.4980785,0.2643453,1
508,0.62766075,-0.5302728,0.118699834,1
509,0.63865364,-0.48791018,0.11084296,1
510,0.51994526,-0.3877313,0.061089173,1
511,0.6879555,-0.43639448,0.36078376,1
512,1.0994418,-0.6180883,-0.14223163,1
513,0.8696329,-0.45297453,0.24907775,1
514,1.1632586,-0.78431237,-0.03690684,1
515,1.4174328,-0.7608844,0.58341825,1
516,0.9177471,-0.41515064,0.29944825,1
517,0.90629214,-0.4393294,0.36825895,1
518,0.87021804,-0.5194913,-0.049990132,1
519,0.67553043,-0.38225734,0.039532468,1
520,0.99495405,-0.5583692,-0.21569344,1
521,0.7032646,-0.33616892,0.084055215,1
522,1.2880294,-0.6097302,0.103858024,1
523,0.7147502,-0.46517336,0.0323686,1
524,1.3518376,-0.7611756,-0.07110831,1
525,0.97410244,-0.55426157,0.12497087,1
526,1.1518989,-0.79676676,0.20278744,1
527,0.23894462,-0.2728169,-0.09139612,1
528,0.38476098,-0.18721129,0.12763934,1
529,1.1508749,-0.71233565,0.1123939,1
530,0.36152637,-0.08712418,0.070209175,1
531,0.7584752,-0.3892195,0.49395305,1
532,0.95457476,-0.6128422,0.3861451,1
533,1.2865522,-0.93586016,-0.118769296,1
534,0.45996118,-0.24812868,0.25924176,1
535,0.69666106,-0.22196913,0.16869749,1
536,1.0121424,-0.5430306,-0.12529586,1
537,0.98197657,-0.5358641,-0.08207215,1
538,0.7532962,-0.29788387,0.5478739,1
539,0.8675113,-0.53070056,-0.24180007,1
540,1.2845628,-0.7324288,0.15918978,1
541,1.0437272,-0.50636345,0.075695515,1
542,1.0327535,-0.72207457,-0.04612954,1
543,1.1382227,-0.71365654,-0.16481744,1
544,0.587863,-0.2609921,0.23424517,1
545,0.87936705,-0.6209747,0.013695061,1
546,0.73184836,-0.5152902,-0.097204104,1
547,0.87428385,-0.51242036,0.21972714,1
548,0.76496845,-0.4389747,-0.26387757,1
549,1.0497682,-0.63603544,0.27598357,1
550,1.150089,-0.59212965,0.25411183,1
551,0.54089284,-0.28131902,0.24387641,1
552,0.80747235,-0.62303066,-0.3402152,1
553,0.5918041,-0.32683074,0.24751483,1
554,0.93478936,-0.5372691,0.19462676,1
555,1.0265801,-0.59210616,0.27435827,1
556,0.9307856,-0.44749874,0.29447168,1
557,1.1482866,-0.74518406,0.036174238,1
558,0.7667628,-0.22658,0.6685562,1
559,0.8828885,-0.5281645,0.07857448,1
560,0.28014812,-0.26753813,-0.0316218,1
561,1.2101781,-0.872697,-0.1277299,1
562,0.97880524,-0.5005786,0.02217868,1
563,0.28655228,-0.017284073,0.4006788,1
564,1.237359,-0.7417989,-0.27984732,1
565,0.69543785,-0.25697294,0.22017051,1
566,1.2999341,-1.0593716,-0.048390023,1
567,1.3116934,-0.59682393,0.56065345,1
568,0.98527557,-0.6267244,0.21839802,1
569,1.1152985,-0.58486193,0.36955893,1
570,0.9662066,-0.36997536,0.29308504,1
571,0.9804775,-0.74284554,0.012252152,1
572,1.0363069,-0.6336155,0.41323113,1
573,0.9750686,-0.5823609,-0.13210952,1
574,0.5772065,-0.3155716,-0.14936538,1
575,0.4762683,-0.29109523,0.24855752,1
576,0.9484895,-0.6873226,0.2858805,1
577,1.0051477,-0.60360444,0.48513657,1
578,1.1724629,-0.673739,0.08080509,1
579,0.6869944,-0.21192941,0.19871397,1
580,0.71840763,-0.434752,0.35429615,1
581,0.6316062,-0.31437728,-0.14267819,1
582,0.670921,-0.37906086,0.19322096,1
583,1.0064833,-0.63700354,0.08245455,1
584,1.0117257,-0.5830999,0.42018878,1
585,1.2683921,-0.7788088,-0.016363531,1
586,0.80320346,-0.4954663,0.22235136,1
587,0.88030654,-0.7747175,0.022017226,1
588,0.39103281,-0.19658113,-0.04292015,1
589,0.6848184,-0.34701863,0.19559945,1
590,0.8818881,-0.56007296,0.11490144,1
591,1.3263175,-0.81400716,-0.0688062,1
592,0.7842598,-0.4350076,0.21307738,1
593,0.46855175,-0.07334731,0.30729216,1
594,1.583426,-0.9358828,-0.08065615,1
595,0.25554603,-0.17538296,0.18862118,1
596,0.57965696,-0.3837571,0.22280712,1
597,0.5737387,-0.30389598,0.31572253,1
598,1.1921813,-0.7828596,0.39701188,1
599,1.0271435,-0.6818069,-0.17393665,1
600,1.4388525,-0.8567709,-0.084256575,1
601,0.5629169,-0.48508772,0.36717445,1
602,1.2520525,-0.7402923,0.043128267,1
603,0.95762604,-0.53136927,0.28944302,1
