,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg
0,0,256,244,248,248,266,252,260,252,249,243,248,260,253,243,268,267,268,262,257,249,413.7075569,413.7075569,0,0,964.9729992
1,0.1,396.4055906,363.1559191,336.5969273,316.1270663,299.1537898,287.1324602,277.2341428,270.9263724,267.0736796,265.8564943,266.5017219,269.1515051,275.2527806,284.4981598,295.6006785,311.6282078,331.5829328,356.753831,389.0313389,430.9366036,430.0395067,473,615.452764,615.452764,964.9729992
2,0.2,318.8688987,314.4665522,309.3910144,304.0706758,299.2290352,295.0186553,291.6699131,289.2741222,288.1133455,288.4468557,290.5771928,294.7480652,301.1180547,309.9157194,321.4284277,335.802776,353.4831222,374.9803022,401.0272625,432.8196663,328.1291966,473,771.9487291,156.4959651,349.5202353
3,0.3,310.0584777,305.9925949,302.6213492,299.8798342,297.7687233,296.3309429,295.6291632,295.7643971,296.8608223,299.067793,302.5482768,307.4790871,314.0549581,322.4919055,333.0473844,346.0598413,361.97496,381.4281283,405.3523643,435.1541025,315.3452371,473,824.648716,52.69998682,193.0242701
4,0.4,307.1799519,303.859685,301.2828853,299.4103768,298.2376724,297.7734675,298.0466662,299.1092926,301.0366907,303.9257639,307.8951742,313.0879134,319.67768,327.8804695,337.9722231,350.3151295,365.3985774,383.8998102,406.7827026,435.4723607,311.5038061,472.2026232,854.4521315,29.80341558,140.3242833
5,0.5,308.0698742,304.6818671,302.1506676,300.4153285,299.4373058,299.2037968,299.7226486,301.0191889,303.1353185,306.1300839,310.0815645,315.090938,321.2902095,328.8554159,338.0267008,349.1346222,362.6284764,379.1023688,399.3400166,424.5285261,312.3476958,457.264657,876.0748526,21.62272103,110.5208677
6,0.6,311.7766505,307.7035077,304.6469627,302.5143823,301.2302262,300.7568457,301.0819229,302.2107243,304.1656678,306.9897283,310.751397,315.5506898,321.5267892,328.8684152,337.8283975,348.7447073,362.0721616,378.4327158,398.6970105,424.1148479,316.7504823,456.5468919,896.5228964,20.4480438,88.89814667
7,0.7,315.9920876,311.2027167,307.5514172,304.9238266,303.2253733,302.4033638,302.4331143,303.3092218,305.0447317,307.6744875,311.2600673,315.8956209,321.7151705,328.9026236,337.7061765,348.4592633,361.6110532,377.7718272,397.7860905,422.8703005,321.8042781,454.9238057,916.1690675,19.64617115,68.45010287
8,0.8,315.3114177,311.031979,307.743567,305.3585282,303.8197025,303.0886375,303.1470187,303.9979291,305.6662458,308.1996043,311.6708825,316.182698,321.874396,328.9322863,337.604359,348.2213888,361.2275139,377.225978,397.0524987,421.9081471,320.7739785,453.6435672,935.2857474,19.11667993,48.80393173
9,0.9,314.4414471,310.4189389,307.3528316,305.1536025,303.762763,303.1430383,303.2785711,304.1756459,305.8631513,308.3936106,311.8455473,316.3277194,321.9857297,329.0117493,337.6586124,348.2604899,361.264014,377.2766214,397.1437281,422.0743612,319.6051832,453.8504384,954.3449899,19.05924244,29.6872518
10,1,299.3906054,299.0114937,298.8280239,298.8767878,299.2437442,299.9570399,301.0283094,302.4767258,304.3251424,306.5842948,309.2374703,312.2329589,315.4899705,318.9229362,322.4833061,326.1991089,330.156661,334.3435591,338.4085574,342.2291078,300.9676688,351.3141231,964.9729992,10.62800936,10.62800936
0,0,260,253,249,265,258,265,255,264,256,248,272,261,257,258,262,272,268,255,264,248,323.000002,323.000002,0,0,852.1518971
1,0.1,383.1909316,354.104768,331.2973138,312.7441693,299.0049007,287.7414664,280.034686,274.0277119,271.1688479,270.4715162,270.3143045,273.802789,279.324826,287.4922397,298.924805,313.78189,333.3510597,358.3357657,389.5354094,431.3972809,412.2935063,473,526.0764168,526.0764168,852.1518971
2,0.2,316.9530914,312.6864075,307.9299488,303.112161,298.7226817,295.0521407,292.1411158,290.2150473,289.4166392,290.0377843,292.4067024,296.6250811,302.9974983,311.72321,323.0212662,337.195023,354.6038916,375.8030591,401.5917508,433.0870388,325.4924183,473,664.2401739,138.1637571,326.0754803
3,0.3,309.0877062,305.222311,302.0468275,299.4993991,297.5870788,296.3415713,295.828361,296.1352912,297.3846824,299.7161846,303.2847432,308.2694658,314.8571584,323.267111,333.7645313,346.687261,362.492845,381.822934,405.6150648,435.2852355,314.1229861,473,712.9586418,48.7184679,187.9117232
4,0.4,306.8210378,303.5665851,301.0614407,299.2652048,298.1693801,297.7809973,298.1265474,299.2552167,301.2378421,304.16643,308.1543273,313.3386797,319.8879967,328.013048,337.9851507,350.1629628,365.0307191,383.2545415,405.7731362,433.9777196,311.0451842,470.1556096,741.6368717,28.6782299,139.1932553
5,0.5,307.9771699,304.6026797,302.0885294,300.3727791,299.4148645,299.2005609,299.7364344,301.0463363,303.1707193,306.1675665,310.1147157,315.1142237,321.3000597,328.8509731,338.00979,349.1089853,362.5996501,379.0812895,399.352351,424.6119833,312.2288735,457.3511022,763.2564782,21.6196065,110.5150254
6,0.6,311.8014947,307.7185865,304.655663,302.5194355,301.233398,300.7593637,301.0846379,302.2141037,304.1697839,306.9943166,310.7559711,315.5546697,321.529606,328.8695807,337.8275734,348.7418084,362.0673732,378.4259705,398.6865264,424.0970438,316.7816871,456.5275012,783.7037229,20.44724463,88.89541886
7,0.7,315.9709299,311.1881212,307.5416448,304.9175587,303.2217732,302.4017727,302.4329361,303.3099285,305.0458897,307.6757657,311.2612295,315.8965117,321.7157036,328.9027717,337.7059581,348.4587163,361.6102098,377.7707496,397.7850278,422.8696616,321.7778691,454.9226337,803.3474879,19.64376504,68.44817424
8,0.8,315.3180825,311.0359896,307.7457925,305.3596164,303.8200306,303.0884791,303.1466045,303.9974412,305.6658039,308.1992673,311.6706616,316.1825763,321.8743453,328.9322799,337.6043788,348.221429,361.2275827,377.2260961,397.0526911,421.9084385,320.7823261,453.643972,822.4646462,19.1171583,48.80440919
9,0.9,314.4402372,310.418286,307.35251,305.1534584,303.7627265,303.143066,303.2786264,304.1756999,305.8631871,308.3936233,311.8455405,316.3277013,321.9857095,329.0117349,337.6586098,348.2605032,361.2640458,377.276673,397.1437996,422.0744529,319.6037503,453.8505674,841.5238778,19.05923159,29.68725089
10,1,299.3909002,299.011669,298.8281256,298.8768466,299.2437737,299.9570488,301.0283059,302.4767169,304.325133,306.5842875,309.2374662,312.232958,315.4899725,318.9229405,322.4833123,326.1991166,330.1566699,334.3435688,338.4085668,342.2291154,300.9680172,351.3141328,852.1518971,10.62801931,10.62801931
0,0,249,253,261,255,255,260,254,250,270,271,251,248,244,256,248,251,260,265,265,247,323.0000015,323.0000015,0,0,979.3911416
1,0.1,389.7854339,358.3420271,333.5284358,314.7269313,299.5438531,287.4145108,278.8706087,273.0313442,268.4430107,266.6821494,267.7313786,270.1630771,275.319119,282.9326371,295.0664924,310.7007413,330.446363,355.5576655,388.0660793,430.7765982,420.3763076,473,628.2317086,628.2317086,979.3911416
2,0.2,318.9641556,314.35362,309.2113426,303.9164428,299.1194238,295.0355213,291.726846,289.3811061,288.2910696,288.6504947,290.7288543,294.8421313,301.1656361,309.9459154,321.3384692,335.6852357,353.3580754,374.8687582,400.9440825,432.7586592,328.1502232,473,786.4160153,158.1843067,351.1594331
3,0.3,310.001468,305.953969,302.5936952,299.8607902,297.7604672,296.3312437,295.6413534,295.7856734,296.8864524,299.0951875,302.576202,307.5038597,314.0733981,322.5015241,333.0532203,346.0595875,361.9707466,381.4223663,405.3472161,435.1519018,315.2842527,473,839.0881107,52.67209549,192.9751264
4,0.4,307.1717007,303.8518014,301.2764842,299.4061006,298.2356038,297.773739,298.0490074,299.1135023,301.0424352,303.932425,307.9019512,313.0940574,319.6824307,327.8830953,337.9717329,350.3109271,365.3898489,383.8855287,406.7613104,435.4415169,311.4926928,472.1610893,868.870574,29.78246328,140.3030309
5,0.5,308.0673981,304.6797977,302.1490471,300.4142074,299.4367101,299.2037049,299.7230128,301.019912,303.136264,306.1310944,310.0824792,315.0916117,321.2905436,328.8553756,338.0263281,349.13399,362.6277071,379.1016939,399.3399575,424.5298376,312.3445888,457.2659477,890.493085,21.62251098,110.5205676
6,0.6,311.777259,307.7038695,304.6471671,302.5145,301.2303014,300.7569098,301.0819969,302.2108195,304.1657849,306.9898589,310.7515264,315.5508014,321.5268668,328.8684456,337.8283712,348.7446216,362.0720198,378.4325166,398.6967193,424.1143936,316.7512444,456.5463719,910.9410871,20.44800211,88.89805662
7,0.7,315.9915503,311.2023453,307.551168,304.9236666,303.2252814,302.4033234,302.4331103,303.3092404,305.0447617,307.6745197,311.260095,315.8956391,321.7151757,328.9026135,337.7061497,348.4592185,361.6109888,377.7717414,397.7859839,422.8701751,321.8036074,454.9236342,930.587176,19.64608891,68.45005451
8,0.8,315.3115871,311.0320809,307.7436234,305.3585554,303.8197101,303.0886323,303.1470065,303.9979144,305.6662316,308.1995922,311.670873,316.1826914,321.8743927,328.9322872,337.6043658,348.2214038,361.2275405,377.2260207,397.0525648,421.9082464,320.7741908,453.6436986,949.7038983,19.11672232,48.8039656
9,0.9,314.4414182,310.4189235,307.3528241,305.1535991,303.7627621,303.1430388,303.2785723,304.1756473,305.8631525,308.3936117,311.8455486,316.3277209,321.9857316,329.0117514,337.6586143,348.2604911,361.2640138,377.2766187,397.1437206,422.0743456,319.6051491,453.8504189,968.7631327,19.05923439,29.68724328
10,1,299.3906113,299.0114971,298.8280258,298.8767889,299.2437448,299.9570401,301.0283095,302.4767258,304.3251425,306.584295,309.2374706,312.2329593,315.489971,318.9229368,322.483307,326.19911,330.1566624,334.3435611,338.4085602,342.2291122,300.9676757,351.3141281,979.3911416,10.62800889,10.62800889
0,0,244,271,264,261,265,254,255,267,262,267,244,267,245,272,254,258,255,268,264,251,282.2671301,282.2671301,0,0,878.781339
1,0.1,382.6839214,352.837707,330.7278924,313.2595218,298.9791173,288.4806509,280.3048653,274.1899723,271.0046744,269.2899283,270.7645371,272.369781,278.558574,285.4459733,297.7126652,312.8379959,332.597657,356.8570626,389.0867673,431.0987578,410.1599405,473,545.6289843,545.6289843,878.781339
2,0.2,317.5095519,313.1128636,308.2075599,303.2556662,298.8161723,295.0312137,292.0534461,290.0386504,289.1643268,289.7479668,291.9682102,296.2071972,302.5017469,311.2662813,322.5437879,336.7511241,354.2208069,375.5396263,401.3836416,432.9846106,326.205702,473,689.5637896,143.9348053,333.1523547
3,0.3,309.3165769,305.4062284,302.1852823,299.5911434,297.6296186,296.3396401,295.7817566,296.04775,297.2596263,299.5576503,303.1053955,308.0709213,314.6542008,323.0650172,333.5761217,346.5195665,362.3525332,381.7132384,405.5424297,435.2488069,314.4169258,473,739.3027908,49.73900117,189.2175493
4,0.4,306.9120265,303.6403576,301.1169186,299.3015136,298.1865105,297.7791092,298.1065556,299.2186551,301.1873616,304.105971,308.0888855,313.2752491,319.8344645,327.9791261,337.9814017,350.2011894,365.1239702,383.4187975,406.0305804,434.359333,311.1611789,470.6785234,768.2649506,28.96215977,139.4785482
5,0.5,308.0005628,304.6226761,302.1042208,300.3835186,299.420524,299.2013787,299.7329607,301.0394958,303.1618012,306.1581257,310.1063812,315.1083802,321.2976157,328.8521297,338.0140862,349.1154623,362.6068978,379.0865134,399.3489965,424.590402,312.258887,457.3286957,789.8852365,21.62028591,110.5163884
6,0.6,311.7951835,307.7147506,304.6534461,302.5181467,301.2325902,300.7587255,301.0839538,302.2132545,304.1687504,306.9931645,310.7548218,315.5536695,321.5288976,328.8692881,337.8277824,348.7425414,362.0685839,378.4276782,398.68919,424.1015835,316.7737593,456.532441,810.3326812,20.44744471,88.89610248
7,0.7,315.9762899,311.1918181,307.5441197,304.919146,303.2226849,302.402176,302.432982,303.3097506,305.0455977,307.6754432,311.2609359,315.8962858,321.7155666,328.9027295,337.7060049,348.4588413,361.6104034,377.7709941,397.7852567,422.8697662,321.7845593,454.9228563,829.9770419,19.64436071,68.44865778
8,0.8,315.3164187,311.0349922,307.7452425,305.3593508,303.8199546,303.088524,303.1467123,303.9975663,305.6659162,308.1993521,311.6707164,316.1826056,321.8743567,328.9322807,337.6043743,348.2214215,361.2275712,377.2260767,397.0526599,421.9083925,320.780242,453.6439059,849.0940907,19.11704884,48.80429707
9,0.9,314.4405212,310.4184359,307.3525812,305.1534884,303.7627319,303.1430572,303.278612,304.1756867,305.863179,308.3936213,311.8455437,316.3277076,321.9857166,329.011741,337.6586135,348.2605037,361.2640425,377.2766659,397.1437887,422.0744382,319.6040849,453.8505462,868.1533247,19.05923393,29.68724823
10,1,299.3908302,299.011627,298.8281009,298.876832,299.2437659,299.957046,301.0283062,302.4767187,304.325135,306.5842892,309.2374671,312.232958,315.4899713,318.9229379,322.4833079,326.1991098,330.1566601,334.3435552,338.4085486,342.2290914,300.9679348,351.3141022,878.781339,10.62801429,10.62801429
0,0,260,245,264,272,258,258,245,244,270,243,271,258,271,256,250,270,257,257,263,254,323.0000015,323.0000015,0,0,892.9521982
1,0.1,386.7619413,357.0744129,332.4717034,313.5359284,299.2728217,287.4778768,279.3525295,273.5749453,269.1563188,269.3736103,269.1049578,272.7192193,277.4637781,286.2730729,298.0474644,312.4623346,332.6680744,357.4302198,389.1267548,430.9450713,416.9772085,473,558.5659538,558.5659538,892.9521982
2,0.2,317.6502635,313.2774627,308.429833,303.4346288,298.8766668,295.0485556,291.9813757,289.8828693,289.0166345,289.4886468,291.7877783,295.9596612,302.359426,311.0816999,322.4211176,336.6954758,354.171791,375.4890302,401.3712383,432.9878704,326.4238009,473,703.2718139,144.7058601,334.3862443
3,0.3,309.4222181,305.4899126,302.2454649,299.6309129,297.6505912,296.3375945,295.7598142,296.0080251,297.2016147,299.4914273,303.0276163,307.9934606,314.5741608,322.9932634,333.5111657,346.4630573,362.308138,381.6813319,405.5207686,435.2378186,314.5462006,473,753.3664185,50.09460463,189.6803843
4,0.4,306.947186,303.6693471,301.1390491,299.3160596,298.1932659,297.7783821,298.0985649,299.2040563,301.1674231,304.0820275,308.0634278,313.2506122,319.8141398,327.966409,337.9804942,350.2164544,365.1600883,383.4816432,406.1285717,434.504028,311.2062465,470.8763501,782.4352855,29.068867,139.5857796
5,0.5,308.0096445,304.630435,302.1103098,300.3876924,299.4227304,299.2016926,299.731602,301.0368243,303.1583129,306.1544402,310.1031126,315.1060876,321.2966334,328.8525554,338.015731,349.1179544,362.6096963,379.0885485,399.3477693,424.5822571,312.2705107,457.3202125,804.0558094,21.62052391,110.5169126
6,0.6,311.7927756,307.7132924,304.6526072,302.5176603,301.232284,300.7584804,301.0836865,302.2129199,304.1683421,306.9927086,310.7543672,315.5532729,321.5286163,328.8691699,337.8278618,348.7428279,362.0690607,378.4283536,398.6902401,424.1033599,316.7707349,456.534387,824.5033515,20.44754204,88.89638873
7,0.7,315.9783536,311.1932423,307.5450736,304.9197579,303.2230363,302.402331,302.4329988,303.3096807,305.0454835,307.6753171,311.2608211,315.8961976,321.7155134,328.9027139,337.7060251,348.4588932,361.6104836,377.771096,397.7853549,422.8698194,321.7871354,454.9229593,844.1479457,19.64459427,68.44884669
8,0.8,315.315766,311.034599,307.7450239,305.3592435,303.8199216,303.0885386,303.146752,303.9976132,305.6659587,308.1993843,311.6707373,316.182617,321.8743614,328.9322815,337.6043732,348.2214192,361.2275672,377.2260694,397.0526474,421.9083733,320.7794246,453.6438785,863.2649506,19.11700484,48.80425243
9,0.9,314.4406425,310.4185019,307.352614,305.1535034,303.762736,303.1430547,303.2786066,304.1756814,305.8631754,308.39362,311.8455443,316.3277094,321.9857186,329.0117424,337.6586136,348.260502,361.2640387,377.2766596,397.1437796,422.0744257,319.6042288,453.8505291,882.3241846,19.05923402,29.68724758
10,1,299.3908006,299.0116095,298.8280908,298.8768261,299.2437631,299.9570452,301.0283067,302.4767196,304.325136,306.58429,309.2374676,312.2329582,315.4899713,318.9229377,322.4833078,326.1991098,330.1566604,334.343556,338.4085502,342.2290942,300.9678998,351.3141057,892.9521982,10.62801356,10.62801356
0,0,261,272,269,249,270,262,263,258,257,267,263,271,259,271,266,272,244,265,252,254,253.5399883,253.5399883,0,0,795.1840255
1,0.1,375.9472907,348.7373003,327.8206983,312.2695839,298.3138173,288.6004903,281.0870766,276.2091595,273.33554,271.9448258,273.036745,275.5311334,281.2123455,288.5621793,299.8600221,314.3333283,334.5522339,357.8204628,390.0251372,431.116318,402.0063671,473,478.1492423,478.1492423,795.1840255
2,0.2,316.1507755,311.9100624,307.2864688,302.6148222,298.5218406,295.0508146,292.3792161,290.6217499,290.0043821,290.7880661,293.1759667,297.4586621,303.7897349,312.4757636,323.6786205,337.7513489,355.0052363,376.1554643,401.7781732,433.1994226,324.3704271,473,609.3078484,131.1586061,317.0347832
3,0.3,308.6706905,304.8914702,301.7991498,299.3379552,297.5071147,296.3469275,295.9135504,296.2963827,297.6102426,299.9925504,303.6010397,308.6046294,315.1969187,323.5935505,334.0644554,346.948588,362.7092038,381.9843007,405.7245488,435.3386305,313.6000967,473,656.4521158,47.14426733,185.8761771
4,0.4,306.6691248,303.4423302,300.9675042,299.2034722,298.140462,297.7841687,298.1605115,299.3171153,301.3231821,304.2685467,308.2640332,313.4448473,319.9768741,328.068945,337.9904084,350.0983861,364.8749279,382.981757,405.3464699,433.3465641,310.8510467,469.2918104,684.6713164,28.21920065,138.7319097
5,0.5,307.9379561,304.5691796,302.0622356,300.3547766,299.4053635,299.1991948,299.7422715,301.0578341,303.1857086,306.1834318,310.1287517,315.1240739,321.3042203,328.8490775,338.0026093,349.0981062,362.5874197,379.0723222,399.3575017,424.6471638,312.1786237,457.387562,706.2897402,21.61842381,110.5127091
6,0.6,311.8119966,307.7249596,304.6593395,302.5215704,301.2347384,300.7604281,301.0857864,302.2155336,304.171526,306.9962594,310.7579093,315.55636,321.5308099,328.8700954,337.8272607,348.740638,362.06543,378.4232359,398.6822608,424.089754,316.7948781,456.5196151,726.7367071,20.44696692,88.89428529
7,0.7,315.9619742,311.1819426,307.5375077,304.9149052,303.2202493,302.4011,302.4328626,303.3102309,305.0463845,307.6763128,311.2617285,315.8968956,321.7159341,328.9028344,337.705857,348.4584629,361.6098125,377.7702274,397.7844739,422.8692317,321.7666906,454.9219283,746.3794008,19.64269361,68.44731837
8,0.8,315.3208796,311.0376693,307.7467214,305.3600677,303.820163,303.0884078,303.1464264,303.9972326,305.665615,308.1991223,311.670565,316.1825205,321.8743184,328.9322707,337.6043803,348.2214392,361.2276058,377.2261419,397.0527731,421.9085713,320.7858295,453.6441542,765.4967687,19.11736796,48.80462476
9,0.9,314.4397433,310.4180219,307.3523817,305.153402,303.7627131,303.1430781,303.2786489,304.1757211,305.8632002,308.3936264,311.8455357,316.3276921,321.9857002,329.0117293,337.6586109,348.2605134,361.2640669,377.2767065,397.1438468,422.0745152,319.6031669,453.8506539,784.5560047,19.059236,29.6872568
10,1,299.3910329,299.0117499,298.8281742,298.876876,299.2437896,299.9570552,301.0283063,302.4767145,304.32513,306.5842852,309.2374651,312.2329583,315.489974,318.9229429,322.4833154,326.1991199,330.156673,334.3435712,338.4085674,342.2291127,300.9681745,351.3141294,795.1840255,10.6280208,10.6280208
0,0,266,246,271,258,269,248,257,244,259,243,264,247,267,243,254,263,243,258,265,251,322.7676786,322.7676786,0,0,983.7907962
