,0,1,2,3,4,5
175,40.0,1.0,-11.92047751,-4.588239813,-3.783743396,163.2213122184479
177,4.0,0.1,0.28066193,-12.52478524,12.83943493,947.4600796276532
178,8.0,0.2,-0.943618,-11.97005727,-6.695519688,789.6868077539714
179,12.0,0.3,-2.012055221,-9.440833846,14.60786207,645.2899718575055
180,16.0,0.4,-2.86328495,-7.614199563,9.754045543,551.0453137660922
181,20.0,0.5,-3.621116148,-7.543600846,-6.87232481,484.3951710537318
182,24.0,0.6,-4.430161733,-8.619384134,-18.84828874,414.14063093118284
183,28.0,0.7,-5.220087963,-7.202747134,6.267107711,318.4442251590623
184,32.0,0.8,-5.928984992,-6.97892324,-4.85073136,239.11895734595322
185,36.0,0.9,-6.526103706,-4.996486139,13.85318388,155.14307674714544
186,40.0,1.0,-7.074415907,-5.953805228,-15.05631291,86.62861991039392
188,4.0,0.1,-5.26766301,-9.271833314,-5.699450503,1667.5656757660927
189,8.0,0.2,-6.233339339,-10.02907467,-17.22917686,1553.6880904963896
190,12.0,0.3,-7.271492786,-10.7224401,-17.31518877,1412.7670097684631
191,16.0,0.4,-8.22613611,-8.408977672,13.58819105,1243.4226019228213
192,20.0,0.5,-9.121194654,-9.474438484,-19.60519356,1104.1191864543243
193,24.0,0.6,-10.04943314,-9.096627011,-5.50427011,929.2361918784406
194,28.0,0.7,-10.82708688,-6.499722428,18.19250838,745.3449775186364
195,32.0,0.8,-11.49479253,-6.848577196,-10.16560414,584.2179387647402
196,36.0,0.9,-12.20441294,-7.335713527,-11.96756746,404.66797630976924
197,40.0,1.0,-12.86735704,-5.946321045,7.264483876,201.1914747949708
199,4.0,0.1,-7.492240805,-9.476115231,-18.85669164,1572.6210790956366
200,8.0,0.2,-8.410014708,-8.889144056,-3.308027285,1424.912772846309
201,12.0,0.3,-9.290690287,-8.727068328,-7.185998501,1275.112828186621
202,16.0,0.4,-10.14436137,-8.352593531,-4.791962858,1112.3759877038024
203,20.0,0.5,-10.88175696,-6.427399562,11.87798375,939.5872868643887
204,24.0,0.6,-11.39804394,-3.939793111,19.71319477,779.1577547084562
205,28.0,0.7,-11.76251129,-3.359228341,2.160974209,631.7773290526027
206,32.0,0.8,-12.04614355,-2.330558593,7.450374839,482.1128931105877
207,36.0,0.9,-12.34784006,-3.68087015,-16.52008066,331.2942749017669
208,40.0,1.0,-12.62197602,-1.832647697,15.74086489,163.91175036820061
210,4.0,0.1,-4.7221276,-9.930341185,-1.572492952,943.5746578912938
211,8.0,0.2,-5.573687758,-7.147239274,19.31541753,822.6521290996843
212,12.0,0.3,-6.28172178,-7.015634229,-5.76428978,738.637677864406
213,16.0,0.4,-6.958788406,-6.533728704,-1.951610998,649.7923905246241
214,20.0,0.5,-7.525663089,-4.832120376,11.34733644,558.6589997402331
215,24.0,0.6,-7.957530248,-3.822054422,5.781987961,478.0301972615289
216,28.0,0.7,-8.352541756,-4.073977729,-6.469348159,399.93265268505843
217,32.0,0.8,-8.76472166,-4.168052679,-5.062548532,313.361142034935
218,36.0,0.9,-9.237948204,-5.277982459,-15.83156324,219.0399861345485
219,40.0,1.0,-9.65701226,-3.138943365,17.19975038,104.59000830413939
221,4.0,0.1,0.034111692,-8.459733454,-11.8654147,849.355433897587
222,8.0,0.2,-0.825708711,-8.732135334,-11.32222283,777.0832398473142
223,12.0,0.3,-1.74175502,-9.574749622,-17.58660597,699.5102938315407
224,16.0,0.4,-2.675364718,-9.105267716,-4.641277918,603.2543094101361
225,20.0,0.5,-3.45056415,-6.443083283,18.86985001,513.0831255522245
226,24.0,0.6,-4.145310269,-7.435304827,-16.86967663,457.88305421028576
227,28.0,0.7,-4.928314498,-8.211839668,-15.59539071,383.9927691655956
228,32.0,0.8,-5.724179399,-7.71375831,-2.977835416,291.05409358447247
229,36.0,0.9,-6.449343539,-6.804673391,1.839207781,198.7414590086185
230,40.0,1.0,-7.171701548,-7.628754396,-15.46439014,110.82693354008556
232,4.0,0.1,1.859227646,-14.55328463,7.890480735,1199.5728684651785
233,8.0,0.2,0.452740923,-13.5924609,-4.456629931,984.0067490725867
234,12.0,0.3,-0.88307659,-13.13156959,-8.749261986,798.9474736594896
235,16.0,0.4,-2.209316912,-13.38894794,-15.83618673,625.3467815721724
236,20.0,0.5,-3.387810755,-10.23351079,19.76943308,439.94784936375584
237,24.0,0.6,-4.294542091,-7.939345631,13.87433819,321.7916921414927
238,28.0,0.7,-4.985507106,-5.91370966,13.34670956,239.35290502059084
239,32.0,0.8,-5.504341119,-4.486749296,9.081263511,178.63498869344204
240,36.0,0.9,-5.99048922,-5.223928467,-12.23327273,127.79395155919028
241,40.0,1.0,-6.484764874,-4.670801841,0.588509734,63.870297027488284
243,4.0,0.1,-0.289605398,-6.946767984,3.950823338,367.4945389719853
244,8.0,0.2,-0.858168422,-4.465834498,19.12370462,319.07503723666673
245,12.0,0.3,-1.306056045,-4.491490428,-4.735435531,296.5663260406568
246,16.0,0.4,-1.76664101,-4.716460002,-6.855545383,274.57493563481887
247,20.0,0.5,-2.29716201,-5.874659895,-16.88720894,248.97392771364736
248,24.0,0.6,-2.853803997,-5.268284405,0.497335035,207.75945640262262
249,28.0,0.7,-3.328414925,-4.241051855,5.526216215,171.85920186667803
250,32.0,0.8,-3.778927249,-4.760537962,-9.699984306,142.6416397886417
251,36.0,0.9,-4.288142155,-5.412889438,-11.61566382,105.22817847008065
252,40.0,1.0,-4.84622654,-5.743292471,-8.884874183,56.86602503068436
254,4.0,0.1,6.303563165,-5.153454215,-11.02178608,363.7529316258257
255,8.0,0.2,5.769408738,-5.523468448,-9.041686605,296.8525338626132
256,12.0,0.3,5.238860094,-5.094650207,-1.017304028,232.64899249713574
257,16.0,0.4,4.818843898,-3.334996394,13.39637617,179.242702143518
258,20.0,0.5,4.454558947,-3.940610738,-9.698992949,144.00193020979242
259,24.0,0.6,4.17269398,-1.733468192,19.25277578,108.16006948793
260,28.0,0.7,3.997553561,-1.768752204,-2.104244297,85.89043558835124
261,32.0,0.8,3.805033115,-2.076527977,-5.002962192,66.75937753582531
262,36.0,0.9,3.55714636,-2.868017836,-10.39376615,47.84398393684208
263,40.0,1.0,3.218342139,-3.891019393,-13.61805778,26.425015528862275
265,4.0,0.1,-5.884925558,-10.72450585,-4.451793892,1808.8746397020357
266,8.0,0.2,-6.953894543,-10.65601516,-10.00478299,1659.1281728078657
267,12.0,0.3,-8.007454135,-10.41912421,-8.166686363,1496.7203859891656
268,16.0,0.4,-8.956938989,-8.600872031,8.687673213,1323.7094411308708
269,20.0,0.5,-9.75861474,-7.451791148,3.474051325,1169.1303070552851
270,24.0,0.6,-10.48864796,-7.153838238,-4.320803073,1018.310208935085
271,28.0,0.7,-11.23753439,-7.812907733,-14.07955927,857.0277246748237
272,32.0,0.8,-12.03953508,-8.220317129,-12.0941009,668.7128483178326
273,36.0,0.9,-12.81824832,-7.368147975,0.734559208,455.4574932910542
274,40.0,1.0,-13.55068485,-7.282017914,-6.463064697,236.85770083022447
276,4.0,0.1,-6.004269755,-10.91918815,2.88845621,1664.8923740751516
277,8.0,0.2,-7.134483705,-11.67253712,-18.83562917,1509.570733032858
278,12.0,0.3,-8.255041178,-10.75392007,-2.019404214,1320.6478478470208
279,16.0,0.4,-9.201436317,-8.216269845,15.91255084,1136.8349561576988
280,20.0,0.5,-10.00305901,-7.822741724,-4.080945728,983.3953893248581
281,24.0,0.6,-10.73459675,-6.824645334,2.665586464,822.055641096731
282,28.0,0.7,-11.2986082,-4.494414369,17.66219515,660.2127630207473
283,32.0,0.8,-11.7262744,-4.066047774,0.007004008,510.79468955578295
284,36.0,0.9,-12.14510123,-4.306482241,-6.592612962,356.75643350595664
285,40.0,1.0,-12.63329324,-5.438494192,-16.20203959,190.48984759862708
287,4.0,0.1,-7.186303203,-13.87819829,14.4715899,2085.376893233629
288,8.0,0.2,-8.543817459,-13.28202147,-7.613374347,1840.0824171604531
289,12.0,0.3,-9.770589892,-11.28667738,7.685716524,1590.3836887134612
290,16.0,0.4,-10.75195065,-8.388827265,19.16489357,1367.2348244031684
291,20.0,0.5,-11.46066405,-5.82811218,18.52001686,1179.4214930133785
292,24.0,0.6,-12.04933731,-5.943431264,-7.039923392,1012.3928258412783
293,28.0,0.7,-12.5219399,-3.548529012,19.22299658,831.6341184344014
294,32.0,0.8,-12.94169943,-4.825384262,-16.96614782,660.3954634386102
295,36.0,0.9,-13.47995284,-5.921419599,-16.34288742,468.18429516694016
296,40.0,1.0,-14.12697495,-7.001032191,-17.26634708,250.07650668478087
298,4.0,0.1,-8.521522664,-9.721062828,4.518901765,1786.5234529289764
299,8.0,0.2,-9.461159217,-9.082312309,-3.008860343,1619.3059395441787
300,12.0,0.3,-10.29856976,-7.689114708,5.557870549,1447.2587427337232
301,16.0,0.4,-11.00243111,-6.409436667,5.758166924,1281.9212690141576
302,20.0,0.5,-11.58281148,-5.218024297,6.110320002,1119.6211178639544
303,24.0,0.6,-12.10917891,-5.307827763,-6.161708926,958.045138466018
304,28.0,0.7,-12.60884202,-4.695635878,1.125287773,783.0500557455118
305,32.0,0.8,-13.09218431,-4.966693086,-7.543994996,602.011830998573
306,36.0,0.9,-13.51481803,-3.510251412,10.33807949,405.6539414785443
307,40.0,1.0,-13.89473017,-4.078521697,-9.481824206,210.14739068137544
309,4.0,0.1,-0.479445295,-4.561790211,12.20353487,243.3443188690443
310,8.0,0.2,-0.861888394,-3.111243517,10.68103595,221.55988983235468
311,12.0,0.3,-1.220483694,-4.045100787,-12.9245257,210.5667793617423
312,16.0,0.4,-1.672286433,-4.975450741,-13.82152693,191.8791417145846
313,20.0,0.5,-2.193729474,-5.445575975,-9.91568275,163.3723166910877
314,24.0,0.6,-2.689702527,-4.489811823,4.597910997,128.41396616450095
315,28.0,0.7,-3.092806914,-3.587315024,4.993924119,100.9153523471185
316,32.0,0.8,-3.423162636,-3.029101424,2.278578779,78.35637226788452
317,36.0,0.9,-3.763684612,-3.769008369,-10.80428921,57.43691479223868
318,40.0,1.0,-4.121353979,-3.390683349,0.206556515,28.482505521374435
320,4.0,0.1,6.057921378,-10.2031048,-11.2621275,535.8708961917634
321,8.0,0.2,5.182446001,-7.353881894,19.73747528,394.4349596308197
322,12.0,0.3,4.418903299,-7.907742663,-13.17403471,311.54979451449475
323,16.0,0.4,3.624434987,-7.98041261,-8.671382585,228.62291817164993
324,20.0,0.5,2.860985246,-7.299921835,-0.829589665,151.42343939113601
325,24.0,0.6,2.249961145,-4.959559723,17.29338011,89.9459029211352
326,28.0,0.7,1.735997452,-5.313810925,-8.682148946,58.79104014297693
327,32.0,0.8,1.282518457,-3.78130646,10.7902547,27.163867891374437
328,36.0,0.9,1.019316041,-1.520417084,19.97686959,10.638587771936683
329,40.0,1.0,0.838947914,-2.077659627,-7.376106697,5.292537878098372
331,4.0,0.1,6.050636113,-17.60851179,-11.39809789,1448.9370681921598
332,8.0,0.2,4.429081485,-14.86824427,11.18712901,1101.6176001841009
333,12.0,0.3,3.04461298,-12.85467966,6.290961025,860.3103904335112
334,16.0,0.4,1.810389853,-11.84658172,-2.261251864,685.6000521212187
335,20.0,0.5,0.608507748,-12.18541412,-15.40714508,541.955475952773
336,24.0,0.6,-0.503848678,-10.09652344,9.765342505,391.9139763999207
337,28.0,0.7,-1.38769087,-7.62156287,15.91118382,289.24351776392916
338,32.0,0.8,-2.199900546,-8.606222383,-17.96869189,227.96378237911603
339,36.0,0.9,-3.051146342,-8.421767269,-6.66790681,147.44278681998594
340,40.0,1.0,-3.832522675,-7.225690678,4.147002576,66.98482398035202
342,4.0,0.1,-11.32162302,-14.13943307,-1.376421379,3446.7364488130465
343,8.0,0.2,-12.59169807,-11.30923014,15.60127888,3118.62426078598
344,12.0,0.3,-13.70721461,-11.00615111,-8.124375158,2830.957714626996
345,16.0,0.4,-14.75613064,-9.989117156,-0.3188207,2521.604592647705
346,20.0,0.5,-15.80237915,-10.92033545,-19.77466809,2204.078231393471
347,24.0,0.6,-16.79834628,-9.030499013,8.938693145,1833.1541307622413
348,28.0,0.7,-17.57769595,-6.597045332,16.54104004,1469.0202794199552
349,32.0,0.8,-18.10986737,-4.088190368,19.76683543,1115.1558473688215
350,36.0,0.9,-18.58962901,-5.483786353,-18.75357624,768.5216118102394
351,40.0,1.0,-19.11675218,-5.065644757,-1.089815659,391.1169092065093
353,4.0,0.1,-1.803837494,-2.152782849,2.254836778,151.42579081019187
354,8.0,0.2,-2.014960867,-2.071046643,-1.293871664,143.512065666006
355,12.0,0.3,-2.259110629,-2.799804673,-9.729077924,135.15439365356855
356,16.0,0.4,-2.554476499,-3.10246916,-5.980303569,121.73863182629881
357,20.0,0.5,-2.823146585,-2.284562058,5.492370168,105.40914659971745
358,24.0,0.6,-3.095305308,-3.144286058,-11.31882724,92.0689355121554
359,28.0,0.7,-3.362011265,-2.205477298,6.721028024,71.96090649744441
360,32.0,0.8,-3.585911876,-2.271435793,-2.898591058,55.56779555096717
361,36.0,0.9,-3.722651217,-0.492986897,16.41709555,37.5076018562002
362,40.0,1.0,-3.863387691,-2.291767897,-19.39517474,22.058828560665784
364,4.0,0.1,1.752570952,-10.4840555,-13.30623336,681.262134991021
365,8.0,0.2,0.721345923,-10.14607713,-6.932466623,567.3899310909926
366,12.0,0.3,-0.199196824,-8.295613719,9.299206639,463.68641455505986
367,16.0,0.4,-1.040160332,-8.519918653,-10.65268442,394.39715198493303
368,20.0,0.5,-1.924281322,-9.151968735,-15.16171072,320.1588061881688
369,24.0,0.6,-2.748145619,-7.355257403,9.728470349,231.54802849576842
370,28.0,0.7,-3.449305903,-6.679213794,-0.251166755,169.42269701149635
371,32.0,0.8,-4.019899104,-4.76455586,13.44064734,112.91277346937176
372,36.0,0.9,-4.472854414,-4.302254092,0.093464582,73.14893711538016
373,40.0,1.0,-4.852178153,-3.30090703,6.220233229,34.633076556269685
375,4.0,0.1,8.432031,-9.038804085,7.919987512,722.7910470240624
376,8.0,0.2,7.496947065,-9.652645635,-15.48925485,569.6782899411376
377,12.0,0.3,6.634607964,-7.627876907,11.62429627,419.1009218117997
378,16.0,0.4,5.966713766,-5.761114573,11.98868137,316.2227715486199
379,20.0,0.5,5.419891556,-5.184931092,0.293612708,246.7120148550561
380,24.0,0.6,4.833117865,-6.528159314,-19.30001913,190.4528489053562
381,28.0,0.7,4.295025576,-4.271294608,17.18772418,122.61450288731726
382,32.0,0.8,3.847953768,-4.663604148,-8.393813485,84.44621124805448
383,36.0,0.9,3.408141093,-4.141352101,0.824393724,47.53797887404143
384,40.0,1.0,3.050521291,-3.029570546,7.541617528,18.76835781472823
386,4.0,0.1,-8.580486431,-0.797929321,-5.585369381,1131.5139964416564
387,8.0,0.2,-8.745028437,-2.465128783,-18.31741469,1057.0965760921588
388,12.0,0.3,-8.958098146,-1.807228573,4.448305014,972.8665554068178
389,16.0,0.4,-9.209086978,-3.189513819,-16.33274078,889.2540208108937
390,20.0,0.5,-9.597559982,-4.557156026,-17.56115211,792.9399473339992
391,24.0,0.6,-10.07943919,-5.071851269,-9.965744486,678.5171483634504
392,28.0,0.7,-10.56694923,-4.684799341,-1.004581139,550.7017983678844
393,32.0,0.8,-10.98319194,-3.657179089,6.113775381,417.0889915567286
394,36.0,0.9,-11.31703057,-3.030043935,2.93296529,282.8966362297822
395,40.0,1.0,-11.62877012,-3.201883616,-4.83579235,145.59727763247565
397,4.0,0.1,-0.410746375,0.350099153,11.70933871,76.79186785212354
