,0,1,2,3,4,5
2350,28.0,0.7,-8.10916414,-8.750344786,-4.843409438,561.6057953748499
2351,32.0,0.8,-8.91945011,-7.476600145,4.634586711,419.16142537659005
2352,36.0,0.9,-9.644050069,-7.022958478,-2.709582925,283.5978884136881
2353,40.0,1.0,-10.29106007,-5.935364978,4.405835041,141.23153169845986
2355,4.0,0.1,-8.227670332,-9.660481573,-17.61064691,2160.112684943821
2356,8.0,0.2,-9.23635479,-10.49923075,-18.47433637,1997.542547206532
2357,12.0,0.3,-10.21130646,-9.024379476,4.99899603,1800.2919455364708
2358,16.0,0.4,-11.16290856,-9.99154572,-19.18768341,1614.4567911830434
2359,20.0,0.5,-12.04637804,-7.715767146,13.92309096,1388.17444181606
2360,24.0,0.6,-12.79419291,-7.248319799,-2.803675254,1182.5568929727706
2361,28.0,0.7,-13.54386275,-7.736934682,-12.38284718,966.2880778712514
2362,32.0,0.8,-14.21276466,-5.675455776,13.92576995,722.2250268854632
2363,36.0,0.9,-14.68232317,-3.747836224,14.58061035,487.041913996085
2364,40.0,1.0,-15.12565024,-5.09623549,-17.91726331,256.36205297494695
2366,4.0,0.1,-8.194042662,-12.42716693,-7.566052801,2473.7501842308734
2367,8.0,0.2,-9.412636058,-11.95260898,-7.44035451,2251.887145403174
2368,12.0,0.3,-10.54475782,-10.7105243,1.099629119,2020.1477720378634
2369,16.0,0.4,-11.52444948,-8.913258269,8.175743773,1794.234477853525
2370,20.0,0.5,-12.44773741,-9.542022736,-15.520524,1581.6411551353472
2371,24.0,0.6,-13.43730279,-10.23769224,-16.85234876,1334.4403572865199
2372,28.0,0.7,-14.34089133,-7.873475593,14.60628103,1047.6489003217785
2373,32.0,0.8,-15.03632403,-6.065309573,11.12733316,778.9294010417058
2374,36.0,0.9,-15.52780067,-3.801939664,17.71893274,515.4312927739568
2375,40.0,1.0,-15.84707165,-2.603451503,8.792171769,258.2941510307847
2377,4.0,0.1,-7.068562595,-15.9395448,-6.159114804,2576.9794771480974
2378,8.0,0.2,-8.493595197,-12.61648239,18.980298,2272.756138081613
2379,12.0,0.3,-9.725469842,-12.03077075,-6.461629992,2039.6380922530873
2380,16.0,0.4,-10.96535079,-12.75478328,-19.63893478,1800.1051204556127
2381,20.0,0.5,-12.10844361,-10.15047106,14.61219408,1515.253267191626
2382,24.0,0.6,-13.13866676,-10.44901715,-13.28769251,1264.5392167160207
2383,28.0,0.7,-14.04318233,-7.687314888,18.57186694,981.8498792234961
2384,32.0,0.8,-14.68910885,-5.271472946,17.69915416,723.8195278744201
2385,36.0,0.9,-15.11518717,-3.28322529,15.62169342,478.69488175696466
2386,40.0,1.0,-15.33245236,-1.098484704,19.674754,238.2262437413941
2388,4.0,0.1,9.691475736,-3.545751105,-18.18223852,817.0831027062248
2389,8.0,0.2,9.401511111,-2.274721674,9.810648076,708.9330808781485
2390,12.0,0.3,9.173542145,-2.284494792,-2.377420848,614.8890669353711
2391,16.0,0.4,8.979951172,-1.598751811,4.921520086,525.4880143451622
2392,20.0,0.5,8.771112793,-2.561964896,-11.72051464,442.17137714069776
2393,24.0,0.6,8.553735324,-1.798309954,5.46277472,357.98844106770093
2394,28.0,0.7,8.308947704,-3.076148675,-15.2262634,281.4389248457927
2395,32.0,0.8,7.983016502,-3.436470994,-6.862535212,201.77842674165072
2396,36.0,0.9,7.67029972,-2.828004079,2.957501324,126.00506943016337
2397,40.0,1.0,7.434537379,-1.902662533,6.895792051,59.13023049428334
2399,4.0,0.1,-5.289014188,-4.395869005,10.92195873,648.4160682668255
2400,8.0,0.2,-5.754423305,-4.903848406,-9.733885174,600.5222869643414
2401,12.0,0.3,-6.239623011,-4.80184548,-3.831967795,542.8874275992824
2402,16.0,0.4,-6.695938554,-4.332289999,0.132399378,480.82339238017573
2403,20.0,0.5,-7.063782022,-3.046013725,9.184328067,417.2189749778202
2404,24.0,0.6,-7.424413158,-4.148241596,-14.62859008,357.62199950039
2405,28.0,0.7,-7.803861371,-3.45231943,3.164739534,284.22220218227847
2406,32.0,0.8,-8.089695487,-2.283834402,8.826509122,211.3533625561466
2407,36.0,0.9,-8.26065819,-1.154243037,9.586286618,140.30475359159598
2408,40.0,1.0,-8.351501898,-0.670689029,3.927102993,70.27451841550672
2410,4.0,0.1,-3.274169645,-4.619454469,1.468580548,443.8353536334614
2411,8.0,0.2,-3.692350916,-3.758517516,4.427556821,411.7650235339281
2412,12.0,0.3,-4.071316992,-3.819783077,-4.402316364,383.9070980319473
2413,16.0,0.4,-4.49025975,-4.546954584,-11.46114266,352.6438312804201
2414,20.0,0.5,-5.012250879,-5.870807446,-18.4584399,311.14981371362705
2415,24.0,0.6,-5.538813455,-4.680282846,6.639620241,249.85720475387217
2416,28.0,0.7,-5.923140085,-3.033688425,12.62267791,197.0532799612978
2417,32.0,0.8,-6.259400845,-3.680744318,-9.833166542,151.969766046687
2418,36.0,0.9,-6.556812909,-2.290661153,10.92671102,98.75833255259747
2419,40.0,1.0,-6.771890405,-2.015474442,0.601092147,49.9224434425322
2421,4.0,0.1,1.911395772,-15.03902033,11.98404923,1608.2666987803573
2422,8.0,0.2,0.464067705,-13.92608682,-3.343945512,1377.7230453172492
2423,12.0,0.3,-0.904199706,-13.44724082,-8.894214133,1183.5158825063113
2424,16.0,0.4,-2.230914617,-13.09296108,-9.724351745,1001.4744845016883
2425,20.0,0.5,-3.437304853,-11.06857774,8.179931085,824.5990595466468
2426,24.0,0.6,-4.580688038,-11.78711238,-18.61917827,689.9360253449892
2427,28.0,0.7,-5.721530456,-11.04214995,-3.95879991,528.2839351875134
2428,32.0,0.8,-6.785558916,-10.25159299,-2.734714922,373.54058842665575
2429,36.0,0.9,-7.668077169,-7.445531979,19.23542754,222.36422646300844
2430,40.0,1.0,-8.340989063,-6.036190995,7.364290903,106.27886417972476
2432,4.0,0.1,-9.251429229,-4.44067888,4.952865511,1173.5246247162272
2433,8.0,0.2,-9.595259667,-2.468789214,16.28059229,1068.0933986379034
2434,12.0,0.3,-9.893167928,-3.472647815,-13.01766862,968.6041819510177
2435,16.0,0.4,-10.19930688,-2.66361285,5.028960153,857.822828970885
2436,20.0,0.5,-10.48309152,-3.006368452,-6.265402493,746.5756825226822
2437,24.0,0.6,-10.71132565,-1.582048792,11.96085533,627.445947094809
2438,28.0,0.7,-10.92151553,-2.604707315,-12.32848402,509.49526123306646
2439,32.0,0.8,-11.08528482,-0.702378635,17.38559393,382.6713019730638
2440,36.0,0.9,-11.18449783,-1.272383083,-6.692174583,257.78313230414267
2441,40.0,1.0,-11.32673325,-1.567409015,-4.372613515,130.84725588171665
2443,4.0,0.1,-10.58320284,-12.73478422,1.512277246,2950.236834241675
2444,8.0,0.2,-11.89065785,-13.403178,-19.75848786,2676.046487846786
2445,12.0,0.3,-13.07425123,-10.32006616,18.99518463,2353.0615740287667
2446,16.0,0.4,-14.00156,-8.260430807,11.32326578,2073.817678061194
2447,20.0,0.5,-14.77636943,-7.252552993,2.330683827,1808.8981967707364
2448,24.0,0.6,-15.500535,-7.231115706,-7.027282863,1537.9304178871173
2449,28.0,0.7,-16.14817047,-5.746335768,8.371444744,1245.1278847251494
2450,32.0,0.8,-16.65169162,-4.347399002,8.954156143,950.9936950028641
2451,36.0,0.9,-17.14019012,-5.404948178,-15.46047679,654.414098551529
2452,40.0,1.0,-17.62921381,-4.392398598,5.235258917,330.21938468204723
2454,4.0,0.1,6.423122933,-6.52426288,-10.82790085,378.1845375552932
2455,8.0,0.2,5.882334198,-4.328108296,16.5536585,293.7758060314297
2456,12.0,0.3,5.468271582,-3.959289969,-0.452442891,239.07131094389223
2457,16.0,0.4,5.070471611,-3.99609612,-4.346061225,193.49231626791135
2458,20.0,0.5,4.748520581,-2.468382138,12.05762952,151.7194084688181
2459,24.0,0.6,4.539949873,-1.715576696,5.442347339,122.35111823323219
2460,28.0,0.7,4.311466021,-2.835439067,-13.48346222,98.64867426122959
2461,32.0,0.8,4.000877044,-3.367474696,-8.42624606,71.11120154113135
2462,36.0,0.9,3.683151483,-2.993272188,0.564769466,43.40929047840656
2463,40.0,1.0,3.380240783,-3.063767092,-3.734056036,20.882412417478527
2465,4.0,0.1,0.627872148,0.72805095,10.62014711,25.70169947387649
2466,8.0,0.2,0.665794015,0.041821643,-6.483074404,24.21348023065625
2467,12.0,0.3,0.58795586,-1.57169725,-16.91357048,23.558298241784208
2468,16.0,0.4,0.473001528,-0.741228232,7.155146864,19.312029570908667
2469,20.0,0.5,0.39140602,-0.888232264,-2.285995396,18.28289920027744
2470,24.0,0.6,0.226889057,-2.377293452,-16.53578151,17.31461509822197
2471,28.0,0.7,0.006003303,-2.0459432,1.104644985,10.244451946381256
2472,32.0,0.8,-0.109647597,-0.296231812,16.34060487,6.052431126393678
2473,36.0,0.9,-0.203859838,-1.566839727,-13.64820156,4.617578406837661
2474,40.0,1.0,-0.280863084,0.000654253,14.90490734,1.1896658140709082
2476,4.0,0.1,3.630408372,-3.340115026,1.38348106,152.87417140095616
2477,8.0,0.2,3.321167753,-2.852817625,1.780567826,128.52836796734059
2478,12.0,0.3,3.029996797,-2.968670926,-4.070242572,109.34379221334794
2479,16.0,0.4,2.684775797,-3.919897916,-12.96447989,91.26707018366537
2480,20.0,0.5,2.240986846,-4.938900561,-14.62791596,67.85306073755616
2481,24.0,0.6,1.839907964,-3.113101994,14.24719685,37.36842031550091
2482,28.0,0.7,1.552998864,-2.633079048,1.931138456,23.276841884050263
2483,32.0,0.8,1.312124783,-2.191756714,2.004482534,13.913284660767179
2484,36.0,0.9,1.131351364,-1.436300504,5.746827911,7.36772597009475
2485,40.0,1.0,0.97524885,-1.681661121,-4.014631315,3.8596807682861924
2487,4.0,0.1,-8.895447463,-1.945227817,-7.854859163,1139.5392206003808
2488,8.0,0.2,-9.073982861,-1.630721048,1.359713712,1056.3178297110042
2489,12.0,0.3,-9.308799985,-3.042102325,-16.46198401,971.3121695059991
2490,16.0,0.4,-9.597044176,-2.728015419,0.258427143,874.0490412017652
2491,20.0,0.5,-9.840839279,-2.157395383,3.268249333,774.5033822364268
2492,24.0,0.6,-10.13018856,-3.605459782,-17.37413676,672.9535024142145
2493,28.0,0.7,-10.54171794,-4.608414724,-14.14484324,555.8241387726642
2494,32.0,0.8,-10.94583461,-3.492513991,7.117840596,422.4584524263455
2495,36.0,0.9,-11.33339575,-4.246150328,-11.41197479,290.19618486579054
2496,40.0,1.0,-11.66540887,-2.424468243,14.89668972,143.06936718865998
2498,4.0,0.1,-10.20982754,-8.856187537,-13.03721916,2164.834857700985
2499,8.0,0.2,-11.04070126,-7.77923306,2.460807593,1981.312376196799
2500,12.0,0.3,-11.81289662,-7.666551891,-6.595141926,1798.8685470123876
2501,16.0,0.4,-12.52012781,-6.497552097,4.617685988,1600.330523075064
2502,20.0,0.5,-13.06182244,-4.371764281,15.84093191,1401.2521243236808
2503,24.0,0.6,-13.48448807,-4.086305146,-1.372064931,1210.2739203220797
2504,28.0,0.7,-13.95175691,-5.239849162,-16.20812858,1011.7351992550068
2505,32.0,0.8,-14.4663039,-5.054184555,-3.288823847,788.3141419784329
2506,36.0,0.9,-15.03427078,-6.284648774,-17.98431102,553.4413301237942
2507,40.0,1.0,-15.66709473,-6.370401206,-7.185763792,286.29804481057215
2509,4.0,0.1,1.992669614,-7.347369104,-6.52766665,526.3078841164432
2510,8.0,0.2,1.259161333,-7.323199282,-7.093384587,468.14026701600295
2511,12.0,0.3,0.578749188,-6.302059762,3.40727375,412.67395150509986
2512,16.0,0.4,-0.065802629,-6.584273795,-9.267658504,372.5649960666325
2513,20.0,0.5,-0.770970942,-7.503770087,-16.24664605,328.77855720239165
2514,24.0,0.6,-1.532249322,-7.718223883,-9.757321761,270.5578279510574
2515,28.0,0.7,-2.247429388,-6.603945632,3.990981859,208.16303341843792
2516,32.0,0.8,-2.956682863,-7.565107185,-16.70415029,159.42035697298564
2517,36.0,0.9,-3.651464915,-6.350769449,5.195556843,92.0523935155346
2518,40.0,1.0,-4.189701065,-4.445699429,13.6683387,38.251955841162655
2520,4.0,0.1,-5.725944159,-9.456076593,-18.93265954,901.6464856818934
2521,8.0,0.2,-6.589815257,-7.848139839,7.440656566,777.6504366509369
2522,12.0,0.3,-7.241371103,-5.226661117,19.69922875,672.3546557463822
2523,16.0,0.4,-7.769051428,-5.325301655,-6.263208626,590.6589157963349
2524,20.0,0.5,-8.260572477,-4.518562737,3.152178688,501.7457790772163
2525,24.0,0.6,-8.613620376,-2.574786125,15.90728713,413.041631068836
2526,28.0,0.7,-8.842052315,-2.003374583,3.429796033,330.9524425783198
2527,32.0,0.8,-8.983129384,-0.837593254,10.2470426,248.69822621317257
2528,36.0,0.9,-9.060063724,-0.703330882,0.573280323,166.77504081411098
2529,40.0,1.0,-9.136883046,-0.830929271,-2.044177109,84.19396854995163
2531,4.0,0.1,-3.160983835,-4.274997654,-2.692784753,832.900746132953
2532,8.0,0.2,-3.660401066,-5.689771332,-19.14190909,804.5970669374863
2533,12.0,0.3,-4.274984445,-6.586945834,-15.11757881,756.9929697450142
2534,16.0,0.4,-4.920570001,-6.329062621,-3.877023424,694.1869163745895
2535,20.0,0.5,-5.604068111,-7.324314806,-16.78750296,629.8427170261577
2536,24.0,0.6,-6.366685995,-7.918147311,-13.56450388,543.3824489778798
2537,28.0,0.7,-7.142750307,-7.608302164,-4.662191658,439.23072275270147
2538,32.0,0.8,-7.923692885,-8.003956263,-11.76596678,330.21689883054614
2539,36.0,0.9,-8.593384192,-5.432716719,19.01548238,202.6764841633893
2540,40.0,1.0,-9.056498069,-3.855837769,11.13765072,97.50787849245121
2542,4.0,0.1,1.03600989,-7.616562845,-0.792574132,353.4682195083398
2543,8.0,0.2,0.221166122,-8.662876855,-18.61157778,294.37973257555393
2544,12.0,0.3,-0.656717228,-8.890988917,-11.05995412,217.55342857983374
2545,16.0,0.4,-1.442105478,-6.850774005,12.54826661,137.46085421438238
2546,20.0,0.5,-2.006088537,-4.468583731,18.18207215,87.66078656254282
2547,24.0,0.6,-2.347634962,-2.396867606,17.30169701,62.015216044963125
2548,28.0,0.7,-2.516081665,-0.995420023,12.3300088,49.262108212337
2549,32.0,0.8,-2.693217586,-2.521861943,-17.03577842,41.18043466015811
2550,36.0,0.9,-2.933231194,-2.282400578,-0.005522428,26.11613730319002
2551,40.0,1.0,-3.124116016,-1.547541478,5.439742774,12.302939514794563
2553,4.0,0.1,5.190769722,-11.02940551,-1.141452494,832.351661834665
2554,8.0,0.2,4.117809419,-10.43962852,-4.831833121,683.7532710548344
2555,12.0,0.3,3.076051871,-10.39624536,-9.983743852,557.694339951486
2556,16.0,0.4,2.025326455,-10.61462393,-12.69103989,439.6519515465701
2557,20.0,0.5,1.004662388,-9.812031707,-2.1807184,322.0744506544707
2558,24.0,0.6,0.090899167,-8.485340548,4.129279377,224.765360257735
2559,28.0,0.7,-0.623644845,-5.849463657,19.21332879,152.67083864277419
2560,32.0,0.8,-1.158188203,-4.857926376,4.569939225,116.21992065955209
2561,36.0,0.9,-1.688952743,-5.742621945,-14.15460109,91.17465034874625
2562,40.0,1.0,-2.321209509,-6.883501875,-17.73136695,54.342618517378305
2564,4.0,0.1,-7.504034775,-16.08232989,-3.209005441,3822.7450927622363
2565,8.0,0.2,-9.047744224,-14.81301089,-2.743904427,3507.7417315874377
2566,12.0,0.3,-10.48606482,-13.96749064,-5.928003457,3206.4171193597313
2567,16.0,0.4,-11.90966646,-14.49573962,-19.51850626,2901.193063047071
2568,20.0,0.5,-13.3551069,-14.41442419,-13.64125007,2547.321580294676
2569,24.0,0.6,-14.69698271,-12.45573146,6.168169202,2160.25665673763
2570,28.0,0.7,-15.9691204,-12.97831407,-17.94720301,1788.9198781994346
2571,32.0,0.8,-17.19427325,-11.54856799,2.045932365,1363.8599252707677
2572,36.0,0.9,-18.34402293,-11.44809985,-10.49281544,934.8265408592388
2573,40.0,1.0,-19.39003891,-9.504606008,8.974778542,466.71387754801344
2575,4.0,0.1,5.336121142,-3.230591525,7.765198311,245.33628933240948
2576,8.0,0.2,4.989673728,-3.690689735,-8.065456239,206.12388736486247
2577,12.0,0.3,4.633852662,-3.430074462,-0.952057945,167.28059481121855
2578,16.0,0.4,4.234757898,-4.533434538,-15.02454839,134.0380614315763
2579,20.0,0.5,3.875378282,-2.684960557,14.89094364,94.42417299495439
2580,24.0,0.6,3.649849243,-1.839705459,6.197260598,71.08790196126309
2581,28.0,0.7,3.499205496,-1.184094495,5.049672172,54.18995609416339
2582,32.0,0.8,3.439904208,-0.02130783,11.03485376,40.41594127261413
2583,36.0,0.9,3.343998793,-1.866059711,-19.40657295,27.973706301255778
2584,40.0,1.0,3.207270515,-0.884856524,8.444749089,11.42612416033456
2586,4.0,0.1,0.280480462,-13.4191908,11.27882301,1067.641153273329
2587,8.0,0.2,-0.96125182,-11.4482976,7.291609162,886.8517430145063
2588,12.0,0.3,-2.108123296,-11.48846261,-11.87036482,754.5983821940304
2589,16.0,0.4,-3.215298754,-10.66870687,-2.874197171,617.4648974167251
2590,20.0,0.5,-4.195689757,-8.967462541,7.208533232,493.26414001437706
2591,24.0,0.6,-4.975824282,-6.673455039,15.13872978,394.98512829635996
2592,28.0,0.7,-5.7058248,-7.906016072,-19.62561552,324.54539315670536
2593,32.0,0.8,-6.437065025,-6.738247979,4.365278691,227.5580424549937
2594,36.0,0.9,-7.022277318,-4.995046399,11.57989286,140.62297220216738
2595,40.0,1.0,-7.423826662,-3.068051709,15.25445347,65.68963534986185
2597,4.0,0.1,-8.447706913,-2.348495114,15.96236289,1186.3130690415778
2598,8.0,0.2,-8.727470637,-3.232055802,-11.63324411,1108.1599025079877
2599,12.0,0.3,-9.072947159,-3.670173879,-7.835945989,1020.8683122384343
2600,16.0,0.4,-9.507803197,-5.004708354,-17.69390513,924.7727555386216
2601,20.0,0.5,-10.0235206,-5.304641575,-8.156506204,807.7619568033936
2602,24.0,0.6,-10.49647247,-4.173249325,6.584403752,678.8191263782713
2603,28.0,0.7,-10.92676964,-4.428441515,-6.854893566,551.0104102723437
2604,32.0,0.8,-11.29234321,-2.908360467,11.54507472,411.7700734259365
2605,36.0,0.9,-11.53399211,-1.940741804,7.259697637,275.128053896043
2606,40.0,1.0,-11.68665472,-1.126085611,6.619935891,138.06508510380428
2608,4.0,0.1,1.139631979,-15.47679462,-7.805151546,1500.1551410981128
2609,8.0,0.2,-0.259389802,-12.55237323,15.25399609,1259.0206063876124
2610,12.0,0.3,-1.472889634,-11.73130559,-3.924321953,1100.2278276294414
2611,16.0,0.4,-2.568078366,-10.19801956,4.38097301,960.3578913955774
2612,20.0,0.5,-3.573339656,-9.911972898,-7.192146298,849.6672973329459
2613,24.0,0.6,-4.60874398,-10.78162184,-19.05053269,738.3926994632579
2614,28.0,0.7,-5.704423681,-11.12622966,-14.4028752,599.0941949104429
2615,32.0,0.8,-6.831682853,-11.41415582,-14.15185329,441.72354486089176
2616,36.0,0.9,-7.840959341,-8.814691133,15.90188197,263.76732641596925
2617,40.0,1.0,-8.627654496,-6.950280309,10.77715669,123.32355400762621
2619,4.0,0.1,-5.999572638,-14.58338515,-6.988011762,2313.735455687552
2620,8.0,0.2,-7.356461089,-12.58764074,6.388559623,2064.821299873744
2621,12.0,0.3,-8.591279155,-12.11657044,-7.637477651,1852.0510122501819
2622,16.0,0.4,-9.822041181,-12.49240717,-16.06598752,1631.138000179215
2623,20.0,0.5,-10.98068507,-10.71016954,6.235937413,1377.3146905419237
2624,24.0,0.6,-11.99517437,-9.598147136,0.975331014,1141.8370797827647
2625,28.0,0.7,-12.82248435,-6.991489594,17.79347558,905.8236868188203
2626,32.0,0.8,-13.51548665,-6.870571352,-5.72084057,690.9436163037349
2627,36.0,0.9,-14.1079003,-5.00872711,12.69430597,460.9068461303467
2628,40.0,1.0,-14.59724447,-4.781935582,-2.625526443,235.98092097285772
2630,4.0,0.1,-7.985203776,-12.27687833,-0.031152295,1913.7943236575443
2631,8.0,0.2,-9.077953716,-9.622355151,15.6177324,1699.3090979313486
2632,12.0,0.3,-9.954266159,-7.932060599,8.139821087,1523.0905677829442
2633,16.0,0.4,-10.69813308,-6.961451965,2.267417121,1360.7542842358814
2634,20.0,0.5,-11.36853829,-6.455090211,-1.64043457,1197.8167134754858
2635,24.0,0.6,-12.00310335,-6.239798563,-4.192734108,1026.8914058642495
2636,28.0,0.7,-12.63478914,-6.391391023,-7.832782455,843.7939346301495
2637,32.0,0.8,-13.24739294,-5.869383725,-0.905965057,642.9993964040657
2638,36.0,0.9,-13.7453979,-4.119869273,12.51509487,433.05220752258646
2639,40.0,1.0,-14.1971839,-4.902803809,-12.34720526,226.35978326862698
2641,4.0,0.1,2.547964692,-10.40671952,0.864269777,1137.427448722645
2642,8.0,0.2,1.46193534,-11.29899866,-19.78308493,1022.6317786717802
2643,12.0,0.3,0.336989396,-11.2015442,-10.2749148,890.8703007680195
2644,16.0,0.4,-0.813592084,-11.80011095,-17.4914823,764.7542770797131
2645,20.0,0.5,-1.939308248,-10.73201103,-0.576162398,623.3199668029996
2646,24.0,0.6,-3.05281991,-11.5250078,-19.06508435,504.3813297586528
2647,28.0,0.7,-4.106511093,-9.581207152,8.901094627,360.4184283593365
2648,32.0,0.8,-4.953132073,-7.387763754,13.46822418,251.35931708507445
2649,36.0,0.9,-5.660340257,-6.766748452,-0.861928821,171.33978115476333
2650,40.0,1.0,-6.360878581,-7.236195218,-11.6998509,93.50773011064177
2652,4.0,0.1,6.727965155,-12.28728504,3.609745503,988.364975925452
2653,8.0,0.2,5.525769343,-11.76532902,-6.802397925,792.0569358313678
2654,12.0,0.3,4.374456431,-11.26919671,-6.551805987,622.8684789628248
2655,16.0,0.4,3.25910532,-11.04161785,-8.877722541,476.5231845989764
2656,20.0,0.5,2.29851282,-8.217296334,18.6372902,343.59002257911055
2657,24.0,0.6,1.539161975,-6.99016928,4.677762092,269.0461594246413
2658,28.0,0.7,0.78989616,-7.978674665,-17.377712,217.70526598535292
2659,32.0,0.8,-0.045494491,-8.716837685,-15.7355367,151.9121562600826
2660,36.0,0.9,-0.793371728,-6.281292712,16.87667736,74.68879170854987
2661,40.0,1.0,-1.386386105,-5.590506018,0.977723165,33.18060368236817
2663,4.0,0.1,8.044909503,-10.49329224,-1.292831915,767.2905634608242
2664,8.0,0.2,7.089297273,-8.649674193,8.880058205,592.452455443518
2665,12.0,0.3,6.196740585,-9.192415398,-14.35297894,466.9831788048816
2666,16.0,0.4,5.399811141,-6.786269234,16.0921672,343.0530440554476
2667,20.0,0.5,4.82442046,-4.755386785,14.55491769,266.5468443546811
2668,24.0,0.6,4.278431018,-6.141307229,-19.31909887,219.59887996004852
2669,28.0,0.7,3.635070383,-6.716323462,-12.18376867,161.71211559755216
2670,32.0,0.8,2.976132084,-6.466603816,-4.092186536,102.64715696695636
2671,36.0,0.9,2.389105931,-5.293468246,5.861094174,51.889099919209315
2672,40.0,1.0,1.941812245,-3.679303742,11.66870818,17.988704573677136
2674,4.0,0.1,-9.398745591,-12.80664,-8.606312261,2821.922832092162
2675,8.0,0.2,-10.5736247,-10.72562011,9.06140781,2569.206042264551
2676,12.0,0.3,-11.6797419,-11.385724,-17.66221093,2341.9550306665687
2677,16.0,0.4,-12.7760341,-10.55398013,-2.64548326,2074.344180337098
2678,20.0,0.5,-13.72273766,-8.415722698,11.9155387,1799.6956435199054
2679,24.0,0.6,-14.50022679,-7.155067404,4.8316616,1539.8478257925346
2680,28.0,0.7,-15.22588714,-7.354810955,-9.254038941,1278.2795345062332
2681,32.0,0.8,-15.93761444,-6.887522012,-2.444383629,991.93046493882
2682,36.0,0.9,-16.67681705,-7.879991724,-17.31672319,690.4550763783103
2683,40.0,1.0,-17.40767021,-6.755804725,3.933338434,348.74523537863564
2685,4.0,0.1,1.101791423,-11.42648584,9.488611374,1033.745678789432
2686,8.0,0.2,0.025771065,-10.11576306,2.347024279,901.5169870688812
2687,12.0,0.3,-1.017478589,-10.73884701,-16.66333606,799.1601180201983
2688,16.0,0.4,-2.108075071,-11.06760427,-14.19353745,681.4136863936965
2689,20.0,0.5,-3.167756194,-10.1414515,-1.335283534,553.4705590846798
2690,24.0,0.6,-4.101821336,-8.566102768,6.412835914,440.57792634262137
2691,28.0,0.7,-4.987622989,-9.140360925,-14.6005981,350.1692491159198
2692,32.0,0.8,-5.83354915,-7.800489753,4.939450107,240.68078087186302
2693,36.0,0.9,-6.494518966,-5.457942516,16.81577421,145.6808539629416
2694,40.0,1.0,-7.007628168,-4.814956175,1.298771398,72.29908954383897
2696,4.0,0.1,-3.374729576,-10.62830173,7.23012699,1019.3558814909194
2697,8.0,0.2,-4.329525063,-8.503023406,11.70482838,894.7449104344116
2698,12.0,0.3,-5.085664569,-6.650634723,10.96249176,803.0137010832564
2699,16.0,0.4,-5.791979952,-7.462149935,-15.17830595,732.3178936281608
2700,20.0,0.5,-6.526263799,-7.227438215,-4.995721267,641.9352753538113
2701,24.0,0.6,-7.167298249,-5.620036349,9.663674155,546.9825068731433
2702,28.0,0.7,-7.79470908,-6.906738808,-19.1411329,463.5606011280735
2703,32.0,0.8,-8.409977098,-5.423340735,8.68130055,353.2681556808285
2704,36.0,0.9,-8.995185814,-6.266778629,-14.2864661,252.75099126783647
2705,40.0,1.0,-9.620046598,-6.231032721,-5.89114876,131.5445934864263
2707,4.0,0.1,0.655514478,-9.453780617,-17.34555505,534.4791696714869
2708,8.0,0.2,-0.253211001,-8.732744225,-1.876890868,443.17116108629153
2709,12.0,0.3,-1.113831404,-8.483812021,-6.116881991,366.82860997934137
2710,16.0,0.4,-1.88709807,-7.006144972,7.044003831,293.4258419486815
2711,20.0,0.5,-2.520415629,-5.682267162,6.905602508,240.53054550434723
2712,24.0,0.6,-3.119271618,-6.284811873,-12.014007,201.65145373110374
2713,28.0,0.7,-3.632561971,-4.018756482,17.52765039,151.7010562042614
2714,32.0,0.8,-4.018408945,-3.703437452,-0.705279447,120.81905342851864
2715,36.0,0.9,-4.466328742,-5.229527875,-19.74010219,90.95350692289458
2716,40.0,1.0,-4.934101915,-4.144024299,6.177304027,41.70909452351906
2718,4.0,0.1,-8.940233739,-16.26455007,0.304934575,3621.6902858604076
2719,8.0,0.2,-10.56747644,-16.28004568,-16.4273831,3277.2264526474414
2720,12.0,0.3,-12.18826204,-16.13803288,-14.78772803,2899.1657124170288
2721,16.0,0.4,-13.65133256,-13.17278991,15.02172451,2489.0824911239165
2722,20.0,0.5,-14.88995545,-11.62545256,3.087144569,2128.0729554109307
2723,24.0,0.6,-15.98867894,-10.36993909,1.567899728,1771.1633825751858
2724,28.0,0.7,-16.91942971,-8.279904379,11.59283947,1407.9776000506909
2725,32.0,0.8,-17.63869698,-6.141082201,14.19554904,1052.481712178791
2726,36.0,0.9,-18.14377843,-3.996287356,16.39713398,702.6376223643557
2727,40.0,1.0,-18.52357005,-3.606047979,0.104477557,356.1262840019066
2729,4.0,0.1,-6.953100913,-14.26008017,2.917530745,2712.623047103544
2730,8.0,0.2,-8.301108654,-12.72564432,1.864281085,2460.8849884141155
2731,12.0,0.3,-9.577254836,-12.79610517,-13.46607038,2230.017182449634
2732,16.0,0.4,-10.77642702,-11.21370743,3.832255537,1973.6463894768524
2733,20.0,0.5,-11.8864475,-10.9904229,-8.867359433,1731.6943449213247
2734,24.0,0.6,-12.97006884,-10.68705909,-7.802575239,1469.224164913654
2735,28.0,0.7,-13.98763931,-9.681113359,-0.116247477,1186.483846304362
2736,32.0,0.8,-14.90674338,-8.717033278,0.44976015,897.1057694005169
2737,36.0,0.9,-15.69503205,-7.07608474,8.526598662,598.907090612621
2738,40.0,1.0,-16.34325021,-5.907747501,5.201190796,302.13856989071877
2740,4.0,0.1,8.964842029,-5.804331932,10.96093417,1008.8017854835581
