,Unnamed: 0,Unnamed: 0.1,t,xi1,xi2,ui,xf1,xf2,uf
637,700,28,0.7,-4.695071841,-0.191614439,2.265276794,-4.695416636,0.178550152,3.698197956
638,701,32,0.8,-4.695416636,0.178550152,3.698197956,-4.668286893,0.361004312,2.095839029
639,702,36,0.9,-4.668286893,0.361004312,2.095839029,-4.639187842,0.223271868,-1.086333932
641,705,4,0.1,-4.559133746,-8.79910415,20.0,-5.299730854,-6.058507024,20.0
642,706,8,0.2,-5.299730854,-6.058507024,20.0,-5.779525664,-3.578712199,20.0
643,707,12,0.3,-5.779525664,-3.578712199,20.0,-6.023336796,-1.334901058,20.0
644,708,16,0.4,-6.023336796,-1.334901058,20.0,-6.115059656,-0.513248079,7.299301187
645,709,20,0.5,-6.115059656,-0.513248079,7.299301187,-6.163169782,-0.450008267,0.15129686
646,710,24,0.6,-6.163169782,-0.450008267,0.15129686,-6.195035604,-0.191614015,2.265284307
647,711,28,0.7,-6.195035604,-0.191614015,2.265284307,-6.195380407,0.178549577,3.69818788
648,712,32,0.8,-6.195380407,0.178549577,3.69818788,-6.162999241,0.464311838,3.181434274
649,713,36,0.9,-6.162999241,0.464311838,3.181434274,-6.125418798,0.29019844,-1.365329538
651,716,4,0.1,3.914541849,-1.657539279,-19.99999942,3.719684626,-2.230064687,-7.673826316
652,717,8,0.2,3.719684626,-2.230064687,-7.673826316,3.504900052,-2.068322057,-0.530419437
653,718,12,0.3,3.504900052,-2.068322057,-0.530419437,3.313264061,-1.769379302,1.073067643
654,719,16,0.4,3.313264061,-1.769379302,1.073067643,3.152295371,-1.455229462,1.531811501
655,720,20,0.5,3.152295371,-1.455229462,1.531811501,3.02234075,-1.148966484,1.763083572
656,721,24,0.6,3.02234075,-1.148966484,1.763083572,2.922451887,-0.853730559,1.953470611
657,722,28,0.7,2.922451887,-0.853730559,1.953470611,2.851432847,-0.571355708,2.113558112
658,723,32,0.8,2.851432847,-0.571355708,2.113558112,2.80723946,-0.316754671,2.104076507
659,724,36,0.9,2.80723946,-0.316754671,2.104076507,2.782958699,-0.171284656,1.211892528
661,727,4,0.1,0.754613068,-14.00446494,20.0,-0.481339613,-10.76851224,20.0
662,728,8,0.2,-0.481339613,-10.76851224,20.0,-1.40935068,-7.840501153,20.0
663,729,12,0.3,-1.40935068,-7.840501153,20.0,-2.058724652,-5.191127165,20.0
664,730,16,0.4,-2.058724652,-5.191127165,20.0,-2.455977355,-2.793874453,20.0
665,731,20,0.5,-2.455977355,-2.793874453,20.0,-2.625101302,-0.624750533,19.99999973
666,732,24,0.6,-2.625101302,-0.624750533,19.99999973,-2.665149204,-0.183559458,4.011431726
667,733,28,0.7,-2.665149204,-0.183559458,4.011431726,-2.66565973,0.167498941,3.505478738
668,734,32,0.8,-2.66565973,0.167498941,3.505478738,-2.646297981,0.218879841,0.707426488
669,735,36,0.9,-2.646297981,0.218879841,0.707426488,-2.628833781,0.131854344,-0.695612963
671,738,4,0.1,-1.279800484,0.609527933,13.41177485,-1.239466943,0.203902197,-3.652921944
672,739,8,0.2,-1.239466943,0.203902197,-3.652921944,-1.239216853,-0.192298155,-3.959502622
673,740,12,0.3,-1.239216853,-0.192298155,-3.959502622,-1.271145468,-0.44211129,-2.817417497
674,741,16,0.4,-1.271145468,-0.44211129,-2.817417497,-1.318972709,-0.513248118,-1.189640698
675,742,20,0.5,-1.318972709,-0.513248118,-1.189640698,-1.367082836,-0.450008238,0.151297536
676,743,24,0.6,-1.367082836,-0.450008238,0.151297536,-1.398948658,-0.191614047,2.2652837
677,744,28,0.7,-1.398948658,-0.191614047,2.2652837,-1.400526541,0.154292238,3.443284017
678,745,32,0.8,-1.400526541,0.154292238,3.443284017,-1.386384856,0.128963532,-0.111870211
679,746,36,0.9,-1.386384856,0.128963532,-0.111870211,-1.376262791,0.074387222,-0.444542456
681,749,4,0.1,1.717188468,-1.001691502,-7.997581335,1.615821506,-1.025255076,-1.249305363
682,750,8,0.2,1.615821506,-1.025255076,-1.249305363,1.519239003,-0.908343206,0.203293665
683,751,12,0.3,1.519239003,-0.908343206,0.203293665,1.435484614,-0.769065469,0.55523349
684,752,16,0.4,1.435484614,-0.769065469,0.55523349,1.365599587,-0.630936837,0.682436046
685,753,20,0.5,1.365599587,-0.630936837,0.682436046,1.30927167,-0.497839421,0.767694987
686,754,24,0.6,1.30927167,-0.497839421,0.767694987,1.265993555,-0.369855585,0.847057216
687,755,28,0.7,1.265993555,-0.369855585,0.847057216,1.235227036,-0.247513492,0.915755741
688,756,32,0.8,1.235227036,-0.247513492,0.915755741,1.216082376,-0.137217671,0.911511603
689,757,36,0.9,1.216082376,-0.137217671,0.911511603,1.205563994,-0.074200096,0.524991925
691,760,4,0.1,5.887231364,-6.777777631,20.0,5.338988896,-4.22953536,19.99999803
692,761,8,0.2,5.338988896,-4.22953536,19.99999803,4.970995474,-3.148349834,7.131921049
693,762,12,0.3,4.970995474,-3.148349834,7.131921049,4.686684958,-2.54786687,3.161724472
694,763,16,0.4,4.686684958,-2.54786687,3.161724472,4.456357898,-2.066692562,2.508472489
695,764,20,0.5,4.456357898,-2.066692562,2.508472489,4.272087744,-1.626053286,2.563691211
696,765,24,0.6,4.272087744,-1.626053286,2.563691211,4.130777434,-1.207133743,2.776092336
697,766,28,0.7,4.130777434,-1.207133743,2.776092336,4.030369928,-0.807672945,2.990532916
698,767,32,0.8,4.030369928,-0.807672945,2.990532916,3.967899342,-0.447736715,2.97465644
699,768,36,0.9,3.967899342,-0.447736715,2.97465644,3.933578344,-0.24210978,1.713059376
701,771,4,0.1,3.933869593,-5.490470803,20.0,3.508130568,-3.064731941,19.99999837
702,772,8,0.2,3.508130568,-3.064731941,19.99999837,3.249753285,-2.118580274,6.877743848
703,773,12,0.3,3.249753285,-2.118580274,6.877743848,3.060371273,-1.676427954,2.527703072
704,774,16,0.4,3.060371273,-1.676427954,2.527703072,2.909227491,-1.351856304,1.734278687
705,775,20,0.5,2.909227491,-1.351856304,1.734278687,2.788774625,-1.062030634,1.693728036
706,776,24,0.6,2.788774625,-1.062030634,1.693728036,2.696495698,-0.788112449,1.816392582
707,777,28,0.7,2.696495698,-0.788112449,1.816392582,2.630944545,-0.527257473,1.953038225
708,778,32,0.8,2.630944545,-0.527257473,1.953038225,2.590163516,-0.292278774,1.941976699
709,779,36,0.9,2.590163516,-0.292278774,1.941976699,2.567759102,-0.158046328,1.118280329
711,782,4,0.1,-9.380530625,-7.921929642,20.0,-10.03765354,-5.264806707,20.0
712,783,8,0.2,-10.03765354,-5.264806707,20.0,-10.44191778,-2.860542452,20.0
713,784,12,0.3,-10.44191778,-2.860542452,20.0,-10.61738602,-0.685074196,20.0
714,785,16,0.4,-10.61738602,-0.685074196,20.0,-10.67715897,-0.513248081,1.120531654
715,786,20,0.5,-10.67715897,-0.513248081,1.120531654,-10.7252691,-0.450008263,0.151296916
716,787,24,0.6,-10.7252691,-0.450008263,0.151296916,-10.75713492,-0.19161402,2.26528422
717,788,28,0.7,-10.75713492,-0.19161402,2.26528422,-10.75747973,0.178549589,3.698188055
718,789,32,0.8,-10.75747973,0.178549589,3.698188055,-10.70966165,0.767989543,6.372580283
719,790,36,0.9,-10.70966165,0.767989543,6.372580283,-10.64700127,0.48985286,-2.154763042
721,793,4,0.1,8.168464165,-5.448257592,-12.73815542,7.646731272,-4.993970465,-0.67445767
722,794,8,0.2,7.646731272,-4.993970465,-0.67445767,7.181418627,-4.323455797,2.052020241
723,795,12,0.3,7.181418627,-4.323455797,2.052020241,6.78378134,-3.640667849,2.851506614
724,796,16,0.4,6.78378134,-3.640667849,2.851506614,6.453155754,-2.982806417,3.272358449
725,797,20,0.5,6.453155754,-2.982806417,3.272358449,6.186900898,-2.35278924,3.637623213
726,798,24,0.6,6.186900898,-2.35278924,3.637623213,5.982376185,-1.747786702,4.004778258
727,799,28,0.7,5.982376185,-1.747786702,4.004778258,5.836987528,-1.169620942,4.327771021
728,800,32,0.8,5.836987528,-1.169620942,4.327771021,5.74651996,-0.64841572,4.307376542
729,801,36,0.9,5.74651996,-0.64841572,4.307376542,5.696815858,-0.350628615,2.480830024
731,804,4,0.1,-1.406253426,0.770023082,10.26033305,-1.35802885,0.2039022,-5.178963063
732,805,8,0.2,-1.35802885,0.2039022,-5.178963063,-1.35777876,-0.192298157,-3.959502677
733,806,12,0.3,-1.35777876,-0.192298157,-3.959502677,-1.389707375,-0.442111288,-2.817417461
734,807,16,0.4,-1.389707375,-0.442111288,-2.817417461,-1.437534617,-0.513248119,-1.189640719
735,808,20,0.5,-1.437534617,-0.513248119,-1.189640719,-1.485644743,-0.450008238,0.151297547
736,809,24,0.6,-1.485644743,-0.450008238,0.151297547,-1.517510565,-0.191614045,2.26528371
737,810,28,0.7,-1.517510565,-0.191614045,2.26528371,-1.518259837,0.170592828,3.614576013
738,811,32,0.8,-1.518259837,0.170592828,3.614576013,-1.502729951,0.140506248,-0.145566944
739,812,36,0.9,-1.502729951,0.140506248,-0.145566944,-1.491709441,0.080897275,-0.485884627
741,815,4,0.1,-3.112980354,-0.311048647,20.0,-3.117730893,0.207398519,5.136966261
742,816,8,0.2,-3.117730893,0.207398519,5.136966261,-3.117552737,-0.197094975,-4.043153384
743,817,12,0.3,-3.117552737,-0.197094975,-4.043153384,-3.149382658,-0.435530188,-2.702651343
744,818,16,0.4,-3.149382658,-0.435530188,-2.702651343,-3.197345303,-0.522277155,-1.347096106
745,819,20,0.5,-3.197345303,-0.522277155,-1.347096106,-3.245269659,-0.437620679,0.367321198
746,820,24,0.6,-3.245269659,-0.437620679,0.367321198,-3.277390349,-0.208609341,1.968906472
747,821,28,0.7,-3.277390349,-0.208609341,1.968906472,-3.27738548,0.201866596,4.10480806
748,822,32,0.8,-3.27738548,0.201866596,4.10480806,-3.253824252,0.268251727,0.899463595
749,823,36,0.9,-3.253824252,0.268251727,0.899463595,-3.232410415,0.161798942,-0.850389477
751,826,4,0.1,5.321813128,-4.459892243,19.99999742,4.929223344,-3.409408586,6.578938729
752,827,8,0.2,4.929223344,-3.409408586,6.578938729,4.618234279,-2.820191364,2.78228157
753,828,12,0.3,4.618234279,-2.820191364,2.78228157,4.360199801,-2.348360722,2.137961642
754,829,16,0.4,4.360199801,-2.348360722,2.137961642,4.147205005,-1.918695091,2.166708363
755,830,20,0.5,4.147205005,-1.918695091,2.166708363,3.975989772,-1.512380368,2.350994888
756,831,24,0.6,3.975989772,-1.512380368,2.350994888,3.844530947,-1.123280046,2.576414971
757,832,28,0.7,3.844530947,-1.123280046,2.576414971,3.751093379,-0.751663884,2.781785945
758,833,32,0.8,3.751093379,-0.751663884,2.781785945,3.692954141,-0.416702635,2.768220112
759,834,36,0.9,3.692954141,-0.416702635,2.768220112,3.661011963,-0.22532995,1.594305062
761,837,4,0.1,-7.200793623,-2.574977259,20.0,-7.349086746,-0.426684125,20.0
762,838,8,0.2,-7.349086746,-0.426684125,20.0,-7.379946973,-0.194391316,2.014325826
763,839,12,0.3,-7.379946973,-0.194391316,2.014325826,-7.411832521,-0.439239516,-2.76733748
764,840,16,0.4,-7.411832521,-0.439239516,-2.76733748,-7.459718848,-0.517188092,-1.258349032
765,841,20,0.5,-7.459718848,-0.517188092,-1.258349032,-7.50774791,-0.444602701,0.245563299
766,842,24,0.6,-7.50774791,-0.444602701,0.245563299,-7.539724948,-0.199030252,2.135954104
767,843,28,0.7,-7.539724948,-0.199030252,2.135954104,-7.539917165,0.188724409,3.875624442
768,844,32,0.8,-7.539917165,0.188724409,3.875624442,-7.502219475,0.559058183,4.080314637
769,845,36,0.9,-7.502219475,0.559058183,4.080314637,-7.456891207,0.350974654,-1.627552614
771,848,4,0.1,9.049765758,-1.700206923,-20.0,8.791221317,-3.441662478,-19.99999996
772,849,8,0.2,8.791221317,-3.441662478,-19.99999996,8.389750053,-4.568977341,-15.28786126
773,850,12,0.3,8.389750053,-4.568977341,-15.28786126,7.953276075,-4.167197444,-0.346940814
774,851,16,0.4,7.953276075,-4.167197444,-0.346940814,7.571563191,-3.478536016,3.06948544
775,852,20,0.5,7.571563191,-3.478536016,3.06948544,7.260409397,-2.756570619,4.10811603
776,853,24,0.6,7.260409397,-2.756570619,4.10811603,7.020659891,-2.050190527,4.66630586
777,854,28,0.7,7.020659891,-2.050190527,4.66630586,6.850093528,-1.372430862,5.071933017
778,855,32,0.8,6.850093528,-1.372430862,5.071933017,6.74393562,-0.760917474,5.053554805
779,856,36,0.9,6.74393562,-0.760917474,5.053554805,6.685607363,-0.411470815,2.911184013
781,859,4,0.1,5.556174954,-4.519341956,19.99998973,5.154221475,-3.536112057,5.812764191
782,860,8,0.2,5.154221475,-3.536112057,5.812764191,4.830715775,-2.943870995,2.687353617
783,861,12,0.3,4.830715775,-2.943870995,2.687353617,4.561163161,-2.455322392,2.189959895
784,862,16,0.4,4.561163161,-2.455322392,2.189959895,4.338425906,-2.006895263,2.256898731
785,863,20,0.5,4.338425906,-2.006895263,2.256898731,4.159331934,-1.582063509,2.457377828
786,864,24,0.6,4.159331934,-1.582063509,2.457377828,4.021814554,-1.175066255,2.694798738
787,865,28,0.7,4.021814554,-1.175066255,2.694798738,3.924068982,-0.786323157,2.909975268
788,866,32,0.8,3.924068982,-0.786323157,2.909975268,3.863248896,-0.435917676,2.895853951
789,867,36,0.9,3.863248896,-0.435917676,2.895853951,3.829833792,-0.235720482,1.667820889
791,870,4,0.1,1.29260367,-1.05599484,5.367176517,1.199030478,-0.819411385,1.430102643
792,871,8,0.2,1.199030478,-0.819411385,1.430102643,1.124065631,-0.682172499,0.622740387
793,872,12,0.3,1.124065631,-0.682172499,0.622740387,1.061087865,-0.579100397,0.400943362
794,873,16,0.4,1.061087865,-0.579100397,0.400943362,1.005807104,-0.52737674,-0.035571045
795,874,20,0.5,1.005807104,-0.52737674,-0.035571045,0.957987659,-0.430624445,0.489328499
796,875,24,0.6,0.957987659,-0.430624445,0.489328499,0.922407924,-0.283423197,1.116215131
797,876,28,0.7,0.922407924,-0.283423197,1.116215131,0.899164913,-0.183108639,0.77071548
798,877,32,0.8,0.899164913,-0.183108639,0.77071548,0.885053115,-0.100503845,0.684929952
799,878,36,0.9,0.885053115,-0.100503845,0.684929952,0.877354512,-0.054239164,0.385660776
801,881,4,0.1,-10.67784398,-10.53022249,20.0,-11.58317878,-7.624887674,20.0
802,882,8,0.2,-11.58317878,-7.624887674,20.0,-12.21203441,-4.99603202,20.0
803,883,12,0.3,-12.21203441,-4.99603202,20.0,-12.59072136,-2.61734506,20.0
804,884,16,0.4,-12.59072136,-2.61734506,20.0,-12.74553573,-0.51399242,19.48538268
805,885,20,0.5,-12.74553573,-0.51399242,19.48538268,-12.79363054,-0.448987054,0.169105541
806,886,24,0.6,-12.79363054,-0.448987054,0.169105541,-12.82551737,-0.193015063,2.240851595
807,887,28,0.7,-12.82551737,-0.193015063,2.240851595,-12.82583335,0.180471775,3.731708615
808,888,32,0.8,-12.82583335,0.180471775,3.731708615,-12.77794578,0.767497464,6.349132575
809,889,36,0.9,-12.77794578,0.767497464,6.349132575,-12.7133105,0.529179419,-1.736827668
811,892,4,0.1,1.705259644,-6.325550077,20.0,1.200052328,-3.820342755,20.0
812,893,8,0.2,1.200052328,-3.820342755,20.0,0.933247005,-1.553537501,19.99999931
813,894,12,0.3,0.933247005,-1.553537501,19.99999931,0.822942942,-0.66731171,7.759217286
814,895,16,0.4,0.822942942,-0.66731171,7.759217286,0.763325107,-0.527376867,0.803170076
815,896,20,0.5,0.763325107,-0.527376867,0.803170076,0.715505669,-0.430624153,0.489332762
816,897,24,0.6,0.715505669,-0.430624153,0.489332762,0.682503742,-0.232712378,1.649098474
817,898,28,0.7,0.682503742,-0.232712378,1.649098474,0.663942673,-0.140053072,0.740982366
818,899,32,0.8,0.663942673,-0.140053072,0.740982366,0.653232385,-0.07523283,0.541099548
819,900,36,0.9,0.653232385,-0.07523283,0.541099548,0.647478555,-0.040423826,0.290551746
821,903,4,0.1,-9.254206901,-6.967219573,20.0,-9.820477143,-4.400949313,20.0
822,904,8,0.2,-9.820477143,-4.400949313,20.0,-10.14253448,-2.078891961,20.0
823,905,12,0.3,-10.14253448,-2.078891961,20.0,-10.26680702,-0.433969513,15.20649915
824,906,16,0.4,-10.26680702,-0.433969513,15.20649915,-10.31480177,-0.524418349,-1.384435909
825,907,20,0.5,-10.31480177,-0.524418349,-1.384435909,-10.36268207,-0.434683038,0.418550086
826,908,24,0.6,-10.36268207,-0.434683038,0.418550086,-10.3948632,-0.212639685,1.89862222
827,909,28,0.7,-10.3948632,-0.212639685,1.89862222,-10.39477541,0.207396052,4.201235269
828,910,32,0.8,-10.39477541,0.207396052,4.201235269,-10.34720039,0.735307279,5.754862462
829,911,36,0.9,-10.34720039,0.735307279,5.754862462,-10.28711597,0.470789039,-2.044338188
831,914,4,0.1,-4.430319625,0.769409519,-2.191504501,-4.382082317,0.204746135,-5.164260759
832,915,8,0.2,-4.382082317,0.204746135,-5.164260759,-4.38184959,-0.193455995,-3.979694028
833,916,12,0.3,-4.38184959,-0.193455995,-3.979694028,-4.413754381,-0.440522744,-2.789715398
834,917,16,0.4,-4.413754381,-0.440522744,-2.789715398,-4.461614306,-0.515427537,-1.227647176
835,918,20,0.5,-4.461614306,-0.515427537,-1.227647176,-4.50967959,-0.447018123,0.203441297
836,919,24,0.6,-4.50967959,-0.447018123,0.203441297,-4.541606931,-0.195716363,2.193744187
837,920,28,0.7,-4.541606931,-0.195716363,2.193744187,-4.54186733,0.184177866,3.796338298
838,921,32,0.8,-4.54186733,0.184177866,3.796338298,-4.514938205,0.35161449,1.943657489
839,922,36,0.9,-4.514938205,0.35161449,1.943657489,-4.486627028,0.216854671,-1.064486422
841,925,4,0.1,5.765436455,-12.48119473,20.0,4.6744421,-9.390200359,20.0
842,926,8,0.2,4.6744421,-9.390200359,20.0,3.87759475,-6.593352997,20.0
843,927,12,0.3,3.87759475,-6.593352997,20.0,3.346902616,-4.062660866,19.99999997
844,928,16,0.4,3.346902616,-4.062660866,19.99999997,3.05127374,-1.886185203,18.80846787
845,929,20,0.5,3.05127374,-1.886185203,18.80846787,2.897444698,-1.201800139,5.305560225
846,930,24,0.6,2.897444698,-1.201800139,5.305560225,2.795767834,-0.837802758,2.623205169
847,931,28,0.7,2.795767834,-0.837802758,2.623205169,2.72657812,-0.550774524,2.178385206
848,932,32,0.8,2.72657812,-0.550774524,2.178385206,2.684054171,-0.303819689,2.044308862
849,933,36,0.9,2.684054171,-0.303819689,2.044308862,2.660773239,-0.164126777,1.164119799
851,936,4,0.1,1.734699233,-9.984397137,20.0,0.881306584,-7.131004471,20.0
852,937,8,0.2,0.881306584,-7.131004471,20.0,0.299450147,-4.549148023,20.0
853,938,12,0.3,0.299450147,-4.549148023,20.0,-0.036710164,-2.212987717,19.99999995
854,939,16,0.4,-0.036710164,-2.212987717,19.99999995,-0.172323954,-0.527376929,15.49996997
855,940,20,0.5,-0.172323954,-0.527376929,15.49996997,-0.220143393,-0.430624128,0.489333621
856,941,24,0.6,-0.220143393,-0.430624128,0.489333621,-0.252408037,-0.218208412,1.801510719
857,942,28,0.7,-0.252408037,-0.218208412,1.801510719,-0.263575304,-0.008629342,1.984118029
858,943,32,0.8,-0.263575304,-0.008629342,1.984118029,-0.263169203,0.016335358,0.253708011
859,944,36,0.9,-0.263169203,0.016335358,0.253708011,-0.261802053,0.011094973,-0.038732352
861,947,4,0.1,-5.812279733,-0.55757068,20.0,-5.829108825,0.208227647,7.489692346
862,948,8,0.2,-5.829108825,0.208227647,7.489692346,-5.828947729,-0.198232513,-4.062990642
863,949,12,0.3,-5.828947729,-0.198232513,-4.062990642,-5.860754246,-0.43396953,-2.675435342
864,950,16,0.4,-5.860754246,-0.43396953,-2.675435342,-5.908749,-0.524418327,-1.384435512
865,951,20,0.5,-5.908749,-0.524418327,-1.384435512,-5.956629303,-0.434683068,0.418549569
866,952,24,0.6,-5.956629303,-0.434683068,0.418549569,-5.988810434,-0.212639649,1.898622882
867,953,28,0.7,-5.988810434,-0.212639649,1.898622882,-5.988722643,0.207396026,4.201234654
868,954,32,0.8,-5.988722643,0.207396026,4.201234654,-5.955337795,0.456155631,2.821444529
869,955,36,0.9,-5.955337795,0.456155631,2.821444529,-5.91851402,0.283201947,-1.361299088
871,958,4,0.1,-7.605511083,-8.312912775,20.0,-8.299840964,-5.618582875,20.0
872,959,8,0.2,-8.299840964,-5.618582875,20.0,-8.737771456,-3.180652367,20.0
873,960,12,0.3,-8.737771456,-3.180652367,20.0,-8.943702186,-0.974721625,20.0
874,961,16,0.4,-8.943702186,-0.974721625,20.0,-9.017716175,-0.513248082,3.874595549
875,962,20,0.5,-9.017716175,-0.513248082,3.874595549,-9.065826301,-0.450008262,0.151296946
876,963,24,0.6,-9.065826301,-0.450008262,0.151296946,-9.097692122,-0.191614021,2.265284193
877,964,28,0.7,-9.097692122,-0.191614021,2.265284193,-9.098036925,0.178549589,3.698188068
878,965,32,0.8,-9.098036925,0.178549589,3.698188068,-9.0554934,0.664227626,5.282215616
879,966,36,0.9,-9.0554934,0.664227626,5.282215616,-9.001500173,0.419711509,-1.905228895
881,969,4,0.1,7.807269049,-4.398266126,-19.99999945,7.355425207,-4.63467127,-6.882489854
882,970,8,0.2,7.355425207,-4.63467127,-6.882489854,6.917651139,-4.129232677,0.676645235
883,971,12,0.3,6.917651139,-4.129232677,0.676645235,6.53668204,-3.500624364,2.476392149
884,972,16,0.4,6.53668204,-3.500624364,2.476392149,6.21853401,-2.872798247,3.09678087
885,973,20,0.5,6.21853401,-2.872798247,3.09678087,5.962051164,-2.266954398,3.493610032
886,974,24,0.6,5.962051164,-2.266954398,3.493610032,5.764978794,-1.684203895,3.856781322
887,975,28,0.7,5.764978794,-1.684203895,3.856781322,5.624877589,-1.127103664,4.169990258
888,976,32,0.8,5.624877589,-1.127103664,4.169990258,5.537698384,-0.624849928,4.150745315
889,977,36,0.9,5.537698384,-0.624849928,4.150745315,5.489800683,-0.337886027,2.390662003
891,980,4,0.1,-11.46351379,-14.7244762,20.0,-12.7679846,-11.42000537,20.0
892,981,8,0.2,-12.7679846,-11.42000537,20.0,-13.75799344,-8.429996518,20.0
893,982,12,0.3,-13.75799344,-8.429996518,20.0,-14.46346531,-5.724524626,20.0
894,983,16,0.4,-14.46346531,-5.724524626,20.0,-14.91147749,-3.276512427,20.0
895,984,20,0.5,-14.91147749,-3.276512427,20.0,-15.12653051,-1.061459394,20.0
896,985,24,0.6,-15.12653051,-1.061459394,20.0,-15.18804999,-0.183559463,8.163804497
897,986,28,0.7,-15.18804999,-0.183559463,8.163804497,-15.18856052,0.167499007,3.505479474
898,987,32,0.8,-15.18856052,0.167499007,3.505479474,-15.14114171,0.770823383,6.50743182
899,988,36,0.9,-15.14114171,0.770823383,6.50743182,-15.07398535,0.575557727,-1.281092956
901,991,4,0.1,-3.676620868,0.238510949,19.99999998,-3.654309171,0.208227634,-0.079716177
902,992,8,0.2,-3.654309171,0.208227634,-0.079716177,-3.654148074,-0.198232497,-4.062990345
903,993,12,0.3,-3.654148074,-0.198232497,-4.062990345,-3.685954592,-0.433969558,-2.675435789
904,994,16,0.4,-3.685954592,-0.433969558,-2.675435789,-3.733949346,-0.524418292,-1.384434872
905,995,20,0.5,-3.733949346,-0.524418292,-1.384434872,-3.781829649,-0.434683121,0.418548666
906,996,24,0.6,-3.781829649,-0.434683121,0.418548666,-3.814010779,-0.212639579,1.898624123
907,997,28,0.7,-3.814010779,-0.212639579,1.898624123,-3.813922991,0.207395923,4.201232911
908,998,32,0.8,-3.813922991,0.207395923,4.201232911,-3.788152245,0.306369703,1.247445259
909,999,36,0.9,-3.788152245,0.306369703,1.247445259,-3.763625667,0.18616494,-0.956781848
911,1002,4,0.1,5.583899757,-6.193742618,19.99999996,5.084353059,-3.836472629,18.57723291
912,1003,8,0.2,5.084353059,-3.836472629,18.57723291,4.745016586,-2.964782593,5.323535625
913,1004,12,0.3,4.745016586,-2.964782593,5.323535625,4.475986281,-2.424821346,2.709309429
914,1005,16,0.4,4.475986281,-2.424821346,2.709309429,4.256511038,-1.972225537,2.331205654
915,1006,20,0.5,4.256511038,-1.972225537,2.331205654,4.080609366,-1.552797207,2.435266582
916,1007,24,0.6,4.080609366,-1.552797207,2.435266582,3.945654816,-1.152956692,2.648859646
917,1008,28,0.7,3.945654816,-1.152956692,2.648859646,3.849751787,-0.771461075,2.855925884
918,1009,32,0.8,3.849751787,-0.771461075,2.855925884,3.790081769,-0.427668223,2.84122834
919,1010,36,0.9,3.790081769,-0.427668223,2.84122834,3.757299079,-0.231258526,1.636270064
921,1013,4,0.1,3.060547438,-4.960126586,20.0,2.685277344,-2.584856525,19.99999968
922,1014,8,0.2,2.685277344,-2.584856525,19.99999968,2.473633122,-1.663383243,7.098290606
923,1015,12,0.3,2.473633122,-1.663383243,7.098290606,2.326523095,-1.285120629,2.311525866
924,1016,16,0.4,2.326523095,-1.285120629,2.311525866,2.210997513,-1.029648176,1.399468703
925,1017,20,0.5,2.210997513,-1.029648176,1.399468703,2.119322197,-0.807559006,1.304138545
926,1018,24,0.6,2.119322197,-0.807559006,1.304138545,2.049167254,-0.599015004,1.383890596
927,1019,28,0.7,2.049167254,-0.599015004,1.383890596,1.999346627,-0.400702201,1.484921763
928,1020,32,0.8,1.999346627,-0.400702201,1.484921763,1.968354452,-0.222117222,1.475928037
929,1021,36,0.9,1.968354452,-0.222117222,1.475928037,1.95132826,-0.120106515,0.849845149
931,1024,4,0.1,-0.653346329,-7.463412423,20.0,-1.266835564,-4.849923173,20.0
932,1025,8,0.2,-1.266835564,-4.849923173,20.0,-1.631618414,-2.485140317,20.0
933,1026,12,0.3,-1.631618414,-2.485140317,20.0,-1.776278755,-0.442111305,18.98368671
934,1027,16,0.4,-1.776278755,-0.442111305,18.98368671,-1.824105996,-0.513248099,-1.189640343
935,1028,20,0.5,-1.824105996,-0.513248099,-1.189640343,-1.872216123,-0.450008255,0.151297165
936,1029,24,0.6,-1.872216123,-0.450008255,0.151297165,-1.904081944,-0.191614024,2.265284098
937,1030,28,0.7,-1.904081944,-0.191614024,2.265284098,-1.904426756,0.178549431,3.698186436
938,1031,32,0.8,-1.904426756,0.178549431,3.698186436,-1.88706847,0.168779096,0.075879511
939,1032,36,0.9,-1.88706847,0.168779096,0.075879511,-1.873750814,0.09874112,-0.567203202
941,1035,4,0.1,-4.124400672,-12.9857849,20.0,-5.263413131,-9.846772426,20.0
942,1036,8,0.2,-5.263413131,-9.846772426,20.0,-6.103709057,-7.006476481,20.0
943,1037,12,0.3,-6.103709057,-7.006476481,20.0,-6.673715088,-4.436470434,20.0
944,1038,16,0.4,-6.673715088,-4.436470434,20.0,-6.999152708,-2.111032804,20.0
945,1039,20,0.5,-6.999152708,-2.111032804,20.0,-7.12504177,-0.434682947,15.50460795
946,1040,24,0.6,-7.12504177,-0.434682947,15.50460795,-7.157222903,-0.212639812,1.898620021
947,1041,28,0.7,-7.157222903,-0.212639812,1.898620021,-7.157135118,0.207396081,4.20123678
948,1042,32,0.8,-7.157135118,0.207396081,4.20123678,-7.11965959,0.536628194,3.66707641
949,1043,36,0.9,-7.11965959,0.536628194,3.66707641,-7.07622914,0.335335132,-1.578626121
951,1046,4,0.1,-9.63530468,-7.030252796,20.0,-10.20757333,-4.457984132,20.0
952,1047,8,0.2,-10.20757333,-4.457984132,20.0,-10.53505825,-2.130499199,20.0
953,1048,12,0.3,-10.53505825,-2.130499199,20.0,-10.66186814,-0.433969514,15.69719788
954,1049,16,0.4,-10.66186814,-0.433969514,15.69719788,-10.7098629,-0.524418347,-1.384435878
955,1050,20,0.5,-10.7098629,-0.524418347,-1.384435878,-10.7577432,-0.43468304,0.418550046
