,t,x1,x2,u
4,0.1,-10.607748570005539,-10.574088879575267,-11.61539797474472
8,0.2,-11.599139539830459,-9.275372188423972,3.0732572132594314
12,0.3,-12.560827152732442,-9.947185054227353,-16.335004787058036
16,0.4,-13.55378129142793,-9.912476105770967,-9.5824519023957
20,0.5,-14.548728087849804,-9.985247173634898,-10.677178642862923
24,0.6,-15.520944127117303,-9.46769799408517,-4.54666859718284
28,0.7,-16.379686419577126,-7.736004602526725,8.72951099098124
32,0.8,-17.144816648204074,-7.569376639982604,-5.985022660833259
36,0.9,-17.94411731295065,-8.402749422947725,-16.326734477122145
40,1.0,-18.798899687140754,-8.688142305390633,-11.401752566335514
0,0.0,-3.714605909588446,-13.602579055784243,0.0
4,0.1,-5.006212036447993,-12.252048572218579,0.5892435670576646
8,0.2,-6.230125644271756,-12.226646875330136,-11.985119109356859
12,0.3,-7.354215213680273,-10.287458926634082,8.150983792871692
16,0.4,-8.363092606701425,-9.896602128308658,-6.180205946960964
20,0.5,-9.218744938636844,-7.260374319435522,17.805754769373543
24,0.6,-9.843940667566264,-5.2765976937366155,13.585808967691598
28,0.7,-10.42366155878783,-6.300753707996497,-16.03876905481769
32,0.8,-10.98630454580746,-4.974211387117308,7.638993338592172
36,0.9,-11.391288438908884,-3.1557688013161553,14.134586926994125
40,1.0,-11.666769329554675,-2.3669930830521126,5.132948276179622
0,0.0,6.682033979151189,-16.933542337477665,0.0
4,0.1,5.141287139000858,-13.931421475974256,14.613740213528772
8,0.2,3.7478339559977196,-13.937540221978924,-13.995719290080073
12,0.3,2.352331142787735,-13.971942762090707,-14.299053533219839
16,0.4,0.9748786931874808,-13.583577899095026,-9.890875866048198
20,0.5,-0.32316106270659406,-12.39699038210907,-1.1145223890837954
24,0.6,-1.4504774209808862,-10.18617752464658,10.834964991879463
28,0.7,-2.4514239322408393,-9.838545600540057,-6.533145871536728
32,0.8,-3.427546691220613,-9.686444180323159,-8.240213387631297
36,0.9,-4.433584464848138,-10.422053185023444,-17.416467783280897
40,1.0,-5.514886553612558,-11.191172077984737,-18.504209817260318
0,0.0,-8.127982093783706,-8.14130492236988,0.0
4,0.1,-8.98515147020399,-8.98797380922428,-17.03838263275026
8,0.2,-9.915255090865186,-9.603835945389083,-15.459657568263765
12,0.3,-10.773542027144781,-7.5953716080862685,11.501774010228274
16,0.4,-11.400155309177396,-4.980468489322253,19.88289836731031
20,0.5,-11.919584478422285,-5.401105447764586,-9.400661276875603
24,0.6,-12.356364100967777,-3.3683604414165975,15.959653838021545
28,0.7,-12.72436510005792,-3.981443197066943,-9.810837547408164
32,0.8,-13.013643328773647,-1.8398093275089422,18.523556408419402
36,0.9,-13.207386058467408,-2.031845201773445,-3.8577860395856867
40,1.0,-13.391163301171732,-1.6500616512361943,1.9800630783261326
0,0.0,9.395817604934251,-12.65036723559343,0.0
4,0.1,8.167107403475999,-11.935745176627465,-5.140881424923505
8,0.2,7.049379275708354,-10.443680971830512,3.7433607702923126
12,0.3,5.987681231326192,-10.784598897157107,-14.026159697088389
16,0.4,4.983525363349756,-9.322876443881443,4.575665852991335
20,0.5,4.080451275584014,-8.748181956886958,-3.283796007713491
24,0.6,3.2942512870262535,-7.004868202124725,9.571137662043839
28,0.7,2.659876874890693,-5.7042926873137265,6.662011026753689
32,0.8,2.074492920577646,-5.9984840269561435,-8.79575293955531
36,0.9,1.5615265288250009,-4.289325044599123,11.961925906043057
40,1.0,1.0796827971515548,-5.33020448877788,-15.227231758522684
0,0.0,1.2300076247241147,-15.936307647746535,0.0
4,0.1,-0.31987204010247705,-15.075627920693304,-6.891999377736688
8,0.2,-1.7657872187449932,-13.862884671709248,-2.331719296587732
12,0.3,-3.0149116318755493,-11.164568041200894,14.491922173774867
16,0.4,-4.084918969530036,-10.25080554913171,-1.5624484558559857
20,0.5,-5.064790760244762,-9.361450381448424,-0.9051662303173593
24,0.6,-5.966448608967489,-8.683012015012153,-2.232194822867516
28,0.7,-6.778866255875072,-7.583660397078396,2.8693397102587817
32,0.8,-7.440220683725095,-5.675230032727769,12.470759365003182
36,0.9,-8.022041332099327,-5.95649595057119,-8.630865662179264
40,1.0,-8.615418608069444,-5.9117944693797115,-5.486757947789279
0,0.0,-9.611230626001044,-2.9299876343739992,0.0
4,0.1,-9.795473473908604,-0.7905211568556699,19.552236296105264
8,0.2,-9.869050489319891,-0.682813972005969,0.3413016943820004
12,0.3,-10.022330651096164,-2.3549253836468047,-18.25391573417336
16,0.4,-10.331611945071765,-3.806511426382808,-17.608673367118733
20,0.5,-10.787629849625635,-5.2891403008922415,-19.386467790636026
24,0.6,-11.318260005877619,-5.322900252054571,-5.6439010741465
28,0.7,-11.797969982508146,-4.2885358152879665,5.546544601357446
32,0.8,-12.20356402805182,-3.830969923079353,0.5197184666461041
36,0.9,-12.50382593442629,-2.2014227977262832,13.292852189782849
40,1.0,-12.729890871661466,-2.317934410338514,-3.4257654984770305
0,0.0,7.179000688746022,-13.819012744343866,0.0
4,0.1,5.873733691300338,-12.31144907897427,2.0229666792377827
8,0.2,4.615817156868238,-12.838105465805128,-17.845729212631007
12,0.3,3.4054549648833676,-11.393215854778672,2.345274190414173
16,0.4,2.286460778857403,-10.993331494550365,-7.19109825797827
20,0.5,1.2793765123336909,-9.178594414190071,8.076528138364111
24,0.6,0.4743244335111422,-6.959427120925489,14.141152144418825
28,0.7,-0.1855236719188873,-6.249367345348147,0.5021167014718131
32,0.8,-0.8065856818995639,-6.173143047545007,-5.448377121776723
36,0.9,-1.3064901189999778,-3.863434423858429,18.098041865860324
40,1.0,-1.692651628006436,-3.859855396783177,-3.8258248193131585
0,0.0,7.493458599849717,-17.460377019880475,0.0
4,0.1,5.845556432011989,-15.52983664839099,2.82638203651544
8,0.2,4.461820705671623,-12.20035991102054,19.45741011029901
12,0.3,3.212801968199135,-12.770513856061553,-18.19172682513672
16,0.4,2.0314040526685044,-10.888801107946756,7.00314832583976
20,0.5,1.0585076964129285,-8.607147245122466,13.087575065685435
24,0.6,0.33249629754056537,-5.957238518656387,19.238973275935727
28,0.7,-0.22410200948453943,-5.187553566869484,2.130866447616853
32,0.8,-0.7251459671574902,-4.839131650913485,-1.5262204171706344
36,0.9,-1.1561699634339222,-3.798686143630288,6.094215110066564
40,1.0,-1.487254482118473,-2.838996394049259,6.286052308963811
0,0.0,-1.7405980233579648,-12.321683730120263,0.0
4,0.1,-2.9623254149961036,-12.116286814164416,-10.163304756825866
8,0.2,-4.139130479667301,-11.43123018722673,-4.917484377338299
12,0.3,-5.275689936572927,-11.302110585666481,-10.074398553456989
16,0.4,-6.268873908761828,-8.606488408341704,17.024382051355488
20,0.5,-7.154013250679723,-9.088270073563002,-13.669210071395073
24,0.6,-8.01409484691377,-8.129341333726636,0.9884714360198679
28,0.7,-8.743877877519694,-6.49357746680136,9.0598083631903
32,0.8,-9.43378572457387,-7.291286538424278,-14.876169186774142
36,0.9,-10.139855432849355,-6.837666698007125,-2.5244986785867525
40,1.0,-10.70318870357524,-4.4684786052131065,18.05854822067802
0,0.0,-7.513629539869924,-11.63734935604228,0.0
4,0.1,-8.527423979246057,-8.687692192660657,19.358627240051163
8,0.2,-9.34475026049637,-7.675697205046664,1.94668706363327
12,0.3,-10.090533273131422,-7.247105059827633,-3.1719086741636993
16,0.4,-10.73106491308014,-5.591122843891983,10.154505759865742
20,0.5,-11.332854843304588,-6.430685383177465,-14.41352469510269
24,0.6,-12.024344551462844,-7.383235588579934,-16.44039913561103
28,0.7,-12.748459582233686,-7.103722797126094,-4.446022393174008
32,0.8,-13.395691507029996,-5.861614061581983,5.948768107473953
36,0.9,-13.956043353041698,-5.353883622613082,-0.5262140704319727
40,1.0,-14.522263999912447,-5.960422025849115,-11.72759050107189
0,0.0,5.801224036016405,-1.713560449998372,0.0
4,0.1,5.59007834681498,-2.496309687194804,-9.93894926397779
8,0.2,5.277565799845973,-3.733327720309525,-15.495305800836782
12,0.3,5.006838772339001,-1.714848543880119,17.47752148922479
16,0.4,4.800626387557364,-2.398014942343158,-8.89378783244612
20,0.5,4.610200325454361,-1.4266923127309823,7.808965675092267
24,0.6,4.386558771484808,-3.0195948152936305,-18.165440565321482
28,0.7,4.015193160522765,-4.384965025568345,-17.367358212367428
32,0.8,3.6799605521089003,-2.3535386081534253,16.961938090010598
36,0.9,3.4923880540325687,-1.413574806344852,7.523913037322728
40,1.0,3.374577700609159,-0.9503513663621392,3.4541308655934913
0,0.0,-0.2637957540084752,-7.921670708403141,0.0
4,0.1,-1.107717232014508,-8.939792974724613,-18.620437443276874
8,0.2,-2.0273140849180726,-9.443746261439658,-14.235501396188237
12,0.3,-2.883476136430131,-7.708412184195674,8.791720257316985
16,0.4,-3.5588470061652324,-5.830301833944443,12.027394805159197
20,0.5,-4.108786969152132,-5.179344900239278,1.0101697071807436
24,0.6,-4.560659588831809,-3.879763573051786,8.477087075076312
28,0.7,-5.006354504727468,-5.015213728878537,-15.811450717225938
32,0.8,-5.579646227302541,-6.427093317110612,-19.851713108073614
36,0.9,-6.214611504194596,-6.2747508389622215,-4.826227987439129
40,1.0,-6.873247397487196,-6.8877520425426315,-12.71637096873273
0,0.0,-7.343542854946216,-12.349228239552694,0.0
4,0.1,-8.546118421102635,-11.712887003649156,-5.662343302532861
8,0.2,-9.637635076228205,-10.143596581136405,4.7777376738676836
12,0.3,-10.592645496178884,-8.97606739527924,2.125187659060842
16,0.4,-11.426643220783541,-7.72473909342952,4.173305772446607
20,0.5,-12.082436170239555,-5.4293696781059335,16.395764658671908
24,0.6,-12.552367075339669,-3.9931809148237236,9.662578581817463
28,0.7,-13.025590667513104,-5.44706358836153,-19.271062657115934
32,0.8,-13.526764055670547,-4.590674940629295,3.5521525957441504
36,0.9,-13.925868042327476,-3.4110617366560754,7.805092173159242
40,1.0,-14.179002827077651,-1.6804723094227492,14.77454642482806
0,0.0,-3.77917787390857,-12.306851984260733,0.0
4,0.1,-4.859993566043996,-9.358591348051947,18.67444944073045
8,0.2,-5.708983001454309,-7.649674560747918,8.59927351893431
12,0.3,-6.445895340592168,-7.097769113427127,-1.8500689181734415
16,0.4,-7.119970740620507,-6.3954423822183175,0.28251331180188544
20,0.5,-7.651055297901231,-4.261803486297519,16.025543386398127
24,0.6,-8.134075860443096,-5.379974683220909,-16.011917594655113
28,0.7,-8.63096425228083,-4.571269330217024,3.1181696116587716
32,0.8,-9.0685486615476,-4.186825189815222,-0.5314026886523777
36,0.9,-9.48598369028866,-4.162284331167635,-3.9289417009374787
40,1.0,-9.797265954399853,-2.097763891635507,17.532381754206696
0,0.0,-1.4369582057245882,-8.862348838239178,0.0
4,0.1,-2.2623098379188873,-7.664642255848163,3.7235495019650884
8,0.2,-2.971304833605663,-6.534096940158763,4.215503200024223
12,0.3,-3.656013236212335,-7.149810922185848,-13.004223846339613
16,0.4,-4.368382518910701,-7.098430922424033,-6.609892829367755
20,0.5,-5.0108979157691245,-5.773948051024427,6.819674745409536
24,0.6,-5.5260508428788935,-4.549514319632641,7.092808042818017
28,0.7,-5.9042700342413115,-3.040023495978164,11.312716322918611
32,0.8,-6.197373047074533,-2.825609728035465,-0.7868924489070928
36,0.9,-6.4295383557636,-1.8342169062303897,7.592275131158285
40,1.0,-6.697742122636485,-3.502065585061945,-19.360524457046218
0,0.0,5.189277213446278,-4.581650581356419,0.0
4,0.1,4.657147273230265,-6.036701416556239,-19.87180775415837
8,0.2,4.025758603504771,-6.581985425454799,-11.766726786240884
12,0.3,3.313573033469437,-7.64402821156651,-17.742283561471087
16,0.4,2.519969628403078,-8.21846749695518,-13.680426904551283
20,0.5,1.702441498263704,-8.13351081460248,-7.325714477867958
24,0.6,0.8725350993116949,-8.45919008111165,-11.555856654613184
28,0.7,0.08220337977409448,-7.36566666309677,3.03191698477125
32,0.8,-0.528186901235814,-4.883501483495897,18.71774898590826
36,0.9,-0.9017997002055383,-2.6263671334053207,18.835215511207565
40,1.0,-1.0890694805716392,-1.1437348937992176,12.953624592399393
0,0.0,-3.740698868274781,-8.487661926552747,0.0
4,0.1,-4.546344700528113,-7.639390224466374,0.42625869832789576
8,0.2,-5.254904876010781,-6.5499673083351295,3.808627406483293
12,0.3,-5.841011416165963,-5.1947467406251535,7.691140275545607
16,0.4,-6.380100988957046,-5.580614654895157,-9.249574870613216
20,0.5,-6.827864127027362,-3.4108055655209117,17.22045951303697
24,0.6,-7.241595211846408,-4.840000189505161,-18.429257088035182
28,0.7,-7.638901362889673,-3.1345423917351143,13.081516467265445
32,0.8,-7.859086642062627,-1.2997381666769707,16.146189458849783
36,0.9,-7.95236042548516,-0.5777683274355259,6.286960558187289
40,1.0,-8.009935536108976,-0.5738000126040693,-0.5360679579253294
0,0.0,1.7679189247899014,-6.997335122392865,0.0
4,0.1,1.0513106794437614,-7.329297991936903,-10.485711148902915
8,0.2,0.359444682985441,-6.521483272489801,1.1594872298865297
12,0.3,-0.18994413873187369,-4.499979281091309,14.721151696810637
16,0.4,-0.6838404899019682,-5.363557175658908,-13.574742457377983
20,0.5,-1.1629765787612685,-4.2379220607543235,6.464990260451646
24,0.6,-1.5523910356567916,-3.5616366229948624,2.8687098086382825
28,0.7,-1.8640319285395848,-2.6857764714864962,5.642192586254723
32,0.8,-2.1963565687008906,-3.9398191038257364,-15.863672725006497
36,0.9,-2.507128161710488,-2.302890356216395,13.261571545996269
40,1.0,-2.812478456349955,-3.7795093212353876,-17.819692596585696
0,0.0,-1.2876252265885952,-6.028655226120335,0.0
4,0.1,-1.8701264965441333,-5.628045882839592,-1.8189192667494538
8,0.2,-2.422134975958139,-5.41566283312381,-3.396254296983816
12,0.3,-2.9699678802014966,-5.538940958676362,-6.711110297960721
16,0.4,-3.492942033374757,-4.930678129393864,0.8528867610906161
20,0.5,-3.9613944742439386,-4.446439979043946,0.1578570948056388
24,0.6,-4.350165973721403,-3.3473058600648464,7.1036261950147015
28,0.7,-4.659049509019969,-2.838837899836585,1.9958442492953807
32,0.8,-4.884068987610466,-1.6808482830479725,9.329701381979678
36,0.9,-5.06276012867994,-1.889497628693268,-3.8734048671490626
40,1.0,-5.229100561646025,-1.4447227107373786,2.784344849896634
0,0.0,9.72742484766426,-15.719340419161558,0.0
4,0.1,8.20252057983457,-14.794162008280122,-5.99725856948378
8,0.2,6.736119828659106,-14.538119676364644,-12.103584192601268
12,0.3,5.270894182678044,-14.762651666962489,-16.89757636579078
16,0.4,3.8508461781603947,-13.656737258934156,-3.14133596489523
20,0.5,2.5309033175501,-12.75711122218182,-4.203168238581592
24,0.6,1.315766034548807,-11.56549145797783,-0.23517518797512338
28,0.7,0.14789341275279988,-11.788248971342977,-13.906301351613713
32,0.8,-1.051269606661414,-12.188344273025107,-15.992583210965963
36,0.9,-2.1468190881494698,-9.763060025560454,13.297347659763389
40,1.0,-3.151697426172675,-10.325140291436524,-15.669586038995273
0,0.0,-1.3729824772511474,-9.512316695084243,0.0
4,0.1,-2.3522661686563158,-10.064161256205159,-15.311282525263179
8,0.2,-3.3059965560336675,-9.02771767274121,0.82713196086344
12,0.3,-4.111348556266076,-7.111258004150338,11.111076683582159
16,0.4,-4.846290884963421,-7.579781151814614,-12.034654763618594
20,0.5,-5.59757743967365,-7.448143537064622,-6.196489399604964
24,0.6,-6.303202416025848,-6.677202860268415,0.6531570044374249
28,0.7,-6.850293567277166,-4.304164218580473,18.259474904363707
32,0.8,-7.266666926648716,-4.027906497012517,-1.4011563780382374
36,0.9,-7.571672671546575,-2.104263770867275,16.186369812471654
40,1.0,-7.74892038385492,-1.451566943148664,4.754491154100691
0,0.0,-2.615202454822696,-7.494882784570262,0.0
4,0.1,-3.3725713964098563,-7.649912646675207,-9.123988036923194
8,0.2,-4.018641188500355,-5.310467451474263,16.93375403110234
12,0.3,-4.6164919609886255,-6.624648628314966,-19.120319493291774
16,0.4,-5.277504998441051,-6.596088051040671,-6.324524601783686
20,0.5,-6.001953407894719,-7.871624735607922,-19.999850940211754
24,0.6,-6.662942144193685,-5.3895116487014825,18.211243506072023
28,0.7,-7.172071239853017,-4.8028463895681535,0.7753616347375285
32,0.8,-7.6439266540575295,-4.637025121815756,-3.0603414645236455
36,0.9,-8.045968204503952,-3.4240192824450624,8.109642889240245
40,1.0,-8.434296085722366,-4.32748312032091,-12.917917190945033
0,0.0,3.842903549137773,-5.568016316316903,0.0
4,0.1,3.3721698252086822,-3.874872523418295,12.224100689694907
8,0.2,2.948806146294987,-4.580640219912821,-11.291313754082392
12,0.3,2.539447424013802,-3.6225005591882384,5.487809384433675
16,0.4,2.111210364709234,-4.920609089726974,-17.263455898433385
20,0.5,1.7102276414972928,-3.1289021805491988,13.907241859657873
24,0.6,1.4608026921886847,-1.8804016800638699,9.990755511766999
28,0.7,1.2627759449560978,-2.0768595129589453,-3.9448458012767382
32,0.8,1.0079509338102417,-3.0041878135807276,-11.821533117676628
36,0.9,0.7147195853609406,-2.862795304558271,-1.5183883942688503
40,1.0,0.39227542300991697,-3.5742326294589617,-10.338814872517661
0,0.0,-1.85539210925519,-14.140726723849596,0.0
4,0.1,-3.1565971299583855,-11.920373412553701,9.191482905923746
8,0.2,-4.321571164175947,-11.387979032937173,-6.325796546013457
12,0.3,-5.376573507138945,-9.739537277661984,5.934394123118757
16,0.4,-6.3006335585491104,-8.758019651850214,0.5745757440129431
20,0.5,-7.128383520045798,-7.812731751253403,1.1753793909982022
24,0.6,-7.938253128826244,-8.37528608114011,-13.724239386674668
28,0.7,-8.667176925878561,-6.238792158655244,14.07570125432229
32,0.8,-9.216445111588552,-4.771030179059879,9.184937938850766
36,0.9,-9.677434719473569,-4.454044198020761,-1.4400362684618457
40,1.0,-10.005466595833754,-2.1450698231407768,19.809424985195207
0,0.0,5.706239421546233,-4.126493896323879,0.0
4,0.1,5.234411849602168,-5.29065803985078,-16.359917154709418
8,0.2,4.692614348802536,-5.541118333470524,-7.922577944193812
