,0,1,x1,x2,u,ctg
940,20,0.5,-0.172323954,-0.527376929,15.49996997,2.099464393
941,24,0.6,-0.220143393,-0.430624128,0.489333621,0.590397077
942,28,0.7,-0.252408037,-0.218208412,1.801510719,0.355299587
943,32,0.8,-0.263575304,-0.008629342,1.984118029,0.227747654
944,36,0.9,-0.263169203,0.016335358,0.253708011,0.138517626
945,40,1,-0.261802053,0.011094973,-0.038732352,0.068670914
947,4,0.1,-5.812279733,-0.55757068,20,352.6933841
948,8,0.2,-5.829108825,0.208227647,7.489692346,316.5999033
949,12,0.3,-5.828947729,-0.198232513,-4.062990642,282.2975574
950,16,0.4,-5.860754246,-0.43396953,-2.675435342,248.1990902
951,20,0.5,-5.908749,-0.524418327,-1.384435512,213.6265305
952,24,0.6,-5.956629303,-0.434683068,0.418549569,178.4286179
953,28,0.7,-5.988810434,-0.212639649,1.898622882,142.7573599
954,32,0.8,-5.988722643,0.207396026,4.201234654,106.8282701
955,36,0.9,-5.955337795,0.456155631,2.821444529,70.83220619
956,40,1,-5.91851402,0.283201947,-1.361299088,35.11827723
958,4,0.1,-7.605511083,-8.312912775,20,896.3676561
959,8,0.2,-8.299840964,-5.618582875,20,767.4193385
960,12,0.3,-8.737771456,-3.180652367,20,664.9635049
961,16,0.4,-8.943702186,-0.974721625,20,576.4983054
962,20,0.5,-9.017716175,-0.513248082,3.874595549,493.5584144
963,24,0.6,-9.065826301,-0.450008262,0.151296946,411.9007234
964,28,0.7,-9.097692122,-0.191614021,2.265284193,329.5088949
965,32,0.8,-9.098036925,0.178549589,3.698188068,246.6785195
966,36,0.9,-9.0554934,0.664227626,5.282215616,163.8039807
967,40,1,-9.001500173,0.419711509,-1.905228895,81.2213126
969,4,0.1,7.807269049,-4.398266126,-19.99999945,496.3205295
970,8,0.2,7.355425207,-4.63467127,-6.882489854,414.0223347
971,12,0.3,6.917651139,-4.129232677,0.676645235,338.2030336
972,16,0.4,6.53668204,-3.500624364,2.476392149,273.2962846
973,20,0.5,6.21853401,-2.872798247,3.09678087,218.2830389
974,24,0.6,5.962051164,-2.266954398,3.493610032,171.3119537
975,28,0.7,5.764978794,-1.684203895,3.856781322,130.5657908
976,32,0.8,5.624877589,-1.127103664,4.169990258,94.41989374
977,36,0.9,5.537698384,-0.624849928,4.150745315,61.42333909
978,40,1,5.489800683,-0.337886027,2.390662003,30.28065483
980,4,0.1,-11.46351379,-14.7244762,20,2538.446098
981,8,0.2,-12.7679846,-11.42000537,20,2188.22375
982,12,0.3,-13.75799344,-8.429996518,20,1892.785797
983,16,0.4,-14.46346531,-5.724524626,20,1630.438572
984,20,0.5,-14.91147749,-3.276512427,20,1386.476561
985,24,0.6,-15.12653051,-1.061459394,20,1151.388866
986,28,0.7,-15.18804999,-0.183559463,8.163804497,919.450245
987,32,0.8,-15.18856052,0.167499007,3.505479474,688.4064498
988,36,0.9,-15.14114171,0.770823383,6.50743182,457.6245814
989,40,1,-15.07398535,0.575557727,-1.281092956,227.564507
991,4,0.1,-3.676620868,0.238510949,19.99999998,142.9188895
992,8,0.2,-3.654309171,0.208227634,-0.079716177,127.344461
993,12,0.3,-3.654148074,-0.198232497,-4.062990345,113.947095
994,16,0.4,-3.685954592,-0.433969558,-2.675435789,100.4724612
995,20,0.5,-3.733949346,-0.524418292,-1.384434872,86.66208063
996,24,0.6,-3.781829649,-0.434683121,0.418548666,72.43510507
997,28,0.7,-3.814010779,-0.212639579,1.898624123,57.94304424
998,32,0.8,-3.813922991,0.207395923,4.201232911,43.33312656
999,36,0.9,-3.788152245,0.306369703,1.247445259,28.65585312
1000,40,1,-3.763625667,0.18616494,-0.956781848,14.2041127
1002,4,0.1,5.583899757,-6.193742618,19.99999996,273.5230417
1003,8,0.2,5.084353059,-3.836472629,18.57723291,201.9806576
1004,12,0.3,4.745016586,-2.964782593,5.323535625,159.6859214
1005,16,0.4,4.475986281,-2.424821346,2.709309429,128.239103
1006,20,0.5,4.256511038,-1.972225537,2.331205654,102.2881895
1007,24,0.6,4.080609366,-1.552797207,2.435266582,80.25345709
1008,28,0.7,3.945654816,-1.152956692,2.648859646,61.16125251
1009,32,0.8,3.849751787,-0.771461075,2.855925884,44.22866917
1010,36,0.9,3.790081769,-0.427668223,2.84122834,28.77214659
1011,40,1,3.757299079,-0.231258526,1.636270064,14.18416377
1013,4,0.1,3.060547438,-4.960126586,20,95.6980789
1014,8,0.2,2.685277344,-2.584856525,19.99999968,59.72827252
1015,12,0.3,2.473633122,-1.663383243,7.098290606,43.83607492
1016,16,0.4,2.326523095,-1.285120629,2.311525866,34.69844164
1017,20,0.5,2.210997513,-1.029648176,1.399468703,27.60748114
1018,24,0.6,2.119322197,-0.807559006,1.304138545,21.64900321
1019,28,0.7,2.049167254,-0.599015004,1.383890596,16.49682119
1020,32,0.8,1.999346627,-0.400702201,1.484921763,11.92934002
1021,36,0.9,1.968354452,-0.222117222,1.475928037,7.760365865
1022,40,1,1.95132826,-0.120106515,0.849845149,3.825718737
1024,4,0.1,-0.653346329,-7.463412423,20,123.0791714
1025,8,0.2,-1.266835564,-4.849923173,20,64.94978495
1026,12,0.3,-1.631618414,-2.485140317,20,37.82315781
1027,16,0.4,-1.776278755,-0.442111305,18.98368671,26.98505677
1028,20,0.5,-1.824105996,-0.513248099,-1.189640343,21.83252634
1029,24,0.6,-1.872216123,-0.450008255,0.151297165,18.23466382
1030,28,0.7,-1.904081944,-0.191614024,2.265284098,14.52684873
1031,32,0.8,-1.904426756,0.178549431,3.698186436,10.83894718
1032,36,0.9,-1.88706847,0.168779096,0.075879511,7.111843102
1033,40,1,-1.873750814,0.09874112,-0.567203202,3.52230052
1035,4,0.1,-4.124400672,-12.9857849,20,780.3598032
1036,8,0.2,-5.263413131,-9.846772426,20,592.7185127
1037,12,0.3,-6.103709057,-7.006476481,20,466.0560678
1038,16,0.4,-6.673715088,-4.436470434,20,377.7100908
1039,20,0.5,-6.999152708,-2.111032804,20,311.4893478
1040,24,0.6,-7.12504177,-0.434682947,15.50460795,256.0447497
1041,28,0.7,-7.157222903,-0.212639812,1.898620021,203.8876159
1042,32,0.8,-7.157135118,0.207396081,4.20123678,152.5985367
1043,36,0.9,-7.11965959,0.536628194,3.66707641,101.2426885
1044,40,1,-7.07622914,0.335335132,-1.578626121,50.19792879
1046,4,0.1,-9.63530468,-7.030252796,20,1197.347422
1047,8,0.2,-10.20757333,-4.457984132,20,1053.083871
1048,12,0.3,-10.53505825,-2.130499199,20,927.0156954
1049,16,0.4,-10.66186814,-0.433969514,15.69719788,809.4892164
1050,20,0.5,-10.7098629,-0.524418347,-1.384435878,694.3934444
1051,24,0.6,-10.7577432,-0.43468304,0.418550046,579.4076833
1052,28,0.7,-10.78992433,-0.212639682,1.898622273,463.4888193
1053,32,0.8,-10.78983654,0.207396051,4.201235231,347.0031128
1054,36,0.9,-10.74226151,0.735307455,5.754864319,230.4512752
1055,40,1,-10.68179346,0.478335749,-1.965036529,114.3488234
1057,4,0.1,-0.136400492,-12.8694767,20,413.0811781
1058,8,0.2,-1.264344762,-9.741532409,20,245.4391426
1059,12,0.3,-2.094625777,-6.911251377,20,146.9431212
1060,16,0.4,-2.655569941,-4.350307199,20,92.79026849
1061,20,0.5,-2.972808045,-2.03306909,20,64.81304406
1062,24,0.6,-3.094863891,-0.434683154,14.7633009,49.84208646
1063,28,0.7,-3.12704502,-0.212639535,1.898624901,38.98517924
1064,32,0.8,-3.126957233,0.207395844,4.201231655,29.14352923
1065,36,0.9,-3.103591599,0.259055996,0.750257868,19.23440292
1066,40,1,-3.082949404,0.155513329,-0.829004715,9.532197664
1068,4,0.1,8.981437064,-6.731776438,13.4454379,664.1312342
1069,8,0.2,8.364882868,-5.617869511,4.973527303,537.2443095
1070,12,0.3,7.846879879,-4.756543299,3.433232238,435.5889064
1071,16,0.4,7.41050541,-3.983822621,3.363462084,351.331743
1072,20,0.5,7.048936659,-3.259620429,3.626334406,280.4887455
1073,24,0.6,6.758016174,-2.57027641,3.984235349,220.1103606
1074,28,0.7,6.534593997,-1.909183506,4.376707273,167.7538865
1075,32,0.8,6.375781147,-1.277598178,4.727724768,121.3122083
1076,36,0.9,6.276962013,-0.708271691,4.705073538,78.91760907
1077,40,1,6.222669695,-0.38299504,2.709843333,38.90501959
1079,4,0.1,3.751326803,-2.340125814,-11.8477115,115.1918376
1080,8,0.2,3.521095656,-2.265736742,-1.558420752,94.94135465
1081,12,0.3,3.308797014,-1.984915681,0.685224186,77.39753367
1082,16,0.4,3.126000963,-1.676150553,1.259690775,62.50715807
1083,20,0.5,2.973733988,-1.374220293,1.496632839,49.91786127
1084,24,0.6,2.851057138,-1.084150395,1.673930489,39.17508648
1085,28,0.7,2.75681161,-0.80540515,1.84499716,29.85716738
1086,32,0.8,2.689814103,-0.538984581,1.994230631,21.5914596
1087,36,0.9,2.648124799,-0.298803856,1.984914201,14.04597053
1088,40,1,2.625220078,-0.161577292,1.143218429,6.924422419
1090,4,0.1,-9.82355388,-13.81438301,20,1957.570616
1091,8,0.2,-11.04141787,-10.596519,20,1668.231227
1092,12,0.3,-11.95306162,-7.684875237,20,1432.032103
1093,16,0.4,-12.58762583,-5.050311011,20,1228.099114
1094,20,0.5,-12.9714781,-2.66645872,20,1042.145149
1095,24,0.6,-13.12847684,-0.509459975,20,864.7759022
1096,28,0.7,-13.16285627,-0.183559461,2.915210807,690.1594487
1097,32,0.8,-13.16336679,0.167499005,3.505479432,516.8224771
1098,36,0.9,-13.11594799,0.770823363,6.507431631,343.4587539
1099,40,1,-13.05075817,0.53687151,-1.687620362,170.6247602
