,0,1,x1,x2,u,ctg
469,28,0.7,0.846418805,-0.267360518,1.285007146,2.827583233
470,32,0.8,0.824658798,-0.169470855,0.761296557,2.031420576
471,36,0.9,0.811624422,-0.092499302,0.639371776,1.319740211
472,40,1,0.804541822,-0.049863185,0.355535169,0.650405907
474,4,0.1,-9.535541077,0.650536436,20,920.3061447
475,8,0.2,-9.492971402,0.208227652,-3.997391087,826.9564035
476,12,0.3,-9.492810305,-0.198232518,-4.062990736,736.716643
477,16,0.4,-9.524616822,-0.433969523,-2.675435219,646.4813599
478,20,0.5,-9.572611576,-0.524418335,-1.384435668,555.538915
479,24,0.6,-9.620491879,-0.434683054,0.418549784,463.6194247
480,28,0.7,-9.65267301,-0.212639664,1.898622603,370.8757354
481,32,0.8,-9.652585219,0.207396045,4.201234989,277.6383997
482,36,0.9,-9.606373007,0.708497893,5.473140601,184.3347333
483,40,1,-9.548832309,0.446678984,-2.042782106,91.40058538
485,4,0.1,3.408848224,-7.448171274,20,149.1438421
486,8,0.2,2.796809376,-4.83613242,20,80.04834059
487,12,0.3,2.433338885,-2.472662007,19.99999922,46.83802112
488,16,0.4,2.23991284,-1.413508514,8.657274481,32.80282574
489,20,0.5,2.118384748,-1.023551518,2.684289041,25.41286789
490,24,0.6,2.028375306,-0.780684438,1.52857638,19.8416292
491,28,0.7,1.960772099,-0.574810371,1.382708596,15.10617189
492,32,0.8,1.913003686,-0.383741828,1.433001309,10.92157829
493,36,0.9,1.883329316,-0.212597496,1.414699616,7.104469936
494,40,1,1.867033493,-0.114946212,0.813554618,3.502336052
496,4,0.1,-0.425154242,-8.072507147,20,139.0105792
497,8,0.2,-1.096606503,-5.40105487,20,71.66445147
498,12,0.3,-1.513836469,-2.983824895,20,39.29051194
499,16,0.4,-1.70103659,-0.796624795,19.99999978,26.09560008
500,20,0.5,-1.766294121,-0.51324799,2.18119274,20.56746358
501,24,0.6,-1.81440425,-0.450008398,0.151294637,17.16045715
502,28,0.7,-1.846270075,-0.191613964,2.26528608,13.66577236
503,32,0.8,-1.84661489,0.178549312,3.698184617,10.19468565
504,36,0.9,-1.829459014,0.164797369,0.034039331,6.684436398
505,40,1,-1.816468252,0.096161614,-0.556449933,3.310352148
507,4,0.1,2.928801701,-3.842416354,19.99999985,80.39414086
508,8,0.2,2.632426991,-2.113881952,14.32159692,55.05209805
509,12,0.3,2.449332169,-1.557289478,3.734976526,42.62838859
510,16,0.4,2.308894751,-1.256471676,1.603803839,34.13425975
511,20,0.5,2.19535017,-1.018387348,1.245397472,27.21168277
512,24,0.6,2.10455695,-0.801097941,1.264961864,21.34725254
513,28,0.7,2.034940004,-0.5946807,1.368002954,16.26833403
514,32,0.8,1.985475669,-0.397885362,1.473310037,11.76435091
515,36,0.9,1.954700716,-0.220568488,1.465419207,7.653071307
516,40,1,1.937793172,-0.119270429,0.843905138,3.772828691
518,4,0.1,-3.664059419,-1.062457823,20,148.139776
519,8,0.2,-3.705712203,0.208227597,12.29032637,131.5856279
520,12,0.3,-3.705551105,-0.198232448,-4.062989475,117.0547056
521,16,0.4,-3.737357624,-0.433969622,-2.675436923,103.2017611
522,20,0.5,-3.785352376,-0.524418206,-1.384433369,89.00979966
523,24,0.6,-3.833232682,-0.434683236,0.41854664,74.39630931
524,28,0.7,-3.865413809,-0.212639423,1.898626865,59.5128111
525,32,0.8,-3.865326023,0.207395715,4.201229237,44.50814774
526,36,0.9,-3.839375325,0.309909963,1.284649457,29.43613785
527,40,1,-3.814558096,0.188458467,-0.96634267,14.59103916
529,4,0.1,-10.84427896,-13.88732429,20,2232.34284
530,8,0.2,-12.06908424,-10.66251899,20,1919.886678
531,12,0.3,-12.98700871,-7.744594497,20,1658.534572
532,16,0.4,-13.62725596,-5.104347232,20,1427.893433
533,20,0.5,-14.01625046,-2.715352716,20,1214.136967
534,24,0.6,-14.17790208,-0.553701091,20,1008.30855
535,28,0.7,-14.2144567,-0.18355946,3.33587003,804.9890577
536,32,0.8,-14.21496723,0.167499004,3.50547941,602.8489442
537,36,0.9,-14.16754842,0.770823377,6.507431791,400.6941531
538,40,1,-14.10133746,0.556959685,-1.476527295,199.1688228
540,4,0.1,8.458570988,-3.934999259,-19.99999992,580.7523879
541,8,0.2,8.017073261,-4.879220879,-13.85719347,491.7207456
542,12,0.3,7.549923867,-4.470576611,-0.585051272,402.6803765
543,16,0.4,7.136234883,-3.814141818,2.427458096,325.6912595
544,20,0.5,6.789348154,-3.134911383,3.323437062,260.1882706
545,24,0.6,6.509415357,-2.474745487,3.802330987,204.2101267
546,28,0.7,6.29426983,-1.838762995,4.208369658,155.6409846
547,32,0.8,6.141309885,-1.230570757,4.552322927,112.5535506
548,36,0.9,6.046127451,-0.682215653,4.531726699,73.21994093
549,40,1,5.993832368,-0.36890694,2.610136304,36.09618285
551,4,0.1,0.612628852,-9.211251953,20,162.7225531
552,8,0.2,-0.167189305,-6.43143378,20,75.50007647
553,12,0.3,-0.682472788,-3.916150285,20,32.10878374
554,16,0.4,-0.9583954,-1.64022768,19.99999993,14.30678158
555,20,0.5,-1.065130195,-0.513248092,10.20244793,8.697913007
556,24,0.6,-1.113240322,-0.450008269,0.151296956,6.779537351
557,28,0.7,-1.145106144,-0.191614022,2.265284256,5.337611439
558,32,0.8,-1.148458162,0.119391111,3.076531144,3.96396986
559,36,0.9,-1.137288714,0.104250152,-0.039715109,2.583434254
560,40,1,-1.129090251,0.060449015,-0.356026737,1.279132653
562,4,0.1,0.229754718,-0.304479173,7.356555828,1.386891743
563,8,0.2,0.207564902,-0.142024285,1.402650717,0.970802378
564,12,0.3,0.190500235,-0.198330761,-0.733711426,0.897711147
565,16,0.4,0.158695731,-0.433834918,-2.673086618,0.819394054
566,20,0.5,0.110698205,-0.52460305,-1.387656587,0.570270023
567,24,0.6,0.0628217,-0.434429681,0.422968649,0.273179616
568,28,0.7,0.030635353,-0.212987344,1.892559906,0.07960939
569,32,0.8,0.017799252,-0.046508867,1.536423748,0.015398341
570,36,0.9,0.014952179,-0.011023897,0.326378985,0.001115464
571,40,1,0.014187495,-0.004380506,0.058787059,0.000237753
573,4,0.1,6.018290029,-9.471993551,20,364.5018542
574,8,0.2,5.213659028,-6.667362542,20,236.5633775
575,12,0.3,4.675923952,-4.129627501,19.99999965,162.9274137
576,16,0.4,4.340453438,-2.605185919,11.88971067,122.0093257
577,20,0.5,4.112786238,-1.958927249,4.185914713,95.67596988
578,24,0.6,3.939695089,-1.51037044,2.754656589,74.83595387
579,28,0.7,3.808740646,-1.115301803,2.641141941,56.99559694
580,32,0.8,3.716026027,-0.745158604,2.774285797,41.21031537
581,36,0.9,3.65839907,-0.412916969,2.74614679,26.80772128
582,40,1,3.626748056,-0.223263667,1.580022884,13.21563049
584,4,0.1,4.373171393,-7.9315375,20,210.0351773
585,8,0.2,3.715134167,-5.27350026,20,126.0012621
586,12,0.3,3.310042626,-2.868408741,19.99999978,82.38923525
587,16,0.4,3.075764622,-1.834382251,7.997484854,61.2050844
588,20,0.5,2.915118833,-1.386005224,2.877312387,48.05999934
589,24,0.6,2.792577907,-1.070077877,1.933864203,37.59967641
590,28,0.7,2.699783977,-0.790460242,1.868237052,28.63741923
591,32,0.8,2.634070709,-0.528175798,1.965711757,20.70630676
592,36,0.9,2.59322375,-0.292687522,1.946413174,13.46968848
593,40,1,2.570788551,-0.158256601,1.119957225,6.640270449
595,4,0.1,-0.51480276,0.014505121,16.66307827,5.935132827
596,8,0.2,-0.503724597,0.203902053,2.004750951,4.28160966
597,12,0.3,-0.503474513,-0.192298143,-3.959501118,3.966200012
598,16,0.4,-0.535403128,-0.442111304,-2.817417765,3.597346605
599,20,0.5,-0.58323037,-0.51324812,-1.189640574,3.075538476
600,24,0.6,-0.631340497,-0.450008237,0.151297554,2.464880955
601,28,0.7,-0.66320632,-0.191614071,2.265283439,1.863668263
602,32,0.8,-0.669926421,0.053133605,2.380275743,1.361452143
603,36,0.9,-0.664399558,0.057333661,0.09726919,0.881498991
604,40,1,-0.659852906,0.0339884,-0.187986092,0.436737763
606,4,0.1,-2.549025227,0.176394432,19.99999985,71.49238489
607,8,0.2,-2.529937061,0.20489396,0.475876934,62.96374032
608,12,0.3,-2.529707376,-0.193658811,-3.983230853,56.52004495
609,16,0.4,-2.561607996,-0.440244506,-2.784863148,50.00379117
610,20,0.5,-2.609473645,-0.515809276,-1.234304196,43.20936311
611,24,0.6,-2.657531076,-0.446494407,0.212574382,36.12633366
612,28,0.7,-2.689469193,-0.196434894,2.181213955,28.86427904
613,32,0.8,-2.689714811,0.185163621,3.813528978,21.56865936
614,36,0.9,-2.669211158,0.224257985,0.595980172,14.22709301
615,40,1,-2.651358731,0.134289769,-0.721157888,7.050337205
617,4,0.1,4.57552491,-12.95171781,20,405.8958083
618,8,0.2,3.439754364,-9.81594725,20,215.2133857
619,12,0.3,2.602391841,-6.978584712,20,105.0286552
620,16,0.4,2.035040062,-4.411232926,20,47.55556736
621,20,0.5,1.712004106,-2.088197007,19.99999963,21.95520338
622,24,0.6,1.565229249,-0.867639363,10.73782788,12.66367865
623,28,0.7,1.497421739,-0.494725056,3.051067965,8.884433246
624,32,0.8,1.457637756,-0.30413065,1.508104229,6.350863424
625,36,0.9,1.434324428,-0.164463313,1.163540083,4.122288253
626,40,1,1.421740086,-0.08848953,0.633894422,2.031184381
628,4,0.1,1.16935408,-9.554178795,20,171.7804642
629,8,0.2,0.356902119,-6.741726818,20,77.1307428
630,12,0.3,-0.18790965,-4.196915036,20,29.55248319
631,16,0.4,-0.490550561,-1.894274132,19.99999994,9.90307733
632,20,0.5,-0.609776017,-0.513248247,12.61800429,4.074163002
633,24,0.6,-0.657886142,-0.450008073,0.151300495,2.642842287
634,28,0.7,-0.689751967,-0.19161428,2.265279675,2.007406387
635,32,0.8,-0.696286548,0.056783388,2.418630874,1.469275118
636,36,0.9,-0.690448863,0.059918068,0.08972364,0.951986932
637,40,1,-0.68570105,0.035445991,-0.197242637,0.471636872
639,4,0.1,8.614711167,-5.73343089,-13.89575173,606.5101264
640,8,0.2,8.065197222,-5.264659565,-0.807426207,498.4591886
641,12,0.3,7.574571633,-4.55960124,2.144327358,405.6918823
642,16,0.4,7.155197141,-3.839881911,3.003448376,327.5047928
643,20,0.5,6.806476316,-3.146095777,3.450653081,261.51815
644,24,0.6,6.525644994,-2.481603684,3.83660771,205.2325765
645,28,0.7,6.309922479,-1.84348023,4.224009391,156.4165793
646,32,0.8,6.156573583,-1.233659664,4.564716711,113.113827
647,36,0.9,6.06115276,-0.683917652,4.543211884,73.58432932
648,40,1,6.008727268,-0.369826173,2.61665987,36.27580932
650,4,0.1,-3.920227178,-7.225292684,20,326.7870422
651,8,0.2,-4.511056324,-4.634463522,20,257.2140066
652,12,0.3,-4.855335477,-2.290184358,20,213.3861254
653,16,0.4,-4.989996584,-0.433969528,17.21553724,182.5668984
654,20,0.5,-5.037991338,-0.524418331,-1.38443558,155.9966293
655,24,0.6,-5.085871641,-0.434683066,0.41854963,130.3306747
656,28,0.7,-5.118052772,-0.212639653,1.898622824,104.274759
657,32,0.8,-5.117964982,0.207396022,4.201234641,78.0170554
658,36,0.9,-5.087628706,0.396183569,2.191238239,51.69222487
659,40,1,-5.055728546,0.244349767,-1.199336423,25.62728998
661,4,0.1,3.048069914,-3.913293863,19.99999985,86.29185621
662,8,0.2,2.744579222,-2.185314841,14.24488329,59.68725718
663,12,0.3,2.554764985,-1.620383835,3.751167692,46.36435763
664,16,0.4,2.408511838,-1.309853741,1.642769479,37.14153343
665,20,0.5,2.290116813,-1.062174075,1.292846405,29.61139387
666,24,0.6,2.195414539,-0.835646248,1.318255526,23.23018783
667,28,0.7,2.122794258,-0.620347094,1.426788729,17.70334919
668,32,0.8,2.071194861,-0.415061693,1.536860045,12.80208459
669,36,0.9,2.039091354,-0.230090775,1.528674112,8.328150532
670,40,1,2.021453881,-0.124419579,0.880337224,4.105630994
672,4,0.1,4.822868513,-8.620907443,20,253.6154127
673,8,0.2,4.099229063,-5.897267986,20,154.0353068
674,12,0.3,3.634778174,-3.432817138,19.99999959,100.4538582
675,16,0.4,3.361033494,-2.064871742,10.94200717,73.4580124
676,20,0.5,3.181959572,-1.525593184,3.602046351,57.29913334
677,24,0.6,3.047455004,-1.17041679,2.206718264,44.78195837
678,28,0.7,2.946034157,-0.863120911,2.058750313,34.10075287
679,32,0.8,2.874293808,-0.576462901,2.149176617,24.65546565
680,36,0.9,2.829714587,-0.319405108,2.124785712,16.03849648
681,40,1,2.805231641,-0.172698499,1.222236636,7.906618645
683,4,0.1,-2.46970632,-2.051901591,20,79.33277368
684,8,0.2,-2.568222214,0.046614283,19.9999998,67.02302423
685,12,0.3,-2.575705466,-0.192298114,-2.463956488,58.42508604
686,16,0.4,-2.607634081,-0.442111324,-2.81741825,51.72349343
687,20,0.5,-2.655461322,-0.513248081,-1.189639976,44.68858628
688,24,0.6,-2.703571448,-0.450008272,0.151296821,37.36661164
689,28,0.7,-2.73543727,-0.19161401,2.265284404,29.85469116
690,32,0.8,-2.735782075,0.178549534,3.698187383,22.30970061
691,36,0.9,-2.715513161,0.226037417,0.677567977,14.72493416
692,40,1,-2.697494685,0.135835227,-0.721837136,7.297534028
694,4,0.1,-4.185752218,-3.796174513,20,231.8642678
695,8,0.2,-4.450257625,-1.531669097,20,197.9328052
696,12,0.3,-4.535340036,-0.192298244,12.54288441,173.7820021
697,16,0.4,-4.567268648,-0.442111143,-2.817415101,152.3890945
698,20,0.5,-4.615095892,-0.513248316,-1.18964418,131.2940002
699,24,0.6,-4.663206013,-0.450007945,0.151302496,109.72439
700,28,0.7,-4.695071841,-0.191614439,2.265276794,87.77627806
701,32,0.8,-4.695416636,0.178550152,3.698197956,65.67020498
702,36,0.9,-4.668286893,0.361004312,2.095839029,43.5230041
703,40,1,-4.639187842,0.223271868,-1.086333932,21.57781477
705,4,0.1,-4.559133746,-8.79910415,20,484.1731795
706,8,0.2,-5.299730854,-6.058507024,20,383.9632451
707,12,0.3,-5.779525664,-3.578712199,20,317.1705906
708,16,0.4,-6.023336796,-1.334901058,20,268.9604927
709,20,0.5,-6.115059656,-0.513248079,7.299301187,228.8979457
710,24,0.6,-6.163169782,-0.450008267,0.15129686,190.9741685
711,28,0.7,-6.195035604,-0.191614015,2.265284307,152.7868849
712,32,0.8,-6.195380407,0.178549577,3.69818788,114.3460453
713,36,0.9,-6.162999241,0.464311838,3.181434274,75.86304395
714,40,1,-6.125418798,0.29019844,-1.365329538,37.6142912
716,4,0.1,3.914541849,-1.657539279,-19.99999942,125.941939
717,8,0.2,3.719684626,-2.230064687,-7.673826316,105.8708647
718,12,0.3,3.504900052,-2.068322057,-0.530419437,86.76718446
719,16,0.4,3.313264061,-1.769379302,1.073067643,70.20349723
720,20,0.5,3.152295371,-1.455229462,1.531811501,56.08931801
721,24,0.6,3.02234075,-1.148966484,1.763083572,44.02292688
722,28,0.7,2.922451887,-0.853730559,1.953470611,33.55271697
723,32,0.8,2.851432847,-0.571355708,2.113558112,24.26405583
724,36,0.9,2.80723946,-0.316754671,2.104076507,15.78460357
725,40,1,2.782958699,-0.171284656,1.211892528,7.78154097
727,4,0.1,0.754613068,-14.00446494,20,469.0482155
728,8,0.2,-0.481339613,-10.76851224,20,270.3537365
729,12,0.3,-1.40935068,-7.840501153,20,152.1611929
730,16,0.4,-2.058724652,-5.191127165,20,86.70146521
731,20,0.5,-2.455977355,-2.793874453,20,53.51531677
732,24,0.6,-2.625101302,-0.624750533,19.99999973,37.67775754
733,28,0.7,-2.665149204,-0.183559458,4.011431726,28.39628752
734,32,0.8,-2.66565973,0.167498941,3.505478738,21.17911525
735,36,0.9,-2.646297981,0.218879841,0.707426488,13.98387565
736,40,1,-2.628833781,0.131854344,-0.695612963,6.930572001
738,4,0.1,-1.279800484,0.609527933,13.41177485,20.04045012
739,8,0.2,-1.239466943,0.203902197,-3.652921944,17.13165802
740,12,0.3,-1.239216853,-0.192298155,-3.959502622,15.48708441
741,16,0.4,-1.271145468,-0.44211129,-2.817417497,13.83605912
742,20,0.5,-1.318972709,-0.513248118,-1.189640698,11.98509672
743,24,0.6,-1.367082836,-0.450008238,0.151297536,9.974907856
744,28,0.7,-1.398948658,-0.191614047,2.2652837,7.903370506
745,32,0.8,-1.400526541,0.154292238,3.443284017,5.883939666
746,36,0.9,-1.386384856,0.128963532,-0.111870211,3.839377955
747,40,1,-1.376262791,0.074387222,-0.444542456,1.900620819
749,4,0.1,1.717188468,-1.001691502,-7.997581335,24.25548497
750,8,0.2,1.615821506,-1.025255076,-1.249305363,19.98355634
751,12,0.3,1.519239003,-0.908343206,0.203293665,16.3137254
752,16,0.4,1.435484614,-0.769065469,0.55523349,13.18034424
753,20,0.5,1.365599587,-0.630936837,0.682436046,10.52672504
754,24,0.6,1.30927167,-0.497839421,0.767694987,8.261452923
755,28,0.7,1.265993555,-0.369855585,0.847057216,6.29646975
756,32,0.8,1.235227036,-0.247513492,0.915755741,4.553349384
757,36,0.9,1.216082376,-0.137217671,0.911511603,2.962107581
758,40,1,1.205563994,-0.074200096,0.524991925,1.46026828
760,4,0.1,5.887231364,-6.777777631,20,306.5000601
761,8,0.2,5.338988896,-4.22953536,19.99999803,223.9022973
762,12,0.3,4.970995474,-3.148349834,7.131921049,175.5085259
763,16,0.4,4.686684958,-2.54786687,3.161724472,140.6313017
764,20,0.5,4.456357898,-2.066692562,2.508472489,112.1246777
765,24,0.6,4.272087744,-1.626053286,2.563691211,87.96287171
766,28,0.7,4.130777434,-1.207133743,2.776092336,67.03522616
767,32,0.8,4.030369928,-0.807672945,2.990532916,48.47619864
768,36,0.9,3.967899342,-0.447736715,2.97465644,31.53526486
769,40,1,3.933578344,-0.24210978,1.713059376,15.5463286
771,4,0.1,3.933869593,-5.490470803,20,146.6053581
772,8,0.2,3.508130568,-3.064731941,19.99999837,98.98475849
773,12,0.3,3.249753285,-2.118580274,6.877743848,75.28519687
774,16,0.4,3.060371273,-1.676427954,2.527703072,59.99940127
775,20,0.5,2.909227491,-1.351856304,1.734278687,47.79117185
776,24,0.6,2.788774625,-1.062030634,1.693728036,37.48501317
777,28,0.7,2.696495698,-0.788112449,1.816392582,28.56549662
778,32,0.8,2.630944545,-0.527257473,1.953038225,20.65678993
779,36,0.9,2.590163516,-0.292278774,1.941976699,13.43784849
780,40,1,2.567759102,-0.158046328,1.118280329,6.624618204
782,4,0.1,-9.380530625,-7.921929642,20,1207.857484
783,8,0.2,-10.03765354,-5.264806707,20,1055.10616
784,12,0.3,-10.44191778,-2.860542452,20,924.6334818
785,16,0.4,-10.61738602,-0.685074196,20,805.4171318
786,20,0.5,-10.67715897,-0.513248081,1.120531654,690.2189191
787,24,0.6,-10.7252691,-0.450008263,0.151296916,575.9474938
788,28,0.7,-10.75713492,-0.19161402,2.26528422,460.7134746
789,32,0.8,-10.75747973,0.178549589,3.698188055,344.9351494
790,36,0.9,-10.70966165,0.767989543,6.372580283,229.1115164
791,40,1,-10.64700127,0.48985286,-2.154763042,113.6218069
793,4,0.1,8.168464165,-5.448257592,-12.73815542,545.3064412
794,8,0.2,7.646731272,-4.993970465,-0.67445767,448.0878205
795,12,0.3,7.181418627,-4.323455797,2.052020241,364.6733059
796,16,0.4,6.78378134,-3.640667849,2.851506614,294.3872085
797,20,0.5,6.453155754,-2.982806417,3.272358449,235.0724013
798,24,0.6,6.186900898,-2.35278924,3.637623213,184.4785064
799,28,0.7,5.982376185,-1.747786702,4.004778258,140.598985
800,32,0.8,5.836987528,-1.169620942,4.327771021,101.6752105
801,36,0.9,5.74651996,-0.64841572,4.307376542,66.14312599
802,40,1,5.696815858,-0.350628615,2.480830024,32.60742393
804,4,0.1,-1.406253426,0.770023082,10.26033305,23.26463877
805,8,0.2,-1.35802885,0.2039022,-5.178963063,20.16778236
806,12,0.3,-1.35777876,-0.192298157,-3.959502677,18.1478556
807,16,0.4,-1.389707375,-0.442111288,-2.817417461,16.18892555
808,20,0.5,-1.437534617,-0.513248119,-1.189640719,14.02248736
809,24,0.6,-1.485644743,-0.450008238,0.151297547,11.68548173
810,28,0.7,-1.517510565,-0.191614045,2.26528371,9.275719558
811,32,0.8,-1.518259837,0.170592828,3.614576013,6.910507749
812,36,0.9,-1.502729951,0.140506248,-0.145566944,4.510967105
813,40,1,-1.491709441,0.080897275,-0.485884627,2.232921844
815,4,0.1,-3.112980354,-0.311048647,20,105.7080513
816,8,0.2,-3.117730893,0.207398519,5.136966261,93.92065331
817,12,0.3,-3.117552737,-0.197094975,-4.043153384,84.02545113
818,16,0.4,-3.149382658,-0.435530188,-2.702651343,74.18573419
819,20,0.5,-3.197345303,-0.522277155,-1.347096106,64.04091489
820,24,0.6,-3.245269659,-0.437620679,0.367321198,53.53605114
821,28,0.7,-3.277390349,-0.208609341,1.968906472,42.8120895
822,32,0.8,-3.27738548,0.201866596,4.10480806,32.00790118
823,36,0.9,-3.253824252,0.268251727,0.899463595,21.14164822
824,40,1,-3.232410415,0.161798942,-0.850389477,10.4782718
826,4,0.1,5.321813128,-4.459892243,19.99999742,237.3130363
827,8,0.2,4.929223344,-3.409408586,6.578938729,187.100703
828,12,0.3,4.618234279,-2.820191364,2.78228157,150.9629811
829,16,0.4,4.360199801,-2.348360722,2.137961642,121.6427085
830,20,0.5,4.147205005,-1.918695091,2.166708363,97.0937137
831,24,0.6,3.975989772,-1.512380368,2.350994888,76.18954037
832,28,0.7,3.844530947,-1.123280046,2.576414971,58.06611544
833,32,0.8,3.751093379,-0.751663884,2.781785945,41.99074961
834,36,0.9,3.692954141,-0.416702635,2.768220112,27.31635781
835,40,1,3.661011963,-0.22532995,1.594305062,13.46649122
837,4,0.1,-7.200793623,-2.574977259,20,565.1399953
838,8,0.2,-7.349086746,-0.426684125,20,504.6580586
839,12,0.3,-7.379946973,-0.194391316,2.014325826,448.4669232
840,16,0.4,-7.411832521,-0.439239516,-2.76733748,393.9452304
841,20,0.5,-7.459718848,-0.517188092,-1.258349032,338.7787469
842,24,0.6,-7.50774791,-0.444602701,0.245563299,282.8559409
843,28,0.7,-7.539724948,-0.199030252,2.135954104,226.2916892
844,32,0.8,-7.539917165,0.188724409,3.875624442,169.3818123
845,36,0.9,-7.502219475,0.559058183,4.080314637,112.4207423
846,40,1,-7.456891207,0.350974654,-1.627552614,55.74165432
848,4,0.1,9.049765758,-1.700206923,-20,674.4790398
849,8,0.2,8.791221317,-3.441662478,-19.99999996,587.6900759
850,12,0.3,8.389750053,-4.568977341,-15.28786126,496.5594631
851,16,0.4,7.953276075,-4.167197444,-0.346940814,404.1274097
852,20,0.5,7.571563191,-3.478536016,3.06948544,323.506673
853,24,0.6,7.260409397,-2.756570619,4.10811603,254.0307823
854,28,0.7,7.020659891,-2.050190527,4.66630586,193.634173
855,32,0.8,6.850093528,-1.372430862,5.071933017,140.0323545
856,36,0.9,6.74393562,-0.760917474,5.053554805,91.09638414
857,40,1,6.685607363,-0.411470815,2.911184013,44.909029
859,4,0.1,5.556174954,-4.519341956,19.99998973,257.6826419
860,8,0.2,5.154221475,-3.536112057,5.812764191,204.3871121
861,12,0.3,4.830715775,-2.943870995,2.687353617,165.1480835
862,16,0.4,4.561163161,-2.455322392,2.189959895,133.1097828
863,20,0.5,4.338425906,-2.006895263,2.256898731,106.2529857
864,24,0.6,4.159331934,-1.582063509,2.457377828,83.37794985
865,28,0.7,4.021814554,-1.175066255,2.694798738,63.54478923
866,32,0.8,3.924068982,-0.786323157,2.909975268,45.95270652
867,36,0.9,3.863248896,-0.435917676,2.895853951,29.89374526
868,40,1,3.829833792,-0.235720482,1.667820889,14.73709915
870,4,0.1,1.29260367,-1.05599484,5.367176517,13.98795648
871,8,0.2,1.199030478,-0.819411385,1.430102643,11.05797421
872,12,0.3,1.124065631,-0.682172499,0.622740387,8.938639133
873,16,0.4,1.061087865,-0.579100397,0.400943362,7.207817244
874,20,0.5,1.005807104,-0.52737674,-0.035571045,5.745748739
875,24,0.6,0.957987659,-0.430624445,0.489328499,4.455968255
876,28,0.7,0.922407924,-0.283423197,1.116215131,3.351593277
877,32,0.8,0.899164913,-0.183108639,0.77071548,2.41419851
878,36,0.9,0.885053115,-0.100503845,0.684929952,1.569202183
879,40,1,0.877354512,-0.054239164,0.385660776,0.773436498
881,4,0.1,-10.67784398,-10.53022249,20,1748.322088
882,8,0.2,-11.58317878,-7.624887674,20,1521.420151
883,12,0.3,-12.21203441,-4.99603202,20,1327.111208
884,16,0.4,-12.59072136,-2.61734506,20,1151.017087
885,20,0.5,-12.74553573,-0.51399242,19.48538268,983.640328
886,24,0.6,-12.79363054,-0.448987054,0.169105541,819.029058
887,28,0.7,-12.82551737,-0.193015063,2.240851595,655.1503432
888,32,0.8,-12.82583335,0.180471775,3.731708615,490.5940854
889,36,0.9,-12.77794578,0.767497464,6.349132575,325.9898859
890,40,1,-12.7133105,0.529179419,-1.736827668,161.9233777
892,4,0.1,1.705259644,-6.325550077,20,73.07809939
893,8,0.2,1.200052328,-3.820342755,20,28.15760515
894,12,0.3,0.933247005,-1.553537501,19.99999931,10.1224608
895,16,0.4,0.822942942,-0.66731171,7.759217286,4.8380322
896,20,0.5,0.763325107,-0.527376867,0.803170076,3.414464931
897,24,0.6,0.715505669,-0.430624153,0.489332762,2.550447942
898,28,0.7,0.682503742,-0.232712378,1.649098474,1.851865185
899,32,0.8,0.663942673,-0.140053072,0.740982366,1.318301148
900,36,0.9,0.653232385,-0.07523283,0.541099548,0.855121138
901,40,1,0.647478555,-0.040423826,0.290551746,0.421284667
903,4,0.1,-9.254206901,-6.967219573,20,1114.32916
904,8,0.2,-9.820477143,-4.400949313,20,978.1466664
905,12,0.3,-10.14253448,-2.078891961,20,860.3365402
906,16,0.4,-10.26680702,-0.433969513,15.20649915,751.1437427
907,20,0.5,-10.31480177,-0.524418349,-1.384435909,644.3918988
908,24,0.6,-10.36268207,-0.434683038,0.418550086,537.7121653
909,28,0.7,-10.3948632,-0.212639685,1.89862222,430.1371603
910,32,0.8,-10.39477541,0.207396052,4.201235269,322.0207399
911,36,0.9,-10.34720039,0.735307279,5.754862462,213.838119
912,40,1,-10.28711597,0.470789039,-2.044338188,106.067294
914,4,0.1,-4.430319625,0.769409519,-2.191504501,201.5023225
915,8,0.2,-4.382082317,0.204746135,-5.164260759,181.258586
916,12,0.3,-4.38184959,-0.193455995,-3.979694028,161.8806716
917,16,0.4,-4.413754381,-0.440522744,-2.789715398,142.5634508
918,20,0.5,-4.461614306,-0.515427537,-1.227647176,122.8492502
919,24,0.6,-4.50967959,-0.447018123,0.203441297,102.6700468
920,28,0.7,-4.541606931,-0.195716363,2.193744187,82.1328047
921,32,0.8,-4.54186733,0.184177866,3.796338298,61.44424372
922,36,0.9,-4.514938205,0.35161449,1.943657489,40.70970246
923,40,1,-4.486627028,0.216854671,-1.064486422,20.1825137
925,4,0.1,5.765436455,-12.48119473,20,448.6235007
926,8,0.2,4.6744421,-9.390200359,20,257.6030213
927,12,0.3,3.87759475,-6.593352997,20,145.5767496
928,16,0.4,3.346902616,-4.062660866,19.99999997,85.0687048
929,20,0.5,3.05127374,-1.886185203,18.80846787,55.36173437
930,24,0.6,2.897444698,-1.201800139,5.305560225,40.724976
931,28,0.7,2.795767834,-0.837802758,2.623205169,30.7447218
932,32,0.8,2.72657812,-0.550774524,2.178385206,22.19208453
933,36,0.9,2.684054171,-0.303819689,2.044308862,14.43077689
934,40,1,2.660773239,-0.164126777,1.164119799,7.113427704
936,4,0.1,1.734699233,-9.984397137,20,190.1078385
937,8,0.2,0.881306584,-7.131004471,20,85.41047085
938,12,0.3,0.299450147,-4.549148023,20,31.78254478
939,16,0.4,-0.036710164,-2.212987717,19.99999995,8.998126654
