,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
0,0,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,194.9666329,282.9609292,0,484.8822,4702.5459,-20
1,0.1,209.9687,223.5145,235.3111,245.1978,253.1618,259.3241,263.9054,267.1828,269.4487,270.9791,272.0151,272.7556,273.3587,273.9473,274.6161,275.436,276.4581,277.7143,279.2189,280.9713,460.8620014,263.849739,484.8822,481.287,4217.6637,-34.7259
2,0.2,417.0163,380.9061,351.2645,327.4254,308.8909,295.11,285.4085,279.0169,275.1432,273.0492,272.1044,271.8095,271.7932,271.7931,271.6315,271.194,270.4146,269.2672,267.7607,265.9344,263.9393742,267.4840194,966.1692,372.7241,3736.3767,-0.09
3,0.3,271.0493,277.36,282.3789,285.8165,287.6139,287.9206,287.0344,285.3256,283.1642,280.8652,278.6591,276.6844,274.999,273.6006,272.449,271.4862,270.6497,269.8806,269.1267,268.3418,203.7787112,302.6060074,1338.8933,398.2594,3363.6526,-8.5294
4,0.4,218.589,231.9872,243.6502,253.3853,261.1473,267.0285,271.2306,274.0277,275.7292,276.6518,277.1,277.3565,277.6789,278.2981,279.4153,281.1965,283.7644,287.1912,291.4962,296.6528,366.3715349,245.0354308,1737.1527,413.4708,2965.3932,-30.7715
5,0.5,345.2143,327.1125,312.0304,299.9377,290.7072,284.0745,279.6526,276.9792,275.5731,274.9815,274.8068,274.7133,274.4194,273.6855,272.3066,270.113,266.9816,262.8523,257.7417,251.7473,334.6791423,211.4946439,2150.6235,418.8035,2551.9224,-15.1755
6,0.6,324.6542,316.0933,308.7205,302.3325,296.783,291.964,287.7866,284.1614,280.9824,278.1155,275.3934,272.616,269.557,265.975,261.631,256.3081,249.8343,242.103,233.0871,222.8422,245.5073633,264.7757458,2569.427,481.7329,2133.1189,-8.836
7,0.7,253.9068,261.4135,267.7104,272.5987,276.0156,278.0246,278.7847,278.5117,277.4419,275.8057,273.8141,271.6566,269.5051,267.5171,265.8348,264.5744,263.8094,263.5511,263.734,264.2129,319.8971432,203.6145634,3051.1599,508.3136,1651.386,-24.4254
8,0.8,310.3403,302.0612,295.066,289.328,284.7604,281.2115,278.4778,276.3262,274.5166,272.8159,271.0029,268.8637,266.1846,262.747,258.3309,252.7289,245.7705,237.3495,227.4482,216.1469,323.4364307,234.3440853,3559.4735,557.9886,1143.0724,-22.9885
9,0.9,314.6681,307.0899,300.5326,294.8567,289.9371,285.6531,281.884,278.5081,275.4059,272.4654,269.5878,266.6943,263.7291,260.6601,257.4734,254.1634,250.7176,247.1018,243.2467,239.0428,303.781844,174.9166537,4117.4621,585.0838,585.0838,-20.3969
0,0,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,272.3651022,426.9791499,0,392.4101,4314.2407,-20
1,0.1,272.4943,272.611,272.7177,272.8209,272.9335,273.0803,273.3043,273.6773,274.3125,275.3803,277.1234,279.8673,284.0214,290.0644,298.5149,309.8895,324.6657,343.2688,366.1135,393.7264,175.268805,365.5338817,392.4101,276.0425,3921.8306,-20.9697
2,0.2,194.0691,211.1723,226.2088,238.9908,249.5342,258.0403,264.8501,270.3851,275.0889,279.3793,283.6161,288.0845,292.9934,298.4873,304.6689,311.6317,319.4972,328.4548,338.7983,350.9587,426.5300066,325.3295732,668.4526,263.5694,3645.7881,-37.1597
3,0.3,390.6795,360.7286,336.1226,316.595,301.8808,291.5765,285.1154,281.8182,280.9741,281.9192,284.0884,287.0376,290.4425,294.0835,297.8304,301.6323,305.5158,309.5888,314.046,319.1704,284.0959358,201.4487612,932.022,209.6048,3382.2187,-4.8735
4,0.4,286.5056,288.7548,290.5138,291.588,291.9347,291.6444,290.8927,289.8773,288.7567,287.5984,286.3471,284.8127,282.6802,279.5384,274.9284,268.4072,259.6223,248.3844,234.7243,218.9153,297.0012971,188.6385631,1141.6268,399.7804,3172.6139,-6.1556
5,0.5,294.3736,292.2227,290.4518,288.9665,287.6699,286.4597,285.2276,283.8572,282.2231,280.1888,277.6046,274.3076,270.124,264.876,258.3922,250.5231,241.158,230.2413,217.7841,203.8681,189.9111136,327.3703245,1541.4072,524.9166,2772.8335,-12.7903
6,0.6,207.7034,223.7933,237.715,249.1876,258.1352,264.6689,269.0427,271.6032,272.7455,272.8864,272.4548,271.8948,271.6705,272.2616,274.1417,277.7371,283.3738,291.228,301.3011,313.434,320.6848126,201.5707515,2066.3238,509.1116,2247.9169,-36.1311
7,0.7,308.6408,298.1197,289.3247,282.3719,277.2422,273.7757,271.6991,270.6705,270.3241,270.3002,270.2557,269.8578,268.7704,266.6455,263.1293,257.8893,250.6602,241.2977,229.8255,216.4557,228.5358838,195.4249317,2575.4354,612.8819,1738.8053,-28.6743
8,0.8,238.0908,246.5915,253.7906,259.5487,263.8462,266.7684,268.4694,269.1282,268.9073,267.9222,266.2264,263.8092,260.6063,256.516,251.4196,245.2022,237.7703,229.0666,219.0785,207.8396,269.862945,405.3123511,3188.3173,656.607,1125.9234,-37.4316
9,0.9,268.8592,267.9047,267.0889,266.4592,266.0163,265.7243,265.5334,265.4118,265.382,265.5557,266.1631,267.5699,270.2748,274.8816,282.0437,292.3871,306.4311,324.5364,346.914,373.7285,214.5739779,198.9981883,3844.9243,469.3164,469.3164,-40.3257
0,0,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,177.9609899,404.278019,0,451.0432,3923.8547,-20
1,0.1,196.1214,212.5878,226.9722,239.0594,248.8283,256.4365,262.1824,266.4573,269.7048,272.3932,275.0046,278.0339,281.9917,287.4002,294.7778,304.6126,317.3347,333.3054,352.8434,376.3111,180.3803764,325.4890759,451.0432,456.1754,3472.8115,-37.6135
2,0.2,194.4931,207.3793,219.0161,229.415,238.6276,246.746,253.8982,260.2403,265.944,271.1808,276.1063,280.8453,285.4835,290.067,294.6145,299.14,303.6846,308.35,313.3265,318.9077,329.3322028,175.882646,907.2186,500.8099,3016.6361,-48.454
3,0.3,313.6529,299.9246,288.4862,279.571,273.2318,269.3182,267.4997,267.3165,268.2351,269.6921,271.1183,271.9435,271.5948,269.499,265.1026,257.9163,247.5808,233.9436,217.1236,197.5399,257.2825372,220.9969391,1408.0285,593.8019,2515.8262,-27.1318
4,0.4,261.0008,264.2448,266.8817,268.8381,270.1068,270.7349,270.8001,270.3819,269.5384,268.2934,266.6358,264.5303,261.9326,258.8053,255.1272,250.8937,246.1079,240.7662,234.8431,228.2822,216.4489337,370.6042477,2001.8304,625.2497,1922.0243,-27.0651
5,0.5,226.7305,235.9218,243.8568,250.4417,255.6673,259.6074,262.4087,264.2775,265.4707,266.2934,267.1021,268.3107,270.3891,273.8496,279.2136,286.9624,297.483,311.0271,327.7068,347.5473,216.1651194,393.2286582,2627.0801,479.8079,1296.7746,-39.6426
