 ,t  ,x0       ,x1       ,x2       ,x3       ,x4       ,x5       ,x6       ,x7       ,x8       ,x9       ,x10      ,x11      ,x12      ,x13      ,x14      ,x15      ,x16      ,x17      ,x18      ,x19      ,u0         ,u1         ,L         ,inst_cost ,ctg       ,path_diff
0,0  ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,253.6512989,299.5431852,0         ,443.35102 ,4397.90728,-40
1,0.1,256.94969,260.0982 ,262.96771,265.46615,267.54729,269.21101,270.49688,271.47423,272.23215,272.87182,273.50189,274.23626,275.19205,276.4855 ,278.22388,280.49287,283.34113,286.76531,290.70027,295.01877,360.5656147,186.8312014,443.35102 ,440.3059  ,3954.55626,-43.78899
2,0.2,344.72233,329.6634 ,316.06282,304.39895,294.91097,287.60086,282.27138,278.58277,276.10989,274.38587,272.92738,271.24466,268.84631,265.2506 ,260.01313,252.77388,243.31833,231.63794,217.97087,202.80465,235.7789958,356.3215358,883.65692 ,482.41684 ,3514.25036,-25.39914
3,0.3,246.03713,255.57418,263.78094,270.2447 ,274.7887 ,277.46361,278.5025 ,278.25973,277.15498,275.63691,274.17091,273.24414,273.37354,275.09964,278.9527 ,285.38656,294.68903,306.88979,321.69487,338.47486,326.0378965,245.6388598,1366.07376,349.24065 ,3031.83352,-35.53639
4,0.4,316.69732,307.85876,299.94853,293.26071,287.93255,283.95339,281.19881,279.47514,278.55906,278.22167,278.23378,278.35692,278.33014,277.86469,276.65676,274.4222 ,270.94892,266.15399,260.12741,253.14473,234.4430743,255.2402178,1715.31441,380.66345 ,2682.59287,-29.04661
5,0.5,243.78123,252.56816,260.33682,266.76768,271.7172 ,275.20867,277.39291,278.49347,278.75176,278.38419,277.55747,276.38189,274.91872,273.19525,271.22194,269.00685,266.56538,263.92464,261.12358,258.21061,293.290837 ,333.3264888,2095.97786,416.72705 ,2301.92942,-37.79133
6,0.6,289.24232,285.47091,282.20459,279.58622,277.65917,276.37693,275.63208,275.29623,275.26134,275.47475,275.96279,276.84006,278.30315,280.60789,284.03082,288.8178 ,295.12667,302.97495,312.20571,322.48359,222.4648252,203.8929606,2512.70491,373.44075 ,1885.20237,-36.62307
7,0.7,232.07508,241.22046,249.5059 ,256.6593 ,262.55606,267.21193,270.74852,273.34192,275.16561,276.33799,276.88183,276.70103,275.57877,273.20079,269.20488,263.25383,255.12159,244.77554,232.43311,218.57332,324.4894079,272.3393095,2886.14566,526.18967 ,1511.76162,-45.78807
8,0.8,313.8126 ,303.7601 ,294.85642,287.45017,281.67774,277.4708 ,274.60003,272.7401 ,271.53917,270.67987,269.92355,269.13531,268.28966,267.45872,266.78459,266.43933,266.57795,267.29301,268.58116,270.33129,290.8416762,247.4013768,3412.33533,477.64347 ,985.57195 ,-35.5292
9,0.9,289.51889,288.11439,286.56735,284.85245,282.98424,281.01081,278.99948,277.01906,275.12343,273.33961,271.66174,270.05095,268.44014,266.74305,264.86662,262.72592,260.26008,257.44643,254.30981,250.92364,356.0711133,208.8882141,3889.9788 ,507.92848 ,507.92848 ,-31.98919
0,0  ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,273      ,194.7951423,185.9011688,0         ,550.15767 ,5730.42508,-40
1,0.1,208.12238,220.83988,232.4202 ,242.48124,250.81649,257.38898,262.29447,265.70594,267.81299,268.76779,268.64568,267.42459,264.98542,261.13386,255.64226,248.30758,239.017  ,227.80817,214.90916,200.74454,204.6447467,297.5629143,550.15767 ,837.84673 ,5180.26741,-55.61102
2,0.2,212.27915,219.74681,226.88358,233.53168,239.5456 ,244.80025,249.20134,252.69736,255.29275,257.06123,258.15734,258.82302,259.38411,260.23147,261.78274,264.42516,268.44662,273.96887,280.9012 ,288.93139,273.755964 ,274.2882484,1388.0044 ,817.59554 ,4342.42068,-68.19975
3,0.3,268.09891,262.87269,258.44076,255.04832,252.79904,251.662  ,251.50275,252.12712,253.32512,254.90524,256.71392,258.64037,260.61044,262.57524,264.49999,266.35718,268.12521,269.79183,271.35901,272.84606,177.4367135,318.7941666,2205.59994,769.90582 ,3524.82514,-61.338
4,0.4,190.76271,203.47367,215.04716,225.12407,233.54272,240.33335,245.68096,249.87153,253.23784,256.11691,258.82432,261.64414,264.82831,268.59762,273.13779,278.58739,285.01882,292.41795,300.67027,309.56111,303.4992909,372.651822 ,2975.50576,695.74423 ,2754.91932,-72.66665
5,0.5,291.65892,280.61443,271.04451,263.42264,257.97719,254.70468,253.42581,253.86487,255.73128,258.7863 ,262.8853 ,267.99315,274.17515,281.56815,290.33735,300.62503,312.49837,325.90554,340.64925,356.38565,340.8303099,333.5451552,3671.24999,352.68754 ,2059.17509,-58.29532
