5.220274174981644359e+225,1.301969006449040052e+224,-3.296975199947075633e+225,7.766723053697346419e+225,-3.408297564177440043e+225
5.480807251257701929e+230,1.366947584028723284e+229,-3.461520406282162601e+230,8.154344121468380852e+230,-3.578398639234951969e+230
5.754342993974685940e+235,1.435169107886671431e+234,-3.634277723198410253e+235,8.561310554218577262e+235,-3.756989106778938221e+235
6.041530339296411607e+240,1.506795426758036038e+239,-3.815657000134126708e+240,8.988587839065060580e+240,-3.944492654813570578e+240
6.343050610445334632e+245,1.581996466912861375e+244,-4.006088541263441954e+245,9.437189648585467600e+245,-4.141354116732974075e+245
6.659619134074626655e+250,1.660950635289316432e+249,-4.206024126350465527e+250,9.908180245656013705e+250,-4.348040526644528681e+250
6.991986937309989845e+255,1.743845242746489127e+254,-4.415938082552150098e+255,1.040267700831003930e+256,-4.565042227361154212e+255
7.340942529487334512e+260,1.830876948441052821e+259,-4.636328409712619306e+260,1.092185308060703320e+261,-4.792874033691197286e+260
7.707313772807245950e+265,1.922252226380074778e+264,-4.867717961814789084e+265,1.146694015579203260e+266,-5.032076453781769218e+265
8.091969846365989989e+270,2.018187855262563625e+269,-5.110655687405926377e+270,1.203923139838062746e+271,-5.283216971427267326e+270
8.495823308182793051e+275,2.118911432762104858e+274,-5.365717931914848250e+275,1.264008451204281664e+276,-5.546891392359320508e+275
8.919832260162055378e+280,2.224661915481888748e+279,-5.633509804979847319e+280,1.327092496063342915e+281,-5.823725257742537494e+280
9.365002621087659817e+285,2.335690185853703203e+284,-5.914666616006608422e+285,1.393324934995265405e+286,-6.114375328204030360e+285
9.832390513064992173e+290,2.452259647331507090e+289,-6.209855381376434686e+290,1.462862897829412913e+291,-6.419531141932527130e+290
1.032310476707583353e+296,2.574646849292404103e+294,-6.519776406882719338e+295,1.535871356420906758e+296,-6.739916650545812802e+295
1.083830955355240461e+301,2.703142143118446762e+299,-6.845164949125952678e+300,1.612523516027386983e+301,-7.076291936582745366e+300
1.137922714426464924e+306,2.838050371028293084e+304,-7.186792959842392621e+305,1.693001226222560377e+306,-7.429455016729152011e+305
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
