,t,x1,x2,u,ctg
0,0.0,0.0,-1.0,20.0,37.43428657778639
1,0.1,0.0015857583718959251,0.8171642416280905,-9.0,34.43428657778639
2,0.2,0.03581245517033724,-0.11706245517036175,20.0,33.36152666536116
3,0.3,-0.023663630478275164,-1.0567995821136764,20.0,31.346540515005323
4,0.4,-0.14656258386608587,-1.3955348387398834,20.0,28.22915519084227
5,0.5,-0.29143462360378014,-1.5001624530061928,20.0,24.260157113716016
6,0.6,-0.44032375602978296,-1.4779896801518262,19.5,19.924735588471382
7,0.7,-0.582618978057685,-1.3697189715361369,19.5,15.645147083711908
8,0.8,-0.7116388192113149,-1.2132846556974646,20.0,11.528322149132913
9,0.9,-0.8249567062726972,-1.055699074254118,20.0,7.5498326843735235
10,1.0,-0.925060955029948,-0.9481776264220249,-20.0,3.7547785817682247
