,t,x0,x1,u,L,inst_cost,ctg,path_diff
0,0.0,0.0,-1.0,-11.686177483483732,0.0,0.3076564975,5.2587778021,-2.5
1,0.1,-0.1516935091,-2.0169242392,-13.396925143270849,0.3076564975,0.7665740584,4.9511213046,-2.7969242392000004
2,0.2,-0.4084357444,-3.0998745183,14.598571345039083,1.0742305559,0.6626324806999999,4.1845472462,-3.3198745183
3,0.3,-0.6328084148,-1.4156447134,8.911753482243551,1.7368630366,0.17891395599999993,3.5219147655,-1.2356447134000001
4,0.4,-0.724414941,-0.4328628389,-7.379464464416351,1.9157769926,0.14740777010000028,3.3430008095000003,-0.012862838899999951
5,0.5,-0.801304224,-1.0939200024,1.201387648341182,2.0631847627,0.17044315539999966,3.1955930394,-0.5939200024
6,0.6,-0.8995930698,-0.8754923918,-12.256412043988316,2.2336279181,0.38092946900000024,3.025149884,-0.4554923918
7,0.7,-1.0421965476,-1.9585301184,-12.770794451952877,2.6145573871,0.8407244651000001,2.644220415,-1.7785301183999997
8,0.8,-1.2903530052,-2.987453106,1.947849911168845,3.4552818522,0.9648778728000003,1.8034959498999998,-3.207453106
9,0.9,-1.5652241346,-2.5177969854,0.9296441094630694,4.420159725,0.8386180770999996,0.8386180770999996,-3.2977969854
0,0.0,0.0,-1.0,-8.812494286220476,0.0,0.2338548981,14.324355634699998,-2.5
1,0.1,-0.1377923012,-1.7434571274,-15.938360737957025,0.2338548981,0.7394189942,14.090500736599997,-2.5234571274000004
2,0.2,-0.3808046495,-3.0942808529,-19.102208885695585,0.9732738923,1.7312199006000002,13.351081742399998,-3.3142808528999996
3,0.3,-0.7676695948,-4.6176367961,-11.941024670163959,2.7044937929,2.6514836781,11.619861841799999,-4.4376367961000005
4,0.4,-1.2648598095,-5.3145490485,18.114522047513482,5.355977471,2.1779311973999995,8.968378163699999,-4.8945490485
5,0.5,-1.6829785354,-3.0849781178,-19.45872179025708,7.5339086684,2.061342156700001,6.7904469663,-2.5849781178
6,0.6,-2.0706830077,-4.6431458245,17.8242588486859,9.5952508251,1.9763638266999983,4.729104809599999,-4.2231458245
7,0.7,-2.426313684,-2.5050892634,12.65793298041568,11.5716146518,1.0500979730000015,2.7527409829000007,-2.3250892633999998
8,0.8,-2.6034726795,-1.0621369698,2.4192301248660684,12.6217126248,0.786532360499999,1.7026430098999992,-1.2821369698000002
9,0.9,-2.6928484084,-0.7308382285,17.820840358253093,13.4082449853,0.9161106494000002,0.9161106494000002,-1.5108382285000004
0,0.0,0.0,-1.0,11.106304374052137,0.0,0.0900117834,3.9130336347999997,-2.5
1,0.1,-0.0414367454,0.1520671828,-16.02001192054327,0.0900117834,0.18817248949999998,3.8230218513999996,-0.6279328172000003
2,0.2,-0.1044611376,-1.3869096171,2.6155628856841915,0.2781842729,0.14994161050000004,3.6348493618999997,-1.6069096171
3,0.3,-0.2237904716,-1.0060239945,-12.959354768830078,0.4281258834,0.3545673899999999,3.4849077513999998,-0.8260239945000001
4,0.4,-0.3822161289,-2.1435338141,-2.863297158043366,0.7826932734,0.5031215826000001,3.1303403614,-1.7235338141
5,0.5,-0.6000513748,-2.212028284,-5.918242450102603,1.285814856,0.6422326289,2.6272187788,-1.712028284
6,0.6,-0.8391819528,-2.564721951,6.728627020322886,1.9280474849,0.5676132298000001,1.9849861499,-2.144721951
7,0.7,-1.050698514,-1.6803426877,8.531258659637906,2.4956607147,0.31013739110000005,1.4173729201,-1.5003426877
8,0.8,-1.1693349663,-0.7085803694,-13.012872620677625,2.8057981058,0.41622653730000003,1.107235529,-0.9285803694000002
9,0.9,-1.299714018,-1.8794885798,-7.516173277248592,3.2220246431,0.6910089917,0.6910089917,-2.6594885798000005
0,0.0,0.0,-1.0,-6.54975630272447,0.0,0.1851568922,8.0615512808,-2.5
1,0.1,-0.1268464943,-1.528129136,-2.65261812975794,0.1851568922,0.25846716309999995,7.8763943886,-2.3081291360000002
2,0.2,-0.2850990285,-1.6351384147,-13.435691710928097,0.4436240553,0.6027120691000001,7.6179272255,-1.8551384147
3,0.3,-0.5056970689,-2.7581095455,16.75701391107426,1.0463361244,0.535941287,7.0152151564,-2.5781095455000003
4,0.4,-0.6871052276,-0.9009999957,-10.030035846759429,1.5822774114,0.29280834099999997,6.4792738694,-0.48099999569999996
5,0.5,-0.8213658321,-1.7697429758,1.1688410135419147,1.8750857524,0.34837629150000016,6.1864655284,-1.2697429758
6,0.6,-0.9841250419,-1.4900996646,-18.232231531178723,2.2234620439,0.8347025483999997,5.8380892369,-1.0700996645999998
7,0.7,-1.2141236999,-3.0833241598,-15.292485651220007,3.0581645923,1.6717743597000005,5.0033866885,-2.9033241598
8,0.8,-1.581516939,-4.2451794858,1.8971080085689138,4.729938952,1.8828414823,3.3316123287999995,-4.4651794858
9,0.9,-1.976322027,-3.660663597,8.55284753587344,6.6127804343,1.4487708464999995,1.4487708464999995,-4.440663597
0,0.0,0.0,-1.0,2.09652757661965,0.0,0.0754689447,11.8686598672,-2.5
1,0.1,-0.0850207989,-0.7053264434,-2.37586839726497,0.0754689447,0.06639869890000001,11.7931909225,-1.4853264434000002
2,0.2,-0.1636345557,-0.8642995264,-16.028024345981976,0.1418676436,0.406681285,11.726792223599999,-1.0842995264
3,0.3,-0.323417782,-2.3073187347,-1.9964184286155913,0.5485489286,0.5471025943999999,11.3201109386,-2.1273187347
4,0.4,-0.5526457304,-2.2777326291,-10.440960312095768,1.095651523,0.8206354736000001,10.773008344199999,-1.8577326291
5,0.5,-0.8199079505,-3.0545664402,-6.083939406391652,1.9162869966,1.1403292542999999,9.9523728706,-2.5545664402
6,0.6,-1.1400188434,-3.342849488,-11.531832602344508,3.0566162509,1.6450834207000002,8.8120436163,-2.922849488
7,0.7,-1.5139173729,-4.1221342187,-7.750994233131593,4.7016996716,2.1774644595999995,7.1669601956,-3.9421342187
8,0.8,-1.9436847047,-4.4674663102,-6.251250810176035,6.8791641312,2.566061191500001,4.989495736,-4.6874663102
9,0.9,-2.3990596635,-4.6372164325,5.6188168608495594,9.4452253227,2.423434544499999,2.423434544499999,-5.4172164325
0,0.0,0.0,-1.0,0.5057812826038308,0.0,0.0865590942,6.6856988423,-2.5
