,Unnamed: 0,Unnamed: 0.1,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
1549,1549.0,9.0,0.9,227.73675,238.7378,248.76561,257.50987,264.82401,270.71769,275.32403,278.85656,281.57133,283.74501,285.67172,287.67306,290.1098,293.38123,297.90099,304.04544,312.08112,322.08856,333.90588,347.11464,292.46579428545124,305.4406481147851,2776.59822,234.41353000000024,234.41353000000024,-42.28231
1550,1550.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,356.7818093266843,333.158964641127,0.0,388.34193,1674.0966600000002,1.0553800000000138
1551,1551.0,1.0,0.1,342.50338,328.87756,316.46842,305.68356,296.74085,289.6737,284.36862,280.62198,278.20159,276.9006,276.57627,277.16998,278.70825,281.28599,285.03432,290.07706,296.48236,304.21861,313.12526,322.90744,266.3401108420211,360.73710964771647,388.34193,217.52230000000003,1285.75473,1.0553800000000138
1552,1552.0,2.0,0.2,271.72725,276.66362,280.78109,283.85677,285.84211,286.85578,287.14784,287.04894,286.9192,287.10759,287.92655,289.64049,292.46319,296.55748,302.03212,308.93339,317.23276,326.81457,337.4696,348.89983,326.1868837107352,290.0417996449052,605.86423,133.34147999999993,1068.23243,1.0553800000000138
1553,1553.0,3.0,0.3,319.09627,312.39029,306.40229,301.37563,297.44561,294.64335,292.91596,292.15365,292.21397,292.93664,294.14723,295.65291,297.23692,298.65949,299.67132,300.04146,299.59596,298.25817,296.0783,293.24059,241.67577401935333,350.4598557788883,739.20571,125.08300000000008,934.89095,1.0553800000000138
1554,1554.0,4.0,0.4,251.50122,260.81321,269.17857,276.30536,282.07167,286.51958,289.82177,292.23413,294.04916,295.56073,297.04494,298.75501,300.92404,303.76702,307.4753,312.19997,318.02614,324.94492,332.83311,341.45045,332.60130687961714,331.7374854048508,864.28871,93.52213999999992,809.8079499999999,1.0553800000000138
1555,1555.0,5.0,0.5,323.92967,315.81985,308.75072,303.05568,298.89415,296.25981,295.01795,294.95769,295.84374,297.4562,299.61287,302.17476,305.03958,308.12986,311.38174,314.7383,318.14873,321.57187,324.98116,328.36744,359.3250689284253,359.8066293372949,957.81085,60.56715000000008,716.28581,1.0553800000000138
1556,1556.0,6.0,0.6,349.58772,340.25112,331.6746,324.14278,317.84638,312.87921,309.24947,306.90102,305.73922,305.65638,306.55285,308.35165,311.00506,314.49277,318.81195,323.9606,329.91726,336.62131,343.95907,351.7602,293.90652646525,206.804219548598,1018.378,61.23168999999996,655.7186599999999,1.0553800000000138
1557,1557.0,7.0,0.7,298.2199,302.21068,305.61538,308.27315,310.14295,311.29145,311.85597,311.99204,311.81662,311.35679,310.5118,309.03461,306.53826,302.53157,296.4857,287.92751,276.54703,262.29757,245.4623,226.6637,337.99632078390675,248.1312322857684,1079.60969,156.9655499999999,594.4869699999999,1.0553800000000138
1558,1558.0,8.0,0.8,332.9655,328.17298,323.81386,320.00659,316.77614,314.05538,311.70193,309.52447,307.31224,304.86266,302.00425,298.61331,294.62411,290.03171,284.88686,279.2829,273.33628,267.1643,260.86552,254.50836,192.5742351819297,279.4032949852949,1236.57524,203.51331000000005,437.52142,1.0553800000000138
1559,1559.0,9.0,0.9,213.51627,233.36758,251.18585,266.29122,278.32322,287.23491,293.23626,296.70953,298.12143,297.95123,296.64427,294.59051,292.12129,289.51431,286.99836,284.75239,282.8983,281.49083,280.51045,279.86492,257.42225806131665,317.28678553161615,1440.08855,234.00811,234.00811,1.0553800000000138
1560,1560.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,276.817830601402,204.1338759808298,0.0,488.71922,5907.64306,-40.0
1561,1561.0,1.0,0.1,276.1654,275.5414,274.96949,274.4644,274.02873,273.65062,273.30133,272.93209,272.4695,271.80953,270.81164,269.29544,267.04386,263.81651,259.37582,253.52512,246.15361,237.27877,227.07415,215.87181,233.7600133860884,314.8297639737949,488.71922,594.6692,5418.92384,-39.34938
1562,1562.0,2.0,0.2,240.52741,246.9501,252.72725,257.63585,261.54848,264.43375,266.34371,267.39582,267.75715,267.63586,267.28105,266.98674,267.09271,267.97351,270.00882,273.53383,278.77601,285.79214,294.42427,304.2919,205.5907531574344,223.1114096906041,1083.38842,615.35203,4824.25464,-48.566250000000025
1563,1563.0,3.0,0.3,214.92775,223.92579,232.28591,239.78097,246.27354,251.71745,256.14428,259.63864,262.30702,264.24531,265.50922,266.09233,265.916,264.83561,262.6657,259.22324,254.38273,248.13144,240.60968,232.12192,199.21958059560671,290.5549685004316,1698.74045,817.3950000000002,4208.90261,-61.28254999999999
1564,1564.0,4.0,0.4,207.30862,215.20178,222.71732,229.69955,236.02716,241.61745,246.42756,250.45405,253.73285,256.34063,258.39737,260.06844,261.56271,263.12289,265.00499,267.4465,270.62724,274.63069,279.41695,284.81717,197.47221202637363,268.35856906630084,2516.13545,906.6775199999996,3391.50761,-71.38255000000001
1565,1565.0,5.0,0.5,204.31923,211.05106,217.56016,223.75342,229.55742,234.92157,239.81902,244.24508,248.21351,251.75084,254.88942,257.66024,260.0868,262.18186,263.94813,265.38362,266.49076,267.28704,267.81377,268.13988,302.7750530762403,311.0319333551996,3422.81297,881.4149600000001,2484.8300900000004,-78.07843
1566,1566.0,6.0,0.6,290.74507,279.46915,269.59246,261.56772,255.61456,251.72628,249.71589,249.28516,250.09814,251.84449,254.28366,257.26726,260.74111,264.73012,269.31044,274.57318,280.5854,287.35511,294.8076,302.7793,295.5044900058667,366.9197729502124,4304.22793,581.9495699999998,1603.4151300000003,-61.27372
1567,1567.0,7.0,0.7,289.41256,283.52521,278.03801,273.12918,268.95278,265.63446,263.27121,261.93559,261.68455,262.5718,264.6609,268.03574,272.80401,279.0899,287.01405,296.66166,308.04386,321.06101,335.47875,350.92608,372.2019516615974,336.8977122439251,4886.1775,305.4856600000003,1021.4655600000006,-47.36554000000001
1568,1568.0,8.0,0.8,354.88134,338.30473,323.13151,309.87066,298.84631,290.19808,283.90943,279.85194,277.83186,277.62809,279.01642,281.77986,285.70923,290.6,296.25073,302.46667,309.06884,315.90601,322.86489,329.87397,214.49848020307,175.78555463951454,5191.66316,239.17771,715.9799000000003,-22.80192
1569,1569.0,9.0,0.9,229.28277,243.16652,255.39766,265.48392,273.24157,278.77525,282.40058,284.53379,285.57504,285.80819,285.33158,284.02689,281.56862,277.47356,271.18694,262.19684,250.16083,235.02102,217.07925,197.008,211.0711619406558,305.908204859633,5430.84087,476.80219000000034,476.80219000000034,-34.22474999999997
1570,1570.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,201.71834335703488,180.6908366973641,0.0,549.0096,5170.66895,-40.0
1571,1571.0,1.0,0.1,213.86541,225.4565,236.01052,245.17846,252.77077,258.7513,263.20311,266.27674,268.13367,268.89555,268.60685,267.21539,264.57325,260.45915,254.62163,246.8391,236.98815,225.10654,211.43483,196.42239,263.06699529612274,322.52147051581795,549.0096,769.9544300000001,4621.65935,-54.24869999999999
1572,1572.0,2.0,0.2,261.07918,259.34315,258.05729,257.32716,257.14969,257.42374,257.98287,258.64196,259.248,259.72672,260.11835,260.59728,261.47078,263.15228,266.10699,270.77259,277.46555,286.29155,297.08378,309.39027,223.88415807199368,261.04348773683523,1318.96403,666.3677499999999,3851.70492,-55.57625999999999
1573,1573.0,3.0,0.3,229.78878,235.4416,240.62888,245.20432,249.10366,252.34273,255.00172,257.20068,259.07168,260.73268,262.26595,263.7033,265.01959,266.13642,266.93722,267.29328,267.0975,266.29891,264.9287,263.10968,355.1626373738581,365.2811335022802,1985.33178,600.1844900000001,3185.33717,-60.65727000000001
1574,1574.0,4.0,0.4,337.18046,320.14066,304.85254,291.89077,281.54677,273.83878,268.57063,265.41945,264.02975,264.09554,265.41881,267.93939,271.73536,276.99572,283.96827,292.88886,303.90201,316.98802,331.91414,348.22518,180.4716543004884,244.1029741134406,2585.51627,387.17058,2585.15268,-39.161220000000014
