0,inf
1,inf
2,inf
3,inf
4,1893.7505
5,1893.7505
6,1893.7505
7,1893.7505
8,1893.7505
9,1893.7505
10,1893.7505
11,1893.7505
12,1893.7505
13,1893.7505
14,1893.7505
15,1893.7505
16,1893.7505
17,1893.7505
18,1893.7505
19,1893.7505
20,1893.7505
21,1893.7505
22,1893.7505
23,1893.7505
24,1247.8174
25,1247.8174
26,1247.8174
27,1247.8174
28,1247.8174
29,1247.8174
30,1247.8174
31,1247.8174
32,1247.8174
33,1247.8174
34,1247.8174
35,1247.8174
36,1247.8174
37,1247.8174
38,1247.8174
39,1247.8174
40,1247.8174
41,1247.8174
42,1247.8174
43,1247.8174
44,1247.8174
45,1247.8174
46,1247.8174
47,1247.8174
48,1247.8174
49,1247.8174
50,1194.2941
51,1194.2941
52,1194.2941
53,1194.2941
54,1194.2941
55,1194.2941
56,1194.2941
57,1038.2994
58,1038.2994
59,1038.2994
60,1038.2994
61,1038.2994
62,1038.2994
63,1038.2994
64,1038.2994
65,1038.2994
66,1038.2994
67,1038.2994
68,1038.2994
69,1038.2994
70,1038.2994
