,mpc_x_0,mpc_x_1,u_0,ctg
0,-77.0,-59.0,-38.5,10204.067331765022
1,-25.11251246182052,-9.954269618430637,74.37966607792262,794.0673317650213
2,-7.65049771180177,-0.45809010758873636,10.164214593100152,64.34156598351936
3,-2.2317337855534216,0.3719165983687541,0.5112854738273174,5.601604198564581
4,-0.6315842167133775,0.20892982551657382,-0.35851269608766434,0.4826465528417904
5,-0.1747532839500738,0.07972508825040941,-0.2055700608603383,0.0400962580499538
6,-0.047510097327214944,0.026413233657515765,-0.07888734378081076,0.003201458102083107
7,-0.012734946015275372,0.008122206980554957,-0.02620592453896468,0.00024658984179514706
8,-0.0033754649839084845,0.00238410021252425,-0.00807223717863729,1.844074554819333e-05
9,-0.0008922216017167143,0.0006793545360156693,-0.00237130079798612,1.363047867242852e-06
10,-0.0002534450487400533,0.00020305541691124514,-0.000651138558985785,1.0546589506784758e-07
