,mpc_x_0,mpc_x_1,mpc_x_2,mpc_x_3,u_0,u_1,ctg
0,8354.0,5498.0,4081.0,6420.0,-2.6099851254583406e-08,1.2008924964055499e-11,1129206490.5531588
1,-984718.9334607344,4916947.011793895,-2559603.009013783,11208011.46177638,2.241597584343247e-08,-1514132.103582961,1129194314.0531588
2,-1393492.0808803448,4770674.183184245,-2729824.5318744723,9435629.90052434,-6.710919862314133e-08,-801578.3038804426,1118602607.793345
3,0.009725022032855447,-2.319944887088977e-09,656236.6280618786,1230992.1689579557,-6.625200648657021e-08,530364.6188136151,1109037008.293173
4,-3078753.2683764123,12409069.174063839,-7695886.579467718,16253108.281872839,-1.1668198529932248e-07,-1637602.2799613,1107828211.5803938
5,-308368.53015570564,1657906.0137651311,3771178.3158860947,9310224.14913105,-6.310881512399059e-08,549197.0495702039,1087291001.7885227
6,-354764.25638241146,5209574.738828023,-4171034.625010841,7283671.134685429,-1.2520813490752452e-07,-214395.45727759422,1079492564.7592685
7,-391172.5444787887,15673410.311364109,-5079510.063163879,32811429.291659385,1.1748794505029957e-07,-1319497.2390244033,1070875844.6531763
8,-1497434.217557395,16806525.582415894,-6722241.950501067,32411112.117824066,7.432464771093835e-08,-919639.3179859056,1043238334.928331
9,-1208201.5987416191,20255953.83711144,-6820454.914357142,40619987.077662915,7.875875702244334e-08,-832104.7127177888,1014059858.3351889
10,-649604.8408682965,15351341.706308793,-4517498.549410937,31554486.16075053,2.7108954372888785e-08,62328.042424509265,979191507.2648934
11,-1065748.3143373076,14122398.769976338,-5065300.238851207,28660582.335646138,-1.270222700820143e-08,-678075.5083204149,953123877.6150118
12,-1214914.2864236115,13606814.853409996,-4915737.344021759,27796709.280996855,-5.0660384895449954e-08,-751709.3561183345,928327825.0314461
13,-1156927.9154691624,13492987.138102824,-4923937.131544205,27779472.37711988,-1.3720796761216525e-07,-766124.5047733397,904184882.4709607
14,-1406378.0524499344,14498560.78235569,-5644049.293766991,28197355.760695763,1.4356752160929442e-07,-720118.4152147234,880125157.937456
15,-1009490.6754313767,17668622.347929865,-6003621.95705933,35554787.712830044,3.19878611500196e-08,-729137.6752986996,854891926.7852144
16,-947104.4924167447,16544525.628839463,-5553542.058297399,32923215.537517674,8.414672446549736e-08,-337101.3246751916,824409096.6009398
17,-966132.9863422154,12590933.791182587,-3869118.9761416134,26327339.413336646,-7.515071172914129e-08,-383574.776197868,796256352.0800664
18,-527776.085466924,10707535.916705444,-3667191.5570022413,22799208.310378887,5.185075527304479e-08,-361271.67189674743,774187802.1084659
19,-1328733.1556016882,13342820.086000796,-5661487.641754826,25848521.719949238,9.522592679846371e-08,-978669.9139433457,755156310.3377408
20,-457954.82605183515,14700010.344635943,-4584041.3697974235,29593325.260495346,-3.966827207404537e-08,-137103.62252934938,731576194.0791157
21,-1108579.7580506706,14328829.904964592,-5067355.152176777,28501740.034177285,1.317049060065708e-07,-671013.2370952426,706839976.3673608
22,-962997.4491189958,14391288.809473503,-4917981.0582250375,27864675.623575285,1.1563173806864052e-07,-254584.8258703945,682001217.3241285
23,-53318.25151609966,13952458.693170018,-3832320.101621793,29293752.786517587,-1.2456872107286757e-07,-52307.88665303953,657805453.4409969
24,-977506.4360418065,13843157.367477428,-5257206.716742122,28589877.214595813,9.490403843254739e-08,-983304.2466006556,634213374.5812576
25,-1073387.0160325353,15357925.560044652,-5781320.096467486,31103880.561306924,7.58307823983262e-08,-816198.5678562667,609387848.5905286
26,-1099508.647388088,13715147.027064387,-4755014.492142536,28348615.124178857,1.0790136628119833e-07,-616931.5826818597,582321492.6896746
27,-1366282.8029081046,14546843.345823662,-5622488.667860897,29102781.883133896,1.0905542583080642e-07,-881357.0217872792,558053884.2529467
28,-1336288.083153309,16701833.491937615,-6079816.47000628,33682113.98313862,9.621901932636535e-08,-930280.678274994,532294007.3921898
29,-1282027.1806389866,14659499.46222906,-5065784.768271108,29688740.376382396,1.0614628678678154e-07,-538564.1798839262,502928841.03893435
30,-1194160.5931171875,13599899.391869076,-4801903.321964546,27720175.06947046,-9.769421788092297e-08,-629736.3174057563,477311533.0552316
31,-1244761.1520051963,14199277.241092637,-5272277.578246667,28447591.875507094,-8.806243339219753e-08,-739801.5220704778,453338595.708318
32,-1460371.0369909836,16316695.358124888,-6064306.635642597,32447331.75899715,2.4085242615887554e-08,-953874.3714937306,428386741.02385694
33,-605061.1641106366,11101434.674205195,-3030046.5603078916,23450014.08918664,-7.169477057961786e-08,120180.70082586972,399765451.44323224
34,-920857.305604607,12140275.452483809,-4736909.641605463,24739345.00910817,1.0753576384509584e-07,-822471.998168068,380612082.8489141
35,-971317.2429233328,11650872.329354415,-4227978.582949879,23513063.73480019,-6.234400107005007e-09,-507989.9648726864,358932153.14542896
36,-1138731.676962172,11484562.450088004,-4208133.332136636,23026159.554019965,-2.4501262075129903e-08,-626029.7101867086,338496542.2179787
37,-883992.8229175379,10580119.014220731,-3622910.1571469232,21430522.34354375,-1.0184581655890342e-07,-369943.82219429733,318254733.85628194
38,-1251773.8705646598,13193460.770725911,-5136620.3519043755,25689241.667346463,1.219139934372047e-07,-836414.3239781535,299810989.7762703
39,-535815.2928390432,12771381.936906977,-3885987.2471781545,25721295.08188121,1.1200654417010091e-07,-66246.93474110408,276757234.2840104
40,-1306381.9598194084,13457265.195135267,-4970497.282543384,27762609.469112277,-9.564469273746914e-08,-1131620.7188360023,255266871.0372371
41,-1415043.3325780584,13738031.743836256,-5330130.871802528,27109332.844932925,1.0334686862527295e-07,-722579.0302985521,230952683.7245139
42,-548200.0183584632,16191650.197364353,-5309329.870011899,33492744.641741198,1.6676463486218387e-08,-529998.6980791511,206795124.81278968
43,-1727111.6974709984,16647091.722910298,-6588960.116424222,32482088.023707382,9.215790892790406e-08,-1067505.8407842077,178759163.10001215
44,-1661597.5257073021,14079956.249620058,-4634148.095224165,29347091.91592361,2.0441332167574117e-08,-815370.6334422241,149502784.39936355
45,-1491940.5765682438,13490057.652999159,-5277496.681933329,26375636.57704341,1.3809226857395658e-07,-602488.4780379913,124233702.18940486
46,-2084214.6868469224,18533959.863118734,-7261732.4900663765,34907023.81481807,4.875996395224245e-08,-1172526.4006153478,100614892.20611373
47,-338072.12368915003,7147713.661063858,-127586.58259704188,19496387.345554285,-9.280614538624929e-08,238615.31977123182,68635163.57838097
48,-2406443.933660424,21573803.506485544,-11599938.728661481,34841661.2373653,3.835128094415611e-08,-1499426.0825891232,54960976.062043145
49,-1562774.4651436824,10044832.478484247,108141.57659413548,20977871.68227253,1.1360684051532191e-07,714280.7055635118,19000339.31766219
50,1034495.4565800687,2.6558698951287102e-08,1662434.4558369128,-2.264635312471853e-05,8.082383231733222e-08,1895847.8148264224,2296388.863633079
