,mpc_x_0,mpc_x_1,mpc_x_2,mpc_x_3,u_0,u_1,u_2,u_3,ctg
0,-5840.0,-7702.0,-6326.0,-4976.0,151.45976748771199,6373.263922295538,1.1680035148131889e-09,-2.7653907607165086e-08,22865982.71148714
1,68.95179594365318,-28609.555697638338,-2.3975252597721705e-09,-60110.26705726791,2287.2328630373486,3.631967242626156e-08,41075.17458575757,-6.896518048565529e-08,22850298.349642236
2,28716.48627328607,90082.67099097793,-11459.280224327025,111465.36821776601,-2.5451985986937882e-08,-61613.10977176578,23405.062670272302,-4.870480731480538e-09,22784222.75864236
3,-7454.797744309277,85212.51202581328,-12280.222022964197,184850.8660633615,-9034.48497300377,-1.270183683304848,3.885694186440913e-09,1.3364121569695747e-08,22620851.76956815
4,698.3221087350709,1.7544317602807646e-09,-10.487470113100617,1.184203441142593e-08,5.27580315877109e-08,8670.654715503013,-4.046750650032158e-09,-5.5017488458294845e-08,22471434.69306157
5,-869.9066923135546,-97.23440214825827,46145.71312115197,555.2772271493943,-2.983268490958825e-08,-39644.93976011404,138368.25754197696,4.14476121752924e-08,22466744.960914332
6,5975.234409741385,30352.824794955995,71238.81765933207,51706.28628934768,-1.792506041596917e-08,-31640.41270653995,-4.664904221329946e-09,5.666650930522839e-08,22353904.29654187
7,5695.2335347572025,208351.2529257866,5.182604454328887e-09,415727.02826659684,-2.5320418250267837e-08,-217445.389736131,809543.9567278178,3.919642870142624e-08,22258447.508611873
8,2152.5404449610774,219156.08943024583,22632.340168613267,434235.08882234996,-3.044390217604817e-08,-47170.889262068245,6177.5331202437455,2.9817589959406255e-08,21430066.078016292
9,13792.559063972703,225664.78178003267,-1.4627379743940403e-08,420323.14164749184,-2.4145531141023564e-08,-61414.35196137461,19595.37029821503,8.547957330861076e-09,21064303.83739202
10,-17617.351091741002,143654.1029511089,-1.2642667298063404e-08,311138.74444990844,-1.2161304641844907e-07,-166516.0678507276,721514.9611762356,-1.925960420652612e-08,20693908.735016454
11,-32576.553184054694,105791.00649705101,123708.51290737788,258706.8116243182,-3.2714416366676365e-08,-180431.63468649922,816527.4960729837,-1.9606766270916278e-08,20013688.121256515
12,4001.7141794384906,97396.10513248268,-7.535978643663786e-09,170330.33202120484,-66343.9341948898,-150664.34362364045,723527.6134400506,1.3843309269465079e-08,19254817.113770347
13,-8044.6919011235605,108547.11101705693,8.239787092294557e-10,215656.74466880047,-5.18424815729128e-08,-156993.23686157243,678237.1283842662,7.012800373836807e-08,18648685.092474483
14,-34359.258831647836,-18321.98267464594,135308.24993761492,20757.847467565,-39188.696732178505,-141780.3095829211,848576.1760894884,3.7112054451148884e-08,18064945.63605801
15,-6369.968375680551,-7909.3215229587195,169389.16590175012,-6247.91000833645,-11797.626428892265,-162071.4492071691,668492.7990518303,6.725323259368948e-08,17445799.375399962
16,-4499.843130797471,-3.63510551711881e-09,-7.647539663465716e-09,14546.156425278898,-19498.24454856354,-76782.38523938824,492450.7230982376,4.3558871516989056e-08,16929660.25515162
17,375.1360610126897,102401.22804761764,310782.551798876,203441.71456694088,1.2201480042921349e-08,-136237.20168795268,243608.8963350992,5.7331924828253885e-08,16625771.578930456
18,0.7361901665554225,123750.54224037493,-105321.06627457449,261194.10382807066,-4.001133034513999e-08,-136790.47183529387,680545.9829750198,2.136896253347115e-08,16127348.214681672
19,-278.98089655076797,177435.32052598384,8.970463810857833e-09,356025.6443474215,-3.830043938818414e-09,-175771.48640445175,712838.5270696143,2.313907504754037e-08,15473546.76300989
20,-258.8707524688657,178557.70784128242,282290.6721853048,345097.3317590119,-3983.8464158925963,-194830.56920173418,507693.2294254366,2.2769910701062237e-08,14762371.783387862
21,1136.06258234277,192486.95667902124,3.244603692699307e-09,374768.1030183716,1.3322617107154542e-08,-204603.07599903867,808669.7555147544,7.402903971193622e-08,14006015.669597285
22,-2088.05788429897,192810.79306122204,105891.57796551206,378482.63574302755,-24572.013426765916,-215577.82504725977,824135.1316494864,8.363118912411215e-08,13215183.692700475
23,389.5365585366779,216017.97975671888,325.2997599673013,418350.3473903218,-2.955902252433187e-08,-185035.22888555843,653866.6380457482,2.6797302782317448e-08,12343404.675311647
24,4759.624248275053,276554.0085708353,16901.515829811415,523505.4028225109,-2.4213863477521945e-08,-198792.3928471322,600623.2380555748,3.3278669223721935e-08,11606412.160113193
25,8335.423969544661,293921.8929105418,323352.7132456052,533194.8762106897,2.271999278037958e-08,-240075.54178960112,454101.66794268147,7.59846458207489e-08,10795844.068926094
26,-8850.323774716788,153608.1644538228,-8.549186922180541e-09,311504.3765608938,-46916.84383262853,-125495.44383509432,715084.4587145528,1.6160013095348925e-08,9869353.010891713
27,-13963.546086284894,15777.661605429435,-3450.1219191991145,49334.12051477901,-1.5951730179895332e-08,-26853.667461207402,214199.00992146612,9.339598674362768e-08,9188623.205305846
28,10555.50001428946,100057.97167410438,-7800.117241231718,174277.2004923661,-8.509582786910688e-08,-32995.12128236489,-1.9745068924374908e-08,4.501180674675559e-08,9026834.141551608
29,-5.839788839494854e-10,267059.36604778736,-25850.63751232507,532480.1398355124,-6.497245668347423e-08,-145383.80071172997,472974.919432319,-5.986118781693826e-08,8863991.186199356
30,14380.292288549503,280707.0746230685,-27084.287751083124,524231.7722490919,-2.980890183194094e-08,-62649.55653252211,-1.976158498881494e-08,7.29530527230149e-08,8142116.754429456
31,-24456.05329553429,-12353.313347806194,5.906668860541963e-09,18904.657496075844,-26206.670580997077,-1692.2660748297947,308460.39530464145,5.3433162268509886e-08,7687590.262707237
32,-2378.9611952220407,28677.13635450593,7496.8545862134115,65320.776102348165,-184.12741658967698,-50417.8454567558,213931.82426550196,7.437906238023806e-08,7491553.584657265
33,-15422.925116701865,104166.08674085155,51079.7197025981,255444.04598608604,-40831.756077458886,-111475.39641168129,586359.1074131334,9.226634901253628e-08,7307349.821968659
34,-8478.004640271123,-1550.9373710785078,-9.896237457512378e-10,32200.36781588218,-30113.825286698797,-105389.6748389694,662564.2461320695,4.0291288871798396e-08,6724960.303244357
35,118.09171075436817,59843.04941798245,-1.4712146279665838e-09,126503.80224653095,-12220.216561357485,-146127.23369642018,644721.84147092,7.911993637483368e-08,6304811.7752018515
36,2.2487281703918105e-09,92578.31590531915,6.118887644373459e-09,192683.1588091752,-6.177286524444245e-08,-140820.33322744493,661688.4870082546,4.432367543091903e-08,5810044.657649828
37,-15742.685183758613,52372.73122685681,95051.56010786309,146823.61509737006,-54396.7413157305,-150080.48815825843,881006.4140921119,8.432227443314161e-08,5266159.510174674
38,-25212.51503419286,13045.513956664854,20630.274497048005,96131.42487255983,-10164.429937223424,-103334.2205024222,639337.9103772554,7.402182871213134e-08,4568422.392583657
39,-7.787136499177496e-09,84171.7581248915,221461.83098677185,184679.9499167033,-4.771506514300433e-08,-189854.46169993887,572878.5015733276,1.0970976075394437e-08,4114494.247994937
40,1703.7432009149009,96984.20423787984,1.2429041880192576e-08,205589.34434367786,-4.603184734589473e-08,-152927.715438931,647709.981853494,2.353773033213164e-09,3487970.9968440873
41,-7.0099301144435624e-09,-953.682868675939,-1.8996202776520446e-09,8637.556540760583,-22514.59037699477,-112536.09851692463,677893.4442290773,6.180489282581923e-08,2935513.502306608
42,-25315.96800231049,629.7361526875677,-154476.27779904217,67543.97585341764,-5.124525108328214e-09,-48992.04833538882,494767.56442662573,7.979622634777604e-08,2524245.816040356
43,8486.908935970709,95832.9056203787,-11431.357611210087,193356.16550029503,-3.661246457226188e-08,-33223.58549417504,5.1884448461088616e-09,1.6522437911334558e-08,2128383.0307555776
