,mpc_x_0,mpc_x_1,mpc_x_2,mpc_x_3,u_0,u_1,u_2,u_3,ctg
0,2175.0,7429.0,3836.0,3270.0,-2871.1239694745877,-5317.219217610149,-3635.5683468078546,-23.979800923362006,25908.220404148808
1,-718.6407147490961,1295.7023134850112,156.5560718020256,-2918.4915623637407,-561.3995470411794,-1828.528140855559,2.8190441054084078e-12,-687.914850265145,11629.27473674083
2,-919.9453100491252,-20.207452407315472,62.512213672588814,-2868.1283570098703,-313.3112810242364,-238.69000698123708,1.678342285810719e-11,-59.11352409451418,7545.65813645995
3,-764.2735880885107,24.622663428847826,-18.59664013949317,-1436.7272081629492,-1.0828746464133746e-11,0.8964000113923997,-1.2412335697879361e-11,-2.6388586364866793,5304.704063840498
4,-519.3584017356571,31.54206399395005,-1.0748345086047337,-757.5254986185507,-8.324577760454405e-11,4.571444015828901e-11,2.3209656155499556e-11,-186.9630487058444,4180.826384606647
5,-339.1260625954933,27.451136434673806,-0.4512724466436785,-318.6247551708016,4.327007661067207e-12,0.0007316878713126138,-3.7373162646400457e-11,-287.2711748830196,3432.5944608252667
6,-187.5475441701685,44.321290975545345,-7.187746671546321e-12,-120.38325151970521,1.1423185827474168e-10,9.540317408739947,-3.192257869398479e-11,-135.67004356881796,2946.131894215994
7,-76.26691562088324,20.65512442766072,1.616200155812566e-11,-111.11768564009189,2.902933661933707e-11,-5.28812763906966e-12,-6.189914056651434e-11,1.4231955200804938e-10,2697.400670394429
8,-40.85916944989221,3.814626963799882e-11,0.052916005318811445,-68.93437394014276,2.570399790649938e-11,6.992372064598691,-1.4502694800304073e-11,-1.569623874968915e-11,2593.3808075499837
9,-13.669652524852252,-7.484162666785306,0.9037461293073696,-43.98926951331186,-0.077121978795571,-6.181414571805944e-11,4.5493554930153315e-12,-3.390703550744244e-11,2534.9613918199607
10,-6.763328891847968,-4.847363068428391,0.8829448708798806,-20.61424772228341,8.681116337383625e-11,2.4083074048373123,-8.626318804441347e-12,-6.636570517589023e-11,2501.8994154133843
11,-4.47887656539191,-5.3461959618237875,0.8490737913412673,-20.182582265844527,6.173670832567766e-11,0.4247822354946155,8.363616672709174e-12,-5.808227700297727e-11,2484.141319434165
12,-1.769606864949818,-14.45238690549713,2.0796435310561407,-38.76572131666273,-1.7170893421745496e-10,8.347761797027916e-11,3.836649604899345e-11,-1.4626030137311404e-10,2468.500564024153
13,-1.269034418838168,-16.484161434443678,2.282454680331815,-40.17446644599182,3.5091375912457794e-11,0.3539275799376727,-1.6536295083161225e-11,-1.9416674358181483e-10,2439.96688471485
14,-1.1149787721582727,-13.759849328904286,1.7342064477408767,-32.738874235268156,1.1021968528705172e-10,0.40994460408077665,-2.02582202275496,-7.899138208565914e-12,2409.6848624349554
15,-0.8840517449789093,-9.497569610897939,0.7600690993487036,-22.824371982665387,4.703974495392086e-11,-6.636487976213062e-11,-0.808227194293375,-1.259204202498612e-10,2383.7930247294425
16,-1.2275076075266236,-14.205494105371672,0.6306630996529086,-30.254663837981088,2.472227712355883e-11,2.999165534360314,-1.7390792390205871,-6.677256528052506e-11,2366.405879913231
17,-1.2246113410428499,-16.83253974813501,1.8986868060905115,-34.43744940111097,8.655131358588109e-12,4.91238979572472,-7.631487087180751,-3.6786741998584736e-11,2340.8775932012286
18,-1.1031111047778228,-16.136840914083066,1.6374563597683085,-32.28274759588404,1.4716597851476565e-10,3.3193444468498168,-0.4421621623643279,5.6197894276903657e-11,2307.4090111115634
19,-0.24995560975333198,-9.23726266052985,0.9744262006640992,-19.59382269850604,1.7301903407595672e-10,0.8719252438191052,-0.42928093682652146,3.328741639873345e-11,2279.948179819598
20,-0.49178614457240716,-10.924975900985768,1.357659882713034,-22.325532197763057,1.665345338489692e-10,2.0486793372615733,8.362892950714445e-12,9.294067755519439e-11,2264.2698431444455
21,-0.694760185459393,-14.182109623192098,1.7328842328309124,-28.120367086132074,1.0355944108454021e-10,3.1709095516850665,-3.734126561525396e-11,5.891224389343601e-11,2245.6955264126636
22,-0.10285919000067555,-10.715150767210122,1.3915750046818285,-22.003771475485667,9.703586182680217e-11,1.5680608804049896,-3.303367659614179e-11,5.41403330819478e-11,2221.745011072914
23,-0.06953707715941963,-9.405639023380454,1.1887455117982526,-19.3793997056911,3.6424277818704715e-11,1.3231765466785639,-2.836065440648393e-11,2.14558404058701e-11,2203.8543024139303
24,-0.015582039888337073,-11.480575013587206,1.4379769937796976,-23.659799533928236,8.547735922550783e-11,1.9430312329214114,5.0767768431173766e-12,4.318040246684564e-11,2188.1710534815334
25,-0.09317046008347095,-10.276091753831098,1.280527746495974,-21.090209835082316,6.697956504730783e-11,1.4792299219985863,1.3410082836070611e-11,9.03101448866353e-11,2168.902571074414
