,mpc_x_0,mpc_x_1,mpc_x_2,mpc_x_3,u_0,u_1,u_2,u_3,ctg
0,-7476.0,-4206.0,-3869.0,3634.0,1.133893455170633e+18,3.7275382115353414e+17,-5.5730552742516294e+17,2.7619462565648415e+18,2.998670568540284e+20
1,7.078040102875287e+17,1.3755808411149678e+18,2.23416090862775e+16,-2.883811886887214e+17,-4.3591229695376774e+17,3.250158692202556e+17,1.9024216388541923e+17,4.523382362230283e+18,2.9745410732387126e+20
2,-9.881018913463785e+17,3.1318198267524077e+17,2.8136833395694762e+17,-4.302768727220355e+17,1.542071937491601e+18,5.026167530285705e+17,-3.87235821194802e+16,3.370490384103055e+18,2.9351977715313767e+20
3,-7.993041520991099e+17,8.365457617051995e+17,6.087481893785802e+17,3.129322736635706e+17,1.512605121148639e+18,-2.0915517235256724e+16,-4.353129349634026e+17,2.916811197992828e+18,2.89786361284416e+20
4,-2.8119113359556765e+17,6.920669670120393e+17,-8.517900388790121e+17,2.6157469604936326e+17,1.3504553071320727e+18,-3.0428780074873976e+16,1.0573973297837158e+18,3.364645535802573e+18,2.8606477371032273e+20
5,6.190467634579678e+16,7.285974920515981e+17,-1.0910482324266357e+17,8.7351993548871e+17,-2.30226111282705e+18,-1.540409249008175e+18,1.3484117081184632e+18,-6.38555054807643e+18,2.8211999881615812e+20
6,-1.0739831586092228e+18,8.665864793898817e+17,2.6919219709950067e+17,6.941653893618423e+17,-1.8758571169185638e+18,-1.2984169884251976e+18,1.1289830265603754e+18,-6.709166514597393e+18,2.754451190435787e+20
7,1.6961000516712634e+17,1.0230863086394454e+18,9.668481837031537e+17,6.628495330503203e+17,-2.7933220804753434e+18,-1.5478664120113526e+18,3.43381649103555e+17,-6.284282288150686e+18,2.684869436080977e+20
8,2.3342151585514688e+17,1.421749579644427e+18,5.2969534166148045e+17,5.51012271954598e+16,4.4172971102307584e+17,-4.408528513780341e+17,1.0416991963881592e+17,3.678009076367772e+18,2.6159132037794723e+20
9,-6.089424601550431e+17,3.795951200656332e+17,-7.373725416017381e+16,-1.3203172117618718e+16,1.332672401706884e+18,2.696485457012449e+17,7.267677702827361e+17,3.1416688348338427e+18,2.581389557665651e+20
10,-5.975472738875151e+17,-2.6720468184838502e+17,-1.0658386984175501e+18,3.808537960659315e+17,-1.7970010950678884e+18,-8.604902995569505e+17,2.4768709091063045e+18,-6.793473865965889e+18,2.5486583798705354e+20
11,-4.257286524148068e+17,-9.2235656309101e+17,-7.186811523879781e+17,4.442998237851773e+17,-1.8174087326164014e+18,-3.465684960649418e+17,2.0749968427077373e+18,-6.892565090215666e+18,2.4774619767709532e+20
12,-4.130934416752498e+16,-5.297807466710192e+17,-7.121850587913879e+17,2.2493669163243076e+16,1.2457108939839293e+18,7.258824129073458e+17,1.3171948650447078e+18,3.053977816463604e+18,2.4092489500045345e+20
