x_0,x_1,x_2,x_3,u_0,u_1,ctg
3.174291195855886940e+02,-1.004487692046579104e+04,1.961730001111352522e+03,-1.992992329703707583e+04,5.152315350599030353e+03,3.046007760005317323e+03,1.175770436548558809e+07
-6.824666978575331768e+02,-6.021876888278504794e+02,1.418936169460180281e+03,1.869428828371021041e+02,-8.949854828815326982e+03,-3.679840375095426680e+03,1.176059489892457053e+07
-7.333588943954764545e+02,-7.317395022706715281e+03,-2.207476498585205718e+03,-1.195464444935718348e+04,-6.699764558436445441e+03,-1.910490460636690841e+03,1.178280777378961444e+07
-1.391491225409025219e+03,-3.145222302807323103e+03,-2.406429972203196940e+03,-1.632019673341729685e+03,-6.619375947660173551e+03,-2.082793118690024130e+02,1.179138293696337566e+07
-1.235127462662427206e+03,3.523220878195583282e+03,-3.156402425109956312e+03,1.196995157051888782e+04,-9.571520418672373125e+03,2.356379072721121702e+03,1.181126763929986209e+07
-4.844086564286859016e+02,3.549250589164304529e+03,-3.926502606597223348e+03,1.129362634301408798e+04,4.725003239157791540e+03,7.720996520044383942e+03,1.183052142749506608e+07
4.760797728240700053e+02,1.685912530023794534e+04,-7.092549848152073082e+02,3.476518219346582919e+04,5.855845260464782768e+03,6.448531097297407541e+03,1.188333106974640861e+07
2.469317053038497306e+03,1.434988979511837897e+04,8.004957407445948547e+02,2.451958530904444706e+04,-7.887991273843550516e+03,-7.736158259734646890e+03,1.192547035764435492e+07
2.704575949708108055e+03,-1.609830741833991306e+04,1.364223784954780285e+02,-3.635928280013243784e+04,-7.428871540596182967e+03,-1.416409200626383608e+03,1.198076894619103149e+07
-5.136753643783473535e+02,-2.873754133134355652e+04,5.641932500095543901e+02,-5.479315584763000516e+04,1.040474863940933574e+03,-9.798554124447411596e+03,1.206537751198439300e+07
-3.313388315173343017e+03,-6.240489153003992215e+03,-2.412897360576274650e+02,-4.490779582494869828e+03,4.735166896238060872e+03,4.301089081208407151e+03,1.207966345877112262e+07
-2.214933810813729451e+03,2.343874535074212690e+04,-2.020180850242778206e+03,5.221756972774057067e+04,-2.174923200100926806e+03,-6.116625819861019409e+03,1.215955488851066120e+07
1.375619714346991941e+03,2.281116939558611921e+04,-2.935303895713861039e+03,4.401259386773000006e+04,3.480165702549060370e+03,7.432059162155164813e+02,1.223068957538403757e+07
3.442196714660633006e+03,9.514383647812563140e+03,9.588306739784040928e+02,1.235811588404318354e+04,3.515058349974062367e+03,-6.457822574249221361e+03,1.225696310230453312e+07
3.061149637047417855e+03,-1.186149991562306059e+04,3.434019125228910070e+03,-3.052288566769049794e+04,6.635315132461280882e+03,-7.005560402670192161e+03,1.230584265665012226e+07
5.603208130168756043e+02,-1.836426891155430712e+04,4.483918920234670622e+03,-3.947308089840628963e+04,-6.904506235335034944e+03,9.956241512548298488e+03,1.236872424619333446e+07
-2.042716397757485993e+03,-2.414640568099485245e+04,1.512669840361989770e+02,-4.460801814111701242e+04,-4.295035792641310763e+03,-3.973533975822057073e+03,1.243967265339723974e+07
-3.962750971970692262e+03,-4.202743012850584819e+03,-2.132146971110108097e+03,4.792162972500318574e+01,-1.157308467748101975e+03,6.716237786651508941e+03,1.245001821598289534e+07
-2.629795831561372324e+03,2.157201993383455556e+04,-3.749843758443289971e+03,4.941292733013621182e+04,-4.805356882085802681e+03,-5.093595691954419635e+03,1.252738280283687077e+07
8.357933843239413818e+02,2.279575360816273678e+04,-3.991180768520001948e+03,4.549720938402242609e+04,-3.491875986906902654e+03,6.691848302865506412e+03,1.260050273998189904e+07
2.918053955215092174e+03,6.168698495556335729e+03,-1.108394660770487462e+03,7.966952263120797397e+03,6.171945358495520850e+03,8.222814303222043236e+03,1.261866483935656212e+07
2.562350975903360450e+03,-4.133885803152462358e+03,3.047945852455178738e+03,-1.334589956323507249e+04,4.193067874021024181e+03,-2.593486547832737415e+03,1.264175492155130766e+07
1.109628310054745498e+03,-1.366568584767930770e+04,3.277795595596758631e+03,-3.027132124257363830e+04,2.241199830745792497e+03,6.695531197619202430e+03,1.269007935254721157e+07
-8.512847656896306034e+02,-1.294199104190638718e+04,2.033753094866879337e+03,-2.507316944615689135e+04,-6.474056804548830769e+03,-3.686016871337085831e+03,1.273097955089583062e+07
-2.163824850700939805e+03,-1.060875616205023834e+04,-1.409288375397390837e+03,-1.664312601193588853e+04,8.007475276747900352e+02,-2.230240095430837755e+03,1.276180454629591480e+07
-2.315497254745095688e+03,9.941797097221518925e+03,-1.681354712300545089e+03,2.488400019439321841e+04,-6.599182167975995981e+03,-6.245896439619518787e+03,1.280062719555457495e+07
-3.705907193709723515e+02,1.169702349862014307e+04,-3.587580780786624018e+03,2.544957451319198299e+04,-5.808932115980782328e+03,7.241131326345996058e+03,1.284173196506654471e+07
9.393791087515171512e+02,5.019481058925954130e+03,-2.318172674062955593e+03,9.882008014085806280e+03,1.325317297830571988e+03,2.042134848034020251e+03,1.285989100592237152e+07
1.200076140768372625e+03,2.386320415682376279e+03,2.890003521763959498e+02,3.434609918677950645e+03,-4.987426400725047642e+03,1.589059397623690529e+03,1.286720101274967752e+07
8.097103860306116303e+02,-1.000747969018707408e+04,-3.011325218784124900e+02,-2.031763316575874342e+04,1.825421967713391496e+03,7.011806574388341687e+03,1.289863696851353161e+07
-5.252763796539469467e+02,-4.730298340383200411e+03,7.704643998010421910e+02,-7.641449427778297832e+03,6.326612605255315430e+03,1.164401716201657109e+03,1.291230445706114732e+07
-5.195520632282692759e+02,8.536097231472311250e+03,7.952282458799120377e+02,1.803723239898258180e+04,-5.683576772512155912e+03,-9.643620267078898905e+03,1.294019256700070947e+07
4.722271576582695616e+02,-4.117348312126326846e+02,-1.559192134671799067e+03,-1.093106986409609590e+03,6.633170699608992436e+03,9.449316996559882682e+03,1.294372882811066136e+07
4.716207296676950591e+02,6.591513566549344432e+03,1.389274151491214525e+03,1.189672395814723859e+04,-6.342644188327144548e+03,4.252203420571262541e+03,1.296407796051651612e+07
7.542480312272123228e+02,-8.376949260046307245e+03,-7.385504566324876805e+02,-1.782200845454087903e+04,7.913122030741240451e+03,-6.706079621833984675e+03,1.299176971671896242e+07
-2.226872828139342744e+02,2.113079102191177299e+03,2.111240394672752245e+03,3.989776385800329535e+03,-1.461955692582560005e+02,8.132029451361668180e+02,1.300020649988444149e+07
8.991542484534340929e+01,-4.612699971374707957e+02,1.647226061831072172e+02,-1.587428073074353051e+03,-7.884299032491022444e+03,3.879803950093290041e+03,1.300250983598568104e+07
-3.158916985991378965e+02,-1.027876903100659911e+04,-1.375175373187038076e+03,-1.935513487951575007e+04,-4.839234282155397523e+03,-3.756033257069389037e+03,1.303383480696799047e+07
-1.463859824933161690e+03,-6.198352073550533532e+03,-1.409322567025628587e+03,-8.363084307882685607e+03,8.357802259526280977e+03,4.781690672046004693e+03,1.305126942574138194e+07
-1.119446292626692411e+03,1.749130598183118855e+04,1.453100356573669956e+02,3.725656404259068950e+04,2.306845460427281068e+03,2.322202244122370757e+03,1.310728205209408700e+07
1.430199500694633343e+03,1.629734857712714438e+04,-6.264048398564782474e+02,2.954763495409438838e+04,-9.615771949645062705e+03,2.325005300402039211e+03,1.315518363996586017e+07
2.217212728975073333e+03,-1.165212529739307502e+04,-9.884906339260235200e+02,-2.694022214787455596e+04,-6.473633911302425986e+03,1.402182568946302126e+03,1.319698169077402912e+07
-2.924907846656544734e+02,-2.286723463472842559e+04,3.063388618709078060e+02,-4.394280375747806829e+04,-4.764318298949408018e+03,9.972362450130283833e+03,1.326439055881277286e+07
-2.783123288667017732e+03,-1.189784328593180180e+04,-1.215383334064841392e+03,-1.656275378517279023e+04,2.153782602560931991e+03,-1.474484221560898732e+03,1.329684966250661016e+07
-2.642713645138782340e+03,1.627694503364078446e+04,-2.230924396679351503e+03,3.925622019598087354e+04,7.241828801753079460e+03,1.919945183075333262e+03,1.335725646577804908e+07
7.176596682734952992e+02,3.351683003993060265e+04,-1.449035473523185829e+03,6.606437618772541464e+04,-8.746049914095387066e+03,9.908081829846112669e+03,1.345900436714750156e+07
3.814976173113734149e+03,2.191518475838610357e+03,-1.832615912345003153e+03,-2.022173447318119543e+03,2.745427919903799193e+03,6.352578675938821107e+02,1.346886565115611628e+07
2.453916066492250138e+03,-1.454079460006784393e+04,3.107827503946584329e+03,-3.381299880253199080e+04,5.006382554966925454e+03,-9.799414221334516697e+03,1.352278118812915497e+07
-6.730781867928051554e+01,-1.644323841024598005e+04,3.444044719175056798e+03,-3.341802870897277171e+04,-8.949456758991047536e+03,6.681984148020328576e+03,1.357615380778622814e+07
-2.186476567081678695e+03,-1.996036035664528026e+04,-1.142860042729318820e+03,-3.487903748044492386e+04,3.648073989756449009e+01,8.871632739220327494e+03,1.363432254223312996e+07
-3.362374364551642429e+03,5.643955227253586600e+03,-1.827715832664897334e+03,1.885203479611988223e+04,-2.677554972957330392e+03,-8.530034364297211141e+03,1.366400862245371938e+07
-1.240711470322211881e+03,2.091363131244725810e+04,-3.727351577076171907e+03,4.565251092863651138e+04,3.201753192519281583e+02,5.516976265087516367e+03,1.373554282774220221e+07
1.715740892204151123e+03,2.082409057366785783e+04,-1.907977620358475633e+03,3.927711923309261329e+04,-1.181188471649897110e+03,3.641602309971356590e+03,1.379926775606152602e+07
3.245158073493783832e+03,7.204184010837893766e+02,4.444524652134018083e+02,-4.350133895843405298e+03,8.082271430623757624e+03,-4.611899055273638623e+03,1.380802791889716126e+07
2.167281847649551764e+03,-8.365125645463036562e+03,4.118022782030828239e+03,-2.186515381676677498e+04,-2.063170508888599215e+03,-4.469053336206325184e+03,1.384454350298907235e+07
1.584017791947330807e+02,-2.215304624903467629e+04,2.069711321819951536e+03,-4.518212474223580648e+04,2.405730752920007944e+02,3.948106311451974761e+03,1.391410678708135709e+07
-2.382291441883918196e+03,-1.232767452312057503e+04,7.855640197576592527e+02,-2.028280399309119457e+04,6.612739574052589887e+03,-2.637826646011966659e+03,1.394988512105921097e+07
-2.432765757980692342e+03,1.445151242364099926e+04,-2.687915474620781993e+02,3.297200967356470937e+04,5.117674842183365399e+03,-2.764740723758472086e+03,1.400001020046185888e+07
4.235825603951711855e+02,2.466126614741595040e+04,-9.206700507257198751e+02,4.743662168903134443e+04,8.757266231409441389e+03,7.333423089976422489e+03,1.407345234090942703e+07
3.199424775410602251e+03,1.703475579454479521e+04,1.999917917042654608e+03,2.562095518720180189e+04,-5.509556318155486224e+03,4.338650071469139220e+03,1.412130739458362758e+07
3.301555352254952140e+03,-2.126939006624606554e+04,2.012597580314596371e+03,-5.051136700667924015e+04,6.103888574277742009e+03,7.823640137427337322e+03,1.419840230458912253e+07
-4.418284267292896175e+02,-2.430470745393664038e+04,4.697655154089549796e+03,-4.984798218390124384e+04,2.147432263852884716e+03,6.510275252472158172e+03,1.427769447780777887e+07
-2.950765802438764695e+03,-1.180648380167692267e+04,1.384770070995892411e+03,-1.947995666352222906e+04,-3.499400555262601301e+03,1.714140547536408121e+01,1.431331645414641313e+07
-3.128986631169885186e+03,4.262198701598454136e+03,-2.365849506813686276e+03,1.419352059528635982e+04,1.625345940479854107e+03,7.275257220359239000e+03,1.433726700958128087e+07
-1.221068369523305591e+03,2.214247925178190781e+04,-2.352010187568537731e+03,4.637430838012349705e+04,6.975336718574759288e+03,-4.438851723053776368e+03,1.440935687577027828e+07
2.000707283762634916e+03,2.525833028871720308e+04,1.324957763596196969e+01,4.541354969625142257e+04,3.960677046120239538e+03,-3.882405787093989602e+03,1.448204271261664480e+07
3.950014591805183045e+03,2.292554533726902264e+03,2.414310364448842392e+03,-5.000262373362448670e+03,-6.988181341442304984e+02,9.605664381364636938e+03,1.449569985447998904e+07
2.267730471386943009e+03,-2.622175054505446315e+04,3.707582776759121771e+03,-5.867488214609711576e+04,-2.971588463014635636e+03,2.417069833212650337e+03,1.458657180041928589e+07
-1.873267296511178756e+03,-3.232671279590664562e+04,2.347772616926783030e+03,-6.202338099290968967e+04,-2.521168854148722858e+03,9.721377929839236458e+03,1.468514293412153982e+07
-4.739583874413325248e+03,-9.242150785755999095e+03,-1.130420457402906095e+03,-9.231896341453630157e+03,-1.037863903920801022e+03,-2.431264038572798199e+03,1.470948698558056541e+07
-3.642995891323825163e+03,2.216775557005078008e+04,-3.999901020486028756e+03,5.213141175330973783e+04,1.530759869730960418e+03,-4.115627090498745929e+03,1.479142904981573671e+07
5.458035794263483922e+02,3.529003980681840039e+04,-3.437356228137672133e+03,7.000214799526651041e+04,-7.057080953070653777e+02,-4.843178436038458130e+03,1.490070439742538519e+07
4.184650140412774817e+03,1.433189380231744144e+04,-5.917279941587030407e+02,2.056371655073131478e+04,9.244363699767476646e+03,8.467412844244681764e+02,1.494037638591300510e+07
4.184635356414793932e+03,-6.458633239494692134e+03,4.957742359985179974e+03,-2.274126603729627823e+04,-4.834830849658979787e+03,2.561007268975352417e+03,1.497871866290619597e+07
1.321435714028682469e+03,-3.734638634369835199e+04,3.373160958506950465e+03,-7.830753307298419531e+04,6.071609253623124459e+03,-1.671730961536013638e+01,1.509906717899541371e+07
-3.250556429475923778e+03,-2.039941668505408234e+04,3.315766661839623339e+03,-3.579791847035797400e+04,-2.870096126524731517e+02,6.478650263607531087e+03,1.516183083724214137e+07
-4.087866068745042412e+03,4.884001972764039238e+03,-1.724354429766912290e+03,1.726325329408170364e+04,5.387477543490440439e+02,-9.173554433996436273e+03,1.518979031300749816e+07
-1.704309127513070734e+03,2.603560718008010372e+04,-3.261412435964353790e+03,5.530197596394288121e+04,9.244779562531111878e+02,-2.779974760628570039e+03,1.527609361771499924e+07
1.958380839877808739e+03,2.381018001620033465e+04,-1.784316466126290834e+03,4.351371937958689523e+04,7.893649180244668969e+03,-6.018565873059535988e+03,1.534716021441679075e+07
3.946726938903343125e+03,8.852203858138722353e+03,2.768683281666112634e+03,8.362641498845867318e+03,-8.483396260498537231e+03,9.400975522927794373e+03,1.537109046999434568e+07
2.738548542422715400e+03,-3.197761965720507578e+04,2.037499463203888354e+03,-7.000474562104254437e+04,5.916033139208373541e+03,-5.944508779869066529e+03,1.547784888327821903e+07
-1.886657664082333667e+03,-2.478273310188566393e+04,4.125927534220444613e+03,-4.715099465031719592e+04,-5.851543308406808137e+03,9.418313059342093766e+03,1.555579519622872397e+07
-4.020643422733850002e+03,-1.125299707687715090e+04,-1.646646715846356756e+03,-1.448262702996023836e+04,9.541603260308540484e+03,6.817907351013018342e+02,1.558719811047414131e+07
-3.094619993138451719e+03,2.967431282470161386e+04,-1.367278181435233364e+03,6.483834468527951685e+04,5.930809415029398224e+03,7.034287624891723681e+03,1.568617266615869664e+07
1.782516455590499390e+03,3.670941597445629304e+04,-1.602577657922580556e+03,6.880217390817719570e+04,-7.830930830009263445e+03,-7.664847277778264470e+03,1.579506935015484318e+07
4.668092203842901654e+03,-3.494910145957513123e+03,-4.571302450451485129e+02,-1.656202488776854079e+04,6.903038045617842727e+03,3.604519850295795550e+03,1.582025150763745792e+07
2.345008012106384740e+03,-2.020812220955008524e+04,5.215452037717904204e+03,-4.666861887671651493e+04,6.899473798363149399e+03,1.789069072064974534e+03,1.589468870877354965e+07
-7.819599857084682526e+02,-2.009527161589546085e+04,4.465115464045198678e+03,-4.085790280560738029e+04,-9.832017105473527408e+03,5.603678408655776366e+03,1.596088895864480548e+07
-3.103615202917748320e+03,-2.140363908306152734e+04,-1.354349900108902148e+03,-3.696784635342968249e+04,-4.465667587184294462e+03,4.319477357543768449e+03,1.602371840918432362e+07
-4.251102564542860819e+03,3.881974657565212510e+03,-3.223699831696497313e+03,1.693601820888151633e+04,9.364303978060870577e+02,6.040269532705226084e+03,1.605201120444701053e+07
-1.815025610851949523e+03,2.994907753542698265e+04,-3.802400045669305200e+03,6.438645946743023524e+04,8.560087665588871459e+02,-3.878258421134861237e+03,1.615196416710638814e+07
2.396462818127218725e+03,2.788164585572677242e+04,-2.250047480499677931e+03,5.160979348174441111e+04,-5.253770719932842439e+03,8.021345961895203800e+03,1.623610211674248613e+07
4.217105129639813640e+03,-5.003729943780950634e+03,1.625544717642637806e+02,-1.768756330863808762e+04,-7.780425071191675670e+02,-9.369746785294428264e+03,1.626317306959630921e+07
1.737025424945828490e+03,-2.587649944283787408e+04,3.133111684469789452e+03,-5.499325952093122032e+04,6.855063933798843209e+03,-2.434637132588241911e+03,1.634891296566949412e+07
-1.643140712044155407e+03,-1.510480025239150200e+04,3.352737680656732209e+03,-2.764689288330256386e+04,1.619949562344208971e+03,6.799264567439735401e+03,1.639666053719788976e+07
-2.512600352239971926e+03,1.254466277327662965e+03,-2.910347510816569638e+02,7.038105335498752538e+03,-6.261505641795774864e+02,9.055294818240825407e+03,1.640775674391403794e+07
-1.271621020867577272e+03,1.353996484567324842e+04,-2.076678055649864291e+03,2.958387743851586856e+04,-2.026692400519611510e+03,4.771062922532370067e+03,1.645422888527474366e+07
7.206385424036557197e+02,1.211545689289581969e+04,-1.799908542670698353e+03,2.308027682024371825e+04,2.546136037501168175e+03,-6.166396559497647104e+03,1.649194516607295722e+07
1.822820183709078719e+03,5.607369154375208382e+03,6.958711791931158359e+02,7.343254341803563875e+03,8.895634023718270328e+03,3.221567326778420465e+03,1.650741448093203828e+07
1.914387405867064217e+03,1.170399057491115627e+03,3.338727842177443108e+03,-2.978875267747016551e+03,7.912224720052799967e+03,6.099379946291221131e+03,1.651681687050532177e+07
1.381299088816521817e+03,-5.994401493070869947e+03,3.864956985303675992e+03,-1.709782983875124046e+04,-6.777805138688523584e+03,-8.753309547022956394e+03,1.654515535791126452e+07
-2.790379215456439397e+02,-2.396064009873960094e+04,8.181831377454194580e+02,-4.850246056619135197e+04,-2.046001012423248540e+03,3.879988200138202956e+03,1.661871567963548563e+07
-2.956287779116969432e+03,-1.310974284361237551e+04,2.484267619114469028e+00,-2.084035571568767409e+04,9.776218638569898758e+02,2.952283258308139921e+03,1.665562455024152249e+07
-3.049233458736569446e+03,1.144655927850713670e+04,-1.910392565756970725e+03,2.883159357074068976e+04,5.515507567191967610e+03,-2.049652032949509703e+03,1.670086232911526412e+07
-2.047764112891947548e+02,2.936911730818539945e+04,-1.640947271057967782e+03,5.863201924138017057e+04,-4.373519920584893953e+03,-1.868676736661663199e+03,1.679070918934717774e+07
2.943465478811591765e+03,9.240567317756636839e+03,-1.421626095379793469e+03,1.261721467938025671e+04,7.806164562009031215e+03,-3.971018324559047869e+03,1.681693206291850656e+07
2.872133123535937557e+03,-2.978083022472075754e+03,3.694274987904803766e+03,-1.302476006014157610e+04,3.721559205910893070e+03,9.508365984769683564e+03,1.683950131411256269e+07
1.301252701927383896e+03,-1.785128187905201048e+04,3.834448674865704561e+03,-4.009637071527666558e+04,-2.791577184805167235e+03,-4.300739090629037491e+03,1.690258466808368266e+07
-1.460429657100389932e+03,-2.331996472967657610e+04,1.547668433218332666e+03,-4.485133996907543042e+04,5.779924631405925538e+03,-5.450866999518220837e+02,1.697376407087275386e+07
-3.230911310375326593e+03,2.039310266517059745e+03,6.981658298294557881e+02,9.196160350655822185e+03,1.362935267348677371e+03,-3.084309509670882107e+03,1.698892861863012984e+07
-1.545510160657480128e+03,1.824359572655169177e+04,-1.944373983047481943e+03,3.870817368529694068e+04,-9.758348458750981081e+03,3.394919482428549600e+03,1.704937027218568325e+07
7.647055657475717680e+02,5.796608177396620704e+03,-3.412068665902756493e+03,1.065295895406663840e+04,-9.701800525003740404e+03,2.049262826065600166e+03,1.706999661354879662e+07
7.065632906520070264e+02,-9.396033868196145704e+03,-1.920216391797418737e+03,-1.869385208638967015e+04,2.136056109605335223e+03,-9.330941691270065348e+03,1.710071327918583155e+07
-5.088875122892794707e+02,-2.122159506608502397e+03,5.207624803989328939e+02,-2.349212069301368501e+03,9.717761267691716057e+03,-1.316619396279022112e+03,1.710621430075442791e+07
-9.529265137665306895e+01,1.365777702033595597e+04,1.410378551197900151e+03,2.708981701272149439e+04,8.405942980860079842e+03,9.118738675926997530e+03,1.714846756599006057e+07
1.757077896792624188e+03,1.412393672886030436e+04,1.724952864419779416e+03,2.335006799694730580e+04,7.622448802162489301e+02,1.694312923296000008e+03,1.718942360147707909e+07
2.468921490806887050e+03,-6.243359816441527073e+03,1.949505385554084569e+03,-1.885652437003132945e+04,7.175559337093636714e+02,-1.688683477287060668e+03,1.721894191253991425e+07
5.843101329914878761e+02,-1.922704193231473255e+04,2.778515970061390362e+03,-4.109426006482426601e+04,9.549781695765526820e+03,3.284321317708427159e+03,1.728262604064010456e+07
-1.549675447189812758e+03,-4.929730210281206382e+03,3.283384686191367564e+03,-9.072444586193327268e+03,2.145901520088646066e+02,5.749797660249900218e+03,1.730146127556996047e+07
-1.491720245384278314e+03,1.294016491165669322e+03,-2.199364101489524330e+02,3.929456300865247613e+03,-5.854741099132152158e+03,-6.030709374558975469e+03,1.730839640501752496e+07
-9.834829760838819084e+02,2.941606049114980692e+02,-2.012315168104810027e+03,2.123369184339546791e+03,-6.565684945975626761e+03,-2.417318152472050315e+03,1.731380973295096308e+07
-7.860257925868257871e+02,-8.117288197435858592e+02,-2.230834493432736963e+03,4.959546406458951537e+02,2.645740122833862188e+03,-9.789654098843868269e+03,1.731813427669737116e+07
-4.090503051610750731e+02,9.390608046506200481e+03,-4.681810914581422480e+02,1.978070587806700496e+04,-6.984274676814595296e+03,-5.235519574666158405e+03,1.734818282201856375e+07
5.817477225491282979e+02,-8.641336659695318758e+02,-1.941760852891137347e+03,-1.883624253592206287e+03,-1.912582152775980830e+03,-4.258880050248707448e+03,1.735345408851356432e+07
1.932811929225733820e+02,-2.981342340486465673e+03,-3.685081406169419438e+02,-5.394952879987225970e+03,6.777172863827749097e+03,-2.692753687928508953e+03,1.736239217306757718e+07
7.559736751676496169e+01,6.789336110886335518e+03,1.278637168243930091e+03,1.334500071097300133e+04,6.010700602323477142e+03,-3.211474575992740938e+03,1.738388074442519620e+07
1.020968004023088952e+03,8.132937219528362220e+03,1.357397645653840300e+03,1.340382669719156183e+04,1.661266755725557232e+03,-3.666454262270473009e+03,1.740779587399159372e+07
1.473288772767327828e+03,-2.577729652347093179e+03,1.421797366584666179e+03,-9.091825998615579010e+03,-1.481294292453654634e+03,5.197801943920687336e+03,1.742236051578190923e+07
4.021255750573709520e+02,-1.348229289036168302e+04,1.321255153616945336e+03,-2.852251351879769572e+04,-9.971331739158466007e+03,-4.071173029346755357e+02,1.746608870291974396e+07
-1.674513218405146745e+03,-2.111396866204729668e+04,-1.208129401244205837e+03,-3.824371603909478290e+04,-6.310515323056861234e+02,-4.593538924845581278e+03,1.752832903024053574e+07
-3.242477191818613846e+03,1.514626664555975367e+03,-1.534645038630185127e+03,1.035309933272088347e+04,-2.654096572558683874e+03,5.360063582929997210e+03,1.754497387846826017e+07
-1.630957903096489417e+03,1.829411839373933981e+04,-3.548300539480588213e+03,4.119504267360977246e+04,6.831805267535586609e+03,-2.124935725785606337e+03,1.760964229797818512e+07
1.449431135201811458e+03,2.903001479372204994e+04,-8.597467660001225340e+02,5.548145908570504253e+04,-8.551103710224317183e+03,4.779455481735314606e+03,1.769646294975881279e+07
3.713745287980445482e+03,-4.263317621928439621e+03,-1.052286341053938258e+03,-1.493102951000662142e+04,-4.096940648740596771e+03,5.096756219900702490e+03,1.772042332851978391e+07
1.433354213957583625e+03,-2.516765336242629564e+04,1.849910619552472781e+03,-5.230558242927908577e+04,-4.661668089136663184e+03,5.232808684592682766e+03,1.780117982914499938e+07
-2.109248136245278147e+03,-2.404852550863142460e+04,4.686910851576591313e+02,-4.264476546416298515e+04,-2.317842696699428416e+03,-2.078753571459419618e+03,1.787045105933919549e+07
-3.799854881194475638e+03,5.111975536343536533e+02,-2.165264572376841897e+03,1.022556969299817865e+04,-8.325002431875973343e+03,-6.391425567252385008e+03,1.788715294603940099e+07
-2.199761286487545021e+03,1.624008794822677373e+04,-5.393124105889142811e+03,3.959046443360475678e+04,-4.905964491540224117e+03,-4.615627613522772663e+03,1.795057638381360844e+07
5.671181651374029116e+02,2.155620582084580747e+04,-4.209161236203831322e+03,4.487901002591707947e+04,2.309769091846319498e+03,-1.777250857587807332e+03,1.802178787906171381e+07
2.931694914599483582e+03,1.564479429821501799e+04,-4.963494595287691595e+02,2.727254992774375933e+04,8.969637122434731282e+03,1.480228090156500912e+03,1.806813326766180247e+07
3.757644436480630247e+03,3.049487485687483058e+03,3.488284556237411380e+03,-1.436297788438042517e+03,-4.742215324555180814e+03,3.934691493602558694e+03,1.807986498192864656e+07
2.233175136207833020e+03,-2.770141784452610955e+04,2.422363698683997427e+03,-5.970704125335210119e+04,-9.722493120216329771e+03,-9.028779238585904750e+03,1.817192897986141592e+07
-2.185240801622486288e+03,-3.672465305595896643e+04,3.669544611717636826e+02,-6.788876778022677172e+04,-2.587049652898636850e+03,-8.846575981259698892e+03,1.827909459596039727e+07
-5.264462297191063954e+03,-4.753540845712485861e+03,-2.139821976748409270e+03,2.676117183872951500e+03,-6.612299554524032828e+03,7.979932521238886693e+03,1.829392853826392069e+07
-3.507689669811714793e+03,2.423222137391771685e+04,-6.181930095821495343e+03,5.820874416373945132e+04,-4.075340984406208008e+03,-8.364614416685342803e+03,1.838605912356721237e+07
7.736888621323150801e+02,3.386225794179797231e+04,-5.276065211547886975e+03,6.910341156190809852e+04,1.272446749577433366e+03,3.136251888478762339e+03,1.849507454714459926e+07
4.362455215239132485e+03,1.935932494764308649e+04,-7.965881386471301084e+02,3.190760431409551529e+04,-2.373474611136285603e+03,6.820031338167533249e+03,1.855150051976022497e+07
4.535811464254813473e+03,-1.576082940098166364e+04,2.262236092462534543e+03,-3.935155943132936954e+04,3.607883414068852289e+03,6.470188401935920410e+02,1.861341095614925399e+07
9.291704535285674638e+02,-2.817541069370496552e+04,4.498292536309973002e+03,-5.809669596023295890e+04,-6.640198400964911343e+03,2.115825438013780513e+02,1.870511052579303086e+07
-2.805789267060345992e+03,-2.766407845003494367e+04,1.760407796236924298e+02,-4.876851962091075984e+04,-8.503983978960955938e+03,-3.103139365671865562e+03,1.878452495391066000e+07
-4.820788503287719323e+03,-4.172991739658449660e+03,-3.896844032521543340e+03,3.517465469737508556e+03,8.813571765783581213e+03,5.715465245510304158e+03,1.880093304365586489e+07
-2.637042818343280032e+03,4.117414843696233584e+04,-3.044584983599183943e+03,8.884357191469937970e+04,1.372721453526481127e+03,-1.223743917396030156e+03,1.893663239180947095e+07
3.256275693233803850e+03,3.786886915152525762e+04,-2.945068310199823372e+03,7.015445246241353743e+04,-2.962541919343854715e+03,-1.118477449290676304e+03,1.905085705742684379e+07
5.883065222417954828e+03,-2.154621276202610716e+03,1.061525949144614970e+03,-1.551231811851774910e+04,3.305881433850081521e+02,-7.295373440393414057e+03,1.907546858799312636e+07
2.987315773525551776e+03,-3.374983132957742782e+04,4.815643472309491699e+03,-7.372011259652004810e+04,4.692084203823924327e+02,1.780890185781408945e+02,1.919074149116506055e+07
-2.086297615341797609e+03,-3.449898509144035779e+04,3.461392981358499583e+03,-6.524684365927254839e+04,1.873467125860486703e+03,-4.060585931691016413e+03,1.929603501051247492e+07
-4.876432539366835044e+03,-3.875411773326648472e+03,-4.464333084263962519e+02,1.837850994785157127e+03,3.401363497558322706e+02,7.447418287237298500e+03,1.930707113912837952e+07
-3.057416555478982900e+03,2.636817771175051894e+04,-3.834389696226338856e+03,5.924677847621064575e+04,-5.894970564958847717e+03,7.180235764766166540e+02,1.939957790156804770e+07
1.056872521811475281e+03,2.523361356720589538e+04,-4.464641601698157501e+03,4.960451303345385531e+04,-5.568604059820902876e+03,-3.581973210943998311e+03,1.947993754229221866e+07
3.205252206533115896e+03,3.519683858026049165e+03,-1.344948551436850721e+03,2.048444279672645735e+03,-6.287376419426105713e+03,7.357941259475570405e+03,1.949005587118788809e+07
