,mpc_x_0,mpc_x_1,mpc_x_2,mpc_x_3,u_0,u_1,ctg
0,475.0,6813.0,6418.0,2301.0,-1.8750000000000004e+19,-1.8731268731268732e+16,1.3425645656660422e+21
1,-3.9918501669062564e+18,9.25791811463152e+18,-6.925654721660545e+18,1.0059695666143773e+19,-1.8750000000000004e+19,-1.6920515762079606e+18,1.3331802000316765e+21
2,-1.058623059709185e+19,1.0060632276499925e+19,-7.55524784688364e+18,-1.5861400365254085e+18,-1.8750000000000004e+19,-1.651075318430563e+18,1.3078416149089016e+21
3,-1.3938760566733457e+19,7.467271750038368e+18,-3.212998507373016e+18,-1.212482790459082e+19,-1.8750000000000004e+19,-9.195069183233267e+17,1.2827469518711858e+21
4,-1.2977253453762052e+19,3.305231923462383e+18,1.4626254545155471e+18,-1.7558057030310914e+19,-1.8750000000000004e+19,-6.532560647519549e+16,1.2545402690476562e+21
5,-9.592662055258067e+18,1.693810873405904e+18,3.097428986343399e+18,-1.3698333390381605e+19,-1.8750000000000004e+19,2.073254853597796e+17,1.2274810223133933e+21
6,-9.066708181649617e+18,7.522267871278014e+18,-2.1525274360119117e+18,-1.876681773154578e+18,-1.8750000000000004e+19,-9.18004150394475e+17,1.203961241918019e+21
7,-1.2707688015738372e+19,1.1005621430946925e+19,-5.868047485831568e+18,-2.806620117738714e+18,-1.8750000000000004e+19,-1.5834684681665454e+18,1.1838181472117745e+21
8,-1.6451339102187424e+19,1.0250571528766058e+19,-4.662014431192149e+18,-1.1384460442564678e+19,-1.8750000000000004e+19,-1.3452605357926892e+18,1.1574574244525634e+21
9,-1.7895028643913169e+19,9.02051901104088e+18,-2.225470761516303e+18,-1.5959748724421038e+19,-1.8750000000000004e+19,-9.68764829754966e+17,1.1260356014323119e+21
10,-1.7861441631493173e+19,8.328732924695454e+18,-1.0251232145904445e+18,-1.6945557643821433e+19,-1.8750000000000004e+19,-8.027727327541697e+17,1.0936258354469887e+21
11,-1.7993765074085222e+19,9.673194975893213e+18,-1.8929827306793828e+18,-1.4565280040431819e+19,-1.8750000000000004e+19,-1.0349380150082586e+18,1.0617690213733114e+21
12,-1.834222885446509e+19,8.871110766659893e+18,-1.523536302284935e+18,-1.6952493220799779e+19,-1.8750000000000004e+19,-8.979988705937619e+17,1.0298139409552624e+21
13,-1.7015937745057612e+19,5.934093162014444e+18,9.410009706253106e+17,-1.9823419452454232e+19,-1.8750000000000004e+19,-3.680667975047026e+17,9.971452569478606e+20
14,-1.3238410995543511e+19,1.4280799907559532e+18,4.102969611645647e+18,-2.118439892183031e+19,-1.8750000000000004e+19,3.519379585298723e+17,9.657289978840325e+20
15,-6.639423803929005e+18,-4.639402312715448e+18,7.83044690546372e+18,-2.019310663664764e+19,-1.8750000000000004e+19,1.2514413620105774e+18,9.362010991448798e+20
16,1.720696960046615e+18,-9.155898777743072e+18,9.662749362640335e+18,-1.3055846399598096e+19,-1.8750000000000004e+19,1.788882871999227e+18,9.065491886344966e+20
17,8.870854628261444e+18,-8.863753579767029e+18,7.359317776198994e+18,6.997357998399296e+17,-1.8750000000000004e+19,1.5104425439867064e+18,8.79482151448483e+20
18,1.3230756130459945e+19,-1.0079072144175993e+19,5.370792189763379e+18,5.714274597598239e+18,-1.8750000000000004e+19,1.3779150655596797e+18,8.56455099284456e+20
19,1.4907563855102095e+19,-6.319716287376153e+18,1.4967123586661123e+18,1.586665277547152e+19,-1.8750000000000004e+19,6.39802103149641e+17,8.291936942206773e+20
20,1.2533389050616793e+19,-2.3736857383933025e+18,-2.751042234264361e+18,1.8258762377667924e+19,-1.8750000000000004e+19,-1.667177206545412e+17,8.002034705307945e+20
21,7.120113813987729e+18,3.048087063874224e+18,-6.405382474312951e+18,1.814478830737125e+19,-1.8750000000000004e+19,-9.856374032484416e+17,7.72786671969996e+20
22,6.240109134349094e+17,4.969711429990576e+18,-6.773302676403517e+18,9.469460888597432e+18,-1.8750000000000004e+19,-1.1492743613299145e+18,7.455596674385986e+20
23,-1.649132463397241e+18,-1.9563801429046124e+18,1.191951307479672e+17,-7.659319258482309e+18,-1.8750000000000004e+19,2.355926912623656e+17,7.246917873037205e+20
24,2.186944225492007e+18,-6.918535886759246e+18,5.872857014216518e+18,-8.77662313674107e+18,-1.8750000000000004e+19,1.2564986072809882e+18,7.095069774603232e+20
25,7.939130889577392e+18,-9.432463726116542e+18,7.072705112391062e+18,-2.5028635068775537e+18,-1.8750000000000004e+19,1.524757779798496e+18,6.876262480250784e+20
26,1.1554685173647995e+19,-6.329248433601205e+18,3.29941559278355e+18,9.993610494559375e+18,-1.8750000000000004e+19,8.349329133709162e+17,6.640152875176978e+20
27,1.0598716004381067e+19,-2.0678649449460408e+18,-1.693599241173184e+18,1.5596597890203834e+19,-1.8750000000000004e+19,-8.282998625104803e+16,6.386343412137162e+20
28,5.906275279365026e+18,3.161953747507201e+18,-5.834183546394524e+18,1.6279475613402579e+19,-1.8750000000000004e+19,-9.411844087351624e+17,6.142395371802387e+20
29,-5.356538238454711e+17,6.124870811841828e+18,-7.172903618050549e+18,9.61384997564379e+18,-1.8750000000000004e+19,-1.2980241886570107e+18,5.8880300088253645e+20
30,-4.3249819026460073e+18,1.9514121718047913e+18,-2.457699735679821e+18,-5.22392108752181e+18,-1.8750000000000004e+19,-4.005042618452526e+17,5.670553496735171e+20
31,-1.8418301472371666e+18,-5.063574596397393e+18,4.825467542643639e+18,-1.2961653689755673e+19,-1.8750000000000004e+19,1.008457721326008e+18,5.505010900937683e+20
32,4.2971406922710395e+18,-8.350558751239401e+18,7.502204605423751e+18,-7.062471860646029e+18,-1.8750000000000004e+19,1.5064682619623593e+18,5.282755982450884e+20
33,8.368800397971333e+18,-4.703361303377147e+18,3.312126107508318e+18,7.400853912405404e+18,-1.8750000000000004e+19,6.942066933640502e+17,5.045411761593171e+20
34,7.004824520241975e+18,8.510225743071578e+17,-2.849290097095072e+18,1.4555944616818553e+19,-1.8750000000000004e+19,-4.449516238917227e+17,4.82926501952004e+20
35,1.8853226100629356e+18,4.77668333640869e+18,-6.191913556245061e+18,1.181321748516564e+19,-1.8750000000000004e+19,-1.1007277668680858e+18,4.606984852358268e+20
36,-3.398113340806045e+18,5.098622525304863e+18,-5.342527360927685e+18,2.3984227461412014e+18,-1.8750000000000004e+19,-1.0013541381983027e+18,4.384395528584516e+20
37,-3.94037045832041e+18,-1.8795752925433234e+18,1.6377063565934638e+18,-1.1428093899334361e+19,-1.8750000000000004e+19,4.247949875937639e+17,4.2044503280276256e+20
38,8.61620302365317e+17,-6.720244183234606e+18,6.593323543402178e+18,-1.0662866113315901e+19,-1.8750000000000004e+19,1.3141963751647178e+18,4.014147623055699e+20
39,7.551642607768947e+18,-1.065889135742124e+19,8.363104410471118e+18,-5.474230174512316e+18,-1.8750000000000004e+19,1.7654297525842386e+18,3.789636370468285e+20
40,1.3124514226363298e+19,-9.762980003133346e+18,6.050954839818245e+18,6.504957342697925e+18,-1.8750000000000004e+19,1.430468261316401e+18,3.526819878954496e+20
41,1.567485365782365e+19,-8.781501660398758e+18,3.1450627213627597e+18,1.25897298192042e+19,-1.8750000000000004e+19,1.0166777396930115e+18,3.24870050558785e+20
42,1.5721895678852096e+19,-6.588811392528054e+18,4.4470362984104576e+17,1.6416559007639998e+19,-1.8750000000000004e+19,5.5794877568989696e+17,2.9489113775954382e+20
43,1.3231261705404396e+19,-2.7589629183073567e+18,-2.6494857301693865e+18,1.88149635162286e+19,-1.8750000000000004e+19,-1.0191081275494598e+17,2.6565117851726827e+20
44,8.121107163945462e+18,2.1530562249674074e+18,-5.900679281167832e+18,1.8342566806268006e+19,-1.8750000000000004e+19,-8.44413744351727e+17,2.374978861758359e+20
45,9.364187959300598e+17,7.337160998737256e+18,-8.508377968948427e+18,1.474863006686543e+19,-1.8750000000000004e+19,-1.5455597059715387e+18,2.104419745654857e+20
46,-7.566225068195789e+18,1.226641043631476e+19,-1.0319763156534204e+19,8.234954391712683e+18,-1.8750000000000004e+19,-2.1279321599433503e+18,1.8452890079725935e+20
47,-1.5197199136307028e+19,1.2901979454981915e+19,-8.618444404869017e+18,-4.644449650156913e+18,-1.8750000000000004e+19,-1.9829194046807944e+18,1.5489625819090895e+20
48,-2.0350932780182864e+19,1.3961880132071078e+19,-6.631561906252925e+18,-1.1580440431855356e+19,-1.8750000000000004e+19,-1.8521678171166057e+18,1.2384876216541112e+20
49,-2.436352189405491e+19,1.576191613651863e+19,-6.202785926989258e+18,-1.528870912295073e+19,-1.8750000000000004e+19,-1.9640142622584653e+18,8.72852706316717e+19
50,-2.8392098661629346e+19,1.848213788933706e+19,-6.920362330345092e+18,-1.7428272064492278e+19,-1.8750000000000004e+19,-2.2667229747675924e+18,4.611979696028569e+19
