0,inf
1,901.213
2,901.213
3,901.213
4,901.213
5,901.213
6,901.213
7,901.213
8,901.213
9,901.213
10,901.213
11,901.213
12,901.213
13,901.213
14,901.213
15,901.213
16,827.5387
17,762.7866
18,762.7866
19,762.7866
20,762.7866
21,762.7866
22,762.7866
23,762.7866
24,670.1099
25,669.0409
26,669.0409
27,669.0409
28,669.0409
29,669.0409
30,669.0409
31,669.0409
32,669.0409
33,669.0409
34,669.0409
35,669.0409
36,669.0409
37,669.0409
38,669.0409
39,669.0409
40,669.0409
41,669.0409
42,669.0409
43,669.0409
44,669.0409
45,669.0409
46,669.0409
47,669.0409
48,669.0409
49,669.0409
50,669.0409
51,669.0409
52,669.0409
53,669.0409
54,669.0409
55,669.0409
56,669.0409
57,669.0409
58,640.5551
59,640.5551
60,640.5551
61,640.5551
62,640.5551
63,640.5551
64,640.5551
65,640.5551
66,640.5551
67,640.5551
68,640.5551
69,640.5551
70,640.5551
71,640.5551
72,640.5551
73,640.5551
74,640.5551
75,640.5551
76,640.5551
77,640.5551
78,640.5551
79,640.5551
80,640.5551
81,640.5551
82,640.5551
83,640.5551
84,640.5551
85,640.5551
86,640.5551
87,640.5551
88,640.5551
89,640.5551
