,t,x0,x1,u,L,inst_cost,ctg,path_diff
3,0.3,-0.3047634557,-2.9987422945,-11.842635948846368,1.0408350637,1.2731391943,7.2999162833,-2.8187422945
4,0.4,-0.6474192953,-3.8403500497,-14.49299747257963,2.313974258,2.0857593818,6.026777088999999,-3.4203500497
5,0.5,-1.0829852873,-4.854083805,17.4628644113249,4.3997336398,1.7822004313999997,3.9410177071999994,-4.354083805
6,0.6,-1.4604372867,-2.7303453645,17.923780276718148,6.1819340712,0.7371942762000003,2.1588172757999997,-2.3103453645000003
7,0.7,-1.6335591821,-0.7648454414,7.1898467554662275,6.9191283474,0.3202568023000003,1.4216229995999994,-0.5848454413999998
8,0.8,-1.6715634868,-0.0078564611,-17.48018496754127,7.2393851497,0.5377696808999994,1.101366197299999,-0.22785646110000018
9,0.9,-1.7568701114,-1.6705683333,1.9226676469523518,7.7771548306,0.5635965163999996,0.5635965163999996,-2.4505683333000006
0,0.0,0.0,-1.0,17.366037725371662,0.0,0.1775312185,12.4149383773,-2.5
1,0.1,-0.0111557971,0.7477595696,-19.532369504571253,0.1775312185,0.22724619,12.2374071588,-0.03224043040000035
2,0.2,-0.0344832979,-1.1821498801,-17.368374722496934,0.4047774085,0.5585424792,12.0101609688,-1.4021498801
3,0.3,-0.2309978133,-2.7224728369,-5.9687879195877045,0.9633198877,0.8623276024,11.4516184896,-2.5424728369
4,0.4,-0.5189488296,-3.0314006126,12.320218782771292,1.8256474901,0.6596391459000002,10.589290887199999,-2.6114006126000002
5,0.5,-0.7478267051,-1.5705008588,-19.354572727084598,2.485286636,0.8756831518999997,9.929651741299999,-1.0705008588
6,0.6,-0.9909057817,-3.2628790549,-2.2210938600190353,3.3609697879,1.1682135123,9.0539685894,-2.8428790549
7,0.7,-1.3121543974,-3.1637398251,-16.26431883246895,4.5291833002,1.8109921762,7.885755077100001,-2.9837398251
8,0.8,-1.691901368,-4.4104247378,-18.701270439748463,6.3401754764,3.169893087100001,6.074762900900001,-4.6304247378
9,0.9,-2.2020746555,-5.7703784943,19.66724530621196,9.5100685635,2.9048698137999995,2.9048698137999995,-6.5503784943
0,0.0,0.0,-1.0,15.31006929003619,0.0,0.141785999,0.8029607763999999,1.3614529923999998
1,0.1,-0.0211013769,0.5521083059,-4.841327974244599,0.141785999,0.022401956500000014,0.6611747773999999,1.3614529923999998
2,0.2,0.0080191516,0.0388549799,-0.777127973714471,0.1641879555,0.00035977739999998315,0.6387728208999999,1.3614529923999998
3,0.3,0.0079574355,-0.0387961013,10.261986688931913,0.1645477329,0.0818448017,0.6384130434999999,1.3614529923999998
4,0.4,0.0539070107,0.9414529924,-5.937937276465558,0.2463925346,0.059086185700000016,0.5565682418,1.3614529923999998
5,0.5,0.1147738532,0.2867924223,-6.17435629721812,0.3054787203,0.023684916999999972,0.49748205609999996,1.3614529923999998
6,0.6,0.1121978174,-0.3280671716,-4.440424223356004,0.3291636373,0.03972463930000003,0.4737971391,1.3614529923999998
7,0.7,0.0594979113,-0.7194096879,19.3554247129356,0.3688882766,0.22438518159999998,0.43407249979999996,1.3614529923999998
8,0.8,0.084667297,1.1909633977,-16.07122913143894,0.5932734582,0.1656578299,0.20968731819999997,1.3614529923999998
9,0.9,0.1202591988,-0.4517514172,8.55771117005024,0.7589312881,0.044029488299999975,0.044029488299999975,1.3614529923999998
0,0.0,0.0,-1.0,-11.609968913106613,0.0,0.3055266488,5.244307578899999,-2.5
1,0.1,-0.1513248564,-2.0096720349,0.2461423118524877,0.3055266488,0.3680828534,4.938780930099999,-2.7896720349
2,0.2,-0.3413798746,-1.7950027855,-8.203456106906092,0.6736095022,0.49971884850000003,4.570698076699999,-2.0150027855
3,0.3,-0.5518805273,-2.4048477436,-10.07457189830168,1.1733283507,0.8732391795999999,4.0709792282,-2.2248477436
4,0.4,-0.8294669748,-3.1347184858,14.413940619877835,2.0465675303,0.7417704529,3.1977400486,-2.7147184858
5,0.5,-1.0580487388,-1.4647426599,-11.752154367544922,2.7883379832,0.5942528246000003,2.4559695957,-0.9647426599
6,0.6,-1.2542875373,-2.4437192981,2.8359046769819294,3.3825908078,0.6725089881000001,1.8617167710999998,-2.0237192981
7,0.7,-1.4731198188,-1.9412965489,13.560238227439967,4.0550997959,0.4908353233999998,1.1892077829999996,-1.7612965488999999
8,0.8,-1.5922620543,-0.4661304906,0.9382695235145633,4.5459351193,0.2767281487000002,0.6983724595999998,-0.6861304906000002
9,0.9,-1.6320830737,-0.332482519,-11.13530448203476,4.822663268,0.42164431089999965,0.42164431089999965,-1.1124825190000003
0,0.0,0.0,-1.0,-8.177409361883928,0.0,0.2193495641,2.668107742,-2.5
1,0.1,-0.13472013,-1.6830208061,16.87628154375583,0.2193495641,0.23366922489999997,2.4487581779000003,-2.4630208061000003
2,0.2,-0.2132431089,0.0831303271,-17.220872365260874,0.453018789,0.23339516100000007,2.2150889530000004,-0.13686967289999996
3,0.3,-0.2886367178,-1.5635633006,-8.55253034399765,0.68641395,0.41648921129999994,1.9816937920000002,-1.3835633006
4,0.4,-0.4788016111,-2.2286514417,7.544023833774148,1.1029031613,0.3772273385,1.5652045807000001,-1.8086514417
5,0.5,-0.6543922535,-1.2986584159,-2.4888260660513524,1.4801304998,0.23931611230000005,1.1879772422000001,-0.7986584159000001
6,0.6,-0.7900154003,-1.4119178756,-0.6153161002518424,1.7194466121,0.2628551376999999,0.9486611299000001,-0.9919178755999999
7,0.7,-0.9273537497,-1.3361111363,-0.6506487640501923,1.9823017498,0.26877223920000004,0.6858059922000002,-1.1561111362999998
8,0.8,-1.0576491724,-1.2708805899,15.817543160709576,2.251073989,0.28645073210000005,0.4170337530000001,-1.4908805899000002
9,0.9,-1.102073638,0.3552981917,-3.9826362989389565,2.5375247211,0.13058302090000007,0.13058302090000007,-0.42470180830000026
0,0.0,0.0,-1.0,19.558480965578113,0.0,0.2231934235,1.6556224311999999,2.1763154215000005
1,0.1,-0.0005500329,0.9563981295,-0.15193350218439505,0.2231934235,0.08188053490000002,1.4324290077,2.1763154215000005
2,0.2,0.08972831,0.8509264363,-0.01832640636610705,0.3050739584,0.06725216759999997,1.3505484728,2.1763154215000005
3,0.3,0.1706160023,0.7682061034,-13.98521753970989,0.372326126,0.11794132280000003,1.2832963052,2.1763154215000005
4,0.4,0.176068138,-0.6357677863,3.9898491292088067,0.4902674488,0.028867314399999955,1.1653549824,2.1763154215000005
5,0.5,0.1348674075,-0.1955821428,12.806959278129419,0.5191347632,0.1157064968,1.136487668,2.1763154215000005
6,0.6,0.1782079175,1.0417732749,11.07241901267934,0.63484126,0.3083403134,1.0207811712000001,2.1763154215000005
7,0.7,0.3309076722,1.9963154215,-18.431648913358355,0.9431815734,0.31887381839999995,0.7124408578000001,2.1763154215000005
8,0.8,0.4317206247,0.0523375777,1.6568107794591178,1.2620553918,0.02234922430000008,0.39356703940000015,2.1763154215000005
9,0.9,0.4447158348,0.2050234456,19.489312839432273,1.2844046161,0.37121781510000007,0.37121781510000007,2.1763154215000005
0,0.0,0.0,-1.0,11.428015096574985,0.0,0.0929625123,6.4595865845,-2.5
1,0.1,-0.0398804962,0.1826820058,-16.62468645862267,0.0929625123,0.1996147779,6.3666240722000005,-0.5973179942000002
2,0.2,-0.1029165592,-1.416750577,-6.514386115116881,0.2925772902,0.3033958026,6.1670092943000006,-1.636750577
3,0.3,-0.2692510054,-1.9018547423,-6.546068145639342,0.5959730928,0.4894672179999999,5.863613491700001,-1.7218547423000001
4,0.4,-0.4819024862,-2.3438100761,-7.8815578330538685,1.0854403108,0.7530208632000002,5.374146273700001,-1.9238100761
5,0.5,-0.7430713565,-2.8707969891,-7.493019483995255,1.838461174,1.0679588893,4.6211254105,-2.3707969891
6,0.6,-1.0525105165,-3.3106597774,3.4928114372777586,2.9064200633,1.0449718553,3.5531665212,-2.8906597774000002
7,0.7,-1.350665217,-2.6632239332,14.093221402401582,3.9513919186,0.6761861121999995,2.5081946659,-2.4832239331999997
8,0.8,-1.5359298898,-1.0686371203,-18.222806637725782,4.6275780308,0.8105049341000008,1.8320085537000006,-1.2886371203000002
9,0.9,-1.7257754917,-2.7010721821,-0.5893950293343586,5.4380829649,1.0215036195999998,1.0215036195999998,-3.4810721821
0,0.0,0.0,-1.0,0.3185707366177546,0.0,0.088133903,4.6967702752,-2.5
1,0.1,-0.0936215272,-0.8745213991,-10.637809627772462,0.088133903,0.24766481959999997,4.608636372199999,-1.6545213991000003
2,0.2,-0.2283027717,-1.8036211174,-10.129557405375941,0.3357987226,0.5547791716,4.3609715526,-2.0236211174000003
3,0.3,-0.4489408017,-2.595938828,-7.992409169281057,0.8905778942,0.8855730564,3.806192381,-2.415938828
4,0.4,-0.7346396778,-3.1094808688,7.354537263820511,1.7761509506,0.7898141626999999,2.9206193245999996,-2.6894808688
5,0.5,-0.9949689339,-2.1136978863,11.456655070735017,2.5659651133,0.40839888020000004,2.1308051618999997,-1.6136978863000002
6,0.6,-1.1406934154,-0.8223078977,-8.701025878093684,2.9743639935,0.3302026705000003,1.7224062816999997,-0.4023078977
7,0.7,-1.2610365079,-1.572067393,-1.9078336820354345,3.304566664,0.43392430809999993,1.3922036111999994,-1.3920673929999998
8,0.8,-1.4198673063,-1.6040199628,3.2318275602095703,3.7384909721,0.4175242570000002,0.9582793030999994,-1.8240199628000002
9,0.9,-1.5568763942,-1.1438281189,-8.941323617754616,4.1560152291,0.5407550460999992,0.5407550460999992,-1.9238281189000002
0,0.0,0.0,-1.0,19.575237518043664,0.0,0.2235723959,2.1931429793,2.6551586537
1,0.1,-0.0004689745,0.9579927263,-3.135397030289436,0.2235723959,0.064150914,1.9695705834000001,2.6551586537
2,0.2,0.0755288617,0.5684551871,4.766192356659133,0.2877233099,0.07349028629999999,1.9054196694,2.6551586537
3,0.3,0.1526804139,0.9679228705,6.296575300177722,0.3612135962,0.1767226964,1.8319293831,2.6551586537
4,0.4,0.2752496242,1.4750111902,3.001890321874061,0.5379362926,0.25713674880000004,1.6552066867000002,2.6551586537
5,0.5,0.4301368554,1.6203129912,8.081315492701961,0.7950730414,0.4369220171999999,1.3980699379000001,2.6551586537
6,0.6,0.6234227422,2.2351586537,-18.846325295320593,1.2319950586,0.4080906004,0.9611479207000002,2.6551586537
7,0.7,0.7449586804,0.228990186,12.40935740754977,1.640085659,0.21544836550000013,0.5530573203000002,2.6551586537
8,0.8,0.8267790889,1.3881055183,-14.6987183450599,1.8555340245,0.24048138339999992,0.3376089548000001,2.6551586537
9,0.9,0.8877709484,-0.1427581757,-4.092307714260723,2.0960154079,0.09712757140000017,0.09712757140000017,2.6551586537
0,0.0,0.0,-1.0,-8.61974580120723,0.0,0.2293834697,3.6355684061999995,-2.5
1,0.1,-0.1368598963,-1.7251146839,7.169387783813235,0.2293834697,0.20382852289999998,3.4061849364999994,-2.5051146839000005
2,0.2,-0.2663449908,-0.878690811,-1.3277610218283833,0.4332119926,0.09171223549999996,3.2023564135999996,-1.098690811
3,0.3,-0.3563862091,-0.9214256949,-17.846197864251998,0.5249242281,0.5024134816000001,3.1106441781,-0.7414256949000001
4,0.4,-0.5304009729,-2.5320307175,0.18958055948635177,1.0273377097,0.6198259533999999,2.6082306964999997,-2.1120307175
5,0.5,-0.7704386785,-2.2730349559,16.95511018990034,1.6471636631,0.4248553181999999,1.9884047431,-1.7730349559
6,0.6,-0.9047276277,-0.4432349877,-14.674972618217552,2.0720189813,0.34139476180000017,1.5635494249000002,-0.023234987699999987
7,0.7,-1.0178959699,-1.7975639073,10.376339102777386,2.4134137431,0.3295946621999999,1.2221546631,-1.6175639072999999
8,0.8,-1.1387621169,-0.63906385,-3.9501946797887832,2.7430084053,0.21088722100000012,0.8925600009000001,-0.8590638500000002
9,0.9,-1.2186851731,-0.9541602619,-18.35374301693816,2.9538956263,0.6816727799,0.6816727799,-1.7341602619000003
0,0.0,0.0,-1.0,-12.51383590934899,0.0,0.3313935033,11.988979268699998,-2.5
1,0.1,-0.1556972387,-2.0956863522,10.594298125545585,0.3313935033,0.29378824,11.657585765399999,-2.8756863522000002
2,0.2,-0.3038791712,-0.8880746071,-13.907451141634354,0.6251817433,0.353737634,11.363797525399999,-1.1080746070999998
3,0.3,-0.4556667949,-2.1270320977,-10.991683294252859,0.9789193773,0.7533488075999999,11.0100598914,-1.9470320977
4,0.4,-0.7112520372,-2.9706151847,-11.102986260165636,1.7322681849,1.2754439875999999,10.256711083799999,-2.5506151847000003
5,0.5,-1.047653248,-3.7445125999,1.010862117930806,3.0077121725,1.3890060999000005,8.9812670962,-3.2445125999
6,0.6,-1.3991015511,-3.2919780851,-14.070495577581408,4.3967182724,1.8131811128999997,7.592260996299999,-2.8719780851
7,0.7,-1.7804395708,-4.3176896231,2.255994365383142,6.2098993853,2.0011601234,5.7790798834,-4.1376896231
8,0.8,-2.1804088123,-3.6921209451,1.4535197484427833,8.2110595087,1.7449866625000006,3.7779197599999996,-3.9121209451000003
9,0.9,-2.5247294842,-3.2024482984,-10.100072747231192,9.9560461712,2.032933097499999,2.032933097499999,-3.9824482984
0,0.0,0.0,-1.0,14.564074665451763,0.0,0.1305090207,4.2049625917,4.1536226019
1,0.1,-0.0247100648,0.4811175314,-1.168102359917647,0.1305090207,0.017009145000000003,4.074453571,4.1536226019
2,0.2,0.0154237187,0.3241735119,0.48487171000744667,0.1475181657,0.011249315499999996,4.057444426,4.1536226019
3,0.3,0.048618436,0.3394659655,-5.62965156127869,0.1587674812,0.019105340299999996,4.0461951105,4.1536226019
4,0.4,0.0536899376,-0.2285706922,6.924877341338913,0.1778728215,0.029510419600000004,4.0270897702,4.1536226019
5,0.5,0.0654370848,0.4521698948,19.796089216013257,0.2073832411,0.41840194709999995,3.9975793506,4.1536226019
6,0.6,0.2042286932,2.292987208,19.953661755830467,0.6257851882,1.2260765705,3.5791774035,4.1536226019
7,0.7,0.5189594749,3.9736226019,-4.427927801386167,1.8518617587,1.3382496199000002,2.353100833,4.1536226019
8,0.8,0.8756801178,3.1741091788,-16.298334616060018,3.1901113786,0.7606474804999999,1.0148512131,4.1536226019
9,0.9,1.0988948244,1.3210610106,-4.525493182167107,3.9507588591,0.2542037326000002,0.2542037326000002,4.1536226019
0,0.0,0.0,-1.0,5.919583256670084,0.0,0.0655794403,4.502935089599999,-2.5
1,0.1,-0.0665270812,-0.3415145932,-6.160983659468977,0.0655794403,0.0612494655,4.4373556493,-1.1215145932000001
2,0.2,-0.1288297436,-0.8953102967,-11.314094596210813,0.1268289058,0.2717975408,4.376106183799999,-1.1153102967
3,0.3,-0.2687607822,-1.8867887177,3.1263709730919267,0.3986264466,0.2899758106,4.1043086429999995,-1.7067887177
4,0.4,-0.4331890293,-1.4097233733,5.320028015813662,0.6886022572,0.15949099720000004,3.8143328324,-0.9897233733
5,0.5,-0.541606822,-0.769302779,2.2379355667068914,0.8480932544,0.07521762269999999,3.6548418352,-0.269302779
6,0.6,-0.603989801,-0.4831262434,-14.597663928798234,0.9233108771,0.3000204123999999,3.5796242125,-0.06312624339999995
7,0.7,-0.7205803404,-1.8263020969,-19.339010191809724,1.2233312895,0.9961030357,3.2796038001000003,-1.6463020968999997
8,0.8,-0.9879268308,-3.4928566256,-0.47087441826702303,2.2194343252,1.2557776913,2.2835007644000003,-3.7128566256
9,0.9,-1.3225942427,-3.2052766555,4.7758702718509305,3.4752120165,1.0277230731000002,1.0277230731000002,-3.9852766555000003
0,0.0,0.0,-1.0,-17.38629398146415,0.0,0.4936290008,9.9087754093,-2.5
1,0.1,-0.1792673543,-2.5593620438,10.556645718291755,0.4936290008,0.4477073674,9.4151464085,-3.3393620438000005
2,0.2,-0.37175601,-1.3112088163,-5.7824163216801985,0.9413363682,0.27151200900000005,8.9674390411,-1.5312088163
3,0.3,-0.5245060249,-1.7367004336,-16.430383427869263,1.2128483772,0.7911468682,8.6959270321,-1.5567004336
4,0.4,-0.7692555423,-3.134989259,-11.185824292015209,2.0039952454,1.3988471342,7.9047801639,-2.714989259
5,0.5,-1.1216997395,-3.901127491,-7.915668213937895,3.4028423796,1.8862264345000002,6.5059330297,-3.401127491
6,0.6,-1.5312323437,-4.2831617081,16.681035345862618,5.2890688141,1.5347117026000001,4.6197065952,-3.8631617081
7,0.7,-1.8581361233,-2.288154394,-1.0246745268806805,6.8237805167,0.8853169661999996,3.0849948926,-2.108154394
8,0.8,-2.0808401451,-2.1679178249,-5.900572029895326,7.7090974829,1.0524004831000005,2.1996779264000006,-2.3879178249
9,0.9,-2.3156876452,-2.5231275277,1.0734158388275183,8.761497966,1.1472774433000001,1.1472774433000001,-3.3031275277
0,0.0,0.0,-1.0,0.11373742759407435,0.0,0.0899218209,1.8988796146999998,2.4123168317
1,0.1,-0.094612383,-0.8940138743,14.074041418976691,0.0899218209,0.12015969509999999,1.8089577937999999,2.4123168317
2,0.2,-0.111607032,0.5303849166,5.96620761333298,0.210081516,0.08360021850000002,1.6887980987,2.4123168317
3,0.3,-0.0322731931,1.0476718391,7.136434803007141,0.2936817345,0.2086564044,1.6051978802,2.4123168317
4,0.4,0.1019478057,1.6270943205,-15.252988366348038,0.5023381389,0.2060107483,1.3965414758,2.4123168317
5,0.5,0.1830012249,0.0207420647,8.997816863246282,0.7083488872,0.0712271524,1.1905307275,2.4123168317
6,0.6,0.228501285,0.8750236909,15.137909323331911,0.7795760396,0.3837832093,1.1193035751,2.4123168317
7,0.7,0.3849990766,2.2323168317,-13.805811776150003,1.1633592489,0.34916268000000006,0.7355203658,2.4123168317
8,0.8,0.5306476375,0.7060870932,6.184153615542019,1.5125219289,0.14881571659999993,0.38635768579999996,2.4123168317
9,0.9,0.627755736,1.2273943563,3.7343619976158138,1.6613376455,0.23754196920000004,0.23754196920000004,2.4123168317
0,0.0,0.0,-1.0,-11.600170596110328,0.0,0.3052534916,15.840577360199998,-2.5
1,0.1,-0.1512774579,-2.0087396018,-3.9785747453303877,0.3052534916,0.4577687899,15.535323868599997,-2.7887396018
2,0.2,-0.3616803308,-2.1961942033,-12.297015376696251,0.7630222815,0.828537137,15.077555078699998,-2.4161942033
3,0.3,-0.6301616473,-3.1574144245,-17.473286098308357,1.5915594185,1.7173809366,14.249017941699998,-2.9774144245
4,0.4,-1.0151549492,-4.5197497325,3.2330956111417564,3.3089403551,1.8800066467,12.531637005099999,-4.0997497325
5,0.5,-1.4296268132,-3.7819683073,-0.9935698269389768,5.1889470018,1.5928682195999997,10.651630358399998,-3.2819683073
6,0.6,-1.794334959,-3.5166171442,-15.174104634175363,6.7818152214,2.1875075070000003,9.058762138799999,-3.0966171442
7,0.7,-2.2023888027,-4.6259737639,-0.552338879092396,8.9693227284,2.5536263128000005,6.871254631799999,-4.4459737639
8,0.8,-2.6452802493,-4.2383162053,5.716200505731905,11.5229490412,2.243454677199999,4.317628318999999,-4.458316205300001
9,0.9,-3.020957931,-3.291018473,-2.4466493178633755,13.7664037184,2.0741736418,2.0741736418,-4.0710184730000005
0,0.0,0.0,-1.0,4.305792886060264,0.0,0.0668665559,5.364450677400001,-2.5
1,0.1,-0.0743336662,-0.4950870452,-14.719554801077162,0.0668665559,0.2652059375,5.297584121500001,-1.2750870452000003
2,0.2,-0.1926520529,-1.8487241386,-1.3577025029436172,0.3320724934,0.34235174690000003,5.032378184000001,-2.0687241386
3,0.3,-0.3751491987,-1.8019972431,-8.601256232807405,0.6744242403,0.5176206503,4.6900264371,-1.6219972431
4,0.4,-0.5882397883,-2.4490322767,9.09608636769525,1.1920448906,0.4570170191999998,4.1724057868,-2.0290322767
5,0.5,-0.7772944671,-1.3503689612,-9.652427939135247,1.6490619098,0.43265190870000003,3.7153887676,-0.8503689612
6,0.6,-0.9524919173,-2.140414305,-16.943636930753797,2.0817138185,1.0941395447,3.2827368589,-1.7204143050000003
7,0.7,-1.2381427028,-3.5491272125,10.329895599593787,3.1758533632,1.0907811959,2.1885973142,-3.3691272125
8,0.8,-1.5259169895,-2.2283633658,5.295387709098698,4.2666345591,0.6302765195999998,1.0978161183,-2.4483633658
9,0.9,-1.7123579007,-1.5123836838,6.524307523897935,4.8969110787,0.46753959870000017,0.46753959870000017,-2.2923836838000002
0,0.0,0.0,-1.0,-11.471401532070207,0.0,0.3016781238,2.1402384176,1.2160717769
