,mpc_x_0,mpc_x_1,u_0,ctg
0,82.0,47.0,40.02210271949719,9327.797519920881
1,18.33977494938606,1.499582237167206,-72.89806882764,394.7975199208818
2,7.211048926356656,-0.4981693685042577,-3.2187260075753694,56.201427840725906
3,1.8704397802424226,-0.32356984533698363,0.7779921607447886,3.954028502700486
4,0.5629658650501994,-0.055286625047957005,0.6563505715401199,0.350786086375764
5,0.16849875384999527,-0.004791171374788695,0.22701228229706977,0.030798910254851257
6,0.04683474275028901,0.001180682317506925,0.07245520541614538,0.0023841248827073665
7,0.013191784072503017,0.00043853817202723315,0.02391345098869228,0.00018923774348674407
8,0.003670621054711,-0.0003636652424790347,0.008082484449563604,1.5022260742874812e-05
9,0.0009373514739875243,-0.000646744224954963,0.003318472836249631,1.4165494069997837e-06
10,0.00016413890268194794,-0.0003044699481508307,0.0034323307710913244,1.1964352870060352e-07
