,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
0,0,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,319.4706176,332.0445407,0,399.10633,4277.02585,-40
1,0.1,311.55158,303.99495,297.11441,291.13733,286.18719,282.28738,279.3834,277.37649,276.16036,275.65418,275.82682,276.70946,278.39512,281.0242,284.75681,289.73418,296.03494,303.63473,312.37956,321.98208,252.5954708,284.1842393,399.10633,282.20535,3877.91952,-30.71262
2,0.2,258.47213,263.97608,268.79841,272.74247,275.74627,277.87626,279.2975,280.23015,280.9033,281.51479,282.20242,283.02851,283.97782,284.96781,285.87001,286.53999,286.85195,286.73153,286.17944,285.27906,196.4894954,241.9100583,681.31168,367.63833,3595.71417,-35.12374
3,0.3,209.86906,222.7157,234.56432,245.0705,254.03771,261.41566,267.27404,271.76063,275.0544,277.32298,278.69071,279.22068,278.91163,277.7093,275.53032,272.29537,267.96632,262.58002,256.27072,249.27412,315.6542414,236.1701547,1048.95001,522.41107,3228.07584,-51.58434
4,0.4,305.16053,295.37739,286.90003,280.12038,275.18534,272.00527,270.30301,269.68522,269.7161,269.97804,270.1116,269.83459,268.94502,267.31477,264.88022,261.63363,257.61699,252.9176,247.66366,242.01823,271.7367841,298.5645116,1571.36108,515.26347,2705.66477,-40.99473
5,0.5,272.76504,273.64148,274.24311,274.49656,274.38572,273.94617,273.25048,272.3913,271.4686,270.58506,269.84984,269.38704,269.343,269.88594,271.19299,273.42386,276.68471,280.99106,286.2409,292.20849,329.8711433,181.4675054,2086.62455,492.17907,2190.4013,-39.05383
6,0.6,320.21024,310.97127,302.51789,295.11039,288.88238,283.84093,279.8844,276.82861,274.43101,272.4063,270.43174,268.14636,265.15242,261.02866,255.36289,247.80532,238.13591,226.33064,212.6069,197.42952,350.7157561,275.6649053,2578.80362,573.41871,1698.22223,-29.15907
7,0.7,340.09994,329.77544,319.99885,310.96397,302.78534,295.49568,289.05655,283.37959,278.35463,273.88072,269.89558,266.39909,263.46555,261.23977,259.91368,259.68384,260.69607,262.98905,266.4525,270.81433,254.555814,346.6137113,3152.22233,425.75109,1124.80352,-17.50432
8,0.8,262.30668,269.43295,275.40727,279.87457,282.68998,283.91639,283.78973,282.6669,280.97267,279.15717,277.66869,276.9396,277.37786,279.35547,283.18682,289.09494,297.16999,307.32986,319.29643,332.59937,325.5294438,227.1412153,3577.97342,296.77159,699.05243,-29.08361
9,0.9,317.62017,310.10323,303.31306,297.48287,292.72549,289.03926,286.33213,284.45242,283.21422,282.41011,281.80958,281.14842,280.11923,278.37409,275.54865,271.30994,265.42154,257.81099,248.61895,238.21099,240.1222553,198.6119916,3874.74501,402.28084,402.28084,-23.96074
0,0,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,273,367.5039854,199.360586,0,462.36744,5970.14054,-40
1,0.1,351.39469,336.01897,322.00903,309.817,299.67421,291.59185,285.39533,280.77695,277.35063,274.69616,272.38763,270.0078,267.1553,263.45366,258.56946,252.24246,244.32439,234.81703,223.89686,211.91419,310.6318938,196.3241007,462.36744,564.7338,5507.7731,-21.40815
2,0.2,308.78156,306.72703,304.3039,301.41603,298.04426,294.23511,290.07432,285.6541,281.04328,276.26754,271.30248,266.07923,260.49936,254.45508,247.85058,240.6213,232.7485,224.26769,215.26997,205.89607,245.8783437,210.3462432,1027.10124,674.28929,4943.0393,-18.76489
3,0.3,253.94562,261.45041,267.90257,272.94032,276.35898,278.10945,278.27188,277.01505,274.55319,271.10981,266.89348,262.08614,256.84112,251.28657,245.52987,239.66029,233.74872,227.84537,221.97743,216.14923,314.5728845,183.0880421,1701.39053,784.93662,4268.75001,-34.89055
4,0.4,307.21996,300.18427,293.72338,287.99064,283.01575,278.71218,274.90563,271.37287,267.87949,264.2083,260.17477,255.63078,250.46109,244.57822,237.92051,230.45583,222.19056,213.18046,203.53856,193.43528,178.6259687,306.2473412,2486.32715,862.59258,3483.81339,-34.28782
