,t,x0,x1,u,L,inst_cost,ctg,path_diff
0,0.0,0.0,-1.0,-14.149583378499146,0.0,0.3815699094,30.1423448325,-2.5
1,0.1,-0.1636100329,-2.2513483049,5.202041236102197,0.3815699094,0.38250422259999994,29.7607749231,-3.0313483049000003
2,0.2,-0.3526897095,-1.5420645047,-13.784180391540332,0.764074132,0.5824239606000001,29.3782707005,-1.7620645046999999
3,0.3,-0.5661163821,-2.7070558713,-17.716412495626557,1.3464980926,1.4062416093999999,28.7958467399,-2.5270558713
4,0.4,-0.9094284821,-4.1353850209,-17.510389700362175,2.752739702,2.5853312323,27.3896051305,-3.7153850209000003
5,0.5,-1.3876674806,-5.4081849924,-18.12756468020437,5.3380709343,4.0896162321,24.8042738982,-4.9081849924
6,0.6,-1.9900136855,-6.6185952555,-11.002591254232534,9.4276871664,5.2736720855999994,20.714657666100003,-6.1985952555
7,0.7,-2.673080264,-7.0357878024,6.193102851859766,14.701359252,5.0284756802,15.440985580500001,-6.8557878024
8,0.8,-3.3126652552,-5.7768925261,-9.10296738737403,19.7298349322,4.8719323933,10.412509900300002,-5.9968925261
9,0.9,-3.906444113,-6.093410407,-6.580959181868295,24.6017673255,5.540577507000002,5.540577507000002,-6.873410407000001
0,0.0,0.0,-1.0,-10.924690580304466,0.0,0.2867973961,7.4199918187,-2.5
1,0.1,-0.1480098787,-1.9444591793,18.535506606314385,0.2867973961,0.29896803029999997,7.1331944226,-2.7244591793
2,0.2,-0.2433856427,0.0044672453,-9.84674662201057,0.5857654264,0.08482428990000002,6.8342263923,-0.2155327547
3,0.3,-0.2905933521,-0.9329997075,-16.285400362715436,0.6705897163,0.44453460989999993,6.7494021023999995,-0.7529997075000001
4,0.4,-0.4581592017,-2.3939738941,-16.26238803068819,1.1151243262,1.1229087654000003,6.3048674925,-1.9739738941000002
5,0.5,-0.7646438904,-3.7137280085,10.412276660065398,2.2380330916,1.074359065,5.1819587271,-3.2137280085
6,0.6,-1.0676833093,-2.3694609237,-11.608905376678816,3.3123921566,1.0119853757999997,4.1075996621,-1.9494609237000002
7,0.7,-1.3493244682,-3.2487103024,12.835114209493625,4.3243775324,0.9335330988999999,3.0956142863,-3.0687103024
8,0.8,-1.596391526,-1.7181318237,-13.51106506289479,5.2579106313,0.9154766993000001,2.1620811874,-1.9381318237000003
9,0.9,-1.8252520851,-2.8403777708,-4.334627431319632,6.1733873306,1.2466044881,1.2466044881,-3.6203777708000002
0,0.0,0.0,-1.0,11.9605025854413,0.0,0.0982148633,3.9990432816999997,-2.5
1,0.1,-0.0373046315,0.2333548901,-16.707823019073572,0.0982148633,0.19590564459999998,3.9008284183999997,-0.5466451099000003
2,0.2,-0.0959206907,-1.3788113526,-2.1686657611793763,0.2941205079,0.20612128289999998,3.7049227738,-1.5988113526
3,0.3,-0.2376226728,-1.4539759467,-1.582771815546522,0.5002417908,0.22429490959999998,3.4988014909,-1.2739759467
