,mpc_x_0,mpc_x_1,u_0,ctg
0,77.0,-47.0,38.5,8854.924169287291
1,20.031712169244024,-16.300077640897566,58.32238226642037,716.9241692872915
2,5.1706589661130575,-4.450465793600837,16.233960672644486,49.96214575656357
3,1.3253255826567099,-1.1970536866640338,4.434415576427139,3.41978583270709
4,0.33753734663526735,-0.3180149786031492,1.1931752619984155,0.23036040390678808
5,0.0854594635305721,-0.08360465518274142,0.3170822058100788,0.01529541691724999
6,0.021518411796462147,-0.021780933014389162,0.08338148584347091,0.0010023586420917147
7,0.005390438120151622,-0.005629273153359317,0.021727995604692844,6.490755287228556e-05
8,0.0013444158180011456,-0.0014445788821791216,0.00561701064286054,4.162013509969859e-06
9,0.000336118037921261,-0.00036929695127767433,0.0014404948587901896,2.6775147144028946e-07
10,9.058813586954593e-05,-0.0001009439816975085,0.0003539587131805142,1.8395897801266243e-08
