,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,332.56649953197797,472.99990034450326,0.0,363.0005,1572.9139,-20.0
1,0.1,320.3822,309.8522,300.9384,293.6046,287.7842,283.3737,280.2481,278.2921,277.4398,277.714,279.2588,282.3579,287.4347,295.0296,305.7564,320.2488,339.1185,362.9594,392.4415,428.5437,347.848388703839,396.1014865246895,363.0005,118.29410000000001,1209.9134000000001,-10.676300000000026
2,0.2,334.5549,323.2981,313.8572,306.0878,299.8913,295.1971,291.9525,290.1181,289.6651,290.5712,292.8167,296.3793,301.2338,307.3567,314.7428,323.4318,333.5454,345.3309,359.2083,375.8213,277.3301202228362,337.22587356065196,481.2946,77.46269999999998,1091.6193,-0.002900000000011005
3,0.3,280.3514,283.2229,285.7515,287.8291,289.4468,290.6871,291.6988,292.6637,293.7617,295.1416,296.9029,299.088,301.6873,304.6545,307.9318,311.4805,315.316,319.5389,324.3587,330.1049,321.81660453561443,289.3353496490215,558.7573,121.16570000000002,1014.1566,-5.762900000000002
4,0.4,314.0691,307.6004,302.3634,298.305,295.347,293.3795,292.2661,291.8539,291.9846,292.5018,293.2538,294.093,294.875,295.4607,295.7248,295.5702,294.9473,293.8734,292.447,290.8499,265.24360726776786,304.7236986822994,679.923,180.01340000000005,892.9909,-4.420500000000004
5,0.5,269.9938,274.3734,278.2095,281.3957,283.9023,285.7701,287.0927,287.9921,288.5967,289.0247,289.3768,289.7355,290.1706,290.7462,291.5268,292.5817,293.9854,295.8167,298.1579,301.0952,331.1099154949117,360.7873197056901,859.9364,200.2573,712.9775,-13.479899999999986
6,0.6,320.5743,311.6425,304.2682,298.3955,293.9295,290.7303,288.6257,287.4365,287.0058,287.2246,288.0495,289.5115,291.714,294.8232,299.0499,304.6279,311.7926,320.7667,331.7624,345.0053,322.16170968171974,367.84185595323237,1060.1937,139.38670000000002,512.7202,-10.069700000000012
7,0.7,315.0927,309.1727,304.2384,300.1707,296.8869,294.3342,292.484,291.3273,290.8719,291.141,292.1736,294.0252,296.7694,300.4996,305.3297,311.3972,318.8674,327.9434,338.8827,352.0259,339.6847355858263,472.9999336771182,1199.5804,99.59469999999988,373.33349999999996,-8.115799999999979
8,0.8,329.1474,320.3492,313.0837,307.1977,302.5715,299.1097,296.7417,295.4288,295.176,296.045,298.1662,301.7474,307.0767,314.5176,324.4988,337.5044,354.0768,374.8528,400.6604,432.7175,341.15926665093536,472.9999216269616,1299.1751,39.06910000000016,273.7388000000001,-5.090300000000013
9,0.9,331.1444,322.8882,316.1528,310.7708,306.6293,303.6595,301.8299,301.1429,301.6328,303.3647,306.435,310.973,317.1441,325.1574,335.2789,347.8551,363.3515,382.4158,405.9827,435.4509,324.7659913968363,472.999937087436,1338.2442,24.331500000000005,234.66969999999992,-2.3905000000000314
10,1.0,318.8411,314.12,310.4101,307.5779,305.5462,304.288,303.8196,304.1914,305.4807,307.7865,311.2279,315.9467,322.1143,329.9437,339.7084,351.7691,366.6149,384.9261,407.6751,436.2977,318.5323736592127,472.9999788411532,1362.5757,21.527499999999918,210.33819999999992,-3.711999999999989
11,1.1,313.7935,310.107,307.3299,305.3611,304.1387,303.6369,303.862,304.8489,306.6583,309.375,313.1091,317.9993,324.2202,331.9942,341.608,353.4397,367.9973,385.9809,408.3813,436.6495,311.6681304379914,472.9996724299577,1384.1032,20.800500000000056,188.8107,-6.413099999999986
12,1.2,308.2392,305.6777,303.8704,302.7389,302.2382,302.3551,303.1054,304.5311,306.6979,309.6948,313.636,318.6645,324.9603,332.7518,342.3338,354.0929,368.5467,386.4048,408.6672,436.7923,313.11388828849795,472.99963630343274,1404.9037,20.89379999999983,168.01019999999994,-9.844899999999996
13,1.3,309.1594,306.1412,303.9657,302.5662,301.8996,301.9442,302.6995,304.1861,306.4479,309.5536,313.6007,318.7206,325.0862,332.9229,342.5255,354.2832,368.7174,386.5423,408.7625,436.8407,310.4911683047764,472.99994162514145,1425.7975,20.868600000000015,147.1164000000001,-12.505799999999965
14,1.4,307.0723,304.511,302.717,301.6276,301.2058,301.4385,302.3352,303.9269,306.2668,309.4315,313.524,318.6792,325.072,332.9288,342.5448,354.3096,368.7455,386.5673,408.781,436.8506,311.57194962462216,472.99994070885214,1446.6661,21.019900000000007,126.2478000000001,-15.361500000000035
15,1.5,307.8367,304.9999,302.9776,301.7105,301.1614,301.3128,302.1669,303.746,306.094,309.2791,313.3979,318.5804,324.9983,332.8764,342.5095,354.2872,368.7321,386.5599,408.7773,436.8491,311.8616182950248,472.999655016876,1467.686,21.036200000000008,105.22790000000009,-17.93720000000002
16,1.6,308.0703,305.1843,303.1179,301.811,301.226,301.3457,302.173,303.7306,306.0629,309.2378,313.3515,318.5332,324.9536,332.8365,342.4756,354.2598,368.711,386.5449,408.7677,436.8444,310.9914196581245,472.99994814647613,1488.7222,21.013400000000047,84.19170000000008,-20.45429999999999
17,1.7,307.3897,304.6664,302.7357,301.5382,301.0377,301.2198,302.0905,303.6767,306.0264,309.2112,313.3301,318.5143,324.9362,332.8204,342.461,354.247,368.7006,386.5369,408.7625,436.8419,311.8615972167367,472.9996251397183,1509.7356,21.070699999999988,63.178300000000036,-23.230199999999968
18,1.8,308.0515,305.1483,303.0676,301.7502,301.1588,301.276,302.104,303.6646,306.0014,309.1818,313.3012,318.4886,324.9146,332.8029,342.4473,354.2366,368.6929,386.5316,408.759,436.8401,310.99128655898704,472.99989813077053,1530.8063,21.03099999999995,42.10760000000005,-25.923999999999978
19,1.9,307.3825,304.6524,302.7156,301.5128,301.0081,301.1871,302.0561,303.6416,305.9917,309.1779,313.2988,318.4858,324.9107,332.7982,342.4423,354.2318,368.6887,386.5283,408.7569,436.8391,311.6463451586294,472.99993840906933,1551.8373,21.0766000000001,21.0766000000001,-28.862900000000025
20,2.0,307.878,305.0102,302.9589,301.6654,301.0927,301.2242,302.0627,303.6311,305.9734,309.1579,313.2804,318.4704,324.8987,332.7892,342.4358,354.2272,368.6856,386.5263,408.7557,436.8386,311.65612887768333,472.99996695526727,1572.9139,0.0,0.0,-31.775800000000004
