,,xi_0,xi_1,ui_0,xf_0,xf_1,uf_0
345,3,-0.080432831,-0.097154925,0.022260394,0.0177023,0.008612615,-0.008154889
346,4,0.0177023,0.008612615,-0.008154889,-0.004070157,-0.008267376,-0.000790413
347,5,-0.004070157,-0.008267376,-0.000790413,6,3,1.309462946
348,0,6,3,1.309462946,-1.31196388,-1.087760045,0.161493848
349,1,-1.31196388,-1.087760045,0.161493848,0.283497583,0.096012477,-0.065838232
350,2,0.283497583,0.096012477,-0.065838232,-0.061413915,-0.040412753,0.003700897
351,3,-0.061413915,-0.040412753,0.003700897,0.013060695,-0.0029837,-0.004361655
352,4,0.013060695,-0.0029837,-0.004361655,-0.00293681,-0.00585035,-0.001532532
353,5,-0.00293681,-0.00585035,-0.001532532,-1,-4,-0.5
354,0,-1,-4,-0.5,0.254218485,0.802164805,-0.261976589
355,1,0.254218485,0.802164805,-0.261976589,-0.062466123,-0.163934485,0.053721182
356,2,-0.062466123,-0.163934485,0.053721182,0.014976964,0.033384456,-0.010977873
357,3,0.014976964,0.033384456,-0.010977873,-0.003528021,-0.006779878,0.002231462
358,4,-0.003528021,-0.006779878,0.002231462,0.000838012,0.001403697,-0.000433866
359,5,0.000838012,0.001403697,-0.000433866,0,9,0
360,0,0,9,0,-0.036883198,-0.107901266,0.443108618
361,1,-0.036883198,-0.107901266,0.443108618,0.002949442,0.019467682,0.048891529
362,2,0.002949442,0.019467682,0.048891529,-0.000400882,-0.0055854,0.002585669
363,3,-0.000400882,-0.0055854,0.002585669,0.00040956,-0.005705218,-0.002743965
364,4,0.00040956,-0.005705218,-0.002743965,0.000494702,-0.004306596,-0.002318541
365,5,0.000494702,-0.004306596,-0.002318541,6,-5,3
366,0,6,-5,3,-1.205801105,1.099663315,-0.332137153
367,1,-1.205801105,1.099663315,-0.332137153,0.241169757,-0.242403046,0.0736417
368,2,0.241169757,-0.242403046,0.0736417,-0.047985626,0.053156192,-0.016231879
369,3,-0.047985626,0.053156192,-0.016231879,0.009502182,-0.011612699,0.003552913
370,4,0.009502182,-0.011612699,0.003552913,-0.001912954,0.002585268,-0.000743134
371,5,-0.001912954,0.002585268,-0.000743134,2,-2,1
372,0,2,-2,1,-0.400103181,0.400428926,-0.121620669
373,1,-0.400103181,0.400428926,-0.121620669,0.079624349,-0.087825018,0.026815799
374,2,0.079624349,-0.087825018,0.026815799,-0.015755294,0.019170859,-0.005880985
375,3,-0.015755294,0.019170859,-0.005880985,0.003100558,-0.004170489,0.001281366
376,4,0.003100558,-0.004170489,0.001281366,-0.000619804,0.000924819,-0.000266883
377,5,-0.000619804,0.000924819,-0.000266883,-6,0,-3
378,0,-6,0,-3,1.258396877,-0.126358306,0.018712728
379,1,1.258396877,-0.126358306,0.018712728,-0.263166622,0.040584708,-0.008459714
380,2,-0.263166622,0.040584708,-0.008459714,0.054879026,-0.011432659,0.002717219
381,3,0.054879026,-0.011432659,0.002717219,-0.011422559,0.003004712,-0.000764076
382,4,-0.011422559,0.003004712,-0.000764076,0.002425747,-0.000773288,0.000192281
383,5,0.002425747,-0.000773288,0.000192281,4,-4,2
384,0,4,-4,2,-0.797064117,0.85900632,-0.261966352
385,1,-0.797064117,0.85900632,-0.261966352,0.157934534,-0.187707325,0.057525786
386,2,0.157934534,-0.187707325,0.057525786,-0.031098753,0.040834419,-0.01256938
387,3,-0.031098753,0.040834419,-0.01256938,0.006086386,-0.008855246,0.002729346
388,4,0.006086386,-0.008855246,0.002729346,-0.001208973,0.001957892,-0.000566675
389,5,-0.001208973,0.001957892,-0.000566675,9,-9,4.5
390,0,9,-9,4.5,-1.787502465,1.499999988,-0.948117646
391,1,-1.787502465,1.499999988,-0.948117646,0.35897742,-0.332273393,0.100450966
392,2,0.35897742,-0.332273393,0.100450966,-0.071746608,0.073186543,-0.022249755
393,3,-0.071746608,0.073186543,-0.022249755,0.014278144,-0.016053233,0.004891715
394,4,0.014278144,-0.016053233,0.004891715,-0.002890521,0.00358714,-0.001027297
395,5,-0.002890521,0.00358714,-0.001027297,-9,-2,-4.5
396,0,-9,-2,-4.5,1.912718544,0.275377585,-0.121643193
397,1,1.912718544,0.275377585,-0.121643193,-0.405257095,-0.035524766,0.018445671
398,2,-0.405257095,-0.035524766,0.018445671,0.085611284,0.002780939,-0.00237967
399,3,0.085611284,0.002780939,-0.00237967,-0.018051138,0.000395323,0.000186019
400,4,-0.018051138,0.000395323,0.000186019,0.003883563,-0.000294411,2.53E-05
401,5,0.003883563,-0.000294411,2.53E-05,-2,8,-0.919734912
402,0,-2,8,-0.919734912,0.305768868,-2.296335593,0.588016498
403,1,0.305768868,-2.296335593,0.588016498,-0.042975587,0.366772136,-0.14759578
404,2,-0.042975587,0.366772136,-0.14759578,0.004189032,-0.100428499,0.021842382
405,3,0.004189032,-0.100428499,0.021842382,-7.25E-05,0.010257077,-0.008373627
406,4,-7.25E-05,0.010257077,-0.008373627,-0.000260518,-0.008824746,-0.000685171
407,5,-0.000260518,-0.008824746,-0.000685171,8,-4,4
408,0,8,-4,4,-1.638090199,0.904479541,-0.261958164
409,1,-1.638090199,0.904479541,-0.261958164,0.334255059,-0.206725599,0.060569469
410,2,0.334255059,-0.206725599,0.060569469,-0.067959327,0.046794391,-0.013842586
411,3,-0.067959327,0.046794391,-0.013842586,0.013777912,-0.010515542,0.003127654
412,4,0.013777912,-0.010515542,0.003127654,-0.002846561,0.002401249,-0.000672923
413,5,-0.002846561,0.002401249,-0.000672923,-6,3,-2.622549175
414,0,-6,3,-2.622549175,1.211003085,-1.215474165,0.168509596
415,1,1.211003085,-1.215474165,0.168509596,-0.245529923,0.151313375,-0.074504668
416,2,-0.245529923,0.151313375,-0.074504668,0.049201236,-0.057925729,0.007406046
417,3,0.049201236,-0.057925729,0.007406046,-0.010025063,0.001920951,-0.005532264
418,4,-0.010025063,0.001920951,-0.005532264,0.001979232,-0.007164273,-0.00121865
419,5,0.001979232,-0.007164273,-0.00121865,4,-8,2
420,0,4,-8,2,-0.749063538,1.499999956,-0.695691361
421,1,-0.749063538,1.499999956,-0.695691361,0.140638436,-0.320467776,0.100452991
422,2,0.140638436,-0.320467776,0.100452991,-0.025969894,0.068248929,-0.02145962
423,3,-0.025969894,0.068248929,-0.02145962,0.004698406,-0.014504314,0.004561757
424,4,0.004698406,-0.014504314,0.004561757,-0.000844939,0.003145533,-0.000928177
425,5,-0.000844939,0.003145533,-0.000928177,5,6,2.079814768
426,0,5,6,2.079814768,-1.140066789,-1.762013915,0.418187025
427,1,-1.140066789,-1.762013915,0.418187025,0.254981287,0.238774943,-0.11144049
428,2,0.254981287,0.238774943,-0.11144049,-0.057022438,-0.070428505,0.01326673
429,3,-0.057022438,-0.070428505,0.01326673,0.012474049,0.003312652,-0.006367994
430,4,0.012474049,0.003312652,-0.006367994,-0.002883034,-0.007200629,-0.001129474
431,5,-0.002883034,-0.007200629,-0.001129474,-3,2,-1.453960985
432,0,-3,2,-1.453960985,0.602409886,-0.613761745,0.134972298
433,1,0.602409886,-0.613761745,0.134972298,-0.120769914,0.10976901,-0.039170807
434,2,-0.120769914,0.10976901,-0.039170807,0.024014579,-0.028941829,0.006805332
435,3,0.024014579,-0.028941829,0.006805332,-0.004793421,0.0041576,-0.002266403
436,4,-0.004793421,0.0041576,-0.002266403,0.00095288,-0.002270168,-2.22E-06
437,5,0.00095288,-0.002270168,-2.22E-06,0,9,0
438,0,0,9,0,-0.036883198,-0.107901266,0.443108618
439,1,-0.036883198,-0.107901266,0.443108618,0.002949442,0.019467682,0.048891529
440,2,0.002949442,0.019467682,0.048891529,-0.000400882,-0.0055854,0.002585669
441,3,-0.000400882,-0.0055854,0.002585669,0.00040956,-0.005705218,-0.002743965
442,4,0.00040956,-0.005705218,-0.002743965,0.000494702,-0.004306596,-0.002318541
443,5,0.000494702,-0.004306596,-0.002318541,-8,6,-3.417010158
444,0,-8,6,-3.417010158,1.593161052,-1.903932518,0.423205149
445,1,1.593161052,-1.903932518,0.423205149,-0.318098509,0.299423386,-0.121070193
446,2,-0.318098509,0.299423386,-0.121070193,0.062794787,-0.089554213,0.0173301
447,3,0.062794787,-0.089554213,0.0173301,-0.012530607,0.008657838,-0.00764642
448,4,-0.012530607,0.008657838,-0.00764642,0.002441186,-0.008630744,-0.000787407
449,5,0.002441186,-0.008630744,-0.000787407,-4,-8,-2
450,0,-4,-8,-2,0.932635242,1.499999875,-0.635379038
451,1,0.932635242,1.499999875,-0.635379038,-0.212950391,-0.301349175,0.100456268
452,2,-0.212950391,-0.301349175,0.100456268,0.048163154,0.060252713,-0.020180037
453,3,0.048163154,0.060252713,-0.020180037,-0.010815489,-0.011995918,0.004027406
454,4,-0.010815489,-0.011995918,0.004027406,0.002467776,0.002430373,-0.000767657
455,5,0.002467776,0.002430373,-0.000767657,2,8,0.97781137
456,0,2,8,0.97781137,-0.535231513,-2.252236843,0.586783992
457,1,-0.535231513,-2.252236843,0.586783992,0.133352199,0.348021821,-0.144603526
458,2,0.133352199,0.348021821,-0.144603526,-0.032675983,-0.094525145,0.020586119
459,3,-0.032675983,-0.094525145,0.020586119,0.007620632,0.008608594,-0.007979031
460,4,0.007620632,0.008608594,-0.007979031,-0.001898576,-0.008383899,-0.000790668
461,5,-0.001898576,-0.008383899,-0.000790668,-5,6,-2.096203113
462,0,-5,6,-2.096203113,0.962414285,-1.871136232,0.422083039
463,1,0.962414285,-1.871136232,0.422083039,-0.185849997,0.28541864,-0.118845126
464,2,-0.185849997,0.28541864,-0.118845126,0.035144744,-0.085138615,0.016391789
465,3,0.035144744,-0.085138615,0.016391789,-0.006760403,0.00742392,-0.007351276
466,4,-0.006760403,0.00742392,-0.007351276,0.001212521,-0.008300622,-0.000866375
467,5,0.001212521,-0.008300622,-0.000866375,9,-4,4.5
468,0,9,-4,4.5,-1.848346719,0.915847844,-0.261956117
469,1,-1.848346719,0.915847844,-0.261956117,0.37833519,-0.211480167,0.06133039
470,2,0.37833519,-0.211480167,0.06133039,-0.07717447,0.048284383,-0.014160888
471,3,-0.07717447,0.048284383,-0.014160888,0.015700794,-0.010930615,0.003227231
472,4,0.015700794,-0.010930615,0.003227231,-0.003255958,0.002512088,-0.000699485
473,5,-0.003255958,0.002512088,-0.000699485,-7,7,-2.526971283
474,0,-7,7,-2.526971283,1.370008759,-2.120918734,0.50629627
475,1,1.370008759,-2.120918734,0.50629627,-0.268723086,0.342215062,-0.135744529
476,2,-0.268723086,0.342215062,-0.135744529,0.051932212,-0.09788771,0.020196934
477,3,0.051932212,-0.09788771,0.020196934,-0.010150274,0.010271426,-0.008203718
478,4,-0.010150274,0.010271426,-0.008203718,0.001910017,-0.008945139,-0.000684251
479,5,0.001910017,-0.008945139,-0.000684251,8,-5,4
480,0,8,-5,4,-1.626314146,1.122399931,-0.332133062
481,1,-1.626314146,1.122399931,-0.332133062,0.32933002,-0.251912185,0.075163542
482,2,0.32933002,-0.251912185,0.075163542,-0.066415913,0.056136178,-0.016868482
483,3,-0.066415913,0.056136178,-0.016868482,0.013347945,-0.012442847,0.003752067
484,4,0.013347945,-0.012442847,0.003752067,-0.002731749,0.002806946,-0.000796257
485,5,-0.002731749,0.002806946,-0.000796257,-8,-5,-4
486,0,-8,-5,-4,1.737790182,0.940507077,-0.332165812
487,1,1.737790182,0.940507077,-0.332165812,-0.375952082,-0.175839094,0.06298881
488,2,-0.375952082,-0.175839094,0.06298881,0.081026383,0.032296295,-0.01177566
489,3,0.081026383,0.032296295,-0.01177566,-0.017418159,-0.005801666,0.002158836
490,4,-0.017418159,-0.005801666,0.002158836,0.003818605,0.00103352,-0.000371267
491,5,0.003818605,0.00103352,-0.000371267,-1,-5,-0.5
492,0,-1,-5,-0.5,0.265994538,1.020085197,-0.332151482
493,1,0.265994538,1.020085197,-0.332151482,-0.067391163,-0.209121071,0.068315255
494,2,-0.067391163,-0.209121071,0.068315255,0.016520378,0.042726243,-0.01400377
495,3,0.016520378,0.042726243,-0.01400377,-0.003957988,-0.008707183,0.002855875
496,4,-0.003957988,-0.008707183,0.002855875,0.000952825,0.001809394,-0.0005572
497,5,0.000952825,0.001809394,-0.0005572,1,5,0.497544235
498,0,1,5,0.497544235,-0.286232576,-1.580968701,0.335486021
499,1,-0.286232576,-1.580968701,0.335486021,0.073407769,0.210657173,-0.099207166
500,2,0.073407769,0.210657173,-0.099207166,-0.018527671,-0.066643026,0.011382503
501,3,-0.018527671,-0.066643026,0.011382503,0.004328893,0.002963929,-0.006115002
502,4,0.004328893,0.002963929,-0.006115002,-0.001124571,-0.0072202,-0.001151853
503,5,-0.001124571,-0.0072202,-0.001151853,-9,-5,-4.5
504,0,-9,-5,-4.5,1.948046703,0.929138789,-0.332167862
505,1,1.948046703,0.929138789,-0.332167862,-0.420032214,-0.17108453,0.06222789
506,2,-0.420032214,-0.17108453,0.06222789,0.090241526,0.030806303,-0.011457359
507,3,0.090241526,0.030806303,-0.011457359,-0.01934104,-0.005386593,0.002059259
508,4,-0.01934104,-0.005386593,0.002059259,0.004228002,0.000922681,-0.000344705
509,5,0.004228002,0.000922681,-0.000344705,-10,0,-5
510,0,-10,0,-5,2.099422959,-0.171831516,0.018704533
511,1,2.099422959,-0.171831516,0.018704533,-0.439487148,0.059602977,-0.011503396
512,2,-0.439487148,0.059602977,-0.011503396,0.0917396,-0.017392629,0.003990425
513,3,0.0917396,-0.017392629,0.003990425,-0.019114085,0.004665007,-0.001162384
514,4,-0.019114085,0.004665007,-0.001162384,0.004063335,-0.001216645,0.000298529
515,5,0.004063335,-0.001216645,0.000298529,-6,-6,-3
516,0,-6,-6,-3,1.329053194,1.181164066,-0.402336622
517,1,1.329053194,1.181164066,-0.402336622,-0.292716859,-0.230534814,0.079104723
518,2,-0.292716859,-0.230534814,0.079104723,0.06413951,0.044618067,-0.015438159
519,3,0.06413951,0.044618067,-0.015438159,-0.014002363,-0.008559119,0.002982403
520,4,-0.014002363,-0.008559119,0.002982403,0.003114623,0.001660896,-0.000547725
521,5,0.003114623,0.001660896,-0.000547725,7,-3,3.5
522,0,7,-3,3.5,-1.439609731,0.67519084,-0.19178532
523,1,-1.439609731,0.67519084,-0.19178532,0.295099967,-0.156784445,0.045214476
524,2,0.295099967,-0.156784445,0.045214476,-0.060287597,0.03596261,-0.010498388
525,3,-0.060287597,0.03596261,-0.010498388,0.012284998,-0.008173163,0.002403664
526,4,0.012284998,-0.008173163,0.002403664,-0.002551977,0.001884712,-0.000523027
527,5,-0.002551977,0.001884712,-0.000523027,-3,6,-1.444922961
528,0,-3,6,-1.444922961,0.541917725,-1.849286436,0.421323321
529,1,0.541917725,-1.849286436,0.421323321,-0.097684184,0.276085268,-0.117362671
530,2,-0.097684184,0.276085268,-0.117362671,0.016711315,-0.082195592,0.015766448
531,3,0.016711315,-0.082195592,0.015766448,-0.002913571,0.006601469,-0.007154558
532,4,-0.002913571,0.006601469,-0.007154558,0.000393405,-0.008080577,-0.00091901
533,5,0.000393405,-0.008080577,-0.00091901,3,-4,1.5
534,0,3,-4,1.5,-0.586807597,0.847638017,-0.2619684
535,1,-0.586807597,0.847638017,-0.2619684,0.113854402,-0.182952757,0.056764865
536,2,0.113854402,-0.182952757,0.056764865,-0.021883609,0.039344427,-0.012251079
537,3,-0.021883609,0.039344427,-0.012251079,0.004163505,-0.008440173,0.002629769
538,4,0.004163505,-0.008440173,0.002629769,-0.000799576,0.001847053,-0.000540113
539,5,-0.000799576,0.001847053,-0.000540113,5,-4,2.5
540,0,5,-4,2.5,-1.007320638,0.870374623,-0.261964305
541,1,-1.007320638,0.870374623,-0.261964305,0.202014665,-0.192461893,0.058286707
542,2,0.202014665,-0.192461893,0.058286707,-0.040313896,0.042324412,-0.012887682
543,3,-0.040313896,0.042324412,-0.012887682,0.008009268,-0.00927032,0.002828923
544,4,0.008009268,-0.00927032,0.002828923,-0.00161837,0.002068731,-0.000593237
545,5,-0.00161837,0.002068731,-0.000593237,4,-2,2
546,0,4,-2,2,-0.820616222,0.423165533,-0.121616574
547,1,-0.820616222,0.423165533,-0.121616574,0.167784612,-0.097334154,0.02833764
548,2,0.167784612,-0.097334154,0.02833764,-0.03418558,0.022150845,-0.006517588
549,3,-0.03418558,0.022150845,-0.006517588,0.006946321,-0.005000636,0.00148052
550,4,0.006946321,-0.005000636,0.00148052,-0.001438599,0.001146497,-0.000320007
551,5,-0.001438599,0.001146497,-0.000320007,-7,2,-3.2168199
552,0,-7,2,-3.2168199,1.443428904,-0.658210257,0.135687536
553,1,1.443428904,-0.658210257,0.135687536,-0.297099476,0.128580782,-0.042154784
554,2,-0.297099476,0.128580782,-0.042154784,0.06087957,-0.0348588,0.008064938
555,3,0.06087957,-0.0348588,0.008064938,-0.01248629,0.005808968,-0.002661844
556,4,-0.01248629,0.005808968,-0.002661844,0.002590892,-0.002711641,0.000103462
557,5,0.002590892,-0.002711641,0.000103462,9,6,3.970520311
558,0,9,6,3.970520311,19.48178762,-1.246773503,84.41580758
559,1,19.48178762,-1.246773503,84.41580758,131.8116308,-6.99922622,-67.52100888
560,2,131.8116308,-6.99922622,-67.52100888,-17.12608117,2.574257375,-1.150401301
561,3,-17.12608117,2.574257375,-1.150401301,7.238270353,-1.186115888,0.208739015
562,4,7.238270353,-1.186115888,0.208739015,-1.961219645,0.310245027,-0.09356458
563,5,-1.961219645,0.310245027,-0.09356458,1,3,0.497425328
564,0,1,3,0.497425328,-0.168102357,-0.173355962,0.181959496
565,1,-0.168102357,-0.173355962,0.181959496,0.037110684,-0.010385016,0.048027078
566,2,0.037110684,-0.010385016,0.048027078,-0.00796985,-0.002148533,-0.008398986
567,3,-0.00796985,-0.002148533,-0.008398986,0.001675412,-0.002790878,-0.011146363
568,4,0.001675412,-0.002790878,-0.011146363,0.000148057,-0.002772548,-0.010935019
569,5,0.000148057,-0.002772548,-0.010935019,7,6,2.835647936
570,0,7,6,2.835647936,-1.560563851,-1.740227166,0.417377458
571,1,-1.560563851,-1.740227166,0.417377458,0.343147566,0.229453438,-0.109962021
572,2,0.343147566,0.229453438,-0.109962021,-0.075456096,-0.067488014,0.012642198
573,3,-0.075456096,-0.067488014,0.012642198,0.016320935,0.002490704,-0.006171447
574,4,0.016320935,0.002490704,-0.006171447,-0.003702157,-0.006980694,-0.001182075
575,5,-0.003702157,-0.006980694,-0.001182075,4,-6,2
576,0,4,-6,2,-0.773512012,1.294847119,-0.402316124
577,1,-0.773512012,1.294847119,-0.402316124,0.148084455,-0.278080498,0.086713932
578,2,0.148084455,-0.278080498,0.086713932,-0.028011925,0.059517995,-0.018621173
579,3,-0.028011925,0.059517995,-0.018621173,0.005226452,-0.012709857,0.003978173
580,4,0.005226452,-0.012709857,0.003978173,-0.000979347,0.002769287,-0.000813344
581,5,-0.000979347,0.002769287,-0.000813344,6,7,2.744412532
582,0,6,7,2.744412532,-1.363237396,-1.978250087,0.501817487
583,1,-1.363237396,-1.978250087,0.501817487,0.304348255,0.281411245,-0.126063942
584,2,0.304348255,0.281411245,-0.126063942,-0.067882016,-0.078729749,0.016123089
585,3,-0.067882016,-0.078729749,0.016123089,0.014853244,0.004919642,-0.006923153
586,4,0.014853244,0.004919642,-0.006923153,-0.003413948,-0.007513605,-0.001026749
587,5,-0.003413948,-0.007513605,-0.001026749,6,5,2.771201332
588,0,6,5,2.771201332,-1.337473715,-1.526838787,0.333220581
589,1,-1.337473715,-1.526838787,0.333220581,0.2938277,0.18742468,-0.09553365
590,2,0.2938277,0.18742468,-0.09553365,-0.064613516,-0.059306533,0.00982594
591,3,-0.064613516,-0.059306533,0.00982594,0.01394674,0.000912135,-0.00562461
592,4,0.01394674,0.000912135,-0.00562461,-0.003172566,-0.006671011,-0.00128316
593,5,-0.003172566,-0.006671011,-0.00128316,5,-7,2.5
594,0,5,-7,2.5,-0.971898694,1.499999434,-0.488499694
595,1,-0.971898694,1.499999434,-0.488499694,0.187491078,-0.323000994,0.100452521
596,2,0.187491078,-0.323000994,0.100452521,-0.035792969,0.069308452,-0.021629165
597,3,-0.035792969,0.069308452,-0.021629165,0.006754091,-0.014836687,0.00463256
598,4,0.006754091,-0.014836687,0.00463256,-0.001283894,0.003240295,-0.000949447
599,5,-0.001283894,0.003240295,-0.000949447,5,8,1.790235095
600,0,5,8,1.790235095,-1.165981339,-2.21918387,0.585841103
601,1,-1.165981339,-2.21918387,0.585841103,0.26559812,0.33396338,-0.142360754
602,2,0.26559812,0.33396338,-0.142360754,-0.060324843,-0.090098657,0.019644117
603,3,-0.060324843,-0.090098657,0.019644117,0.013390501,0.0073732,-0.007682735
604,4,0.013390501,0.0073732,-0.007682735,-0.00312733,-0.008056874,-0.000871812
605,5,-0.00312733,-0.008056874,-0.000871812,-1,9,-0.420277996
606,0,-1,9,-0.420277996,0.082442402,-2.518228346,0.671027724
607,1,0.082442402,-2.518228346,0.671027724,0.006489356,0.410573284,-0.162599807
608,2,0.006489356,0.410573284,-0.162599807,-0.006704108,-0.108974818,0.024777186
609,3,-0.006704108,-0.108974818,0.024777186,0.002316512,0.011912309,-0.00894496
610,4,0.002316512,0.011912309,-0.00894496,-0.000794159,-0.009149648,-0.000579242
611,5,-0.000794159,-0.009149648,-0.000579242,9,9,4.159708993
612,0,9,9,4.159708993,-2.020060743,-2.407614005,0.668202416
613,1,-2.020060743,-2.407614005,0.668202416,0.447304945,0.363621453,-0.155094286
614,2,0.447304945,0.363621453,-0.155094286,-0.098865087,-0.094200664,0.021631424
615,3,-0.098865087,-0.094200664,0.021631424,0.021548765,0.007787838,-0.00795742
616,4,0.021548765,0.007787838,-0.00795742,-0.004889165,-0.008046839,-0.000843196
617,5,-0.004889165,-0.008046839,-0.000843196,0,-8,0
618,0,0,-8,0,0.091785852,1.499999923,-0.665535197
619,1,0.091785852,1.499999923,-0.665535197,-0.036155977,-0.310908477,0.10045463
620,2,-0.036155977,-0.310908477,0.10045463,0.01109663,0.064250821,-0.020819829
621,3,0.01109663,0.064250821,-0.020819829,-0.003058542,-0.013250116,0.004294582
622,4,-0.003058542,-0.013250116,0.004294582,0.000811418,0.002787953,-0.000847917
623,5,0.000811418,0.002787953,-0.000847917,4,-6,2
624,0,4,-6,2,-0.773512012,1.294847119,-0.402316124
625,1,-0.773512012,1.294847119,-0.402316124,0.148084455,-0.278080498,0.086713932
626,2,0.148084455,-0.278080498,0.086713932,-0.028011925,0.059517995,-0.018621173
627,3,-0.028011925,0.059517995,-0.018621173,0.005226452,-0.012709857,0.003978173
628,4,0.005226452,-0.012709857,0.003978173,-0.000979347,0.002769287,-0.000813344
629,5,-0.000979347,0.002769287,-0.000813344,-8,7,-2.575174483
630,0,-8,7,-2.575174483,1.580258817,-2.131908818,0.506626436
631,1,1.580258817,-2.131908818,0.506626436,-0.312805384,0.346895392,-0.136490233
632,2,-0.312805384,0.346895392,-0.136490233,0.061148637,-0.099362049,0.020510516
633,3,0.061148637,-0.099362049,0.020510516,-0.012073601,0.010683235,-0.008302266
634,4,-0.012073601,0.010683235,-0.008302266,0.002319547,-0.009055285,-0.000657896
635,5,0.002319547,-0.009055285,-0.000657896,8,-5,4
636,0,8,-5,4,-1.626314146,1.122399931,-0.332133062
637,1,-1.626314146,1.122399931,-0.332133062,0.32933002,-0.251912185,0.075163542
638,2,0.32933002,-0.251912185,0.075163542,-0.066415913,0.056136178,-0.016868482
639,3,-0.066415913,0.056136178,-0.016868482,0.013347945,-0.012442847,0.003752067
640,4,0.013347945,-0.012442847,0.003752067,-0.002731749,0.002806946,-0.000796257
641,5,-0.002731749,0.002806946,-0.000796257,-4,7,-1.915432044
642,0,-4,7,-1.915432044,0.739259049,-2.087959154,0.505292828
643,1,0.739259049,-2.087959154,0.505292828,-0.136476189,0.328176089,-0.133508112
644,2,-0.136476189,0.328176089,-0.133508112,0.024282904,-0.093465118,0.019256322
645,3,0.024282904,-0.093465118,0.019256322,-0.004380284,0.009036084,-0.007908102
646,4,-0.004380284,0.009036084,-0.007908102,0.000681421,-0.008614718,-0.000763309
647,5,0.000681421,-0.008614718,-0.000763309,5,-7,2.5
648,0,5,-7,2.5,-0.971898694,1.499999434,-0.488499694
649,1,-0.971898694,1.499999434,-0.488499694,0.187491078,-0.323000994,0.100452521
650,2,0.187491078,-0.323000994,0.100452521,-0.035792969,0.069308452,-0.021629165
651,3,-0.035792969,0.069308452,-0.021629165,0.006754091,-0.014836687,0.00463256
652,4,0.006754091,-0.014836687,0.00463256,-0.001283894,0.003240295,-0.000949447
653,5,-0.001283894,0.003240295,-0.000949447,-5,2,-2.2847898
654,0,-5,2,-2.2847898,1.083000678,-1.983074446,-0.819422406
655,1,1.083000678,-1.983074446,-0.819422406,-4.884602156,6.849495886,4.658976841
656,2,-4.884602156,6.849495886,4.658976841,4.535230173,-28.26017954,-15.21208433
657,3,4.535230173,-28.26017954,-15.21208433,0.490497645,97.49681788,49.70612563
658,4,0.490497645,97.49681788,49.70612563,-41.60556042,-441.0710232,-188.4747367
659,5,-41.60556042,-441.0710232,-188.4747367,-5,-3,-2.5
660,0,-5,-3,-2.5,1.083468515,0.538771201,-0.19180989
661,1,1.083468515,0.538771201,-0.19180989,-0.23386161,-0.099729628,0.036083427
662,2,-0.23386161,-0.099729628,0.036083427,0.050294125,0.018082698,-0.006678772
663,3,0.050294125,0.018082698,-0.006678772,-0.01078958,-0.003192278,0.001208741
664,4,-0.01078958,-0.003192278,0.001208741,0.002360788,0.000554643,-0.000204284
665,5,0.002360788,0.000554643,-0.000204284,9,8,4.262354597
666,0,9,8,4.262354597,-2.006979495,-2.17512614,0.58456038
667,1,-2.006979495,-2.17512614,0.58456038,0.44192097,0.315223613,-0.139372568
668,2,0.44192097,0.315223613,-0.139372568,-0.097169168,-0.084191213,0.018392327
669,3,-0.097169168,-0.084191213,0.018392327,0.021006749,0.005719256,-0.007293022
670,4,0.021006749,0.005719256,-0.007293022,-0.004747948,-0.007612248,-0.000975586
671,5,-0.004747948,-0.007612248,-0.000975586,8,6,3.281832399
672,0,8,6,3.281832399,-1.770812813,-1.729337702,0.416968606
673,1,-1.770812813,-1.729337702,0.416968606,0.387230733,0.224793555,-0.109223074
674,2,0.387230733,0.224793555,-0.109223074,-0.084672958,-0.066017944,0.012329986
675,3,-0.084672958,-0.066017944,0.012329986,0.018244415,0.002079776,-0.00607318
676,4,0.018244415,0.002079776,-0.00607318,-0.004111746,-0.006870739,-0.001208374
677,5,-0.004111746,-0.006870739,-0.001208374,0,-7,0
678,0,0,-7,0,0.079290125,1.467293915,-0.472499464
679,1,0.079290125,1.467293915,-0.472499464,-0.033161106,-0.304248734,0.098264296
680,2,-0.033161106,-0.304248734,0.098264296,0.010392061,0.062899796,-0.020373858
681,3,0.010392061,0.062899796,-0.020373858,-0.002895041,-0.012976864,0.004204277
682,4,-0.002895041,-0.012976864,0.004204277,0.000773054,0.002731627,-0.000830431
683,5,0.000773054,0.002731627,-0.000830431,3,-9,1.5
684,0,3,-9,1.5,-0.526228381,1.500000004,-0.902883336
685,1,-0.526228381,1.500000004,-0.902883336,0.093785799,-0.317934457,0.100453429
686,2,0.093785799,-0.317934457,0.100453429,-0.016146821,0.067189385,-0.021290069
687,3,-0.016146821,0.067189385,-0.021290069,0.002642722,-0.014171937,0.004490952
688,4,0.002642722,-0.014171937,0.004490952,-0.000405985,0.00305077,-0.000906907
689,5,-0.000405985,0.00305077,-0.000906907,-7,2,-3.212985814
690,0,-7,2,-3.212985814,1.443428904,-0.658210255,0.135687535
691,1,1.443428904,-0.658210255,0.135687535,-0.297099476,0.128580782,-0.042154783
692,2,-0.297099476,0.128580782,-0.042154783,0.06087957,-0.0348588,0.008064938
693,3,0.06087957,-0.0348588,0.008064938,-0.01248629,0.005808968,-0.002661843
694,4,-0.01248629,0.005808968,-0.002661843,0.002590892,-0.002711641,0.000103462
