,Unnamed: 0,t,x1,x2,u,ctg
221,1,0.1,-0.080330237,-0.613052781,3.066169827,32.95279746
222,2,0.2,-0.203038952,-1.820992541,-13.30648475,32.52350381
223,3,0.3,-0.326242921,-0.662393615,10.35394956,28.28095248
224,4,0.4,-0.407272122,-0.953342063,-3.719776491,27.19973138
225,5,0.5,-0.482879833,-0.565278815,3.124555365,26.05581602
226,6,0.6,-0.510504814,0.003304399,5.409582335,25.45428872
227,7,0.7,-0.441522573,1.353835323,14.19513166,25.04734473
228,8,0.8,-0.400902627,-0.510371461,-18.23586838,22.01202365
229,9,0.9,-0.542324268,-2.288431971,-19.19482152,19.92808723
230,10,1,-0.823557257,-3.31905363,-13.11854648,12.55484486
232,1,0.1,-0.117021715,-1.334854318,-4.518760323,32.32683114
233,2,0.2,-0.315703921,-2.617417321,-14.8124521,30.42920504
234,3,0.3,-0.589561899,-2.855770356,-5.122110136,22.38161895
235,4,0.4,-0.793762311,-1.254914369,13.96655575,13.74743133
236,5,0.5,-0.934586808,-1.556549168,-4.424592961,10.56723925
237,6,0.6,-0.994257971,0.331660999,18.28539005,7.173056325
238,7,0.7,-0.934266018,0.859384137,5.8771509,4.402730948
239,8,0.8,-0.875277707,0.329216727,-4.711790986,2.618632348
240,9,0.9,-0.839228686,0.390738502,0.975707954,1.633132759
241,10,1,-0.801795002,0.358472851,0.051680331,0.771391364
243,1,0.1,-0.061932217,-0.251123525,6.869442586,16.94467997
244,2,0.2,-0.143038638,-1.352649205,-11.82632102,16.64183514
245,3,0.3,-0.301140007,-1.801892035,-6.073441989,14.09240587
246,4,0.4,-0.472536495,-1.628920115,0.01575432,10.57047217
247,5,0.5,-0.54988001,0.054005732,16.05582332,7.693799448
248,6,0.6,-0.558201331,-0.215933906,-2.782609586,6.099567492
249,7,0.7,-0.599544605,-0.604457276,-4.298666447,5.702636734
250,8,0.8,-0.564375798,1.276489534,19.16115617,4.885421735
251,9,0.9,-0.467881148,0.66361632,-5.163785638,1.101726635
252,10,1,-0.425000487,0.201694303,-4.190413562,0.309103836
254,1,0.1,-0.077973258,-0.566685853,3.553408891,15.96392417
255,2,0.2,-0.115238259,-0.184974962,3.444458897,15.57357792
256,3,0.3,-0.170391087,-0.906065432,-7.762432981,15.46676084
257,4,0.4,-0.181986519,0.648255766,15.42725767,14.31549632
258,5,0.5,-0.153828203,-0.073069365,-6.931668155,12.67214029
259,6,0.6,-0.109880536,0.935220661,10.52237693,12.40289793
260,7,0.7,-0.036864098,0.531830164,-3.30374059,10.96258443
261,8,0.8,0.090128457,1.98382506,15.78987452,10.62380863
262,9,0.9,0.280726723,1.830692038,0.374652428,5.433522937
263,10,1,0.362079794,-0.170286522,-19.19625488,2.002580284
265,1,0.1,-0.156817347,-2.117721357,-12.74538705,41.4158094
266,2,0.2,-0.370681584,-2.158877565,-2.550204452,36.09424952
267,3,0.3,-0.509328505,-0.639381561,13.80849084,31.26357462
268,4,0.4,-0.647582045,-2.101327528,-16.00199506,29.64197822
269,5,0.5,-0.885802932,-2.653882496,-7.907758558,23.52671911
270,6,0.6,-1.09039762,-1.457940327,9.91347481,15.38631674
271,7,0.7,-1.149035129,0.256618929,16.55921747,11.58037486
272,8,0.8,-1.111638503,0.487466763,2.682444607,8.823201445
273,9,0.9,-1.158786478,-1.398990542,-19.3360528,7.313859892
274,10,1,-1.243658442,-0.31648744,9.976311386,2.144484563
276,1,0.1,-0.056315929,-0.140638871,8.030452009,29.33072412
277,2,0.2,-0.110860576,-0.936983869,-8.508896453,28.98533254
278,3,0.3,-0.11091742,0.90514988,18.42076905,27.73309711
279,4,0.4,0.039906284,2.091554072,13.37227895,25.20487447
280,5,0.5,0.149249674,0.128033621,-18.54177061,19.9345943
281,6,0.6,0.204815811,0.969270834,8.968033494,18.17693994
282,7,0.7,0.242691597,-0.192397196,-11.23792244,16.79337635
283,8,0.8,0.319697865,1.700971657,19.70375121,16.06600595
284,9,0.9,0.495805326,1.819207297,2.943431007,11.12930559
285,10,1,0.715416681,2.560664246,9.610683043,7.530648551
287,1,0.1,-0.114258542,-1.280496669,-3.947552109,52.73319127
288,2,0.2,-0.231211518,-1.062200526,1.013431667,51.00254869
289,3,0.3,-0.246209701,0.732332966,17.7953531,49.81568475
290,4,0.4,-0.147460903,1.234278632,6.006944638,47.635381
291,5,0.5,-0.064270273,0.442724332,-7.083636703,45.90977562
292,6,0.6,-0.112109762,-1.369318421,-18.59882242,45.45875058
293,7,0.7,-0.25916956,-1.568557453,-3.462988301,41.84156806
294,8,0.8,-0.492957383,-3.081979509,-17.47209879,39.25406528
295,9,0.9,-0.836578046,-3.778821653,-10.40462808,27.98608943
296,10,1,-1.191280497,-3.322826012,1.012931913,12.46545208
298,1,0.1,-0.090220938,-0.807624477,1.021545855,36.60023402
299,2,0.2,-0.190330139,-1.188217392,-4.807021165,35.93461912
300,3,0.3,-0.292037251,-0.851535283,2.349749969,34.37099573
301,4,0.4,-0.321536398,0.243307988,10.65344124,33.53299101
302,5,0.5,-0.366738369,-1.124553515,-14.13063474,32.80292753
303,6,0.6,-0.541015447,-2.340721936,-13.90445498,30.40543569
304,7,0.7,-0.829710881,-3.415280433,-13.63253932,23.66708946
305,8,0.8,-1.061685082,-1.260116985,19.23189247,10.38529823
306,9,0.9,-1.173757146,-0.985893914,1.62151007,5.820899762
307,10,1,-1.288575463,-1.305152332,-4.340767346,3.458060639
